NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	MRIUnit	Mammography	Radiotherapy
1,210005,Acailandia,120535.00,49.42,304.95,150.67,588.21,0.00,0.00,0.00,0.00,0.00
1,210010,Afonso_Cunha,6977.00,2.86,17.65,8.72,34.05,0.00,0.00,0.00,0.00,0.00
1,210015,Agua_Doce_Do_Maranhao,13469.00,5.52,34.08,16.84,65.73,0.00,0.00,0.00,0.00,0.00
1,210020,Alcantara,23818.00,9.77,60.26,29.77,116.23,0.00,0.00,0.00,0.00,0.00
1,210030,Aldeias_Altas,28368.00,11.63,71.77,35.46,138.44,0.00,0.00,0.00,0.00,0.00
1,210040,Altamira_Do_Maranhao,8700.00,3.57,22.01,10.88,42.46,0.00,0.00,0.00,0.00,0.00
1,210043,Alto_Alegre_Do_Maranhao,28947.00,11.87,73.24,36.18,141.26,0.00,0.00,0.00,0.00,0.00
1,210047,Alto_Alegre_Do_Pindare,34399.00,14.10,87.03,43.00,167.87,0.00,0.00,0.00,0.00,0.00
1,210050,Alto_Parnaiba,12045.00,4.94,30.47,15.06,58.78,0.00,0.00,0.00,0.00,0.00
1,210060,Amarante_Do_Maranhao,44367.00,18.19,112.25,55.46,216.51,0.00,0.00,0.00,0.00,0.00
1,210070,Anajatuba,28704.00,11.77,72.62,35.88,140.08,0.00,0.00,0.00,0.00,0.00
1,210083,Apicum_Acu,18403.00,7.55,46.56,23.00,89.81,0.00,0.00,0.00,0.00,0.00
1,210090,Araioses,49724.00,20.39,125.80,62.16,242.65,0.00,0.00,0.00,0.00,0.00
1,210095,Arame,35201.00,14.43,89.06,44.00,171.78,0.00,0.00,0.00,0.00,0.00
1,210100,Arari,32102.00,13.16,81.22,40.13,156.66,0.00,0.00,0.00,0.00,0.00
1,210120,Bacabal,112852.00,46.27,285.52,141.06,550.72,0.00,0.00,0.00,0.00,0.00
1,210130,Bacuri,19962.00,8.18,50.50,24.95,97.41,0.00,0.00,0.00,0.00,0.00
1,210140,Balsas,101196.00,41.49,256.03,126.50,493.84,0.00,0.00,0.00,0.00,0.00
1,210150,Barao_De_Grajau,20184.00,8.28,51.07,25.23,98.50,0.00,0.00,0.00,0.00,0.00
1,210160,Barra_Do_Corda,94690.00,38.82,239.57,118.36,462.09,0.00,0.00,0.00,0.00,0.00
1,210170,Barreirinhas,66684.00,27.34,168.71,83.36,325.42,0.00,0.00,0.00,0.00,0.00
1,210180,Benedito_Leite,6069.00,2.49,15.35,7.59,29.62,0.00,0.00,0.00,0.00,0.00
1,210190,Bequimao,38344.00,15.72,97.01,47.93,187.12,0.00,0.00,0.00,0.00,0.00
1,210193,Bernardo_Do_Mearim,6483.00,2.66,16.40,8.10,31.64,0.00,0.00,0.00,0.00,0.00
1,210200,Bom_Jardim,44690.00,18.32,113.07,55.86,218.09,0.00,0.00,0.00,0.00,0.00
1,210203,Bom_Jesus_Das_Selvas,36109.00,14.80,91.36,45.14,176.21,0.00,0.00,0.00,0.00,0.00
1,210210,Brejo,38978.00,15.98,98.61,48.72,190.21,0.00,0.00,0.00,0.00,0.00
1,210215,Brejo_De_Areia,10103.00,4.14,25.56,12.63,49.30,0.00,0.00,0.00,0.00,0.00
1,210220,Buriti,30800.00,12.63,77.92,38.50,150.30,0.00,0.00,0.00,0.00,0.00
1,210230,Buriti_Bravo,25699.00,10.54,65.02,32.12,125.41,0.00,0.00,0.00,0.00,0.00
1,210232,Buriticupu,77357.00,31.72,195.71,96.70,377.50,0.00,0.00,0.00,0.00,0.00
1,210235,Buritirana,16602.00,6.81,42.00,20.75,81.02,0.00,0.00,0.00,0.00,0.00
1,210240,Cajapio,12011.00,4.92,30.39,15.01,58.61,0.00,0.00,0.00,0.00,0.00
1,210250,Cajari,20824.00,8.54,52.68,26.03,101.62,0.00,0.00,0.00,0.00,0.00
1,210255,Campestre_Do_Maranhao,23781.00,9.75,60.17,29.73,116.05,0.00,0.00,0.00,0.00,0.00
1,210260,Candido_Mendes,41702.00,17.10,105.51,52.13,203.51,0.00,0.00,0.00,0.00,0.00
