NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP_ATENDIDA,ATEND_FTE
1,290010,"Abaira",1,"Physicians",9456,3.877
1,290010,"Abaira",2,"Nurses",9456,23.9237
1,290010,"Abaira",3,"OtherCadres",9456,11.82
1,290010,"Abaira",4,"CommunityBased",9456,46.1453
1,290010,"Abaira",5,"Beds",9456,0
1,290010,"Abaira",6,"CTScanner",9456,0
1,290010,"Abaira",7,"MRIUnit",9456,0
1,290010,"Abaira",8,"Mammography",9456,0
1,290010,"Abaira",9,"Radiotherapy",9456,0
1,290020,"Abare",1,"Physicians",21370,8.7617
1,290020,"Abare",2,"Nurses",21370,54.0661
1,290020,"Abare",3,"OtherCadres",21370,26.7125
1,290020,"Abare",4,"CommunityBased",21370,104.2856
1,290020,"Abare",5,"Beds",21370,0
1,290020,"Abare",6,"CTScanner",21370,0
1,290020,"Abare",7,"MRIUnit",21370,0
1,290020,"Abare",8,"Mammography",21370,0
1,290020,"Abare",9,"Radiotherapy",21370,0
1,290035,"Adustina",1,"Physicians",18102,7.4218
1,290035,"Adustina",2,"Nurses",18102,45.7981
1,290035,"Adustina",3,"OtherCadres",18102,22.6275
1,290035,"Adustina",4,"CommunityBased",18102,88.3378
1,290035,"Adustina",5,"Beds",18102,0
1,290035,"Adustina",6,"CTScanner",18102,0
1,290035,"Adustina",7,"MRIUnit",18102,0
1,290035,"Adustina",8,"Mammography",18102,0
1,290035,"Adustina",9,"Radiotherapy",18102,0
1,290050,"Erico_Cardoso",1,"Physicians",11499,4.7146
1,290050,"Erico_Cardoso",2,"Nurses",11499,29.0925
1,290050,"Erico_Cardoso",3,"OtherCadres",11499,14.3738
1,290050,"Erico_Cardoso",4,"CommunityBased",11499,56.1151
1,290050,"Erico_Cardoso",5,"Beds",11499,0
1,290050,"Erico_Cardoso",6,"CTScanner",11499,0
1,290050,"Erico_Cardoso",7,"MRIUnit",11499,0
1,290050,"Erico_Cardoso",8,"Mammography",11499,0
1,290050,"Erico_Cardoso",9,"Radiotherapy",11499,0
1,290070,"Alagoinhas",1,"Physicians",195870,80.3067
1,290070,"Alagoinhas",2,"Nurses",195870,495.5511
1,290070,"Alagoinhas",3,"OtherCadres",195870,244.8375
1,290070,"Alagoinhas",4,"CommunityBased",195870,955.8457
1,290070,"Alagoinhas",5,"Beds",195870,0
1,290070,"Alagoinhas",6,"CTScanner",195870,0
1,290070,"Alagoinhas",7,"MRIUnit",195870,0
1,290070,"Alagoinhas",8,"Mammography",195870,0
1,290070,"Alagoinhas",9,"Radiotherapy",195870,0
1,290100,"Amargosa",1,"Physicians",39940,16.3754
1,290100,"Amargosa",2,"Nurses",39940,101.0482
1,290100,"Amargosa",3,"OtherCadres",39940,49.925
1,290100,"Amargosa",4,"CommunityBased",39940,194.9072
1,290100,"Amargosa",5,"Beds",39940,0
1,290100,"Amargosa",6,"CTScanner",39940,0
1,290100,"Amargosa",7,"MRIUnit",39940,0
1,290100,"Amargosa",8,"Mammography",39940,0
1,290100,"Amargosa",9,"Radiotherapy",39940,0
1,290110,"Amelia_Rodrigues",1,"Physicians",41188,16.8871
1,290110,"Amelia_Rodrigues",2,"Nurses",41188,104.2057
1,290110,"Amelia_Rodrigues",3,"OtherCadres",41188,51.4851
1,290110,"Amelia_Rodrigues",4,"CommunityBased",41188,200.9974
1,290110,"Amelia_Rodrigues",5,"Beds",41188,0
1,290110,"Amelia_Rodrigues",6,"CTScanner",41188,0
1,290110,"Amelia_Rodrigues",7,"MRIUnit",41188,0
1,290110,"Amelia_Rodrigues",8,"Mammography",41188,0
1,290110,"Amelia_Rodrigues",9,"Radiotherapy",41188,0
1,290115,"America_Dourada",1,"Physicians",17361,7.118
1,290115,"America_Dourada",2,"Nurses",17361,43.9233
1,290115,"America_Dourada",3,"OtherCadres",17361,21.7013
1,290115,"America_Dourada",4,"CommunityBased",17361,84.7217
1,290115,"America_Dourada",5,"Beds",17361,0
1,290115,"America_Dourada",6,"CTScanner",17361,0
1,290115,"America_Dourada",7,"MRIUnit",17361,0
1,290115,"America_Dourada",8,"Mammography",17361,0
1,290115,"America_Dourada",9,"Radiotherapy",17361,0
1,290120,"Anage",1,"Physicians",19623,8.0454
1,290120,"Anage",2,"Nurses",19623,49.6462
1,290120,"Anage",3,"OtherCadres",19623,24.5288
1,290120,"Anage",4,"CommunityBased",19623,95.7602
1,290120,"Anage",5,"Beds",19623,0
1,290120,"Anage",6,"CTScanner",19623,0
1,290120,"Anage",7,"MRIUnit",19623,0
1,290120,"Anage",8,"Mammography",19623,0
1,290120,"Anage",9,"Radiotherapy",19623,0
1,290130,"Andarai",1,"Physicians",14186,5.8163
1,290130,"Andarai",2,"Nurses",14186,35.8906
1,290130,"Andarai",3,"OtherCadres",14186,17.7325
1,290130,"Andarai",4,"CommunityBased",14186,69.2277
1,290130,"Andarai",5,"Beds",14186,0
1,290130,"Andarai",6,"CTScanner",14186,0
1,290130,"Andarai",7,"MRIUnit",14186,0
1,290130,"Andarai",8,"Mammography",14186,0
1,290130,"Andarai",9,"Radiotherapy",14186,0
1,290135,"Andorinha",1,"Physicians",15844,6.496
1,290135,"Andorinha",2,"Nurses",15844,40.0853
1,290135,"Andorinha",3,"OtherCadres",15844,19.805
1,290135,"Andorinha",4,"CommunityBased",15844,77.3187
1,290135,"Andorinha",5,"Beds",15844,0
1,290135,"Andorinha",6,"CTScanner",15844,0
1,290135,"Andorinha",7,"MRIUnit",15844,0
1,290135,"Andorinha",8,"Mammography",15844,0
1,290135,"Andorinha",9,"Radiotherapy",15844,0
1,290140,"Angical",1,"Physicians",15118,6.1984
1,290140,"Angical",2,"Nurses",15118,38.2485
1,290140,"Angical",3,"OtherCadres",15118,18.8975
1,290140,"Angical",4,"CommunityBased",15118,73.7758
1,290140,"Angical",5,"Beds",15118,0
1,290140,"Angical",6,"CTScanner",15118,0
