NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	290020	Abare	43337.00	72.37	52.00	108.78	0.00	115.71	0.29	0.22	0.13	0.01
2	290070	Alagoinhas	195870.00	327.10	235.04	491.63	0.00	522.97	1.29	0.98	0.61	0.06
2	290100	Amargosa	39940.00	66.70	47.93	100.25	0.00	106.64	0.26	0.20	0.12	0.01
2	290115	America_Dourada	17361.00	28.99	20.83	43.58	0.00	46.35	0.11	0.09	0.05	0.01
2	290120	Anage	29445.00	49.17	35.33	73.91	0.00	78.62	0.19	0.15	0.09	0.01
2	290130	Andarai	60835.00	101.59	73.00	152.70	0.00	162.43	0.40	0.30	0.19	0.02
2	290140	Angical	15118.00	25.25	18.14	37.95	0.00	40.37	0.10	0.08	0.05	0.00
2	290160	Antas	65349.00	109.13	78.42	164.03	0.00	174.48	0.43	0.33	0.20	0.02
2	290200	Aracatu	31613.00	52.79	37.94	79.35	0.00	84.41	0.21	0.16	0.10	0.01
2	290260	Baixa_Grande	22097.00	36.90	26.52	55.46	0.00	59.00	0.15	0.11	0.07	0.01
2	290270	Barra	66625.00	111.26	79.95	167.23	0.00	177.89	0.44	0.33	0.21	0.02
2	290280	Barra_Da_Estiva	63687.00	106.36	76.42	159.85	0.00	170.04	0.42	0.32	0.20	0.02
2	290290	Barra_Do_Choca	42129.00	70.36	50.55	105.74	0.00	112.48	0.28	0.21	0.13	0.01
2	290320	Barreiras	165914.00	277.08	199.10	416.44	0.00	442.99	1.10	0.83	0.51	0.05
2	290340	Belmonte	25037.00	41.81	30.04	62.84	0.00	66.85	0.17	0.13	0.08	0.01
2	290350	Belo_Campo	36590.00	61.11	43.91	91.84	0.00	97.70	0.24	0.18	0.11	0.01
2	290380	Boa_Vista_Do_Tupim	20085.00	33.54	24.10	50.41	0.00	53.63	0.13	0.10	0.06	0.01
2	290390	Bom_Jesus_Da_Lapa	73998.00	123.58	88.80	185.73	0.00	197.57	0.49	0.37	0.23	0.02
2	290400	Boninal	15410.00	25.73	18.49	38.68	0.00	41.14	0.10	0.08	0.05	0.00
2	290405	Bonito	17944.00	29.97	21.53	45.04	0.00	47.91	0.12	0.09	0.06	0.01
2	290410	Boquira	23210.00	38.76	27.85	58.26	0.00	61.97	0.15	0.12	0.07	0.01
2	290430	Brejoes	15499.00	25.88	18.60	38.90	0.00	41.38	0.10	0.08	0.05	0.00
2	290460	Brumado	105704.00	176.53	126.84	265.32	0.00	282.23	0.70	0.53	0.33	0.03
2	290475	Buritirama	37332.00	62.34	44.80	93.70	0.00	99.68	0.25	0.19	0.12	0.01
2	290500	Cacule	35022.00	58.49	42.03	87.91	0.00	93.51	0.23	0.18	0.11	0.01
2	290520	Caetite	54856.00	91.61	65.83	137.69	0.00	146.47	0.36	0.27	0.17	0.02
2	290530	Cafarnaum	19798.00	33.06	23.76	49.69	0.00	52.86	0.13	0.10	0.06	0.01
2	290560	Camacan	98496.00	164.49	118.20	247.22	0.00	262.98	0.65	0.49	0.31	0.03
2	290590	Campo_Alegre_De_Lourdes	31110.00	51.95	37.33	78.09	0.00	83.06	0.21	0.16	0.10	0.01
2	290600	Campo_Formoso	89117.00	148.83	106.94	223.68	0.00	237.94	0.59	0.45	0.28	0.03
2	290620	Canarana	44029.00	73.53	52.83	110.51	0.00	117.56	0.29	0.22	0.14	0.01
2	290630	Canavieiras	33760.00	56.38	40.51	84.74	0.00	90.14	0.22	0.17	0.10	0.01
2	290650	Candeias	93485.00	156.12	112.18	234.65	0.00	249.60	0.62	0.47	0.29	0.03
2	290660	Candiba	15389.00	25.70	18.47	38.63	0.00	41.09	0.10	0.08	0.05	0.00
2	290670	Candido_Sales	27322.00	45.63	32.79	68.58	0.00	72.95	0.18	0.14	0.08	0.01
2	290680	Cansancao	37516.00	62.65	45.02	94.17	0.00	100.17	0.25	0.19	0.12	0.01
2	290682	Canudos	26548.00	44.34	31.86	66.64	0.00	70.88	0.18	0.13	0.08	0.01
2	290685	Capela_Do_Alto_Alegre	32296.00	53.93	38.76	81.06	0.00	86.23	0.21	0.16	0.10	0.01
2	290687	Capim_Grosso	58613.00	97.88	70.34	147.12	0.00	156.50	0.39	0.29	0.18	0.02
2	290690	Caravelas	23660.00	39.51	28.39	59.39	0.00	63.17	0.16	0.12	0.07	0.01
2	290710	Carinhanha	31240.00	52.17	37.49	78.41	0.00	83.41	0.21	0.16	0.10	0.01
2	290720	Casa_Nova	76972.00	128.54	92.37	193.20	0.00	205.52	0.51	0.38	0.24	0.02
2	290750	Catu	241904.00	403.98	290.28	607.18	0.00	645.88	1.60	1.21	0.75	0.07
2	290760	Central	18607.00	31.07	22.33	46.70	0.00	49.68	0.12	0.09	0.06	0.01
2	290780	Cicero_Dantas	69063.00	115.34	82.88	173.35	0.00	184.40	0.46	0.35	0.21	0.02
2	290800	Coaraci	35971.00	60.07	43.17	90.29	0.00	96.04	0.24	0.18	0.11	0.01
2	290810	Cocos	26331.00	43.97	31.60	66.09	0.00	70.30	0.17	0.13	0.08	0.01
2	290830	Conceicao_Do_Almeida	60170.00	100.48	72.20	151.03	0.00	160.65	0.40	0.30	0.19	0.02
2	290860	Conde	27643.00	46.16	33.17	69.38	0.00	73.81	0.18	0.14	0.09	0.01
2	290870	Condeuba	39750.00	66.38	47.70	99.77	0.00	106.13	0.26	0.20	0.12	0.01
2	290890	Coracao_De_Maria	24504.00	40.92	29.40	61.51	0.00	65.43	0.16	0.12	0.08	0.01
2	290910	Coribe	24522.00	40.95	29.43	61.55	0.00	65.47	0.16	0.12	0.08	0.01
2	290930	Correntina	34601.00	57.78	41.52	86.85	0.00	92.38	0.23	0.17	0.11	0.01
2	290970	Cristopolis	58017.00	96.89	69.62	145.62	0.00	154.91	0.38	0.29	0.18	0.02
2	290990	Curaca	37090.00	61.94	44.51	93.10	0.00	99.03	0.24	0.19	0.11	0.01
2	291010	Dom_Basilio	13110.00	21.89	15.73	32.91	0.00	35.00	0.09	0.07	0.04	0.00
2	291040	Encruzilhada	25774.00	43.04	30.93	64.69	0.00	68.82	0.17	0.13	0.08	0.01
2	291050	Entre_Rios	94671.00	158.10	113.61	237.62	0.00	252.77	0.62	0.47	0.29	0.03
2	291070	Euclides_Da_Cunha	64542.00	107.79	77.45	162.00	0.00	172.33	0.43	0.32	0.20	0.02
2	291072	Eunapolis	195155.00	325.91	234.19	489.84	0.00	521.06	1.29	0.98	0.60	0.06
2	291080	Feira_De_Santana	670429.00	1119.62	804.51	1682.78	0.00	1790.05	4.42	3.35	2.08	0.20
2	291085	Filadelfia	33890.00	56.60	40.67	85.06	0.00	90.49	0.22	0.17	0.11	0.01
2	291120	Gandu	137815.00	230.15	165.38	345.92	0.00	367.97	0.91	0.69	0.43	0.04
2	291170	Guanambi	90613.00	151.32	108.74	227.44	0.00	241.94	0.60	0.45	0.28	0.03
2	291190	Iacu	37674.00	62.92	45.21	94.56	0.00	100.59	0.25	0.19	0.12	0.01
2	291210	Ibicarai	51178.00	85.47	61.41	128.46	0.00	136.65	0.34	0.26	0.16	0.02
2	291230	Ibicui	37630.00	62.84	45.16	94.45	0.00	100.47	0.25	0.19	0.12	0.01
2	291250	Ibipitanga	16023.00	26.76	19.23	40.22	0.00	42.78	0.11	0.08	0.05	0.00
2	291300	Ibitiara	30753.00	51.36	36.90	77.19	0.00	82.11	0.20	0.15	0.10	0.01
2	291310	Ibitita	53007.00	88.52	63.61	133.05	0.00	141.53	0.35	0.27	0.16	0.02
2	291320	Ibotirama	41121.00	68.67	49.35	103.21	0.00	109.79	0.27	0.21	0.13	0.01
2	291340	Igapora	67934.00	113.45	81.52	170.51	0.00	181.38	0.45	0.34	0.21	0.02
2	291345	Igrapiuna	52434.00	87.56	62.92	131.61	0.00	140.00	0.35	0.26	0.16	0.02
2	291360	Ilheus	177792.00	296.91	213.35	446.26	0.00	474.70	1.17	0.89	0.55	0.05
2	291370	Inhambupe	42602.00	71.15	51.12	106.93	0.00	113.75	0.28	0.21	0.13	0.01
2	291380	Ipecaeta	44038.00	73.54	52.85	110.54	0.00	117.58	0.29	0.22	0.14	0.01
2	291390	Ipiau	124768.00	208.36	149.72	313.17	0.00	333.13	0.82	0.62	0.39	0.04
2	291400	Ipira	64457.00	107.64	77.35	161.79	0.00	172.10	0.43	0.32	0.20	0.02
2	291440	Iraquara	26901.00	44.92	32.28	67.52	0.00	71.83	0.18	0.13	0.08	0.01
2	291450	Irara	68240.00	113.96	81.89	171.28	0.00	182.20	0.45	0.34	0.21	0.02
2	291460	Irece	150610.00	251.52	180.73	378.03	0.00	402.13	0.99	0.75	0.47	0.05
2	291470	Itaberaba	69378.00	115.86	83.25	174.14	0.00	185.24	0.46	0.35	0.22	0.02
2	291480	Itabuna	249286.00	416.31	299.14	625.71	0.00	665.59	1.65	1.25	0.77	0.07
2	291490	Itacare	52212.00	87.19	62.65	131.05	0.00	139.41	0.34	0.26	0.16	0.02
2	291535	Itaguacu_Da_Bahia	77609.00	129.61	93.13	194.80	0.00	207.22	0.51	0.39	0.24	0.02
2	291550	Itajuipe	44454.00	74.24	53.34	111.58	0.00	118.69	0.29	0.22	0.14	0.01
2	291560	Itamaraju	69589.00	116.21	83.51	174.67	0.00	185.80	0.46	0.35	0.22	0.02
2	291580	Itambe	25193.00	42.07	30.23	63.23	0.00	67.27	0.17	0.13	0.08	0.01
2	291600	Itanhem	31031.00	51.82	37.24	77.89	0.00	82.85	0.20	0.16	0.10	0.01
2	291610	Itaparica	69911.00	116.75	83.89	175.48	0.00	186.66	0.46	0.35	0.22	0.02
2	291640	Itapetinga	81398.00	135.93	97.68	204.31	0.00	217.33	0.54	0.41	0.25	0.02
2	291680	Itarantim	40134.00	67.02	48.16	100.74	0.00	107.16	0.26	0.20	0.12	0.01
2	291685	Itatim	75680.00	126.39	90.82	189.96	0.00	202.07	0.50	0.38	0.23	0.02
2	291690	Itirucu	21428.00	35.78	25.71	53.78	0.00	57.21	0.14	0.11	0.07	0.01
2	291700	Itiuba	38896.00	64.96	46.68	97.63	0.00	103.85	0.26	0.19	0.12	0.01
2	291710	Itororo	21975.00	36.70	26.37	55.16	0.00	58.67	0.15	0.11	0.07	0.01
2	291750	Jacobina	116441.00	194.46	139.73	292.27	0.00	310.90	0.77	0.58	0.36	0.03
2	291760	Jaguaquara	67356.00	112.48	80.83	169.06	0.00	179.84	0.44	0.34	0.21	0.02
