name,lat,lon
Hérouville-Saint-Clair,49.2044,-0.3253,
Octeville-sur-Mer,49.5558,0.1169,
Hérouvillette,49.2217,-0.2439,
Audrieu,49.2092,-0.5933,
Le Breuil-en-Auge,49.2269,0.2261,
Amayé-sur-Orne,49.085,-0.4389,
Le Petit-Quevilly,49.4311,1.0539,
Arnières-sur-Iton,48.9961,1.1042,
Menneval,49.0972,0.6239,
La Feuillie,49.4622,1.5139,
Londinières,49.8317,1.4019,
Gaillefontaine,49.6536,1.6161,
Ourville-en-Caux,49.7289,0.6056,
Petiville,49.4603,0.5875,
Écos,49.1589,1.6053,
Montaure,49.2353,1.0869,
Grugny,49.6214,1.11,
Neuville-lès-Dieppe,49.9267,1.1014,
Étalondes,50.0303,1.3858,
Coutances,49.0453,-1.4453,
Valognes,49.5092,-1.4692,
Pirou,49.1658,-1.5689,
Saint-Hilaire-Petitville,49.3039,-1.2278,
Saint-Quentin-sur-le-Homme,48.6475,-1.3167,
Rauville-la-Bigot,49.5186,-1.6836,
Folligny,48.8239,-1.4114,
Le Bény-Bocage,48.9369,-0.8392,
La Barre-de-Semilly,49.1114,-1.0342,
Falaise,48.8972,-0.1975,
Trun,48.8433,0.0331,
Lonlay-l’Abbaye,48.6467,-0.71,
Bellou-en-Houlme,48.6908,-0.4436,
L’Aigle,48.765,0.6275,
Croth,48.8447,1.3772,
Bourth,48.77,0.8075,
Rémalard,48.4289,0.7722,
Berd’huis,48.3453,0.7458,
Radon,48.5031,0.1017,
