name,lat,lon
Caen,49.18,-0.37,
Hérouville-Saint-Clair,49.2044,-0.3253,
Ifs,49.1383,-0.3531,
Mondeville,49.1739,-0.3211,
Ouistreham,49.2792,-0.2583,
Colombelles,49.2042,-0.2972,
Blainville-sur-Orne,49.2289,-0.3,
Dives-sur-Mer,49.2856,-0.1011,
Douvres-la-Délivrande,49.2933,-0.3794,
Fleury-sur-Orne,49.1461,-0.3764,
Giberville,49.1817,-0.2822,
Courseulles-sur-Mer,49.3328,-0.4578,
Bretteville-sur-Odon,49.17,-0.4139,
Argences,49.1264,-0.1675,
Verson,49.155,-0.4525,
Cabourg,49.2883,-0.1164,
Troarn,49.1817,-0.1844,
Luc-sur-Mer,49.3147,-0.3556,
Démouville,49.1808,-0.2689,
Bretteville-l’Orgueilleuse,49.2114,-0.5139,
Hermanville-sur-Mer,49.2836,-0.3153,
Carpiquet,49.1861,-0.4444,
Louvigny,49.1578,-0.3919,
Moult,49.1153,-0.165,
Saint-Martin-de-Fontenay,49.1192,-0.3711,
Fontaine-Étoupefour,49.1461,-0.4542,
Saint-Contest,49.2136,-0.4017,
Lion-sur-Mer,49.3011,-0.3189,
Colleville-Montgomery,49.2744,-0.3003,
Rots,49.2078,-0.4778,
Saint-Aubin-sur-Mer,49.3283,-0.39,
Saint-Germain-la-Blanche-Herbe,49.1897,-0.4108,
Bernières-sur-Mer,49.3322,-0.4219,
Mathieu,49.2553,-0.3731,
Cuverville,49.19,-0.2642,
Merville-Franceville-Plage,49.2781,-0.2033,
Bourguébus,49.1214,-0.2978,
Soliers,49.1347,-0.2953,
Bénouville,49.2411,-0.2797,
Cairon,49.2344,-0.4469,
Évrecy,49.0997,-0.5033,
May-sur-Orne,49.1003,-0.3739,
Cagny,49.1453,-0.2581,
Fontenay-le-Marmion,49.0933,-0.3531,
Saint-Manvieu,49.1806,-0.5014,
Bretteville-sur-Laize,49.045,-0.325,
Sannerville,49.1806,-0.2228,
Langrune-sur-Mer,49.3222,-0.3728,
Bavent,49.2306,-0.1883,
Ranville,49.2311,-0.2575,
Saint-André-sur-Orne,49.1183,-0.3831,
Cambes-en-Plaine,49.2325,-0.385,
Thaon,49.2581,-0.4558,
Épron,49.2219,-0.3711,
Éterville,49.1439,-0.4253,
Mouen,49.1481,-0.4836,
Authie,49.2058,-0.4317,
Creully,49.2839,-0.5406,
Bellengreville,49.1247,-0.2114,
Esquay-Notre-Dame,49.1125,-0.4719,
Saint-Sylvain,49.0564,-0.2172,
Feuguerolles-sur-Orne,49.1169,-0.4072,
Cheux,49.1661,-0.5258,
Amfréville,49.2483,-0.2342,
