data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
2988800	2981375	13		1202
2988800	3020134	85		7657
2988800	3028380	22		1944
2988800	3001268	112		10083
2988800	8288944	114		10297
2988800	3037512	56		5048
2988800	6425526	99		8901
2988800	2981717	68		6082
2988800	3028783	8		695
2969187	2969187	0		0
2969187	2980772	49		4431
2969187	3038354	26		2365
2969187	3035681	86		7706
2969187	2974657	47		4227
2969187	3012937	65		5829
2969187	3017253	112		10039
2969187	3036938	73		6597
2969187	6454958	29		2588
2969187	3036433	16		1464
2969187	2976341	44		3974
2969187	3012647	39		3528
2969187	3020850	93		8337
2969187	6456718	23		2111
2969187	6445063	114		10256
2969187	2967870	21		1860
2969187	2995750	18		1647
2969187	2974427	42		3822
2969187	2989460	104		9349
2969187	3028542	88		7947
2969187	6614137	66		5926
2969187	6454959	44		3916
2969187	3009198	55		4977
2969187	3005825	53		4743
2969187	6425528	68		6162
2969187	3038159	10		916
2969187	3000047	14		1223
2969187	3016667	20		1767
2969187	2987825	46		4105
2969187	2998127	74		6648
2969187	2974188	89		7983
2969187	2999891	59		5341
2969187	3026227	19		1731
2969187	3030057	57		5151
2969187	3002570	85		7636
2969187	2976258	40		3617
2969187	2978100	43		3908
2969187	6447156	33		2981
2969187	6618043	113		10134
2969187	3026211	77		6953
2969187	3017651	39		3481
2969187	2973393	80		7244
2969187	3031387	18		1614
2969187	2982875	104		9339
2969187	2980402	103		9234
2969187	2989590	42		3816
2969187	2978396	59		5310
2969187	3033241	26		2318
2969187	2992638	87		7874
2969187	3036012	23		2038
2969187	2969353	87		7836
2969187	2983130	24		2162
2969187	6445059	30		2714
2969187	3022158	57		5141
2969187	3003188	94		8463
2969187	2974338	56		5007
2969187	2986889	9		845
2969187	2970253	85		7609
2969187	2975020	11		1020
2969187	3037352	64		5805
2969187	3003650	77		6932
2969187	6453664	31		2747
2969187	2988186	41		3712
2969187	3008432	72		6500
2969187	3002510	57		5134
2969187	6447127	23		2092
2969187	2987945	82		7371
2969187	3029283	16		1450
2969187	2977214	70		6292
2969187	3008208	41		3663
2969187	3005326	37		3304
2969187	3016070	15		1377
2969187	3028534	61		5515
2969187	3009566	56		5074
2969187	2990906	99		8878
2969187	2997581	83		7472
2969187	6456555	77		6893
2969187	3007912	38		3445
2969187	6447163	20		1789
2969187	6456720	32		2855
2969187	6427095	27		2415
2969187	2981209	39		3521
2969187	6451576	81		7285
2969187	3020142	86		7767
2969187	6447157	47		4216
2969187	2970092	35		3130
2969187	3035156	36		3222
2969187	3031532	80		7242
2969187	6614189	108		9692
2969187	6447121	30		2726
2969187	6427089	21		1899
2969187	2974446	110		9866
2969187	3028129	95		8544
2969187	3002138	92		8237
2969187	3028431	16		1463
2969187	2975120	55		4957
2969187	3019219	52		4689
2969187	2976656	18		1593
2969187	6615537	16		1472
2969187	3016398	21		1871
2969187	2992978	118		10635
2969187	3007401	12		1074
2969187	3000866	21		1915
2969187	2994901	87		7808
2969187	2975953	93		8387
2969187	2996397	51		4562
2969187	2987297	63		5696
2969187	6445065	29		2603
2969187	3003713	83		7448
2969187	2972324	51		4629
2969187	2971154	108		9689
2969187	2982859	19		1682
2969187	2989461	82		7376
2969187	2972058	93		8375
2969187	2989935	75		6730
2969187	2977947	34		3036
2969187	2994068	23		2107
2969187	6451486	113		10158
2969187	3028510	18		1627
2969187	3002443	41		3704
2969187	3022897	96		8662
2969187	3036359	94		8417
2969187	6427092	16		1423
2969187	2974337	54		4860
2969187	2981259	37		3294
2969187	6457114	33		2986
2969187	2987547	20		1760
2969187	3020149	15		1345
2969187	3006703	47		4208
2969187	3012277	99		8875
2969187	6427097	28		2490
2969187	2987071	110		9857
2969187	3016635	55		4934
2969187	3033912	91		8194
2969187	6451516	37		3364
2969187	3022152	27		2417
2969187	6445057	58		5250
2969187	3002271	13		1136
2969187	2987472	43		3828
2969187	3026312	102		9216
2969187	3014868	43		3838
2969187	3017798	81		7267
2969187	2972168	46		4183
2969187	6451536	75		6729
2969187	2982472	29		2612
2969187	3014803	78		7038
2969187	2977063	82		7336
2969187	2990987	34		3091
2969187	2983127	41		3686
2969187	3027745	23		2066
2969187	2983338	64		5798
2969187	3014634	93		8393
2969187	3029069	104		9388
2969187	3019203	74		6665
2969187	3029312	71		6411
2969187	3012200	44		3920
2969187	2987179	69		6240
2969187	2993832	17		1533
2969187	3006213	50		4482
2969187	2985141	62		5581
2969187	3015686	74		6698
2969187	3025375	61		5517
2969187	2999012	59		5312
2969187	3018355	87		7835
2969187	3004870	79		7129
2969187	2968614	77		6969
2969187	2983732	47		4191
2969187	3014767	20		1822
2969187	2968023	59		5353
2969187	3029256	49		4389
2969187	3035036	84		7533
2969187	2976742	103		9246
2969187	6447161	81		7305
2969187	3002357	47		4231
2969187	2987222	65		5842
2969187	3004838	35		3109
2969187	3005966	50		4527
2969187	2994070	40		3584
2969187	2976472	76		6823
2969187	3009710	98		8778
2969187	3009663	21		1900
2969187	2993342	117		10555
2969187	3000329	95		8549
2969187	3023344	31		2761
2969187	3017816	72		6448
2969187	3018389	69		6237
2969187	3007082	119		10703
2969187	2987551	28		2483
2969187	3028558	66		5962
2969187	2986883	64		5801
2969187	2968701	46		4171
2969187	3028637	69		6179
2969187	2980205	63		5678
2969187	2991421	59		5345
2969187	2976994	18		1589
2969187	3028551	93		8371
2969187	3026242	78		7022
2969187	2981791	69		6215
2969187	3029118	117		10563
2969187	2971033	78		7014
2969187	2967708	75		6749
2969187	3033900	93		8389
2969187	3017799	58		5190
2969187	3016624	67		6060
2969187	3033065	65		5894
2969187	3034918	59		5322
2969187	2970187	78		7061
2969187	6451513	95		8577
2969187	2989362	61		5505
2969187	2974586	40		3590
2969187	6617829	114		10215
2969187	6452559	85		7690
2969187	8297344	72		6484
2969187	2996495	99		8951
2969187	3008037	97		8701
2969187	3035398	111		9953
2969187	2987459	93		8413
2969187	2990787	52		4684
2969187	2974923	108		9711
2969187	3026616	48		4321
2969187	2975265	109		9853
2969187	6455294	51		4594
2969187	3029254	102		9211
2969187	3014717	66		5938
2969187	2996711	76		6856
2969187	2984145	73		6597
2969187	3018513	96		8633
2969187	2993496	66		5941
2969187	2983390	99		8883
2969187	2994783	92		8251
2969187	2980711	112		10120
2969187	3038156	48		4349
2969187	2999179	77		6969
2969187	2975256	47		4237
2969187	2974336	56		5004
2969187	2980238	75		6735
2969187	3033784	51		4617
2969187	2980759	40		3585
2969187	2991741	113		10186
2969187	2979088	62		5612
2969187	3034218	96		8627
2969187	3006704	49		4437
2969187	9178745	66		5916
2969187	3026229	27		2419
2969187	3036067	78		7041
2969187	2999182	28		2477
2969187	2994486	49		4373
2969187	2986891	28		2553
2969187	3029248	18		1632
2969187	2980325	78		7026
2969187	2994379	53		4755
2969187	3023410	68		6124
2969187	2984521	101		9084
2969187	2988609	67		5992
2969187	3026233	95		8546
2969187	2980783	61		5514
2969187	3008308	51		4550
2969187	2996413	99		8893
2969187	2967914	118		10631
2969187	3029306	70		6333
2969187	2969832	46		4155
2969187	3029125	100		8993
2969187	2995155	64		5729
2969187	2973564	64		5769
2969187	3033803	23		2058
2969187	6451469	59		5349
2969187	3024313	76		6868
2969187	3009193	89		8007
2969187	2991750	87		7837
2969187	3016018	57		5113
2969187	3029284	69		6170
2969187	2996449	82		7408
2969187	2973396	87		7851
2969187	2983580	82		7398
2969187	3019229	62		5558
2969187	2984944	36		3196
2969187	3022164	53		4798
2969187	2977662	111		9982
2969187	2968005	102		9167
2969187	2984118	69		6198
2969187	3015661	70		6273
2969187	2982575	40		3631
2969187	3009078	69		6254
2969187	2967718	104		9389
2969187	3005687	59		5349
2969187	3011268	58		5255
2969187	2985765	39		3493
2969187	3012282	80		7241
2969187	3036048	57		5141
2969187	3031178	83		7493
2969187	3028382	111		9952
2969187	6457116	55		4978
2969187	2968822	80		7181
2969187	2988208	105		9421
2969187	3008116	89		8034
2969187	6618050	105		9409
2969187	2973259	62		5561
2969187	3029809	53		4773
2969187	2992583	64		5750
2969187	6618042	102		9201
2969187	2975798	88		7958
2969187	3023576	38		3434
2969187	3008015	54		4897
2969187	2996234	78		7040
2969187	3034939	102		9165
2969187	2993771	51		4579
2969187	2980220	90		8069
2969187	2982075	104		9347
2969187	6451579	63		5675
2969187	2968290	85		7683
2969187	2971205	99		8880
2969187	3031665	59		5291
2969187	2978561	31		2752
2969187	3015384	55		4924
2969187	2977959	74		6630
2969187	3027889	65		5815
2969187	3023736	60		5412
2969187	2970746	58		5240
2969187	3010787	82		7351
2969187	3034169	55		4983
2969187	3020133	104		9372
2969187	3002132	115		10341
2969187	3020134	75		6709
2969187	3015571	64		5747
2969187	3029182	110		9890
2969187	2997384	52		4679
2969187	3037482	50		4469
2969187	6425526	103		9249
2969187	2970151	80		7187
2969187	2981717	118		10635
2969187	2970408	34		3095
2980772	2969187	49		4431
2980772	2980772	0		0
2980772	3038354	59		5342
2980772	3028808	99		8954
2980772	2977162	109		9805
2980772	2974657	5		433
2980772	3012937	16		1469
2980772	3017253	74		6631
2980772	3029227	115		10370
2980772	3014856	100		8984
2980772	6454958	78		7017
2980772	3036433	34		3101
2980772	2976341	88		7955
2980772	3012647	88		7882
2980772	3004871	101		9119
2980772	3020850	63		5695
2980772	6456718	27		2406
2980772	6445063	76		6800
2980772	2967870	67		5989
2980772	2995750	66		5972
2980772	2974427	9		846
2980772	2978891	118		10632
2980772	6425695	104		9355
2980772	6614137	107		9629
2980772	6454959	91		8157
2980772	3009198	7		586
2980772	3005825	4		403
2980772	2996255	94		8456
2980772	6425528	80		7169
2980772	3038159	43		3889
2980772	3000047	59		5344
2980772	3016667	52		4673
2980772	2987825	72		6487
2980772	2998127	113		10187
2980772	2991551	101		9081
2980772	2970148	116		10458
2980772	2999891	12		1076
2980772	3026227	68		6151
2980772	3030057	33		2960
2980772	2976258	10		940
2980772	2978100	37		3315
2980772	6447156	82		7411
2980772	6618043	110		9923
2980772	2968533	113		10167
2980772	3017651	88		7906
2980772	3031387	56		4995
2980772	2982875	67		6053
2980772	2980402	61		5473
2980772	2989590	7		626
2980772	2978396	107		9622
2980772	3033241	73		6565
2980772	6425693	104		9388
2980772	3036012	36		3271
2980772	2969353	53		4737
2980772	2983130	69		6244
2980772	6445059	19		1721
2980772	3022158	17		1515
2980772	3003188	51		4554
2980772	2974338	11		1031
2980772	2986889	45		4064
2980772	2975020	55		4938
2980772	3037352	94		8451
2980772	3003650	43		3873
2980772	6453664	41		3675
2980772	2988186	84		7602
2980772	3008432	25		2222
2980772	3002510	8		707
2980772	6447127	47		4230
2980772	2987945	120		10774
2980772	2991579	101		9046
2980772	3029283	57		5105
2980772	2977214	115		10384
2980772	3008208	80		7182
2980772	3005326	13		1182
2980772	3032579	110		9855
2980772	3016070	64		5729
2980772	3028534	12		1089
2980772	3009566	10		923
2980772	2990906	64		5786
2980772	2997581	54		4833
2980772	6456555	117		10525
2980772	3007912	83		7477
2980772	6447163	36		3264
2980772	6456720	76		6845
2980772	6427095	70		6327
2980772	2981209	86		7783
2980772	6447157	96		8616
2980772	2970092	64		5744
2980772	3035156	14		1299
2980772	3031532	34		3023
2980772	2987554	96		8600
2980772	6614189	71		6406
2980772	2988220	97		8685
2980772	6447121	68		6102
2980772	3009978	113		10210
2980772	6427089	70		6303
2980772	2974446	118		10651
2980772	3028129	49		4394
2980772	3002138	58		5230
2980772	3028431	33		3009
2980772	2975120	97		8755
2980772	3019219	96		8674
2980772	3009150	119		10702
2980772	2976656	65		5876
2980772	6615537	33		2974
2980772	3016398	31		2795
2980772	2992978	87		7821
2980772	3007401	38		3399
2980772	3000866	40		3639
2980772	2996397	91		8153
2980772	2987297	21		1852
2980772	6445065	34		3058
2980772	3003713	36		3195
2980772	2972324	6		498
2980772	2982859	31		2762
2980772	2989461	88		7920
2980772	2972058	61		5535
2980772	2989935	118		10598
2980772	2977947	83		7444
2980772	2994068	53		4800
2980772	6451486	83		7458
2980772	3028510	67		6041
2980772	3002443	72		6466
2980772	6427092	53		4744
2980772	2974337	12		1055
2980772	2981259	75		6765
2980772	6457114	16		1457
2980772	2987547	41		3656
2980772	3020149	64		5774
2980772	3006703	82		7418
2980772	6427097	69		6215
2980772	2979395	97		8735
2980772	3016635	24		2195
2980772	6451516	45		4046
2980772	3022152	25		2255
2980772	6445057	24		2134
2980772	3002271	61		5525
2980772	2987472	64		5777
2980772	3026312	108		9699
2980772	3014868	88		7948
2980772	3017798	93		8412
2980772	2972168	31		2826
2980772	6451536	117		10499
2980772	2982472	47		4215
2980772	2990987	30		2678
2980772	2983127	76		6859
2980772	3027745	26		2365
2980772	2983338	104		9331
2980772	3014634	51		4558
2980772	3019203	119		10669
2980772	3029312	114		10229
2980772	3012200	62		5544
2980772	2987179	31		2779
2980772	2993832	47		4229
2980772	3006213	73		6613
2980772	2985141	25		2220
2980772	3015686	36		3262
2980772	3025375	103		9238
2980772	2999012	37		3306
2980772	3018355	59		5313
2980772	3004870	44		4002
2980772	2968614	86		7705
2980772	2983732	55		4977
2980772	3014767	46		4176
2980772	2968023	67		6055
2980772	3029256	81		7319
2980772	2979209	120		10781
2980772	2976742	60		5362
2980772	2972273	112		10114
2980772	6455473	106		9552
2980772	3002357	6		507
2980772	2981217	91		8168
2980772	2987222	78		6986
2980772	3004838	15		1362
2980772	3005966	85		7665
2980772	2994070	65		5881
2980772	2976472	54		4903
2980772	3009710	53		4725
2980772	3009663	38		3444
2980772	3000329	101		9049
2980772	3023344	73		6584
2980772	6615741	104		9374
2980772	2976695	98		8795
2980772	3017816	119		10725
2980772	3018389	36		3223
2980772	2987551	43		3842
2980772	3028558	29		2578
2980772	2986883	107		9620
2980772	2968701	76		6876
2980772	3028637	44		3958
2980772	2980205	75		6716
2980772	2991421	106		9546
2980772	2976994	45		4064
2980772	3026242	119		10741
2980772	2977701	115		10375
2980772	2981791	112		10085
2980772	3029118	86		7777
2980772	3036022	95		8572
2980772	2971033	79		7139
2980772	2967708	84		7553
2980772	12072017	93		8336
2980772	3017799	26		2374
2980772	3016624	98		8807
2980772	3033065	32		2861
2980772	3034918	48		4362
2980772	2970187	118		10584
2980772	6451513	55		4978
2980772	6615738	107		9611
2980772	2989362	103		9291
2980772	2974586	19		1729
2980772	6617829	83		7503
2980772	8297344	101		9100
2980772	3008037	64		5741
2980772	3035398	77		6945
2980772	2987459	100		9038
2980772	2990787	22		1949
2980772	3026616	86		7745
2980772	2975265	81		7277
2980772	6455294	39		3468
2980772	3014717	70		6339
2980772	2984145	61		5497
2980772	3018513	67		6053
2980772	2993496	109		9854
2980772	2983390	54		4887
2980772	3038156	89		8044
2980772	2999179	47		4248
2980772	2975256	41		3725
2980772	2974336	11		968
2980772	3033784	14		1298
2980772	2980759	10		857
2980772	2979088	63		5686
2980772	3006704	24		2172
2980772	9178745	113		10130
2980772	3026229	50		4491
2980772	3036067	61		5465
2980772	2999182	56		5002
2980772	2989486	104		9375
2980772	2994486	18		1581
2980772	2986891	29		2567
2980772	3029248	43		3878
2980772	2994379	91		8230
2980772	3023410	48		4334
2980772	2984521	56		5050
2980772	2988609	114		10220
2980772	2980783	29		2590
2980772	3008308	94		8420
2980772	2996413	103		9235
2980772	3029306	41		3679
2980772	2969832	87		7866
2980772	3029125	72		6436
2980772	2995155	102		9200
2980772	2973564	104		9367
2980772	3033803	43		3903
2980772	6451469	32		2868
2980772	3024313	33		2977
2980772	3009193	49		4369
2980772	3016018	61		5486
2980772	3029284	106		9536
2980772	2996449	117		10558
2980772	2973396	54		4887
2980772	2983580	78		7028
2980772	3019229	106		9547
2980772	2984944	49		4401
2980772	3022164	82		7400
2980772	2977662	79		7086
2980772	2984118	87		7793
2980772	3015661	105		9479
2980772	2973418	92		8302
2980772	2982575	30		2731
2980772	3009078	108		9698
2980772	2967718	110		9876
2980772	3005687	57		5132
2980772	3011268	77		6942
2980772	2985765	40		3604
2980772	3036048	103		9227
2980772	3028382	93		8363
2980772	6457116	31		2803
2980772	2968822	58		5215
2980772	2988208	112		10120
2980772	3008116	44		3991
2980772	6618050	105		9409
2980772	2973259	52		4723
2980772	3029809	45		4021
2980772	2992583	42		3752
2980772	6618042	107		9626
2980772	2975798	115		10376
2980772	3023576	85		7627
2980772	3008015	79		7130
2980772	2996234	91		8217
2980772	3029282	96		8671
2980772	2972942	92		8280
2980772	3034939	74		6692
2980772	2993771	68		6123
2980772	2980220	103		9274
2980772	6451579	101		9072
2980772	2968290	118		10607
2980772	3031665	92		8319
2980772	2978561	57		5154
2980772	3015384	76		6836
2980772	2977959	89		7998
2980772	2973863	95		8539
2980772	3027889	86		7719
2980772	3023736	72		6490
2980772	2970746	53		4725
2980772	3010787	89		8020
2980772	3034169	71		6369
2980772	3020134	50		4513
2980772	3015571	99		8908
2980772	2997384	84		7604
2980772	3037512	111		9962
2980772	3037482	78		7003
2980772	6425526	103		9276
2980772	2970151	116		10400
2980772	2981717	105		9412
2980772	2970408	55		4916
3038354	2969187	26		2365
3038354	2980772	59		5342
3038354	3038354	0		0
3038354	3035681	70		6265
3038354	2974657	59		5325
3038354	3012937	72		6442
3038354	3017253	105		9425
3038354	3036938	68		6113
3038354	3014856	120		10755
3038354	6454958	35		3134
3038354	3036433	28		2527
3038354	2976341	31		2771
3038354	3012647	37		3310
3038354	3020850	82		7411
3038354	6456718	41		3693
3038354	6445063	107		9661
3038354	2967870	18		1575
3038354	2995750	22		2008
3038354	2974427	56		5056
3038354	2989460	85		7653
3038354	3028542	67		6024
3038354	6614137	48		4288
3038354	6454959	36		3265
3038354	3009198	64		5747
3038354	3005825	61		5513
3038354	6425528	44		3937
3038354	3038159	21		1915
3038354	3000047	17		1518
3038354	3016667	8		744
3038354	2987825	19		1740
3038354	2998127	54		4858
3038354	2974188	71		6357
3038354	2999891	66		5929
3038354	3026227	28		2495
3038354	3030057	52		4636
3038354	3002570	68		6092
3038354	2976258	54		4832
3038354	2978100	35		3111
3038354	6447156	39		3533
3038354	6618043	89		8042
3038354	3026211	62		5563
3038354	3017651	41		3714
3038354	2973393	70		6337
3038354	3031387	8		754
3038354	2982875	97		8698
3038354	2980402	99		8936
3038354	2989590	54		4851
3038354	2978396	53		4726
3038354	3033241	23		2076
3038354	3031868	101		9064
3038354	2992638	67		6039
3038354	3036012	23		2072
3038354	2969353	80		7232
3038354	2983130	18		1595
3038354	6445059	44		3928
3038354	3022158	60		5389
3038354	3003188	93		8350
3038354	2974338	61		5488
3038354	2986889	20		1800
3038354	2970253	66		5980
3038354	2975020	16		1405
3038354	3037352	39		3519
3038354	3003650	72		6437
3038354	6453664	21		1918
3038354	2988186	26		2382
3038354	3008432	77		6934
3038354	3002510	66		5952
3038354	6447127	12		1124
3038354	2987945	61		5482
3038354	3029283	11		977
3038354	2977214	57		5165
3038354	3008208	20		1844
3038354	3005326	47		4188
3038354	3016070	22		2024
3038354	3028534	70		6289
3038354	6615256	102		9190
3038354	3009566	63		5638
3038354	2990906	91		8155
3038354	2997581	74		6654
3038354	6456555	58		5186
3038354	3007912	27		2395
3038354	6447163	24		2115
3038354	6456720	20		1836
3038354	6427095	15		1390
3038354	2981209	33		2989
3038354	6451576	63		5707
3038354	3020142	67		6068
3038354	6447157	54		4859
3038354	2970092	9		769
3038354	3035156	50		4500
3038354	3031532	84		7533
3038354	2987554	116		10434
3038354	6614189	100		9022
3038354	6447121	9		785
3038354	6427089	34		3095
3038354	2974446	84		7562
3038354	3028129	96		8651
3038354	3002138	84		7529
3038354	3028431	35		3180
3038354	2975120	38		3438
3038354	3019219	38		3446
3038354	2976656	21		1867
3038354	6615537	32		2836
3038354	3016398	29		2655
3038354	2992978	107		9614
3038354	3007401	28		2512
3038354	3000866	19		1704
3038354	2994901	64		5782
3038354	2975953	73		6543
3038354	2996397	31		2811
3038354	2987297	66		5920
3038354	6445065	26		2372
3038354	3003713	86		7759
3038354	2972324	63		5713
3038354	2971154	85		7633
3038354	2982859	33		2984
3038354	2989461	58		5198
3038354	2972058	84		7556
3038354	2989935	59		5273
3038354	2977947	36		3211
3038354	2994068	6		543
3038354	6451486	101		9104
3038354	3028510	32		2887
3038354	3002443	15		1372
3038354	3022897	77		6926
3038354	3036359	72		6491
3038354	6427092	11		957
3038354	2974337	59		5299
3038354	2981259	16		1431
3038354	6457114	44		4004
3038354	2987547	19		1706
3038354	3020149	27		2446
3038354	3006703	24		2123
3038354	3012277	79		7092
3038354	6427097	12		1112
3038354	2987071	91		8178
3038354	3016635	53		4794
3038354	3033912	72		6490
3038354	6451516	23		2106
3038354	3022152	35		3114
3038354	6445057	58		5192
3038354	3002271	24		2117
3038354	2987472	17		1565
3038354	3026312	78		6980
3038354	3014868	32		2892
3038354	3017798	55		4961
3038354	2972168	41		3671
3038354	6451536	57		5160
3038354	2982472	15		1357
3038354	3014803	65		5850
3038354	2977063	63		5694
3038354	2990987	32		2901
3038354	2983127	17		1555
3038354	3027745	38		3404
3038354	2983338	44		3996
3038354	3014634	91		8225
3038354	3029069	84		7593
3038354	3019203	60		5390
3038354	3029312	54		4897
3038354	3012200	20		1774
3038354	2987179	68		6112
3038354	2993832	13		1210
3038354	3006213	24		2125
3038354	2985141	62		5553
3038354	3015686	72		6469
3038354	3025375	43		3900
3038354	2999012	52		4640
3038354	3018355	77		6904
3038354	3004870	74		6642
3038354	2968614	53		4763
3038354	2983732	27		2400
3038354	3014767	13		1175
3038354	2968023	37		3315
3038354	3029256	24		2153
3038354	3035036	70		6277
3038354	2976742	101		9048
3038354	6447161	66		5960
3038354	3002357	55		4951
3038354	2981217	109		9844
3038354	2987222	40		3603
3038354	3004838	45		4036
3038354	3005966	27		2406
3038354	2994070	14		1248
3038354	6451561	106		9507
3038354	2976472	64		5732
3038354	3009710	97		8768
3038354	3009663	21		1904
3038354	2993342	99		8871
3038354	3000329	70		6330
3038354	3023344	16		1464
3038354	2976695	115		10307
3038354	3017816	63		5700
3038354	3018389	65		5853
3038354	3007082	93		8346
3038354	2987551	18		1630
3038354	3028558	65		5851
3038354	2986883	48		4294
3038354	2968701	21		1846
3038354	3028637	60		5376
3038354	2980205	39		3482
3038354	2991421	50		4469
3038354	2976994	15		1340
3038354	3028551	70		6340
3038354	3026242	60		5398
3038354	2981791	53		4766
3038354	3029118	106		9530
3038354	3036022	118		10655
3038354	2969516	116		10447
3038354	2971033	55		4993
3038354	2967708	50		4538
3038354	3033900	70		6275
3038354	12072017	113		10189
3038354	3017799	55		4992
3038354	3016624	42		3811
3038354	3033065	62		5602
3038354	3034918	45		4090
3038354	2970187	58		5260
3038354	6451513	91		8214
3038354	2989362	44		3962
3038354	2974586	43		3839
3038354	6617829	102		9164
3038354	6452559	66		5943
3038354	8297344	47		4206
3038354	2996495	76		6867
3038354	3008037	88		7917
3038354	3035398	101		9091
3038354	2987459	69		6171
3038354	2990787	52		4653
