data;

param POPN:=
[1,3014728]	780458
[1,6454573]	538118
[1,6496352]	212177
[1,2968254]	174156
[1,6501240]	152283
[1,8296151]	178896
[1,2970072]	73414
[1,6453882]	122765
[1,6430140]	82185
[1,3027422]	65183
[1,6527084]	74835
[1,6618456]	85589
[1,3029096]	54377
[1,3029931]	58462
[1,8287970]	52173
[1,6433192]	36840
[1,6451007]	46507
[1,2992292]	41717
[1,2979070]	47744
[1,2972742]	81402
[1,2983362]	44890
[1,2994048]	78471
[1,6430196]	50401
[1,2983536]	43853
[1,6452510]	34994
[1,2969280]	47033
[1,6615539]	99773
[1,8287998]	50186
[1,3036016]	50582
[1,2969392]	73736
[1,2988888]	28183
[1,6441798]	39771
[1,2980586]	37139
[1,2979985]	41433
[1,3015902]	40536
[1,6433470]	49376
[1,2991481]	51367
[1,2976931]	26413
[1,3002465]	50581
[1,2983489]	43168
[1,3020392]	50025
[1,2994087]	30033
[1,3027453]	22019
[1,3018455]	44258
[1,2976406]	25358
[1,3037514]	37711
[1,2992890]	18280
[1,2979072]	38445
[1,6453474]	32079
[1,3012664]	29234
[1,2983408]	24690
[1,3017363]	17785
[1,6618079]	39382
[1,2987259]	33906
[1,3016143]	37851
[1,3031517]	25632
[1,3036418]	19631
[1,2971106]	19450
[1,6456414]	27612
[1,2972857]	32055
[1,6443019]	29292
[1,3006770]	37348
[1,3034198]	21444
[1,2972214]	45983
[1,2973394]	33160
[1,2987314]	18326
[1,3016177]	12009
[1,6615624]	25048
[1,6447896]	50696
[1,3033625]	21079
[1,2969543]	45275
[1,2968703]	54609
[1,2993277]	23419
[1,3026757]	43838
[1,3028028]	27372
[1,3012742]	36396
[1,3022540]	19446
[1,2969432]	45933
[1,2985290]	28807
[1,6455106]	15657
[1,3033636]	28836
[1,3006202]	22889
[1,6424590]	46532
[1,2983050]	21921
[1,2978566]	21173
[1,6433417]	40007
[1,6433435]	32764
[1,2979303]	11281
[1,6434192]	24869
[1,2990516]	24704
[1,3015823]	25652
[1,2967796]	21510
[1,3030949]	14937
[1,2967203]	37899
[1,3030953]	20055
[1,6442917]	28692
[1,3006320]	28318
[1,6612211]	29509
[1,2989819]	10441
[1,3029995]	15674
[1,3037937]	12244
[1,2983395]	36370
[1,6455959]	40568
[1,6424736]	110777
[1,3027746]	34874
[1,2980104]	10526
[1,6424553]	16253
[1,2972633]	22063
[1,6617597]	30896
[1,3026145]	14771
[1,6617585]	17870
[1,2977350]	24280
[1,2970477]	7207
[1,6434263]	24556
[1,3027507]	48731
[1,3025668]	32948
[1,3022060]	13811
[1,3034064]	37050
[1,3007957]	18882
[1,3032629]	23701
[1,3021435]	5986
[1,6433360]	17717
[1,2991847]	37457
[1,6446574]	17352
[1,2974675]	35385
[1,6454661]	28739
[1,3023937]	31464
[1,2988160]	41460
[1,2976794]	26436
[1,3026610]	43438
[1,2979812]	12393
[1,6455948]	18770
[1,3007730]	6458
[1,2995024]	8828
[1,2970828]	8971
[1,2991325]	18501
[1,3006806]	11742
[1,6454141]	13414
[1,2990932]	37100
[1,2968897]	17647
[1,3032151]	12279
[1,6430076]	8584
[1,3036987]	39914
[1,3007461]	3141
[1,2993654]	6601
[1,3021133]	4176
[1,6442915]	24118
[1,2968574]	26733
[1,2977922]	39983
[1,3004609]	2914
[1,3038249]	24317
[1,2986454]	63585
[1,2999391]	7581
[1,3031089]	5752
[1,2990767]	21994
[1,2983487]	4950
[1,3004774]	9402
[1,2979976]	41656
[1,2979900]	50843
[1,2981901]	6552
[1,3008249]	8379
[1,3029603]	6026
[1,6424630]	27771
[1,3034287]	23889
[1,2995003]	3677
[1,6451052]	74402
[1,3023478]	3079
[1,3020620]	37910
[1,2971074]	1577
[1,2992274]	2534
[1,2981325]	4968
[1,6612187]	3028
[1,3026177]	1250
[1,2977050]	5235
[1,2992777]	4316
[1,3026887]	2362
[1,2987067]	2382
[1,3004337]	1068
[1,6434345]	2157
[1,2989420]	2453
[1,3026398]	1008
[2,3014728]	780458
[2,6454573]	538118
[2,6496352]	212177
[2,2968254]	174156
[2,6501240]	152283
[2,8296151]	178896
[2,2970072]	73414
[2,6453882]	122765
[2,6430140]	82185
[2,3027422]	65183
[2,6527084]	74835
[2,6618456]	85589
[2,3029096]	54377
[2,3029931]	58462
[2,8287970]	52173
[2,6433192]	36840
[2,6451007]	46507
[2,2992292]	41717
[2,2979070]	47744
[2,2972742]	85105
[2,2983362]	44890
[2,2994048]	78471
[2,6430196]	50401
[2,2983536]	43853
[2,6452510]	34994
[2,2969280]	47033
[2,6615539]	99773
[2,8287998]	50186
[2,3036016]	50582
[2,2969392]	88491
[2,2988888]	28183
[2,6441798]	39771
[2,2980586]	37139
[2,2979985]	41433
[2,3015902]	40536
[2,6433470]	49376
[2,2991481]	60147
[2,2976931]	26413
[2,3002465]	50581
[2,2983489]	43168
[2,3020392]	50025
[2,2994087]	30033
[2,3027453]	22019
[2,3018455]	44258
[2,2976406]	25358
[2,3037514]	37711
[2,2992890]	18280
[2,2979072]	38445
[2,6453474]	32079
[2,3012664]	29234
[2,2983408]	24690
[2,3017363]	17785
[2,6618079]	39382
[2,2987259]	33906
[2,3016143]	37851
[2,3031517]	25632
[2,3036418]	19631
[2,2971106]	19450
[2,6456414]	27612
[2,2972857]	32055
[2,6443019]	29292
[2,3006770]	37348
[2,3034198]	21444
[2,2972214]	45983
[2,2973394]	33160
[2,2987314]	18326
[2,3016177]	12009
[2,6615624]	25048
[2,6447896]	50696
[2,3033625]	21079
[2,2969543]	45275
[2,2968703]	54609
[2,2993277]	28387
[2,3026757]	43838
[2,3028028]	27372
[2,3012742]	36396
[2,3022540]	19446
[2,2969432]	45933
[2,2985290]	28807
[2,6455106]	15657
[2,3033636]	28836
[2,3006202]	22889
[2,6424590]	46532
[2,2983050]	21921
[2,2978566]	21173
[2,6433417]	40007
[2,6433435]	32764
[2,2979303]	11281
[2,6434192]	27026
[2,2990516]	24704
[2,3015823]	25652
[2,2967796]	25826
[2,3030949]	16514
[2,2967203]	37899
[2,3030953]	20055
[2,6442917]	28692
[2,3006320]	28318
[2,6612211]	29509
[2,2989819]	10441
[2,3029995]	15674
[2,3037937]	12244
[2,2983395]	36370
[2,6455959]	40568
[2,6424736]	110777
[2,3027746]	40109
[2,2980104]	10526
[2,6424553]	16253
[2,2972633]	22063
[2,6617597]	30896
[2,3026145]	14771
[2,6617585]	17870
[2,2977350]	24280
[2,2970477]	7207
[2,6434263]	24556
[2,3027507]	48731
[2,3025668]	32948
[2,3022060]	13811
[2,3034064]	37050
[2,3007957]	18882
[2,3032629]	23701
[2,3021435]	5986
[2,6433360]	17717
[2,2991847]	37457
[2,6446574]	20431
[2,2974675]	35385
[2,6454661]	28739
[2,3023937]	31464
[2,2988160]	41460
[2,2976794]	26436
[2,3026610]	44446
[2,6455948]	18770
[2,3007730]	6458
[2,2995024]	8828
[2,2970828]	8971
[2,2991325]	18501
[2,3006806]	11742
[2,6454141]	13414
[2,2990932]	37100
[2,2968897]	17647
[2,3032151]	12279
[2,6430076]	8584
[2,3036987]	39914
[2,3007461]	4209
[2,2993654]	6601
[2,3021133]	4176
[2,6442915]	24118
[2,2968574]	26733
[2,2977922]	39983
[2,3004609]	2914
[2,3038249]	24317
[2,2986454]	63585
[2,2999391]	7581
[2,2990767]	26910
[2,2983487]	4950
[2,3004774]	9402
[2,2979976]	41656
[2,2979900]	50843
[2,2981901]	6552
[2,3008249]	8379
[2,3029603]	6026
[2,6424630]	27771
[2,3034287]	23889
[2,2995003]	3677
[2,6451052]	74402
[2,3020620]	37910
[3,3014728]	780458
[3,6454573]	538118
[3,6496352]	212177
[3,2968254]	174156
[3,6501240]	152283
[3,8296151]	178896
[3,2970072]	73414
[3,6453882]	122765
[3,6430140]	82185
[3,3027422]	65183
[3,6527084]	74835
[3,6618456]	85589
[3,3029096]	54377
[3,3029931]	58462
[3,8287970]	52173
[3,6433192]	36840
[3,6451007]	46507
[3,2992292]	41717
[3,2979070]	47744
[3,2972742]	85105
[3,2983362]	44890
[3,2994048]	78471
[3,6430196]	50401
[3,2983536]	43853
[3,6452510]	34994
[3,2969280]	47033
[3,6615539]	99773
[3,8287998]	50186
[3,3036016]	50582
[3,2969392]	88491
[3,2988888]	28183
[3,6441798]	39771
[3,2980586]	37139
[3,2979985]	41433
[3,3015902]	40536
[3,6433470]	49376
[3,2991481]	64323
[3,2976931]	26413
[3,3002465]	50581
[3,2983489]	43168
[3,3020392]	50025
[3,2994087]	30033
[3,3027453]	22019
[3,3018455]	44258
[3,2976406]	25358
[3,3037514]	37711
[3,2992890]	18280
[3,2979072]	38445
[3,6453474]	32079
[3,3012664]	29234
[3,2983408]	24690
[3,3017363]	17785
[3,6618079]	39382
[3,2987259]	33906
[3,3016143]	37851
[3,3031517]	25632
[3,3036418]	19631
[3,2971106]	19450
[3,6456414]	27612
[3,2972857]	32055
[3,6443019]	29292
[3,3006770]	37348
[3,3034198]	21444
[3,2972214]	45983
[3,2973394]	33160
[3,2987314]	18326
[3,3016177]	12009
[3,6615624]	25048
[3,6447896]	50696
[3,3033625]	21079
[3,2969543]	45275
[3,2968703]	54609
[3,2993277]	28387
[3,3026757]	43838
[3,3028028]	27372
[3,3012742]	36396
[3,3022540]	19446
[3,2969432]	45933
[3,2985290]	28807
[3,6455106]	15657
[3,3033636]	28836
[3,3006202]	22889
[3,6424590]	46532
[3,2983050]	21921
[3,2978566]	21173
[3,6433417]	40007
[3,6433435]	32764
[3,2979303]	11281
[3,6434192]	31235
[3,2990516]	24704
[3,3015823]	25652
[3,2967796]	25826
[3,3030949]	16514
[3,2967203]	37899
[3,3030953]	20055
[3,6442917]	28692
