data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
6616385	3038653	82		7378
6616385	2974624	41		3700
6616385	2969578	7		605
6616385	2967125	92		8274
6616385	12045325	71		6377
6616385	3029140	47		4245
6616385	3027804	25		2274
6616385	2973571	49		4446
6616385	3023502	76		6848
6616385	2987591	21		1930
6616385	2987989	74		6659
6616385	6431177	39		3547
6616385	3037372	81		7283
6616385	2970027	8		733
6616385	6616371	98		8792
6616385	2987192	93		8372
6616385	6431189	11		948
6616385	3038244	87		7797
6616385	2980115	17		1569
6616385	3032162	82		7424
6616385	2974157	114		10240
6616385	2974365	78		6975
6616385	3028606	83		7449
6616385	2997132	49		4386
6616385	2989579	102		9186
6616385	3024038	91		8225
6616385	2976215	95		8583
6616385	2998221	32		2922
6616385	2976121	41		3712
12024241	3227183	96		8644
12024241	3018443	9		832
12024241	2985947	115		10348
12024241	6616385	7		648
12024241	12024241	0		0
12024241	2988658	42		3773
12024241	2997248	8		739
12024241	3029090	56		5031
12024241	3213049	4		385
12024241	3016133	67		6028
12024241	2985266	114		10232
12024241	2985196	68		6137
12024241	2988063	17		1519
12024241	3038305	91		8217
12024241	2975949	82		7364
12024241	3014517	92		8254
12024241	6431123	117		10556
12024241	3038653	88		7923
12024241	2974624	41		3675
12024241	2969578	14		1242
12024241	2967125	99		8916
12024241	12045325	78		7024
12024241	3029140	49		4421
12024241	3027804	32		2897
12024241	2973571	56		5077
12024241	3023502	82		7422
12024241	2987591	28		2522
12024241	2987989	80		7233
12024241	6431177	39		3551
12024241	3037372	87		7811
12024241	2970027	15		1354
12024241	6616371	105		9439
12024241	2987192	100		8961
12024241	6431189	7		610
12024241	3038244	93		8401
12024241	2980115	13		1165
12024241	3032162	89		8014
12024241	2974365	85		7622
12024241	3028606	88		7878
12024241	2997132	50		4459
12024241	2989579	109		9802
12024241	3024038	99		8872
12024241	2976215	102		9224
12024241	2998221	40		3557
12024241	2976121	42		3743
2988658	3227183	54		4880
2988658	3018443	50		4531
2988658	2985947	80		7218
2988658	6616385	36		3218
2988658	12024241	42		3773
2988658	2988658	0		0
2988658	2997248	35		3108
2988658	3029090	44		3918
2988658	3213049	45		4086
2988658	3016133	38		3455
2988658	2985266	73		6571
2988658	2985196	36		3222
2988658	2988063	31		2801
2988658	3038305	50		4468
2988658	2975949	40		3600
2988658	3014517	51		4562
2988658	6431123	78		6979
2988658	3031801	102		9182
2988658	3038653	46		4160
2988658	2974624	41		3653
2988658	2969578	32		2852
2988658	2967125	62		5568
2988658	12045325	47		4252
2988658	3029140	33		2978
2988658	3027804	28		2538
2988658	2973571	37		3300
2988658	3023502	41		3653
2988658	2987591	32		2855
2988658	2987989	38		3465
2988658	6431177	38		3440
2988658	3037372	45		4071
2988658	2970027	32		2881
2988658	6616371	71		6390
2988658	2987192	58		5209
2988658	6431189	40		3605
2988658	3038244	52		4695
2988658	2980115	44		3919
2988658	3032162	47		4268
2988658	2972527	91		8183
2988658	2974157	85		7616
2988658	2974365	54		4852
2988658	3028606	50		4458
2988658	2997132	40		3597
2988658	2989579	68		6137
2988658	3024038	65		5870
2988658	2976215	65		5843
2988658	2998221	27		2424
2988658	2976121	38		3404
2997248	3227183	89		7987
2997248	3018443	17		1570
2997248	2985947	107		9612
2997248	6616385	1		111
2997248	12024241	8		739
2997248	2988658	35		3108
2997248	2997248	0		0
2997248	3029090	54		4874
2997248	3213049	12		1116
2997248	3016133	59		5299
2997248	2985266	106		9510
2997248	2985196	60		5400
2997248	2988063	9		844
2997248	3038305	84		7572
2997248	2975949	75		6707
2997248	3014517	84		7540
2997248	6431123	109		9826
2997248	3038653	81		7267
2997248	2974624	41		3645
2997248	2969578	6		543
2997248	2967125	91		8177
2997248	12045325	70		6293
2997248	3029140	46		4161
2997248	3027804	25		2212
2997248	2973571	49		4377
2997248	3023502	75		6738
2997248	2987591	21		1885
2997248	2987989	73		6549
2997248	6431177	39		3488
2997248	3037372	80		7172
2997248	2970027	8		685
2997248	6616371	97		8704
2997248	2987192	92		8264
2997248	6431189	11		979
2997248	3038244	85		7690
2997248	2980115	18		1593
2997248	3032162	81		7316
2997248	2972527	120		10799
2997248	2974157	113		10148
2997248	2974365	77		6892
2997248	3028606	82		7341
2997248	2997132	48		4316
2997248	2989579	101		9081
2997248	3024038	90		8138
2997248	2976215	94		8486
2997248	2998221	32		2851
2997248	2976121	41		3649
3029090	3227183	71		6418
3029090	3018443	59		5277
3029090	2985947	117		10521
3029090	6616385	55		4947
3029090	12024241	56		5031
3029090	2988658	44		3918
3029090	2997248	54		4874
3029090	3029090	0		0
3029090	3213049	56		5061
3029090	3016133	81		7313
3029090	2985266	100		9002
3029090	2985196	78		6984
3029090	2988063	59		5282
3029090	3038305	66		5914
3029090	2975949	60		5445
3029090	3014517	79		7136
3029090	6431123	107		9613
3029090	3038653	65		5850
3029090	2974624	17		1492
3029090	2969578	57		5093
3029090	2967125	97		8747
3029090	12045325	89		7995
3029090	3029140	10		941
3029090	3027804	66		5919
3029090	2973571	80		7205
3029090	3023502	66		5901
3029090	2987591	67		5991
3029090	2987989	64		5770
3029090	6431177	17		1535
3029090	3037372	62		5544
3029090	2970027	58		5231
3029090	6616371	109		9819
3029090	2987192	82		7346
3029090	6431189	50		4459
3029090	3038244	80		7188
3029090	2980115	46		4175
3029090	3032162	74		6617
3029090	2974157	119		10738
3029090	2974365	95		8559
3029090	3028606	50		4491
3029090	2997132	6		574
3029090	2989579	96		8596
3029090	3024038	104		9368
3029090	2976215	99		8951
3029090	2998221	68		6104
3029090	2976121	15		1314
3213049	3227183	99		8940
3213049	3018443	5		459
3213049	2985947	119		10728
3213049	6616385	11		1030
3213049	12024241	4		385
3213049	2988658	45		4086
3213049	2997248	12		1116
3213049	3029090	56		5061
3213049	3213049	0		0
3213049	3016133	71		6411
3213049	2985266	118		10579
3213049	2985196	72		6515
3213049	2988063	21		1904
3213049	3038305	95		8506
3213049	2975949	85		7662
3213049	3014517	95		8594
3213049	3038653	91		8221
3213049	2974624	41		3655
3213049	2969578	18		1627
3213049	2967125	103		9286
3213049	12045325	82		7407
3213049	3029140	50		4510
3213049	3027804	36		3281
3213049	2973571	61		5461
3213049	3023502	86		7739
3213049	2987591	32		2899
3213049	2987989	84		7550
3213049	6431177	39		3550
3213049	3037372	90		8098
3213049	2970027	19		1738
3213049	6616371	109		9820
3213049	2987192	103		9287
3213049	6431189	7		620
3213049	3038244	97		8738
3213049	2980115	11		991
3213049	3032162	93		8342
3213049	2974365	89		8005
3213049	3028606	90		8101
3213049	2997132	50		4486
3213049	2989579	113		10147
3213049	3024038	103		9254
3213049	2976215	107		9593
3213049	2998221	44		3942
3213049	2976121	42		3755
3016133	3227183	56		5051
3016133	3018443	76		6857
3016133	2985947	48		4361
3016133	6616385	60		5382
3016133	12024241	67		6028
3016133	2988658	38		3455
3016133	2997248	59		5299
3016133	3029090	81		7313
3016133	3213049	71		6411
3016133	3016133	0		0
3016133	2985266	56		5061
3016133	2985196	7		600
3016133	2988063	50		4533
3016133	3038305	55		4939
3016133	2975949	46		4181
3016133	3014517	40		3592
3016133	6431123	57		5102
3016133	3031801	73		6548
3016133	3038653	50		4544
3016133	2974624	79		7091
3016133	2969578	53		4789
3016133	2967125	35		3192
3016133	12045325	11		1002
3016133	3029140	71		6387
3016133	3027804	36		3220
3016133	2973571	14		1266
3016133	3023502	41		3718
3016133	2987591	41		3697
3016133	2987989	40		3603
3016133	6431177	76		6877
3016133	3037372	53		4736
3016133	2970027	52		4694
3016133	6616371	38		3437
3016133	2987192	50		4533
3016133	6431189	69		6176
3016133	3038244	42		3775
3016133	2980115	74		6692
3016133	3032162	42		3787
3016133	2972527	63		5673
3016133	2974157	55		4968
3016133	2974365	18		1594
3016133	3028606	68		6136
3016133	2997132	78		7038
3016133	2989579	52		4703
3016133	3024038	32		2866
3016133	2976215	39		3517
3016133	2998221	28		2528
3016133	2976121	76		6854
2985266	3227183	31		2811
2985266	2985947	33		2932
2985266	6616385	107		9615
2985266	12024241	114		10232
2985266	2988658	73		6571
2985266	2997248	106		9510
2985266	3029090	100		9002
2985266	3213049	118		10579
2985266	3016133	56		5061
2985266	2985266	0		0
2985266	2985196	51		4594
2985266	2988063	99		8940
2985266	3038305	36		3251
2985266	2975949	40		3557
2985266	3014517	22		2015
2985266	6431123	8		751
2985266	3031801	38		3454
2985266	3038653	36		3196
2985266	2974624	107		9610
2985266	2969578	101		9113
2985266	2967125	24		2125
2985266	12045325	48		4322
2985266	3029140	93		8345
2985266	3027804	88		7892
2985266	2973571	70		6316
2985266	3023502	35		3138
2985266	2987591	93		8389
2985266	2987989	37		3297
2985266	6431177	105		9436
2985266	3037372	39		3540
2985266	2970027	101		9076
2985266	6616371	34		3090
2985266	2987192	19		1675
2985266	6431189	113		10151
2985266	3038244	21		1900
2985266	2980115	117		10490
2985266	3032162	27		2422
2985266	2972527	28		2518
2985266	2974157	28		2534
2985266	2974365	46		4120
2985266	3028606	57		5151
2985266	2997132	101		9055
2985266	2989579	5		435
2985266	3024038	36		3262
2985266	2976215	21		1879
2985266	2998221	81		7256
2985266	2976121	103		9295
2985196	3227183	49		4454
2985196	3018443	77		6969
2985196	2985947	47		4215
2985196	6616385	61		5490
2985196	12024241	68		6137
2985196	2988658	36		3222
2985196	2997248	60		5400
2985196	3029090	78		6984
2985196	3213049	72		6515
2985196	3016133	7		600
2985196	2985266	51		4594
2985196	2985196	0		0
2985196	2988063	52		4681
2985196	3038305	48		4339
2985196	2975949	40		3587
2985196	3014517	34		3028
2985196	6431123	52		4698
2985196	3031801	71		6349
2985196	3038653	44		3944
2985196	2974624	76		6874
2985196	2969578	55		4914
2985196	2967125	32		2855
2985196	12045325	11		1030
2985196	3029140	67		6072
2985196	3027804	38		3444
2985196	2973571	19		1742
2985196	3023502	35		3119
2985196	2987591	44		3938
2985196	2987989	33		3004
2985196	6431177	74		6662
2985196	3037372	46		4139
2985196	2970027	54		4836
2985196	6616371	37		3317
2985196	2987192	44		3966
2985196	6431189	69		6228
2985196	3038244	36		3211
2985196	2980115	75		6709
2985196	3032162	36		3197
2985196	2972527	60		5428
2985196	2974157	53		4756
2985196	2974365	18		1632
2985196	3028606	62		5565
2985196	2997132	75		6746
2985196	2989579	47		4218
2985196	3024038	31		2759
2985196	2976215	35		3178
2985196	2998221	31		2764
2985196	2976121	74		6620
2988063	3227183	85		7616
2988063	3018443	26		2336
2988063	2985947	99		8875
2988063	6616385	10		897
2988063	12024241	17		1519
2988063	2988658	31		2801
2988063	2997248	9		844
2988063	3029090	59		5282
2988063	3213049	21		1904
2988063	3016133	50		4533
2988063	2985266	99		8940
2988063	2985196	52		4681
2988063	2988063	0		0
2988063	3038305	80		7232
2988063	2975949	71		6346
2988063	3014517	78		7009
2988063	6431123	102		9211
2988063	3038653	77		6902
2988063	2974624	47		4199
2988063	2969578	3		304
2988063	2967125	83		7500
2988063	12045325	61		5533
2988063	3029140	50		4479
2988063	3027804	15		1379
2988063	2973571	40		3558
2988063	3023502	70		6307
2988063	2987591	12		1044
2988063	2987989	68		6119
2988063	6431177	45		4019
2988063	3037372	76		6845
2988063	2970027	2		166
2988063	6616371	88		7959
2988063	2987192	86		7783
2988063	6431189	20		1821
2988063	3038244	80		7168
2988063	2980115	27		2429
2988063	3032162	76		6837
2988063	2972527	112		10105
2988063	2974157	105		9437
2988063	2974365	68		6124
2988063	3028606	80		7214
2988063	2997132	53		4751
2988063	2989579	95		8517
2988063	3024038	82		7390
2988063	2976215	87		7815
2988063	2998221	23		2040
2988063	2976121	46		4149
3038305	3227183	6		504
3038305	3018443	99		8936
3038305	2985947	62		5564
3038305	6616385	85		7683
3038305	12024241	91		8217
3038305	2988658	50		4468
3038305	2997248	84		7572
3038305	3029090	66		5914
3038305	3213049	95		8506
3038305	3016133	55		4939
3038305	2985266	36		3251
3038305	2985196	48		4339
3038305	2988063	80		7232
3038305	3038305	0		0
3038305	2975949	10		898
3038305	3014517	22		1952
3038305	6431123	44		3957
3038305	3031801	74		6668
3038305	3038653	4		397
3038305	2974624	75		6741
3038305	2969578	81		7312
3038305	2967125	44		3916
3038305	12045325	53		4804
3038305	3029140	60		5381
3038305	3027804	73		6592
3038305	2973571	65		5885
3038305	3023502	14		1220
3038305	2987591	78		7036
3038305	2987989	15		1350
3038305	6431177	73		6595
3038305	3037372	5		414
3038305	2970027	81		7328
3038305	6616371	58		5218
3038305	2987192	18		1599
3038305	6431189	89		7975
3038305	3038244	21		1870
3038305	2980115	91		8170
3038305	3032162	16		1406
3038305	2972527	63		5679
3038305	2974157	61		5480
3038305	2974365	56		5031
3038305	3028606	21		1931
3038305	2997132	67		6055
3038305	2989579	32		2909
3038305	3024038	56		5021
3038305	2976215	44		3953
3038305	2998221	68		6133
3038305	2976121	71		6420
2975949	3227183	14		1280
2975949	3018443	90		8098
2975949	2985947	61		5452
2975949	6616385	76		6818
2975949	12024241	82		7364
2975949	2988658	40		3600
2975949	2997248	75		6707
2975949	3029090	60		5445
2975949	3213049	85		7662
2975949	3016133	46		4181
2975949	2985266	40		3557
2975949	2985196	40		3587
2975949	2988063	71		6346
2975949	3038305	10		898
2975949	2975949	0		0
2975949	3014517	20		1802
2975949	6431123	47		4185
2975949	3031801	76		6825
2975949	3038653	6		560
2975949	2974624	68		6120
2975949	2969578	71		6433
2975949	2967125	41		3703
2975949	12045325	46		4172
2975949	3029140	53		4811
2975949	3027804	63		5694
2975949	2973571	56		5055
2975949	3023502	7		613
2975949	2987591	68		6138
2975949	2987989	7		625
2975949	6431177	66		5958
2975949	3037372	6		572
2975949	2970027	72		6445
2975949	6616371	55		4967
2975949	2987192	21		1910
2975949	6431189	79		7145
2975949	3038244	20		1806
2975949	2980115	82		7369
2975949	3032162	14		1227
2975949	2972527	65		5807
2975949	2974157	61		5495
2975949	2974365	50		4479
2975949	3028606	24		2135
2975949	2997132	61		5513
2975949	2989579	35		3156
2975949	3024038	52		4682
2975949	2976215	42		3812
2975949	2998221	58		5241
2975949	2976121	64		5800
3014517	3227183	20		1777
3014517	3018443	101		9049
3014517	2985947	41		3669
3014517	6616385	85		7647
3014517	12024241	92		8254
3014517	2988658	51		4562
3014517	2997248	84		7540
3014517	3029090	79		7136
3014517	3213049	95		8594
3014517	3016133	40		3592
3014517	2985266	22		2015
3014517	2985196	34		3028
3014517	2988063	78		7009
3014517	3038305	22		1952
3014517	2975949	20		1802
3014517	3014517	0		0
3014517	6431123	28		2509
3014517	3031801	56		5056
3014517	3038653	19		1683
3014517	2974624	85		7644
3014517	2969578	80		7164
3014517	2967125	22		1968
3014517	12045325	35		3163
3014517	3029140	71		6422
3014517	3027804	67		6049
3014517	2973571	53		4755
3014517	3023502	14		1248
3014517	2987591	73		6539
3014517	2987989	15		1367
3014517	6431177	83		7464
3014517	3037372	23		2038
3014517	2970027	79		7138
3014517	6616371	36		3267
3014517	2987192	10		942
3014517	6431189	91		8151
3014517	3038244	2		183
3014517	2980115	94		8480
3014517	3032162	7		587
3014517	2972527	45		4031
3014517	2974157	41		3693
3014517	2974365	36		3250
3014517	3028606	42		3808
3014517	2997132	79		7140
3014517	2989579	18		1580
3014517	3024038	34		3077
3014517	2976215	23		2033
3014517	2998221	61		5455
3014517	2976121	81		7332
6431123	3227183	39		3534
6431123	2985947	26		2310
6431123	6616385	110		9928
6431123	12024241	117		10556
6431123	2988658	78		6979
6431123	2997248	109		9826
6431123	3029090	107		9613
6431123	3016133	57		5102
6431123	2985266	8		751
6431123	2985196	52		4698
6431123	2988063	102		9211
6431123	3038305	44		3957
6431123	2975949	47		4185
6431123	3014517	28		2509
6431123	6431123	0		0
6431123	3031801	30		2718
6431123	3038653	43		3869
6431123	2974624	113		10153
6431123	2969578	104		9402
6431123	2967125	22		1956
6431123	12045325	47		4264
6431123	3029140	99		8923
6431123	3027804	90		8091
6431123	2973571	71		6368
6431123	3023502	41		3715
6431123	2987591	95		8590
6431123	2987989	43		3857
6431123	6431177	111		9973
6431123	3037372	47		4222
6431123	2970027	104		9354
6431123	6616371	29		2637
6431123	2987192	26		2361
6431123	6431189	117		10514
6431123	3038244	27		2433
6431123	3032162	33		2997
6431123	2972527	20		1768
6431123	2974157	20		1821
6431123	2974365	44		3962
6431123	3028606	65		5872
6431123	2997132	107		9639
6431123	2989579	12		1050
6431123	3024038	32		2921
6431123	2976215	18		1648
6431123	2998221	83		7433
6431123	2976121	109		9841
3031801	3227183	69		6252
3031801	2985947	25		2216
3031801	2988658	102		9182
3031801	3016133	73		6548
3031801	2985266	38		3454
3031801	2985196	71		6349
3031801	3038305	74		6668
3031801	2975949	76		6825
3031801	3014517	56		5056
3031801	6431123	30		2718
3031801	3031801	0		0
3031801	3038653	73		6557
3031801	2967125	40		3617
3031801	12045325	62		5554
3031801	3027804	108		9760
3031801	2973571	86		7728
3031801	3023502	70		6303
3031801	2987591	114		10243
3031801	2987989	71		6421
3031801	3037372	77		6915
3031801	6616371	35		3141
3031801	2987192	56		5069
3031801	3038244	56		5024
3031801	3032162	62		5604
3031801	2972527	11		1028
3031801	2974157	18		1594
3031801	2974365	56		5022
3031801	3028606	95		8588
3031801	2989579	42		3760
3031801	3024038	41		3705
3031801	2976215	37		3340
3031801	2998221	101		9069
3038653	3227183	8		720
3038653	3018443	96		8656
3038653	2985947	59		5341
3038653	6616385	82		7378
3038653	12024241	88		7923
3038653	2988658	46		4160
3038653	2997248	81		7267
3038653	3029090	65		5850
3038653	3213049	91		8221
3038653	3016133	50		4544
3038653	2985266	36		3196
3038653	2985196	44		3944
3038653	2988063	77		6902
3038653	3038305	4		397
3038653	2975949	6		560
3038653	3014517	19		1683
3038653	6431123	43		3869
3038653	3031801	73		6557
3038653	3038653	0		0
3038653	2974624	73		6600
3038653	2969578	78		6991
3038653	2967125	41		3649
3038653	12045325	49		4427
3038653	3029140	58		5265
3038653	3027804	69		6228
3038653	2973571	61		5489
3038653	3023502	9		826
3038653	2987591	74		6677
3038653	2987989	11		953
3038653	6431177	72		6445
3038653	3037372	4		363
3038653	2970027	78		7002
3038653	6616371	55		4944
3038653	2987192	17		1520
3038653	6431189	86		7701
3038653	3038244	18		1630
3038653	2980115	88		7919
3038653	3032162	12		1107
3038653	2972527	62		5553
3038653	2974157	59		5306
3038653	2974365	52		4670
3038653	3028606	24		2127
3038653	2997132	66		5955
3038653	2989579	31		2821
3038653	3024038	52		4719
3038653	2976215	41		3712
3038653	2998221	64		5757
3038653	2976121	70		6279
2974624	3227183	80		7242
2974624	3018443	43		3830
2974624	2985947	119		10754
2974624	6616385	41		3700
2974624	12024241	41		3675
2974624	2988658	41		3653
2974624	2997248	41		3645
2974624	3029090	17		1492
2974624	3213049	41		3655
2974624	3016133	79		7091
2974624	2985266	107		9610
2974624	2985196	76		6874
2974624	2988063	47		4199
2974624	3038305	75		6741
2974624	2975949	68		6120
2974624	3014517	85		7644
2974624	6431123	113		10153
2974624	3038653	73		6600
2974624	2974624	0		0
2974624	2969578	44		3963
2974624	2967125	100		9030
2974624	12045325	88		7904
2974624	3029140	16		1407
2974624	3027804	57		5093
2974624	2973571	75		6729
2974624	3023502	72		6473
2974624	2987591	56		5055
2974624	2987989	70		6314
2974624	6431177	2		215
2974624	3037372	70		6341
2974624	2970027	46		4115
2974624	6616371	111		9972
2974624	2987192	89		8018
2974624	6431189	34		3078
2974624	3038244	86		7728
2974624	2980115	30		2725
2974624	3032162	80		7189
2974624	2974365	94		8502
2974624	3028606	62		5606
2974624	2997132	11		954
2974624	2989579	102		9186
2974624	3024038	105		9473
2974624	2976215	103		9272
2974624	2998221	60		5425
2974624	2976121	4		321
2969578	3227183	86		7708
2969578	3018443	23		2069
2969578	2985947	101		9119
2969578	6616385	7		605
2969578	12024241	14		1242
2969578	2988658	32		2852
2969578	2997248	6		543
2969578	3029090	57		5093
2969578	3213049	18		1627
2969578	3016133	53		4789
2969578	2985266	101		9113
2969578	2985196	55		4914
2969578	2988063	3		304
2969578	3038305	81		7312
2969578	2975949	71		6433
2969578	3014517	80		7164
2969578	6431123	104		9402
2969578	3038653	78		6991
2969578	2974624	44		3963
2969578	2969578	0		0
2969578	2967125	86		7717
2969578	12045325	64		5786
2969578	3029140	48		4316
2969578	3027804	19		1670
2969578	2973571	43		3841
2969578	3023502	71		6421
2969578	2987591	15		1348
2969578	2987989	69		6232
2969578	6431177	42		3789
2969578	3037372	77		6919
2969578	2970027	2		161
2969578	6616371	91		8207
2969578	2987192	88		7918
2969578	6431189	17		1517
2969578	3038244	81		7319
2969578	2980115	24		2125
2969578	3032162	77		6970
2969578	2972527	115		10330
2969578	2974157	107		9669
2969578	2974365	71		6382
2969578	3028606	80		7213
2969578	2997132	51		4552
2969578	2989579	97		8687
2969578	3024038	85		7639
2969578	2976215	89		8029
2969578	2998221	26		2318
2969578	2976121	44		3928
2967125	3227183	41		3688
2967125	3018443	108		9744
2967125	2985947	20		1784
2967125	6616385	92		8274
2967125	12024241	99		8916
2967125	2988658	62		5568
2967125	2997248	91		8177
2967125	3029090	97		8747
2967125	3213049	103		9286
2967125	3016133	35		3192
2967125	2985266	24		2125
2967125	2985196	32		2855
2967125	2988063	83		7500
2967125	3038305	44		3916
2967125	2975949	41		3703
2967125	3014517	22		1968
2967125	6431123	22		1956
2967125	3031801	40		3617
2967125	3038653	41		3649
2967125	2974624	100		9030
2967125	2969578	86		7717
2967125	2967125	0		0
2967125	12045325	26		2314
2967125	3029140	88		7945
2967125	3027804	70		6297
2967125	2973571	49		4453
2967125	3023502	34		3099
2967125	2987591	75		6792
2967125	2987989	35		3157
2967125	6431177	98		8832
2967125	3037372	44		4000
2967125	2970027	85		7651
2967125	6616371	14		1303
2967125	2987192	29		2574
2967125	6431189	99		8943
2967125	3038244	23		2049
2967125	2980115	104		9372
2967125	3032162	28		2544
2967125	2972527	29		2633
2967125	2974157	23		2051
2967125	2974365	22		2018
2967125	3028606	64		5770
2967125	2997132	96		8664
2967125	2989579	21		1912
2967125	3024038	14		1223
2967125	2976215	4		325
2967125	2998221	62		5619
2967125	2976121	97		8735
12045325	3227183	54		4816
12045325	3018443	87		7854
12045325	2985947	37		3360
12045325	6616385	71		6377
12045325	12024241	78		7024
12045325	2988658	47		4252
12045325	2997248	70		6293
12045325	3029090	89		7995
12045325	3213049	82		7407
12045325	3016133	11		1002
12045325	2985266	48		4322
12045325	2985196	11		1030
12045325	2988063	61		5533
12045325	3038305	53		4804
12045325	2975949	46		4172
12045325	3014517	35		3163
12045325	6431123	47		4264
12045325	3031801	62		5554
12045325	3038653	49		4427
12045325	2974624	88		7904
12045325	2969578	64		5786
12045325	2967125	26		2314
12045325	12045325	0		0
12045325	3029140	79		7090
12045325	3027804	47		4222
12045325	2973571	24		2191
12045325	3023502	40		3622
12045325	2987591	52		4697
12045325	2987989	39		3552
12045325	6431177	85		7691
12045325	3037372	52		4680
12045325	2970027	63		5694
12045325	6616371	27		2435
12045325	2987192	45		4086
12045325	6431189	80		7158
12045325	3038244	37		3336
12045325	2980115	85		7662
12045325	3032162	39		3498
12045325	2972527	52		4698
12045325	2974157	44		3982
12045325	2974365	7		615
12045325	3028606	70		6257
12045325	2997132	86		7769
12045325	2989579	45		4008
12045325	3024038	21		1864
12045325	2976215	29		2633
12045325	2998221	39		3530
12045325	2976121	85		7650
3029140	3227183	65		5884
3029140	3018443	53		4788
3029140	2985947	108		9707
3029140	6616385	47		4245
3029140	12024241	49		4421
3029140	2988658	33		2978
3029140	2997248	46		4161
3029140	3029090	10		941
3029140	3213049	50		4510
3029140	3016133	71		6387
3029140	2985266	93		8345
3029140	2985196	67		6072
3029140	2988063	50		4479
3029140	3038305	60		5381
3029140	2975949	53		4811
