NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP_ATENDIDA,ATEND_FTE
1,210005,"Acailandia",1,"Physicians",120535,49.4194
1,210005,"Acailandia",2,"Nurses",120535,304.9536
1,210005,"Acailandia",3,"OtherCadres",120535,150.6688
1,210005,"Acailandia",4,"CommunityBased",120535,588.2108
1,210005,"Acailandia",5,"Beds",120535,0
1,210005,"Acailandia",6,"CTScanner",120535,0
1,210005,"Acailandia",7,"MRIUnit",120535,0
1,210005,"Acailandia",8,"Mammography",120535,0
1,210005,"Acailandia",9,"Radiotherapy",120535,0
1,210010,"Afonso_Cunha",1,"Physicians",6977,2.8606
1,210010,"Afonso_Cunha",2,"Nurses",6977,17.6518
1,210010,"Afonso_Cunha",3,"OtherCadres",6977,8.7213
1,210010,"Afonso_Cunha",4,"CommunityBased",6977,34.0478
1,210010,"Afonso_Cunha",5,"Beds",6977,0
1,210010,"Afonso_Cunha",6,"CTScanner",6977,0
1,210010,"Afonso_Cunha",7,"MRIUnit",6977,0
1,210010,"Afonso_Cunha",8,"Mammography",6977,0
1,210010,"Afonso_Cunha",9,"Radiotherapy",6977,0
1,210015,"Agua_Doce_Do_Maranhao",1,"Physicians",13469,5.5223
1,210015,"Agua_Doce_Do_Maranhao",2,"Nurses",13469,34.0766
1,210015,"Agua_Doce_Do_Maranhao",3,"OtherCadres",13469,16.8363
1,210015,"Agua_Doce_Do_Maranhao",4,"CommunityBased",13469,65.7287
1,210015,"Agua_Doce_Do_Maranhao",5,"Beds",13469,0
1,210015,"Agua_Doce_Do_Maranhao",6,"CTScanner",13469,0
1,210015,"Agua_Doce_Do_Maranhao",7,"MRIUnit",13469,0
1,210015,"Agua_Doce_Do_Maranhao",8,"Mammography",13469,0
1,210015,"Agua_Doce_Do_Maranhao",9,"Radiotherapy",13469,0
1,210020,"Alcantara",1,"Physicians",23818,9.7654
1,210020,"Alcantara",2,"Nurses",23818,60.2595
1,210020,"Alcantara",3,"OtherCadres",23818,29.7725
1,210020,"Alcantara",4,"CommunityBased",23818,116.2318
1,210020,"Alcantara",5,"Beds",23818,0
1,210020,"Alcantara",6,"CTScanner",23818,0
1,210020,"Alcantara",7,"MRIUnit",23818,0
1,210020,"Alcantara",8,"Mammography",23818,0
1,210020,"Alcantara",9,"Radiotherapy",23818,0
1,210030,"Aldeias_Altas",1,"Physicians",28368,11.6309
1,210030,"Aldeias_Altas",2,"Nurses",28368,71.771
1,210030,"Aldeias_Altas",3,"OtherCadres",28368,35.46
