NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	510020	Agua_Boa	37410.00	74.45	335.94	93.90	0.00	68.09	0.74	0.63	0.58	0.38
3	510025	Alta_Floresta	88668.00	176.45	796.24	222.56	0.00	161.38	1.76	1.49	1.38	0.90
3	510030	Alto_Araguaia	45389.00	90.32	407.59	113.93	0.00	82.61	0.90	0.76	0.71	0.46
3	510125	Araputanga	40777.00	81.15	366.18	102.35	0.00	74.21	0.81	0.69	0.64	0.42
3	510140	Aripuana	23714.00	47.19	212.95	59.52	0.00	43.16	0.47	0.40	0.37	0.24
3	510170	Barra_Do_Bugres	40628.00	80.85	364.84	101.98	0.00	73.94	0.81	0.68	0.63	0.41
3	510180	Barra_Do_Garcas	90067.00	179.23	808.80	226.07	0.00	163.92	1.79	1.51	1.41	0.92
3	510190	Brasnorte	20760.00	41.31	186.42	52.11	0.00	37.78	0.41	0.35	0.32	0.21
3	510250	Caceres	101256.00	201.50	909.28	254.15	0.00	184.29	2.01	1.70	1.58	1.03
3	510260	Campinapolis	28098.00	55.92	252.32	70.53	0.00	51.14	0.56	0.47	0.44	0.29
3	510263	Campo_Novo_Do_Parecis	37272.00	74.17	334.70	93.55	0.00	67.84	0.74	0.63	0.58	0.38
3	510267	Campo_Verde	130331.00	259.36	1170.37	327.13	0.00	237.20	2.59	2.19	2.03	1.33
3	510270	Canarana	31088.00	61.87	279.17	78.03	0.00	56.58	0.62	0.52	0.48	0.32
3	510305	Claudia	16841.00	33.51	151.23	42.27	0.00	30.65	0.34	0.28	0.26	0.17
3	510320	Colider	73346.00	145.96	658.65	184.10	0.00	133.49	1.46	1.23	1.14	0.75
3	510325	Colniza	40208.00	80.01	361.07	100.92	0.00	73.18	0.80	0.68	0.63	0.41
3	510330	Comodoro	37726.00	75.07	338.78	94.69	0.00	68.66	0.75	0.63	0.59	0.38
3	510337	Cotriguacu	20766.00	41.32	186.48	52.12	0.00	37.79	0.41	0.35	0.32	0.21
3	510340	Cuiaba	696074.00	1385.19	6250.74	1747.15	0.00	1266.85	13.85	11.69	10.86	7.10
3	510350	Diamantino	69755.00	138.81	626.40	175.09	0.00	126.95	1.39	1.17	1.09	0.71
