NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	230020	Acarau	226718.00	378.62	272.06	569.06	0.00	605.34	1.50	1.13	0.70	0.07
2	230030	Acopiara	68505.00	114.40	82.21	171.95	0.00	182.91	0.45	0.34	0.21	0.02
2	230040	Aiuaba	27114.00	45.28	32.54	68.06	0.00	72.39	0.18	0.14	0.08	0.01
2	230070	Alto_Santo	101527.00	169.55	121.83	254.83	0.00	271.08	0.67	0.51	0.31	0.03
2	230110	Aracati	97545.00	162.90	117.05	244.84	0.00	260.45	0.64	0.49	0.30	0.03
2	230120	Aracoiaba	81675.00	136.40	98.01	205.00	0.00	218.07	0.54	0.41	0.25	0.02
2	230160	Assare	42787.00	71.45	51.34	107.40	0.00	114.24	0.28	0.21	0.13	0.01
2	230170	Aurora	26639.00	44.49	31.97	66.86	0.00	71.13	0.18	0.13	0.08	0.01
2	230185	Banabuiu	19577.00	32.69	23.49	49.14	0.00	52.27	0.13	0.10	0.06	0.01
2	230190	Barbalha	341281.00	569.94	409.54	856.62	0.00	911.22	2.25	1.71	1.06	0.10
2	230200	Barro	24368.00	40.69	29.24	61.16	0.00	65.06	0.16	0.12	0.08	0.01
2	230205	Barroquinha	30238.00	50.50	36.29	75.90	0.00	80.74	0.20	0.15	0.09	0.01
2	230210	Baturite	69143.00	115.47	82.97	173.55	0.00	184.61	0.46	0.35	0.21	0.02
2	230240	Boa_Viagem	58716.00	98.06	70.46	147.38	0.00	156.77	0.39	0.29	0.18	0.02
2	230260	Camocim	68389.00	114.21	82.07	171.66	0.00	182.60	0.45	0.34	0.21	0.02
2	230270	Campos_Sales	64654.00	107.97	77.58	162.28	0.00	172.63	0.43	0.32	0.20	0.02
2	230280	Caninde	120949.00	201.98	145.14	303.58	0.00	322.93	0.80	0.60	0.37	0.04
2	230310	Carire	20279.00	33.87	24.33	50.90	0.00	54.14	0.13	0.10	0.06	0.01
2	230320	Caririacu	29223.00	48.80	35.07	73.35	0.00	78.03	0.19	0.15	0.09	0.01
2	230350	Cascavel	157110.00	262.37	188.53	394.35	0.00	419.48	1.04	0.79	0.49	0.05
2	230360	Catarina	22177.00	37.04	26.61	55.66	0.00	59.21	0.15	0.11	0.07	0.01
2	230380	Cedro	27232.00	45.48	32.68	68.35	0.00	72.71	0.18	0.14	0.08	0.01
2	230400	Coreau	81900.00	136.77	98.28	205.57	0.00	218.67	0.54	0.41	0.25	0.02
