NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	290020	Abare	43337.00	86.24	389.17	108.78	0.00	78.87	0.86	0.73	0.68	0.44
3	290100	Amargosa	190137.00	378.37	1707.43	477.24	0.00	346.05	3.78	3.19	2.97	1.94
3	290120	Anage	61058.00	121.51	548.30	153.26	0.00	111.13	1.22	1.03	0.95	0.62
3	290160	Antas	142795.00	284.16	1282.30	358.42	0.00	259.89	2.84	2.40	2.23	1.46
3	290270	Barra	66625.00	132.58	598.29	167.23	0.00	121.26	1.33	1.12	1.04	0.68
3	290280	Barra_Da_Estiva	63687.00	126.74	571.91	159.85	0.00	115.91	1.27	1.07	0.99	0.65
3	290320	Barreiras	290446.00	577.99	2608.21	729.02	0.00	528.61	5.78	4.88	4.53	2.96
3	290340	Belmonte	25037.00	49.82	224.83	62.84	0.00	45.57	0.50	0.42	0.39	0.26
3	290350	Belo_Campo	36590.00	72.81	328.58	91.84	0.00	66.59	0.73	0.61	0.57	0.37
3	290390	Bom_Jesus_Da_Lapa	87981.00	175.08	790.07	220.83	0.00	160.13	1.75	1.48	1.37	0.90
3	290460	Brumado	118814.00	236.44	1066.95	298.22	0.00	216.24	2.36	2.00	1.85	1.21
3	290475	Buritirama	37332.00	74.29	335.24	93.70	0.00	67.94	0.74	0.63	0.58	0.38
3	290500	Cacule	77377.00	153.98	694.85	194.22	0.00	140.83	1.54	1.30	1.21	0.79
3	290520	Caetite	71633.00	142.55	643.26	179.80	0.00	130.37	1.43	1.20	1.12	0.73
3	290560	Camacan	98496.00	196.01	884.49	247.22	0.00	179.26	1.96	1.65	1.54	1.00
3	290590	Campo_Alegre_De_Lourdes	31110.00	61.91	279.37	78.09	0.00	56.62	0.62	0.52	0.49	0.32
3	290620	Canarana	94047.00	187.15	844.54	236.06	0.00	171.17	1.87	1.58	1.47	0.96
3	290670	Candido_Sales	27322.00	54.37	245.35	68.58	0.00	49.73	0.54	0.46	0.43	0.28
3	290680	Cansancao	79084.00	157.38	710.17	198.50	0.00	143.93	1.57	1.33	1.23	0.81
3	290687	Capim_Grosso	126329.00	251.39	1134.43	317.09	0.00	229.92	2.51	2.12	1.97	1.29
3	290710	Carinhanha	61223.00	121.83	549.78	153.67	0.00	111.43	1.22	1.03	0.96	0.62
3	290720	Casa_Nova	76972.00	153.17	691.21	193.20	0.00	140.09	1.53	1.29	1.20	0.79
3	290750	Catu	361438.00	719.26	3245.71	907.21	0.00	657.82	7.19	6.07	5.64	3.69
3	290800	Coaraci	35971.00	71.58	323.02	90.29	0.00	65.47	0.72	0.60	0.56	0.37
3	290810	Cocos	50853.00	101.20	456.66	127.64	0.00	92.55	1.01	0.85	0.79	0.52
3	290830	Conceicao_Do_Almeida	60170.00	119.74	540.33	151.03	0.00	109.51	1.20	1.01	0.94	0.61
3	290860	Conde	27643.00	55.01	248.23	69.38	0.00	50.31	0.55	0.46	0.43	0.28
3	290870	Condeuba	39750.00	79.10	356.95	99.77	0.00	72.34	0.79	0.67	0.62	0.41
3	290930	Correntina	34601.00	68.86	310.72	86.85	0.00	62.97	0.69	0.58	0.54	0.35
