NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	150010	Abaetetuba	168568.00	281.51	202.28	423.11	0.00	450.08	1.11	0.84	0.52	0.05
2	150020	Acara	59873.00	99.99	71.85	150.28	0.00	159.86	0.40	0.30	0.19	0.02
2	150034	Agua_Azul_Do_Norte	29381.00	49.07	35.26	73.75	0.00	78.45	0.19	0.15	0.09	0.01
2	150040	Alenquer	60916.00	101.73	73.10	152.90	0.00	162.65	0.40	0.30	0.19	0.02
2	150050	Almeirim	36824.00	61.50	44.19	92.43	0.00	98.32	0.24	0.18	0.11	0.01
2	150060	Altamira	188298.00	314.46	225.96	472.63	0.00	502.76	1.24	0.94	0.58	0.06
2	150070	Anajas	98368.00	164.27	118.04	246.90	0.00	262.64	0.65	0.49	0.30	0.03
2	150080	Ananindeua	706327.00	1179.57	847.59	1772.88	0.00	1885.89	4.66	3.53	2.19	0.21
2	150085	Anapu	29294.00	48.92	35.15	73.53	0.00	78.21	0.19	0.15	0.09	0.01
2	150090	Augusto_Correa	218522.00	364.93	262.23	548.49	0.00	583.45	1.44	1.09	0.68	0.07
2	150095	Aurora_Do_Para	65590.00	109.54	78.71	164.63	0.00	175.13	0.43	0.33	0.20	0.02
2	150110	Bagre	32366.00	54.05	38.84	81.24	0.00	86.42	0.21	0.16	0.10	0.01
2	150120	Baiao	50062.00	83.60	60.07	125.66	0.00	133.67	0.33	0.25	0.16	0.02
2	150130	Barcarena	164912.00	275.40	197.89	413.93	0.00	440.32	1.09	0.82	0.51	0.05
2	150140	Belem	1602433.00	2676.06	1922.92	4022.11	0.00	4278.50	10.58	8.01	4.97	0.48
2	150178	Breu_Branco	112811.00	188.39	135.37	283.16	0.00	301.21	0.74	0.56	0.35	0.03
2	150180	Breves	109894.00	183.52	131.87	275.83	0.00	293.42	0.73	0.55	0.34	0.03
2	150190	Bujaru	31097.00	51.93	37.32	78.05	0.00	83.03	0.21	0.16	0.10	0.01
2	150210	Cameta	147103.00	245.66	176.52	369.23	0.00	392.77	0.97	0.74	0.46	0.04
2	150215	Canaa_Dos_Carajas	38882.00	64.93	46.66	97.59	0.00	103.81	0.26	0.19	0.12	0.01
2	150220	Capanema	108926.00	181.91	130.71	273.40	0.00	290.83	0.72	0.54	0.34	0.03
2	150230	Capitao_Poco	77548.00	129.51	93.06	194.65	0.00	207.05	0.51	0.39	0.24	0.02
2	150240	Castanhal	238838.00	398.86	286.61	599.48	0.00	637.70	1.58	1.19	0.74	0.07
2	150270	Conceicao_Do_Araguaia	51483.00	85.98	61.78	129.22	0.00	137.46	0.34	0.26	0.16	0.02
2	150275	Concordia_Do_Para	103218.00	172.37	123.86	259.08	0.00	275.59	0.68	0.52	0.32	0.03
2	150280	Curralinho	71250.00	118.99	85.50	178.84	0.00	190.24	0.47	0.36	0.22	0.02
2	150290	Curuca	49181.00	82.13	59.02	123.44	0.00	131.31	0.32	0.25	0.15	0.01
2	150293	Dom_Eliseu	63587.00	106.19	76.30	159.60	0.00	169.78	0.42	0.32	0.20	0.02
2	150307	Garrafao_Do_Norte	51027.00	85.22	61.23	128.08	0.00	136.24	0.34	0.26	0.16	0.02
2	150310	Gurupa	35582.00	59.42	42.70	89.31	0.00	95.00	0.23	0.18	0.11	0.01
2	150345	Ipixuna_Do_Para	67361.00	112.49	80.83	169.08	0.00	179.85	0.44	0.34	0.21	0.02
2	150350	Irituia	97967.00	163.60	117.56	245.90	0.00	261.57	0.65	0.49	0.30	0.03
2	150360	Itaituba	109038.00	182.09	130.85	273.69	0.00	291.13	0.72	0.55	0.34	0.03
2	150370	Itupiranga	57359.00	95.79	68.83	143.97	0.00	153.15	0.38	0.29	0.18	0.02
2	150380	Jacunda	80844.00	135.01	97.01	202.92	0.00	215.85	0.53	0.40	0.25	0.02
2	150390	Juruti	61378.00	102.50	73.65	154.06	0.00	163.88	0.41	0.31	0.19	0.02
2	150400	Limoeiro_Do_Ajuru	30828.00	51.48	36.99	77.38	0.00	82.31	0.20	0.15	0.10	0.01
2	150420	Maraba	296693.00	495.48	356.03	744.70	0.00	792.17	1.96	1.48	0.92	0.09
2	150440	Marapanim	30437.00	50.83	36.52	76.40	0.00	81.27	0.20	0.15	0.09	0.01
2	150460	Mocajuba	33150.00	55.36	39.78	83.21	0.00	88.51	0.22	0.17	0.10	0.01
2	150470	Moju	154602.00	258.19	185.52	388.05	0.00	412.79	1.02	0.77	0.48	0.05
2	150480	Monte_Alegre	94681.00	158.12	113.62	237.65	0.00	252.80	0.62	0.47	0.29	0.03
2	150490	Muana	42908.00	71.66	51.49	107.70	0.00	114.56	0.28	0.21	0.13	0.01
2	150506	Novo_Repartimento	80462.00	134.37	96.55	201.96	0.00	214.83	0.53	0.40	0.25	0.02
2	150510	Obidos	71358.00	119.17	85.63	179.11	0.00	190.53	0.47	0.36	0.22	0.02
2	150530	Oriximina	77828.00	129.97	93.39	195.35	0.00	207.80	0.51	0.39	0.24	0.02
2	150543	Ourilandia_Do_Norte	76985.00	128.56	92.38	193.23	0.00	205.55	0.51	0.38	0.24	0.02
2	150548	Pacaja	50677.00	84.63	60.81	127.20	0.00	135.31	0.33	0.25	0.16	0.02
2	150550	Paragominas	120543.00	201.31	144.65	302.56	0.00	321.85	0.80	0.60	0.37	0.04
2	150553	Parauapebas	274566.00	458.53	329.48	689.16	0.00	733.09	1.81	1.37	0.85	0.08
2	150565	Placas	32672.00	54.56	39.21	82.01	0.00	87.23	0.22	0.16	0.10	0.01
2	150580	Portel	108264.00	180.80	129.92	271.74	0.00	289.06	0.71	0.54	0.34	0.03
2	150590	Porto_De_Moz	43636.00	72.87	52.36	109.53	0.00	116.51	0.29	0.22	0.14	0.01
2	150613	Redencao	96588.00	161.30	115.91	242.44	0.00	257.89	0.64	0.48	0.30	0.03
2	150616	Rio_Maria	95753.00	159.91	114.90	240.34	0.00	255.66	0.63	0.48	0.30	0.03
2	150618	Rondon_Do_Para	82106.00	137.12	98.53	206.09	0.00	219.22	0.54	0.41	0.25	0.02
2	150619	Ruropolis	71048.00	118.65	85.26	178.33	0.00	189.70	0.47	0.36	0.22	0.02
2	150620	Salinopolis	43599.00	72.81	52.32	109.43	0.00	116.41	0.29	0.22	0.14	0.01
2	150630	Salvaterra	88452.00	147.71	106.14	222.01	0.00	236.17	0.58	0.44	0.27	0.03
2	150650	Santa_Izabel_Do_Para	164089.00	274.03	196.91	411.86	0.00	438.12	1.08	0.82	0.51	0.05
2	150655	Santa_Luzia_Do_Para	57195.00	95.52	68.63	143.56	0.00	152.71	0.38	0.29	0.18	0.02
2	150660	Santa_Maria_Do_Para	160007.00	267.21	192.01	401.62	0.00	427.22	1.06	0.80	0.50	0.05
2	150670	Santana_Do_Araguaia	76779.00	128.22	92.13	192.72	0.00	205.00	0.51	0.38	0.24	0.02
2	150680	Santarem	362686.00	605.69	435.22	910.34	0.00	968.37	2.39	1.81	1.12	0.11
2	150700	Santo_Antonio_Do_Taua	46462.00	77.59	55.75	116.62	0.00	124.05	0.31	0.23	0.14	0.01
2	150715	Sao_Domingos_Do_Araguaia	85505.00	142.79	102.61	214.62	0.00	228.30	0.56	0.43	0.27	0.03
2	150720	Sao_Domingos_Do_Capim	34338.00	57.34	41.21	86.19	0.00	91.68	0.23	0.17	0.11	0.01
2	150730	Sao_Felix_Do_Xingu	134563.00	224.72	161.48	337.75	0.00	359.28	0.89	0.67	0.42	0.04
2	150747	Sao_Joao_De_Pirabas	31823.00	53.14	38.19	79.88	0.00	84.97	0.21	0.16	0.10	0.01
2	150770	Sao_Sebastiao_Da_Boa_Vista	28367.00	47.37	34.04	71.20	0.00	75.74	0.19	0.14	0.09	0.01
2	150795	Tailandia	111807.00	186.72	134.17	280.64	0.00	298.52	0.74	0.56	0.35	0.03
2	150797	Terra_Santa	37573.00	62.75	45.09	94.31	0.00	100.32	0.25	0.19	0.12	0.01
2	150805	Trairao	48065.00	80.27	57.68	120.64	0.00	128.33	0.32	0.24	0.15	0.01
2	150810	Tucurui	120957.00	202.00	145.15	303.60	0.00	322.96	0.80	0.60	0.37	0.04
2	150812	Ulianopolis	62159.00	103.81	74.59	156.02	0.00	165.96	0.41	0.31	0.19	0.02
2	150815	Uruara	49092.00	81.98	58.91	123.22	0.00	131.08	0.32	0.25	0.15	0.01
