NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	2990969	Nantes	633690.00	1261.04	5690.54	1590.56	0.00	1153.32	12.61	10.65	9.89	6.46
3	3037656	Angers	155113.00	308.67	1392.91	389.33	0.00	282.31	3.09	2.61	2.42	1.58
3	6508863	Le Mans	144445.00	287.45	1297.12	362.56	0.00	262.89	2.87	2.43	2.25	1.47
3	6434534	Saint-Nazaire	94895.00	188.84	852.16	238.19	0.00	172.71	1.89	1.59	1.48	0.97
3	3006767	La Roche-sur-Yon	168493.00	335.30	1513.07	422.92	0.00	306.66	3.35	2.83	2.63	1.72
3	3025053	Cholet	223058.00	443.89	2003.06	559.88	0.00	405.97	4.44	3.75	3.48	2.28
3	3005866	Laval	85777.00	170.70	770.28	215.30	0.00	156.11	1.71	1.44	1.34	0.87
3	2979590	Saint-Herblain	46268.00	92.07	415.49	116.13	0.00	84.21	0.92	0.78	0.72	0.47
3	2976984	Saint-Sébastien-sur-Loire	26838.00	53.41	241.01	67.36	0.00	48.85	0.53	0.45	0.42	0.27
3	2975758	Saumur	63479.00	126.32	570.04	159.33	0.00	115.53	1.26	1.07	0.99	0.65
3	2989170	Orvault	72549.00	144.37	651.49	182.10	0.00	132.04	1.44	1.22	1.13	0.74
3	2969612	Vertou	90226.00	179.55	810.23	226.47	0.00	164.21	1.80	1.52	1.41	0.92
3	3027513	Challans	35316.00	70.28	317.14	88.64	0.00	64.28	0.70	0.59	0.55	0.36
3	3028535	Carquefou	278889.00	554.99	2504.42	700.01	0.00	507.58	5.55	4.69	4.35	2.84
3	6492231	Bouguenais	19658.00	39.12	176.53	49.34	0.00	35.78	0.39	0.33	0.31	0.20
3	3014392	Guérande	101203.00	201.39	908.80	254.02	0.00	184.19	2.01	1.70	1.58	1.03
3	2986060	Pornic	46960.00	93.45	421.70	117.87	0.00	85.47	0.93	0.79	0.73	0.48
3	2971896	Trélazé	35068.00	69.79	314.91	88.02	0.00	63.82	0.70	0.59	0.55	0.36
3	3035612	Avrillé	145363.00	289.27	1305.36	364.86	0.00	264.56	2.89	2.44	2.27	1.48
