unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 
P_HTHAB,HBEDT_OTH,PT15	: 	: 	: 	: 	: 	: 	7.92 p	3.17 	15.34 	2.25 	2.23 	3.57 	2.93 	1.37 	1.39 	11.97 	1.43 	1.44 	1.46 	1.48 	1.51 	1.54 	0.00 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT16	: 	: 	: 	: 	: 	: 	8.72 p	1.45 	1.40 	1.39 	2.15 	4.63 	3.03 	2.26 	2.43 	2.60 	2.34 	1.32 	1.32 	1.87 	1.87 	1.84 	1.72 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT17	: 	: 	: 	: 	: 	: 	5.98 p	0.53 	1.46 	1.35 	1.56 	1.88 	1.14 	1.26 	2.35 	1.05 	3.40 	1.14 	1.73 	2.30 	2.33 	1.33 	3.25 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT18	: 	: 	: 	: 	: 	: 	4.39 p	1.08 	3.35 	2.26 	2.25 	3.02 	2.23 	4.96 	5.34 	5.06 	4.53 	1.81 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT20	: 	: 	: 	: 	: 	: 	0.00 p	0.00 	0.00 	0.00 	0.00 	4.46 	0.00 	0.41 	0.00 	0.00 	0.00 	0.00 	1.23 	1.23 	2.07 	2.07 	0.00 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT30	: 	: 	: 	: 	: 	: 	14.37 p	5.38 	5.34 	8.34 	4.51 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,RO	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	78.15 	78.03 	78.54 	76.25 	75.94 	76.20 	82.99 	82.79 	81.54 	88.88 	88.50 	89.21 	88.62 	88.47 	88.87 	89.70 
P_HTHAB,HBEDT_OTH,RO11	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	92.07 	90.51 	90.39 	89.04 	88.48 	87.08 	100.67 	99.02 	97.50 	102.94 	103.63 	103.36 	102.81 	103.32 	103.00 	97.19 
P_HTHAB,HBEDT_OTH,RO12	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	91.20 	94.60 	95.92 	97.00 	99.43 	99.61 	113.34 	119.57 	116.33 	118.20 	110.83 	110.58 	110.65 	110.59 	110.97 	110.63 
P_HTHAB,HBEDT_OTH,RO21	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	71.21 	71.38 	70.64 	71.99 	72.53 	72.32 	81.41 	83.38 	82.36 	94.31 	96.08 	99.33 	97.84 	96.23 	96.15 	97.75 
P_HTHAB,HBEDT_OTH,RO22	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	72.89 	72.65 	74.50 	70.61 	60.61 	65.05 	66.71 	61.38 	60.16 	69.12 	69.04 	68.28 	68.32 	67.69 	67.71 	69.34 
P_HTHAB,HBEDT_OTH,RO31	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	57.94 	58.24 	56.02 	48.53 	52.66 	52.72 	55.86 	54.04 	53.35 	55.40 	55.23 	57.62 	58.21 	58.07 	58.14 	60.72 
P_HTHAB,HBEDT_OTH,RO32	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	78.13 	76.80 	78.82 	78.41 	74.74 	74.77 	78.52 	77.61 	76.82 	76.11 	76.89 	71.69 	68.53 	67.24 	71.73 	75.11 
P_HTHAB,HBEDT_OTH,RO41	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	70.57 	70.84 	73.68 	70.32 	71.48 	71.57 	74.25 	67.95 	68.00 	71.12 	72.18 	71.96 	71.71 	70.45 	70.26 	71.45 
P_HTHAB,HBEDT_OTH,RO42	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	105.84 	103.29 	104.31 	99.89 	103.40 	101.73 	107.74 	114.92 	112.48 	141.60 	141.09 	146.55 	146.22 	151.02 	150.65 	153.40 
P_HTHAB,HBEDT_OTH,RS	: 	: 	: 	: 	: 	: 	: 	0.29 	0.29 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE	: 	: 	: 	: 	: 	: 	0.98 	0.94 	0.94 	0.98 b	0.94 	0.96 	1.00 	1.42 	1.45 	1.30 	1.26 	1.41 	2.85 	2.97 	3.07 b	11.78 	11.09 	11.12 	12.17 	13.47 	17.65 	14.63 	20.37 
P_HTHAB,HBEDT_OTH,SE11	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.76 	0.76 b	4.08 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE12	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	2.55 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE21	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.88 	0.88 	0.88 	0.88 b	7.15 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE22	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.09 b	12.61 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE23	: 	: 	: 	: 	: 	: 	0.41 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.44 	1.23 	1.23 	1.24 b	9.91 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE31	: 	: 	: 	: 	: 	: 	2.03 	2.29 	2.30 	2.18 b	1.45 	1.82 	1.82 	5.33 	5.70 	3.76 	3.03 	2.06 	12.70 	11.71 	10.47 b	23.95 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE32	: 	: 	: 	: 	: 	: 	2.16 	1.90 	1.90 	2.17 b	2.44 	2.17 	2.43 	2.43 	2.16 	2.16 	2.16 	2.96 	5.11 	5.90 	5.60 b	26.70 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SE33	: 	: 	: 	: 	: 	: 	12.29 	12.71 	12.56 	13.18 b	13.38 	13.20 	13.60 	15.36 	15.33 	15.51 	15.90 	16.50 	20.05 	20.23 	21.15 b	46.56 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SI	: 	: 	: 	: 	: 	: 	5.62 d	5.63 d	5.63 d	5.74 d	6.67 d	6.93 d	6.96 d	7.03 d	7.31 d	7.32 d	7.35 d	7.36 d	7.37 d	7.37 d	7.63 d	7.64 d	17.75 	17.76 	18.13 	18.10 	18.09 	18.35 	18.33 
P_HTHAB,HBEDT_OTH,SI01	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 d	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,SI02	: 	: 	: 	: 	: 	: 	: 	: 	11.85 	12.12 	14.14 	14.73 	14.85 	15.06 	15.77 	15.86 	15.94 	16.00 	16.04 	16.07 	16.66 	16.71 d	38.91 	38.98 	39.78 	39.76 	39.93 	40.67 	40.68 
P_HTHAB,HBEDT_OTH,SI03	: 	: 	: 	: 	: 	: 	0.00 d	0.00 d	0.00 d	0.00 d	0.00 d	0.00 d	0.00 d	0.00 d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SI04	: 	: 	: 	: 	: 	: 	11.95 d	11.99 d	12.03 d	12.30 d	14.36 d	14.96 d	15.08 d	15.29 d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SK	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SK01	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SK02	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SK03	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
P_HTHAB,HBEDT_OTH,SK04	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR10	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR21	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR22	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR31	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR32	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR33	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR41	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR42	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR51	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR52	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR61	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR62	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR63	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR71	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR72	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR81	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR82	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR83	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TR90	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRA1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRA2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRB1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRB2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRC1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRC2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,TRC3	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,AT	: 	: 	: 	: 	: 	: 	124.76 	124.56 	126.46 	121.21 	111.67 	108.29 	103.63 	100.46 	95.99 	91.47 	90.33 	88.03 	79.16 	75.20 	73.03 	72.12 	73.00 	71.86 	72.13 	72.85 	69.65 	66.64 	67.96 
P_HTHAB,HBEDT_REH,AT11	: 	: 	: 	: 	: 	: 	194.35 	204.59 	205.88 	201.58 	130.44 	130.92 	131.34 	131.97 	132.61 	133.05 	113.79 	114.27 	112.41 	112.43 	112.91 	111.92 	111.76 	109.76 	109.95 	109.47 	109.48 	106.53 	106.90 
P_HTHAB,HBEDT_REH,AT12	: 	: 	: 	: 	: 	: 	201.49 	198.33 	189.08 	186.76 	178.23 	183.62 	172.65 	159.76 	142.90 	133.92 	139.96 	141.26 	132.37 	132.91 	137.22 	134.33 	134.19 	122.45 	121.66 	118.54 	121.79 	118.51 	122.66 
P_HTHAB,HBEDT_REH,AT13	: 	: 	: 	: 	: 	: 	19.30 	19.70 	20.01 	11.51 	10.70 	10.79 	10.86 	10.38 	10.44 	10.50 	10.59 	10.73 	9.74 	11.00 	3.33 	3.35 	3.36 	3.37 	6.62 	6.62 	6.75 	6.73 	6.61 
P_HTHAB,HBEDT_REH,AT21	: 	: 	: 	: 	: 	: 	178.87 	164.52 	167.36 	169.50 	169.31 	176.73 	172.00 	169.23 	161.74 	149.28 	118.23 	97.23 	77.37 	34.69 	28.76 	28.74 	29.78 	29.77 	29.75 	45.58 	48.64 	45.87 	45.44 
P_HTHAB,HBEDT_REH,AT22	: 	: 	: 	: 	: 	: 	157.73 	155.86 	174.10 	170.77 	171.08 	169.51 	167.89 	164.00 	160.67 	142.05 	143.39 	143.91 	124.12 	113.65 	113.90 	107.55 	113.51 	113.71 	113.48 	113.16 	82.05 	87.43 	87.48 
P_HTHAB,HBEDT_REH,AT31	: 	: 	: 	: 	: 	: 	118.01 	120.94 	123.07 	113.97 	99.08 	100.66 	93.05 	93.16 	86.71 	85.81 	85.37 	74.62 	67.65 	67.46 	67.40 	68.46 	68.11 	67.67 	65.33 	62.89 	65.39 	64.59 	67.81 
P_HTHAB,HBEDT_REH,AT32	: 	: 	: 	: 	: 	: 	195.13 	199.28 	200.34 	201.58 	165.47 	155.32 	141.06 	141.17 	141.26 	150.34 	153.54 	163.52 	149.69 	150.46 	151.95 	152.57 	151.94 	153.39 	156.51 	166.75 	165.34 	134.99 	135.27 
P_HTHAB,HBEDT_REH,AT33	: 	: 	: 	: 	: 	: 	83.24 	84.23 	84.98 	68.79 	59.33 	27.76 	27.86 	27.96 	36.65 	39.24 	39.47 	37.30 	28.76 	28.93 	25.39 	29.28 	29.44 	29.59 	29.73 	29.90 	30.08 	20.99 	21.15 
P_HTHAB,HBEDT_REH,AT34	: 	: 	: 	: 	: 	: 	63.98 	64.73 	65.25 	64.56 	64.85 	23.59 	23.66 	23.75 	23.84 	23.94 	24.08 	24.26 	24.45 	24.60 	0.00 	0.00 	0.00 	25.16 	25.26 	25.35 	30.70 	30.84 	31.01 
P_HTHAB,HBEDT_REH,BG	: 	: 	: 	: 	: 	: 	86.32 	84.28 	73.63 	70.87 	68.36 	69.99 	72.43 	70.04 	66.53 	62.87 	62.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,BG31	: 	: 	: 	: 	: 	: 	51.86 	51.51 	42.48 	38.07 	38.46 	33.73 	34.46 	33.26 	31.74 	27.12 	30.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,BG32	: 	: 	: 	: 	: 	: 	61.06 	57.66 	55.47 	53.48 	46.75 	47.58 	49.13 	48.37 	44.38 	40.36 	35.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,BG33	: 	: 	: 	: 	: 	: 	32.31 	31.19 	28.14 	29.59 	29.77 	29.82 	29.47 	26.26 	25.01 	27.51 	24.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,BG34	: 	: 	: 	: 	: 	: 	123.35 	125.53 	93.92 	82.49 	79.11 	87.45 	92.32 	99.53 	97.00 	82.00 	81.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,BG41	: 	: 	: 	: 	: 	: 	106.07 	106.14 	100.60 	100.52 	98.76 	99.38 	105.06 	96.07 	89.48 	88.55 	89.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,BG42	: 	: 	: 	: 	: 	: 	98.89 	90.29 	77.16 	75.00 	71.42 	75.25 	75.28 	74.76 	73.07 	71.24 	69.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH	: 	: 	: 	: 	: 	: 	86.19 	82.32 	85.72 	88.62 	92.10 	87.14 b	83.80 d	86.31 d	87.71 d	85.16 d	83.34 d	83.60 d	89.79 d	90.89 d	92.26 d	98.02 d	96.99 d	101.69 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH01	: 	: 	: 	: 	: 	: 	135.00 	133.29 	133.77 	138.95 	158.28 	149.63 b	145.87 d	154.51 d	159.93 d	152.48 d	155.75 d	145.49 d	148.10 d	146.14 d	135.22 d	144.83 d	121.94 d	144.43 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH02	: 	: 	: 	: 	: 	: 	67.17 	60.69 	59.99 	63.83 	67.16 	67.82 b	47.81 d	48.92 d	49.65 d	44.58 d	39.92 d	39.62 d	37.84 d	41.47 d	42.28 d	42.12 d	46.02 d	50.25 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH03	: 	: 	: 	: 	: 	: 	139.54 	139.81 	145.01 	149.32 	151.20 	154.91 b	151.35 d	155.07 d	153.39 d	150.70 d	154.94 d	164.42 d	176.88 d	177.91 d	177.60 d	182.05 d	198.43 d	191.85 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH04	: 	: 	: 	: 	: 	: 	32.07 	29.67 	27.59 	26.56 	20.97 	21.00 b	24.37 d	25.07 d	25.54 d	26.05 d	18.31 d	18.55 d	18.71 d	18.88 d	19.19 d	12.12 d	43.58 d	54.11 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH05	: 	: 	: 	: 	: 	: 	106.52 	95.55 	119.55 	118.70 	116.79 	88.09 b	102.39 d	102.43 d	104.43 d	101.36 d	99.08 d	104.34 d	135.22 d	137.34 d	159.06 d	189.48 d	154.97 d	148.83 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH06	: 	: 	: 	: 	: 	: 	41.33 	38.93 	36.62 	44.50 	45.92 	45.26 b	41.96 d	42.58 d	43.29 d	43.59 d	39.79 d	40.78 d	40.62 d	42.96 d	43.04 d	44.14 d	42.14 d	39.13 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CH07	: 	: 	: 	: 	: 	: 	53.54 	54.53 	55.22 	56.29 	54.27 	56.46 b	58.34 d	58.97 d	59.68 d	74.79 d	76.61 d	77.52 d	77.78 d	76.78 d	75.79 d	76.61 d	72.56 d	71.27 d	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CY	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_REH,CY00	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_REH,CZ	: 	: 	: 	: 	: 	: 	45.00 	43.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ01	: 	: 	: 	: 	: 	: 	37.92 	35.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ02	: 	: 	: 	: 	: 	: 	54.50 	55.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ03	: 	: 	: 	: 	: 	: 	17.47 	16.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ04	: 	: 	: 	: 	: 	: 	21.93 	21.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ05	: 	: 	: 	: 	: 	: 	83.81 	76.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ06	: 	: 	: 	: 	: 	: 	30.65 	30.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ07	: 	: 	: 	: 	: 	: 	21.96 	21.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,CZ08	: 	: 	: 	: 	: 	: 	85.73 	84.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_REH,DE	: 	: 	: 	: 	: 	: 	202.01 	204.56 	206.94 	210.09 	212.45 	211.97 	209.38 	208.33 	207.67 	209.67 	211.57 	213.86 	217.84 	223.83 	229.82 	230.89 	230.93 	232.75 	230.23 	231.81 	222.38 	212.03 	191.77 
