NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP_ATENDIDA,ATEND_FTE
1,2978048,"Paris",1,"Physicians",11020000,4518.2
1,2978048,"Paris",2,"Nurses",11020000,27880.6
1,2978048,"Paris",3,"OtherCadres",11020000,13775
1,2978048,"Paris",4,"CommunityBased",11020000,53777.6
1,2978048,"Paris",5,"Beds",11020000,0
1,2978048,"Paris",6,"CTScanner",11020000,0
1,2978048,"Paris",7,"MRIUnit",11020000,0
1,2978048,"Paris",8,"Mammography",11020000,0
1,2978048,"Paris",9,"Radiotherapy",11020000,0
1,3031137,"Boulogne-Billancourt",1,"Physicians",120071,49.2291
1,3031137,"Boulogne-Billancourt",2,"Nurses",120071,303.7796
1,3031137,"Boulogne-Billancourt",3,"OtherCadres",120071,150.0888
1,3031137,"Boulogne-Billancourt",4,"CommunityBased",120071,585.9465
1,3031137,"Boulogne-Billancourt",5,"Beds",120071,0
1,3031137,"Boulogne-Billancourt",6,"CTScanner",120071,0
1,3031137,"Boulogne-Billancourt",7,"MRIUnit",120071,0
1,3031137,"Boulogne-Billancourt",8,"Mammography",120071,0
1,3031137,"Boulogne-Billancourt",9,"Radiotherapy",120071,0
1,2980916,"Saint-Denis",1,"Physicians",111135,45.5653
1,2980916,"Saint-Denis",2,"Nurses",111135,281.1715
1,2980916,"Saint-Denis",3,"OtherCadres",111135,138.9188
1,2980916,"Saint-Denis",4,"CommunityBased",111135,542.3388
1,2980916,"Saint-Denis",5,"Beds",111135,0
1,2980916,"Saint-Denis",6,"CTScanner",111135,0
1,2980916,"Saint-Denis",7,"MRIUnit",111135,0
1,2980916,"Saint-Denis",8,"Mammography",111135,0
1,2980916,"Saint-Denis",9,"Radiotherapy",111135,0
1,3037044,"Argenteuil",1,"Physicians",110210,45.1861
1,3037044,"Argenteuil",2,"Nurses",110210,278.8313
1,3037044,"Argenteuil",3,"OtherCadres",110210,137.7625
1,3037044,"Argenteuil",4,"CommunityBased",110210,537.8248
1,3037044,"Argenteuil",5,"Beds",110210,0
1,3037044,"Argenteuil",6,"CTScanner",110210,0
1,3037044,"Argenteuil",7,"MRIUnit",110210,0
1,3037044,"Argenteuil",8,"Mammography",110210,0
1,3037044,"Argenteuil",9,"Radiotherapy",110210,0
1,2992090,"Montreuil",1,"Physicians",109897,45.0578
1,2992090,"Montreuil",2,"Nurses",109897,278.0394
1,2992090,"Montreuil",3,"OtherCadres",109897,137.3713
1,2992090,"Montreuil",4,"CommunityBased",109897,536.2974
1,2992090,"Montreuil",5,"Beds",109897,0
1,2992090,"Montreuil",6,"CTScanner",109897,0
1,2992090,"Montreuil",7,"MRIUnit",109897,0
1,2992090,"Montreuil",8,"Mammography",109897,0
1,2992090,"Montreuil",9,"Radiotherapy",109897,0
1,8298013,"Nanterre",1,"Physicians",95105,38.993
1,8298013,"Nanterre",2,"Nurses",95105,240.6157
1,8298013,"Nanterre",3,"OtherCadres",95105,118.8813
1,8298013,"Nanterre",4,"CommunityBased",95105,464.1124
1,8298013,"Nanterre",5,"Beds",95105,0
1,8298013,"Nanterre",6,"CTScanner",95105,0
