NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	2978048	Paris	11020000.00	21929.80	98959.60	27660.20	0.00	20056.40	219.30	185.14	171.91	112.40
3	3031137	Boulogne-Billancourt	120071.00	238.94	1078.24	301.38	0.00	218.53	2.39	2.02	1.87	1.22
3	2980916	Saint-Denis	111135.00	221.16	997.99	278.95	0.00	202.27	2.21	1.87	1.73	1.13
3	3037044	Argenteuil	110210.00	219.32	989.69	276.63	0.00	200.58	2.19	1.85	1.72	1.12
3	2992090	Montreuil	109897.00	218.70	986.88	275.84	0.00	200.01	2.19	1.85	1.71	1.12
3	8298013	Nanterre	95105.00	189.26	854.04	238.71	0.00	173.09	1.89	1.60	1.48	0.97
3	6452043	Vitry-sur-Seine	114947.00	228.74	1032.22	288.52	0.00	209.20	2.29	1.93	1.79	1.17
3	6452018	Créteil	90605.00	180.30	813.63	227.42	0.00	164.90	1.80	1.52	1.41	0.92
3	6452605	Aubervilliers	86375.00	171.89	775.65	216.80	0.00	157.20	1.72	1.45	1.35	0.88
3	8286605	Versailles	85862.00	170.87	771.04	215.51	0.00	156.27	1.71	1.44	1.34	0.88
3	3036145	Aulnay-sous-Bois	85740.00	170.62	769.95	215.21	0.00	156.05	1.71	1.44	1.34	0.87
3	3024266	Colombes	85177.00	169.50	764.89	213.79	0.00	155.02	1.70	1.43	1.33	0.87
3	6521954	Rueil-Malmaison	78152.00	155.52	701.80	196.16	0.00	142.24	1.56	1.31	1.22	0.80
3	6452032	Saint-Maur-des-Fossés	74859.00	148.97	672.23	187.90	0.00	136.24	1.49	1.26	1.17	0.76
3	3020839	Drancy	71318.00	141.92	640.44	179.01	0.00	129.80	1.42	1.20	1.11	0.73
3	6451970	Issy-les-Moulineaux	68451.00	136.22	614.69	171.81	0.00	124.58	1.36	1.15	1.07	0.70
3	6612091	Levallois-Perret	64379.00	128.11	578.12	161.59	0.00	117.17	1.28	1.08	1.00	0.66
3	3037423	Antony	62570.00	124.51	561.88	157.05	0.00	113.88	1.25	1.05	0.98	0.64
