CODIGO_O	                        ORIGEM	CODIGO_D	                       DESTINO	      DISTANCIA
350170	           Americo_Brasiliense	350170	           Americo_Brasiliense	    0.00
351885	                     Guatapara	350170	           Americo_Brasiliense	    0.66
350190	                        Amparo	350190	                        Amparo	    0.00
353710	                      Pedreira	350190	                        Amparo	    0.36
355160	                   Serra_Negra	350190	                        Amparo	    0.35
350210	                     Andradina	350210	                     Andradina	    0.00
353320	            Nova_Independencia	350210	                     Andradina	    0.43
350220	                      Angatuba	350220	                      Angatuba	    0.00
350250	                     Aparecida	350250	                     Aparecida	    0.00
350270	                         Apiai	350270	                         Apiai	    0.00
350535	               Barra_Do_Chapeu	350270	                         Apiai	    0.59
352265	           Itapirapua_Paulista	350270	                         Apiai	    0.94
350310	                        Arandu	350310	                        Arandu	    0.00
350330	                        Araras	350330	                        Araras	    0.00
353070	                    Mogi_Guacu	350330	                        Araras	    0.85
350340	                       Arealva	350340	                       Arealva	    0.00
350400	                         Assis	350400	                         Assis	    0.00
351000	                  Candido_Mota	350400	                         Assis	    0.19
351470	                      Echapora	350400	                         Assis	    0.58
350420	                     Auriflama	350420	                     Auriflama	    0.00
351690	               General_Salgado	350420	                     Auriflama	    0.33
354805	    Santo_Antonio_Do_Aracangua	350420	                     Auriflama	    0.59
350450	                         Avare	350450	                         Avare	    0.00
350490	                       Bananal	350490	                       Bananal	    0.00
354960	          Sao_Jose_Do_Barreiro	350490	                       Bananal	    0.75
350520	                        Bariri	350520	                        Bariri	    0.00
350540	                Barra_Do_Turvo	350540	                Barra_Do_Turvo	    0.00
352120	                      Iporanga	350540	                Barra_Do_Turvo	    1.06
350550	                      Barretos	350550	                      Barretos	    0.00
350570	                       Barueri	350570	                       Barueri	    0.00
350590	                      Batatais	350590	                      Batatais	    0.00
350600	                         Bauru	350600	                         Bauru	    0.00
350680	                       Bocaina	350600	                         Bauru	    1.01
352290	                        Itapui	350600	                         Bauru	    0.74
353940	                   Piratininga	350600	                         Bauru	    0.25
350630	          Bernardino_De_Campos	350630	          Bernardino_De_Campos	    0.00
355460	                       Timburi	350630	          Bernardino_De_Campos	    0.63
350635	                      Bertioga	350635	                      Bertioga	    0.00
350740	                     Borborema	350740	                     Borborema	    0.00
350750	                      Botucatu	350750	                      Botucatu	    0.00
