NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	6301914	Toulouse	968638.00	1617.63	1162.37	2431.28	0.00	2586.26	6.39	4.84	3.00	0.29
2	2992166	Montpellier	607896.00	1015.19	729.48	1525.82	0.00	1623.08	4.01	3.04	1.88	0.18
2	2990363	Nîmes	164788.00	275.20	197.75	413.62	0.00	439.98	1.09	0.82	0.51	0.05
2	2987914	Perpignan	120158.00	200.66	144.19	301.60	0.00	320.82	0.79	0.60	0.37	0.04
2	8291902	Béziers	77177.00	128.89	92.61	193.71	0.00	206.06	0.51	0.39	0.24	0.02
2	6454798	Montauban	101043.00	168.74	121.25	253.62	0.00	269.78	0.67	0.51	0.31	0.03
2	2990919	Narbonne	54700.00	91.35	65.64	137.30	0.00	146.05	0.36	0.27	0.17	0.02
2	3038261	Albi	54807.00	91.53	65.77	137.57	0.00	146.33	0.36	0.27	0.17	0.02
2	8289344	Carcassonne	46031.00	76.87	55.24	115.54	0.00	122.90	0.30	0.23	0.14	0.01
2	6496329	Sète	43229.00	72.19	51.87	108.50	0.00	115.42	0.29	0.22	0.13	0.01
2	12316668	Castres	45393.00	75.81	54.47	113.94	0.00	121.20	0.30	0.23	0.14	0.01
2	2973385	Tarbes	41518.00	69.34	49.82	104.21	0.00	110.85	0.27	0.21	0.13	0.01
2	3038224	Alès	40219.00	67.17	48.26	100.95	0.00	107.38	0.27	0.20	0.12	0.01
2	3024223	Colomiers	40123.00	67.01	48.15	100.71	0.00	107.13	0.26	0.20	0.12	0.01
2	3038638	Agde	28609.00	47.78	34.33	71.81	0.00	76.39	0.19	0.14	0.09	0.01
2	2997116	Lunel	26239.00	43.82	31.49	65.86	0.00	70.06	0.17	0.13	0.08	0.01
2	2991153	Muret	35644.00	59.53	42.77	89.47	0.00	95.17	0.24	0.18	0.11	0.01
2	3032469	Blagnac	377547.00	630.50	453.06	947.64	0.00	1008.05	2.49	1.89	1.17	0.11
2	6427003	Rodez	29565.00	49.37	35.48	74.21	0.00	78.94	0.20	0.15	0.09	0.01
2	2993875	Millau	26415.00	44.11	31.70	66.30	0.00	70.53	0.17	0.13	0.08	0.01
2	3036281	Auch	21935.00	36.63	26.32	55.06	0.00	58.57	0.14	0.11	0.07	0.01
2	3028337	Castelnau-le-Lez	20480.00	34.20	24.58	51.40	0.00	54.68	0.14	0.10	0.06	0.01
2	3029213	Cahors	29243.00	48.84	35.09	73.40	0.00	78.08	0.19	0.15	0.09	0.01
2	3035396	Bagnols-sur-Cèze	45756.00	76.41	54.91	114.85	0.00	122.17	0.30	0.23	0.14	0.01
