# Duracoes outliers (longas, porem reais)
# ORIGEM	DESTINO	DISTÂNCIA (km)	DURACAO (s)
param: K_out: dist_out dur_out :=
# 130406	420240	4703.45		403153
# 130406	420540	4827.13		413754
# 130406	420910	4656.65		399142
# 130406	430460	4860.10		416580
# 130406	430510	4768.90		408763
# 130406	431440	4993.48		428013
# 130406	431490	4869.40		417377
# 130406	500270	3431.51		294130
# 130406	510340	2762.31		236770
# 130406	520110	3720.08		318865
# 130406	520140	3720.23		318877
# 130406	520870	3706.19		317674
# 130406	530010	3824.74		327835
# 130420	110020	854.67		73258
# 130420	120040	1137.87		97532
# 130420	140010	1147.92		98393
# 130420	150080	2560.02		219431
# 130420	150140	2539.76		217694
# 130420	150680	1559.61		133682
# 130420	160030	2188.32		187571
# 130420	172100	2740.79		234925
# 130420	211130	3175.60		272194
# 130420	221100	3410.52		292331
# 130420	230370	4047.83		346957
# 130420	230440	4058.70		347889
# 130420	240810	4586.25		393107
# 130420	250400	4508.12		386411
# 130420	250750	4662.15		399613
# 130420	260410	4515.03		387003
# 130420	260790	4672.77		400524
# 130420	260960	4678.37		401003
# 130420	261070	4674.34		400658
# 130420	261110	3860.04		330861
# 130420	261160	4675.15		400728
# 130420	270430	4590.33		393457
# 130420	280030	4427.96		379540
# 130420	291080	4200.71		360061
# 130420	292740	4305.53		369046
# 130420	293330	4075.99		349371
# 130420	310620	4077.26		349480
# 130420	310670	4048.45		347010
# 130420	311860	4060.84		348073
# 130420	313670	4317.10		370038
# 130420	314330	3805.67		326201
# 130420	315460	4042.67		346515
# 130420	317010	3598.11		308410
# 130420	317020	3482.50		298500
# 130420	320130	4534.73		388692
# 130420	320500	4537.54		388933
# 130420	320520	4551.23		390106
# 130420	320530	4545.86		389646
# 130420	330045	4410.30		378027
# 130420	330100	4548.89		389905
# 130420	330170	4423.19		379131
# 130420	330330	4459.48		382242
# 130420	330350	4404.82		377557
# 130420	330390	4409.68		377973
# 130420	330455	4441.00		380657
# 130420	330490	4458.02		382117
# 130420	330510	4417.61		378653
# 130420	350600	3781.07		324093
# 130420	350950	4043.20		346560
# 130420	351060	4136.02		354517
# 130420	351380	4174.54		357818
# 130420	351620	3748.30		321283
# 130420	351870	4245.81		363927
# 130420	351880	4158.61		356453
# 130420	352310	4177.59		358079
# 130420	352590	4091.54		350704
# 130420	352690	3970.08		340293
# 130420	352940	4188.00		358972
# 130420	353060	4196.99		359742
# 130420	353440	4139.78		354839
# 130420	353870	3963.58		339736
# 130420	354100	4230.15		362585
# 130420	354340	3774.92		323565
# 130420	354780	4179.98		358285
# 130420	354850	4230.07		362578
# 130420	354870	4183.66		358600
# 130420	354980	3575.48		306470
# 130420	354990	4191.73		359291
# 130420	355030	4165.91		357078
# 130420	355100	4229.69		362545
# 130420	355220	4071.42		348979
# 130420	355410	4208.23		360706
# 130420	410480	3761.52		322417
# 130420	410690	4141.54		354990
# 130420	411370	3717.09		318608
# 130420	411520	3668.24		314421
# 130420	411990	4025.37		345032
# 130420	412550	4161.16		356671
# 130420	420240	4346.94		372595
# 130420	420540	4472.85		383387
# 130420	420910	4285.53		367331
# 130420	430460	4591.98		393599
# 130420	430510	4489.51		384816
# 130420	431440	4773.37		409146
# 130420	431490	4603.88		394619
# 130420	500270	3071.90		263306
# 130420	510340	2317.69		198660
# 130420	520110	3144.93		269566
# 130420	520140	3160.61		270910
# 130420	520870	3143.39		269434
# 130420	530010	3222.90		276249
# 150070	110020	2469.46		211668
# 150070	120040	3099.33		265657
# 150070	130260	1601.88		137304
# 150070	140010	1770.07		151720
# 150070	150080	253.29		21711
# 150070	150140	239.20		20503
# 150070	150680	776.23		66534
# 150070	172100	1450.37		124318
# 150070	211130	911.63		78140
# 150070	221100	1280.94		109795
# 150070	230370	1807.68		154945
# 150070	230440	1817.54		155790
# 150070	240810	2401.45		205839
# 150070	250400	2389.91		204850
# 150070	250750	2529.88		216848
# 150070	260410	2448.20		209846
# 150070	260790	2585.53		221618
# 150070	260960	2582.29		221340
# 150070	261070	2576.29		220825
# 150070	261110	1964.83		168415
# 150070	261160	2582.58		221364
# 150070	270430	2587.43		221780
# 150070	280030	2523.61		216310
# 150070	291080	2438.36		209003
# 150070	292740	2574.97		220712
# 150070	293330	2573.88		220619
# 150070	310620	3090.70		264917
# 150070	310670	3083.21		264276
# 150070	311860	3084.44		264381
# 150070	313670	3386.22		290248
# 150070	314330	2621.57		224707
# 150070	315460	3058.33		262143
# 150070	317010	2931.17		251243
# 150070	317020	2804.38		240376
# 150070	320130	3339.62		286254
# 150070	320500	3328.97		285341
# 150070	320520	3353.20		287418
# 150070	320530	3348.43		287009
# 150070	330045	3532.41		302778
# 150070	330100	3487.65		298942
# 150070	330170	3540.71		303490
# 150070	330330	3567.03		305746
# 150070	330350	3530.29		302597
# 150070	330390	3504.84		300415
# 150070	330455	3557.52		304931
# 150070	330490	3558.88		305047
# 150070	330510	3539.63		303397
# 150070	350600	3326.23		285106
# 150070	350950	3441.77		295010
# 150070	351060	3543.24		303706
# 150070	351380	3570.88		306076
# 150070	351620	3069.57		263106
# 150070	351870	3626.77		310866
# 150070	351880	3538.97		303341
# 150070	352310	3544.58		303822
# 150070	352590	3488.29		298996
# 150070	352690	3381.52		289845
# 150070	352940	3571.28		306110
# 150070	353060	3554.26		304652
# 150070	353440	3542.70		303661
# 150070	353870	3402.18		291616
# 150070	354100	3623.14		310555
# 150070	354340	3161.35		270973
# 150070	354780	3568.20		305846
# 150070	354850	3614.18		309787
# 150070	354870	3575.46		306468
# 150070	354980	3088.21		264704
# 150070	354990	3510.25		300879
# 150070	355030	3553.48		304585
# 150070	355100	3619.19		310217
# 150070	355220	3525.86		302217
# 150070	355410	3496.17		299672
# 150070	410480	3768.64		323027
# 150070	410690	3807.57		326364
# 150070	411370	3480.98		298370
# 150070	411520	3506.21		300532
# 150070	411990	3753.41		321721
# 150070	412550	3824.98		327856
# 150070	420240	4040.35		346316
# 150070	420540	4147.72		355519
# 150070	420910	3945.08		338150
# 150070	430460	4508.85		386474
# 150070	430510	4392.22		376476
# 150070	431440	4798.28		411282
# 150070	431490	4526.26		387966
# 150070	500270	3114.62		266968
# 150070	510340	2458.13		210697
# 150070	520110	2394.40		205235
# 150070	520140	2468.26		211566
# 150070	520870	2444.80		209555
# 150070	530010	2327.11		199467
# 150110	110020	2364.66		202686
# 150110	120040	2998.46		257011
# 150110	130260	1536.27		131681
# 150110	140010	1783.92		152908
# 150110	150140	277.40		23777
# # 150110	150680	705.24		60450
# 150110	160030	327.66		28086
# 150110	172100	1319.51		113101
# 150110	211130	926.27		79395
# 150110	221100	1254.40		107520
# 150110	230370	1820.25		156022
# 150110	230440	1830.53		156903
# 150110	240810	2401.17		205815
# 150110	250400	2374.15		203499
# 150110	250750	2518.10		215838
# 150110	260410	2422.71		207661
# 150110	260790	2564.97		219855
# 150110	260960	2563.42		219722
# 150110	261070	2557.77		219238
# 150110	261110	1905.48		163327
# 150110	261160	2563.03		219688
# 150110	270430	2551.93		218737
# 150110	280030	2472.59		211937
# 150110	291080	2368.21		202990
# 150110	292740	2502.80		214526
# 150110	293330	2479.48		212528
# 150110	310620	2968.40		254435
# 150110	310670	2959.83		253700
# 150110	311860	2961.60		253852
# 150110	313670	3263.62		279740
# 150110	314330	2505.12		214725
# 150110	315460	2935.65		251627
# 150110	317010	2794.97		239569
# 150110	317020	2667.56		228649
# 150110	320130	3230.77		276924
# 150110	320500	3220.86		276074
# 150110	320520	3244.63		278112
# 150110	320530	3239.79		277697
# 150110	330045	3408.43		292152
# 150110	330100	3372.28		289053
# 150110	330170	3416.99		292886
# 150110	330330	3443.93		295195
# 150110	330350	3406.16		291957
# 150110	330390	3381.88		289876
# 150110	330455	3433.96		294340
# 150110	330490	3436.03		294517
# 150110	330510	3415.71		292776
# 150110	350600	3186.62		273140
# 150110	350950	3306.88		283447
# 150110	351060	3408.65		292170
# 150110	351380	3436.78		294582
# 150110	351620	2934.75		251550
# 150110	351870	3493.48		299442
# 150110	351880	3405.21		291876
# 150110	352310	3411.29		292397
# 150110	352590	3353.72		287462
# 150110	352690	3245.88		278219
# 150110	352940	3437.61		294653
# 150110	353060	3421.35		293259
# 150110	353440	3408.24		292136
# 150110	353870	3265.85		279930
# 150110	354100	3489.44		299095
# 150110	354340	3025.11		259295
# 150110	354780	3434.35		294374
# 150110	354850	3480.72		298348
# 150110	354870	3441.53		294989
# 150110	354980	2948.09		252694
# 150110	354990	3378.40		289578
# 150110	355030	3419.57		293107
# 150110	355100	3485.58		298765
# 150110	355220	3389.75		290550
# 150110	355410	3365.32		288457
# 150110	410480	3622.66		310514
# 150110	410690	3667.31		314341
# 150110	411370	3337.53		286074
# 150110	411520	3361.67		288143
# 150110	411990	3611.62		309568
# 150110	412550	3684.84		315844
# 150110	420240	3900.34		334315
# 150110	420540	4008.52		343588
# 150110	420910	3805.50		326186
# 150110	430460	4365.82		374214
# 150110	430510	4249.14		364212
# 150110	431440	4654.15		398927
# 150110	431490	4383.18		375701
# 150110	500270	2967.17		254329
# 150110	510340	2311.13		198097
# 150110	520110	2256.20		193389
# 150110	520140	2329.04		199632
# 150110	520870	2305.54		197618
# 150110	530010	2193.18		187987
# 150180	110020	2343.54		200875
# 150180	120040	2975.71		255062
# 150180	130260	1500.60		128624
# 150180	140010	1734.29		148654
# 150180	150140	311.73		26721
# # 150180	150680	669.87		57418
# 150180	160030	284.04		24347
# 150180	172100	1359.10		116494
# 150180	211130	970.25		83165
# 150180	221100	1303.99		111771
# 150180	230370	1865.38		159890
# 150180	230440	1875.60		160766
# 150180	240810	2448.36		209860
# 150180	250400	2423.10		207695
# 150180	250750	2566.67		220001
# 150180	260410	2472.52		211930
# 150180	260790	2614.39		224091
# 150180	260960	2612.70		223946
# 150180	261070	2607.01		223458
# 150180	261110	1956.52		167703
# 150180	261160	2612.36		223917
# 150180	270430	2602.40		223063
# 150180	280030	2523.59		216309
# 150180	291080	2419.00		207344
# 150180	292740	2553.50		218872
# 150180	293330	2528.24		216707
# 150180	310620	3010.83		258071
# 150180	310670	3001.88		257305
# 150180	311860	3003.84		257473
# 150180	313670	3305.90		283363
# 150180	314330	2549.47		218527
# 150180	315460	2977.95		255253
# 150180	317010	2830.94		242652
# 150180	317020	2703.15		231699
# 150180	320130	3276.89		280877
# 150180	320500	3267.15		280042
# 150180	320520	3290.82		282071
# 150180	320530	3285.96		281654
# 150180	330045	3450.19		295731
# 150180	330100	3416.78		292868
# 150180	330170	3458.85		296473
# 150180	330330	3486.01		298801
# 150180	330350	3447.86		295531
# 150180	330390	3424.02		293488
# 150180	330455	3475.87		297932
# 150180	330490	3478.19		298131
# 150180	330510	3457.49		296357
# 150180	350600	3220.07		276006
# 150180	350950	3343.55		286591
# 150180	351060	3445.49		295328
# 150180	351380	3473.91		297764
# 150180	351620	2971.53		254703
# 150180	351870	3531.05		302662
# 150180	351880	3442.53		295075
# 150180	352310	3448.87		295618
# 150180	352590	3390.58		290621
# 150180	352690	3282.12		281325
# 150180	352940	3474.97		297855
# 150180	353060	3459.13		296497
# 150180	353440	3445.16		295300
# 150180	353870	3301.64		282998
# 150180	354100	3526.78		302296
# 150180	354340	3061.00		262372
# 150180	354780	3471.62		297568
# 150180	354850	3518.19		301560
# 150180	354870	3478.76		298180
# 150180	354980	2981.15		255528
# 150180	354990	3416.75		292865
# 150180	355030	3456.80		296298
# 150180	355100	3522.98		301970
# 150180	355220	3425.66		293628
# 150180	355410	3404.17		291787
# 150180	410480	3648.53		312732
# 150180	410690	3700.13		317155
# 150180	411370	3367.21		288619
# 150180	411520	3389.94		290567
# 150180	411990	3643.06		312263
# 150180	412550	3717.76		318666
# 150180	420240	3933.35		337145
# 150180	420540	4042.18		346473
# 150180	420910	3838.87		329046
# 150180	430460	4395.86		376789
# 150180	430510	4279.15		366785
# 150180	431440	4682.84		401386
# 150180	431490	4413.16		378272
# 150180	500270	2988.98		256199
# 150180	510340	2324.89		199277
# 150180	520110	2290.93		196366
# 150180	520140	2362.98		202541
# 150180	520870	2339.46		200526
# 150180	530010	2230.68		191201
# 150300	110020	1502.66		128800
# 150300	120040	2098.71		179890
# 150300	130260	530.01		45430
# 150300	140010	987.71		84661
# 150300	150140	1289.95		110567
# # 150300	150680	318.55		27304
# 150300	160030	950.05		81433
# 150300	172100	1798.46		154154
# 150300	211130	1937.30		166055
# 150300	221100	2212.66		189657
# 150300	230370	2822.86		241960
# 150300	230440	2833.46		242869
# 150300	240810	3384.53		290103
# 150300	250400	3330.90		285506
# 150300	250750	3481.06		298377
# 150300	260410	3357.69		287803
# 150300	260790	3509.34		300801
# 150300	260960	3511.53		300988
# 150300	261070	3506.68		300573
# 150300	261110	2755.35		236173
# 150300	261160	3509.65		300828
# 150300	270430	3459.29		296511
# 150300	280030	3333.80		285755
# 150300	291080	3159.19		270788
# 150300	292740	3280.36		281174
# 150300	293330	3141.55		269276
# 150300	310620	3384.37		290089
# 150300	310670	3364.66		288400
# 150300	311860	3372.15		289042
# 150300	313670	3663.01		313973
# 150300	314330	3003.19		257417
# 150300	315460	3349.15		287070
# 150300	317010	3039.19		260502
# 150300	317020	2909.67		249401
# 150300	320130	3759.93		322280
# 150300	320500	3756.39		321977
# 150300	320520	3775.63		323626
# 150300	320530	3770.36		323174
# 150300	330045	3786.81		324584
# 150300	330100	3839.66		329114
# 150300	330170	3797.92		325537
# 150300	330330	3830.69		328345
# 150300	330350	3782.79		324240
# 150300	330390	3772.60		323366
# 150300	330455	3815.96		327083
# 150300	330490	3825.80		327926
# 150300	330510	3794.38		325233
# 150300	350600	3345.84		286787
# 150300	350950	3544.70		303832
# 150300	351060	3646.72		312577
# 150300	351380	3681.40		315549
# 150300	351620	3192.90		273678
# 150300	351870	3747.99		321257
# 150300	351880	3656.34		313401
# 150300	352310	3669.25		314508
# 150300	352590	3594.54		308104
# 150300	352690	3474.49		297814
# 150300	352940	3688.67		316173
# 150300	353060	3684.51		315816
# 150300	353440	3648.41		312722
# 150300	353870	3481.94		298453
# 150300	354100	3737.89		320391
# 150300	354340	3255.12		279011
# 150300	354780	3682.86		315674
# 150300	354850	3733.16		319986
# 150300	354870	3688.58		316165
# 150300	354980	3109.91		266565
# 150300	354990	3658.86		313617
# 150300	355030	3667.77		314381
# 150300	355100	3735.59		320194
# 150300	355220	3603.77		308895
# 150300	355410	3660.33		313743
# 150300	410480	3580.47		306898
# 150300	410690	3790.66		324914
# 150300	411370	3397.23		291191
# 150300	411520	3386.63		290283
# 150300	411990	3702.57		317364
# 150300	412550	3810.02		326573
# 150300	420240	4020.23		344591
# 150300	420540	4141.37		354975
# 150300	420910	3937.78		337524
# 150300	430460	4397.62		376939
# 150300	430510	4283.40		367149
# 150300	431440	4645.45		398182
# 150300	431490	4413.01		378259
# 150300	500270	2865.59		245622
# 150300	510340	2088.62		179025
# 150300	520110	2506.74		214864
# 150300	520140	2553.99		218914
# 150300	520870	2531.92		217022
# 150300	530010	2518.34		215858
# 150390	110020	1578.64		135312
# 150390	120040	2182.31		187056
# 150390	130260	628.00		53829
# 150390	140010	1052.05		90176
# 150390	150080	1209.04		103633
# 150390	150140	1189.08		101921
# 150390	160030	855.91		73365
# 150390	172100	1728.39		148148
# 150390	211130	1836.30		157397
# 150390	221100	2114.29		181226
# 150390	230370	2722.36		233345
# 150390	230440	2732.94		234253
# 150390	240810	3285.31		281598
# 150390	250400	3233.43		277152
# 150390	250750	3383.23		289992
# 150390	260410	3261.73		279577
# 150390	260790	3412.81		292527
# 150390	260960	3414.74		292692
# 150390	261070	3409.84		292272
# 150390	261110	2664.52		228388
# 150390	261160	3412.96		292540
# 150390	270430	3365.35		288459
# 150390	280030	3243.07		277978
# 150390	291080	3073.35		263430
# 150390	292740	3195.76		273923
# 150390	293330	3065.55		262762
# 150390	310620	3329.71		285405
# 150390	310670	3310.91		283793
# 150390	311860	3317.93		284394
# 150390	313670	3610.76		309494
# 150390	314330	2940.03		252003
# 150390	315460	3294.58		282393
# 150390	317010	2998.50		257015
# 150390	317020	2868.50		245872
# 150390	320130	3696.59		316851
# 150390	320500	3692.49		316500
# 150390	320520	3712.17		318187
# 150390	320530	3706.92		317737
# 150390	330045	3736.81		320299
# 150390	330100	3781.90		324163
# 150390	330170	3747.73		321235
# 150390	330330	3780.07		324007
# 150390	330350	3732.94		319967
# 150390	330390	3721.45		318982
# 150390	330455	3765.73		322777
# 150390	330490	3774.90		323563
# 150390	330510	3744.38		320947
# 150390	350600	3314.53		284103
# 150390	350950	3506.77		300581
# 150390	351060	3609.14		309355
# 150390	351380	3643.33		312286
# 150390	351620	3151.66		270143
# 150390	351870	3709.22		317934
# 150390	351880	3617.58		310079
# 150390	352310	3629.90		311134
# 150390	352590	3556.52		304845
# 150390	352690	3437.16		294614
# 150390	352940	3650.03		312860
# 150390	353060	3644.73		312406
# 150390	353440	3610.64		309484
# 150390	353870	3445.81		295356
# 150390	354100	3699.66		317114
# 150390	354340	3216.76		275723
# 150390	354780	3644.43		312380
# 150390	354850	3694.54		316675
# 150390	354870	3650.31		312884
# 150390	354980	3077.28		263767
# 150390	354990	3617.38		310062
# 150390	355030	3629.32		311085
# 150390	355100	3697.20		316903
# 150390	355220	3568.29		305854
# 150390	355410	3617.52		310073
# 150390	410480	3569.86		305989
# 150390	410690	3764.48		322670
# 150390	411370	3375.75		289350
# 150390	411520	3368.53		288732
# 150390	411990	3679.23		315363
# 150390	412550	3783.73		324320
# 150390	420240	3995.12		342439
# 150390	420540	4115.36		352746
# 150390	420910	3911.22		335248
# 150390	430460	4382.20		375618
# 150390	430510	4267.44		365781
# 150390	431440	4634.66		397257
# 150390	431490	4397.83		376957
# 150390	500270	2857.67		244944
# 150390	510340	2087.58		178936
# 150390	520110	2462.28		211053
# 150390	520140	2512.19		215331
# 150390	520870	2489.83		213415
# 150390	530010	2467.32		211485
# 150450	110020	2302.55		197362
# 150450	120040	2934.65		251542
# 150450	130260	1461.13		125240
# 150450	140010	1707.34		146344
# 150450	150080	371.77		31866
# 150450	150680	630.19		54017
# 150450	160030	291.29		24968
# 150450	172100	1352.07		115893
# 150450	211130	1005.14		86156
# 150450	221100	1331.42		114122
# 150450	230370	1899.29		162797
# 150450	230440	1909.56		163677
# 150450	240810	2479.96		212569
# 150450	250400	2451.87		210160
# 150450	250750	2596.15		222528
# 150450	260410	2499.29		214225
# 150450	260790	2642.13		226468
# 150450	260960	2640.77		226353
# 150450	261070	2635.16		225871
# 150450	261110	1975.60		169338
# 150450	261160	2640.30		226312
# 150450	270430	2626.94		225167
# 150450	280030	2544.46		218097
# 150450	291080	2434.77		208695
# 150450	292740	2568.60		220166
# 150450	293330	2536.20		217389
# 150450	310620	3006.98		257742
# 150450	310670	2997.50		256929
# 150450	311860	2999.73		257120
# 150450	313670	3301.79		283011
# 150450	314330	2548.63		218455
# 150450	315460	2973.92		254908
# 150450	317010	2819.14		241641
# 150450	317020	2690.97		230655
# 150450	320130	3278.99		281057
# 150450	320500	3269.56		280248
# 150450	320520	3293.03		282261
# 150450	320530	3288.15		281842
# 150450	330045	3445.34		295316
# 150450	330100	3416.04		292804
# 150450	330170	3454.12		296068
# 150450	330330	3481.59		298422
# 150450	330350	3442.92		295108
# 150450	330390	3419.69		293117
# 150450	330455	3471.22		297533
# 150450	330490	3473.90		297763
# 150450	330510	3452.66		295943
# 150450	350600	3205.58		274765
# 150450	350950	3332.45		285639
# 150450	351060	3434.55		294391
# 150450	351380	3463.29		296854
# 150450	351620	2960.61		253767
# 150450	351870	3520.92		301794
# 150450	351880	3432.14		294184
# 150450	352310	3438.76		294752
# 150450	352590	3379.67		289686
# 150450	352690	3270.53		280332
# 150450	352940	3464.62		296968
# 150450	353060	3449.26		295652
# 150450	353440	3434.31		294370
# 150450	353870	3289.57		281964
# 150450	354100	3516.39		301406
# 150450	354340	3049.08		261350
# 150450	354780	3461.15		296671
# 150450	354850	3507.96		300683
# 150450	354870	3468.24		297278
# 150450	354980	2966.33		254257
# 150450	354990	3407.55		292076
# 150450	355030	3446.31		295398
# 150450	355100	3512.65		301085
# 150450	355220	3413.70		292604
# 150450	355410	3395.57		291050
# 150450	410480	3627.26		310909
# 150450	410690	3684.98		315856
# 150450	411370	3349.18		287073
# 150450	411520	3370.68		288916
# 150450	411990	3626.60		310852
# 150450	412550	3702.70		317375
# 150450	420240	3918.35		335859
# 150450	420540	4027.81		345241
# 150450	420910	3824.24		327792
# 150450	430460	4378.05		375262
# 150450	430510	4261.31		365256
# 150450	431440	4663.81		399755
# 150450	431490	4395.29		376740
# 150450	500270	2964.72		254119
# 150450	510340	2295.52		196759
# 150450	520110	2277.96		195254
# 150450	520140	2349.17		201358
# 150450	520870	2325.64		199341
# 150450	530010	2220.73		190349
# 150580	110020	2278.49		195300
# 150580	120040	2911.05		249519
# 150580	130260	1442.70		123661
# 150580	140010	1702.60		145938
# 150580	150080	391.43		33551
# 150580	150680	611.65		52428
# 150580	160030	310.49		26614
# 150580	172100	1335.44		114467
# 150580	211130	1018.36		87289
# 150580	221100	1337.56		114649
# 150580	230370	1911.22		163820
# 150580	230440	1921.56		164705
# 150580	240810	2489.57		213392
# 150580	250400	2458.90		210763
# 150580	250750	2603.79		223183
# 150580	260410	2504.61		214681
# 150580	260790	2648.24		226993
# 150580	260960	2647.19		226902
# 150580	261070	2641.63		226426
# 150580	261110	1975.01		169287
# 150580	261160	2646.59		226851
# 150580	270430	2630.42		225465
# 150580	280030	2545.10		218152
# 150580	291080	2431.72		208434
# 150580	292740	2565.07		219864
# 150580	293330	2527.95		216682
# 150580	310620	2991.76		256437
# 150580	310670	2981.99		255599
# 150580	311860	2984.36		255803
# 150580	313670	3286.40		281692
# 150580	314330	2535.11		217296
# 150580	315460	2958.61		253596
# 150580	317010	2799.88		239990
# 150580	317020	2671.55		228990
# 150580	320130	3267.10		280037
# 150580	320500	3257.84		279244
# 150580	320520	3281.20		281247
# 150580	320530	3276.30		280826
# 150580	330045	3429.55		293962
# 150580	330100	3402.50		291644
# 150580	330170	3438.40		294721
# 150580	330330	3466.03		297088
# 150580	330350	3427.09		293751
# 150580	330390	3404.18		291787
# 150580	330455	3455.53		296189
# 150580	330490	3458.40		296435
# 150580	330510	3436.88		294590
# 150580	350600	3185.07		273006
# 150580	350950	3313.50		284014
# 150580	351060	3415.67		292773
# 150580	351380	3444.56		295249
# 150580	351620	2941.77		252152
# 150580	351870	3502.44		300209
# 150580	351880	3413.52		292588
# 150580	352310	3420.29		293168
# 150580	352590	3360.81		288070
# 150580	352690	3251.35		278688
# 150580	352940	3446.03		295374
# 150580	353060	3430.90		294078
# 150580	353440	3415.48		292756
# 150580	353870	3270.16		280300
# 150580	354100	3497.78		299810
# 150580	354340	3029.75		259694
# 150580	354780	3442.50		295072
# 150580	354850	3489.42		299094
# 150580	354870	3449.57		295678
# 150580	354980	2945.67		252487
# 150580	354990	3389.52		290531
# 150580	355030	3427.64		293798
# 150580	355100	3494.07		299492
# 150580	355220	3394.34		290944
# 150580	355410	3377.85		289530
# 150580	410480	3603.92		308908
# 150580	410690	3664.14		314070
# 150580	411370	3327.13		285183
# 150580	411520	3348.12		286982
# 150580	411990	3605.19		309017
# 150580	412550	3681.90		315592
# 150580	420240	3897.58		334079
# 150580	420540	4007.31		343484
# 150580	420910	3803.63		326026
# 150580	430460	4356.05		373376
# 150580	430510	4239.31		363370
# 150580	431440	4641.31		397827
# 150580	431490	4373.27		374852
# 150580	500270	2940.32		252028
# 150580	510340	2269.65		194542
# 150580	520110	2258.20		193560
# 150580	520140	2329.01		199630
# 150580	520870	2305.48		197613
# 150580	530010	2202.43		188780
# 150797	110020	1538.60		131881
# 150797	120040	2137.02		183173
# 150797	130260	571.45		48982
# 150797	140010	1006.06		86234
# 150797	150080	1268.71		108747
# 150797	150140	1248.88		107047
# 150797	160030	908.98		77913
# 150797	172100	1776.26		152251
# 150797	211130	1897.21		162619
# 150797	221100	2175.18		186445
# 150797	230370	2783.50		238586
# 150797	230440	2794.08		239493
# 150797	240810	3346.39		286834
# 150797	250400	3294.08		282351
# 150797	250750	3443.99		295200
# 150797	260410	3321.90		284734
# 150797	260790	3473.17		297701
# 150797	260960	3475.19		297874
# 150797	261070	3470.30		297455
# 150797	261110	2722.65		233370
# 150797	261160	3473.38		297719
# 150797	270430	3424.78		293553
# 150797	280030	3301.17		282958
# 150797	291080	3129.24		268221
# 150797	292740	3251.08		278664
# 150797	293330	3116.63		267140
# 150797	310620	3369.52		288816
# 150797	310670	3350.21		287162
# 150797	311860	3357.49		287786
# 150797	313670	3649.27		312795
# 150797	314330	2984.40		255806
# 150797	315460	3334.34		285801
# 150797	317010	3030.51		259758
# 150797	317020	2900.76		248637
# 150797	320130	3741.12		320668
# 150797	320500	3737.31		320342
# 150797	320520	3756.76		322009
# 150797	320530	3751.50		321557
# 150797	330045	3774.09		323494
# 150797	330100	3823.43		327723
# 150797	330170	3785.11		324439
# 150797	330330	3817.69		327231
# 150797	330350	3770.14		323155
# 150797	330390	3759.36		322231
# 150797	330455	3803.14		325984
# 150797	330490	3812.68		326801
# 150797	330510	3781.66		324142
# 150797	350600	3341.24		286393
# 150797	350950	3537.27		303195
# 150797	351060	3639.45		311954
# 150797	351380	3673.93		314909
# 150797	351620	3184.00		272915
# 150797	351870	3740.21		320590
# 150797	351880	3648.57		312735
# 150797	352310	3661.22		313819
# 150797	352590	3587.08		307464
# 150797	352690	3467.32		297199
# 150797	352940	3680.95		315510
# 150797	353060	3676.29		315111
# 150797	353440	3641.06		312092
# 150797	353870	3475.29		297883
# 150797	354100	3730.35		319745
# 150797	354340	3247.48		278356
# 150797	354780	3675.23		315020
# 150797	354850	3725.45		319325
# 150797	354870	3681.02		315517
# 150797	354980	3104.72		266120
# 150797	354990	3649.90		312849
# 150797	355030	3660.12		313725
# 150797	355100	3727.98		319541
# 150797	355220	3597.41		308350
# 150797	355410	3650.78		312924
# 150797	410480	3584.56		307249
# 150797	410690	3788.29		324711
# 150797	411370	3396.80		291154
# 150797	411520	3387.61		290367
# 150797	411990	3701.39		317263
# 150797	412550	3807.60		326366
# 150797	420240	4018.33		344429
# 150797	420540	4139.10		354780
# 150797	420910	3935.26		337308
# 150797	430460	4399.80		377126
# 150797	430510	4285.35		367316
# 150797	431440	4649.55		398533
# 150797	431490	4415.29		378454
# 150797	500270	2870.69		246060
# 150797	510340	2096.35		179687
# 150797	520110	2496.33		213972
# 150797	520140	2544.76		218122
# 150797	520870	2522.56		216220
# 150797	530010	2505.03		214717
;

end; 

