name,lat,lon
Helsinki,60.1756,24.9342,
Järvenpää,60.4722,25.0889,
Kerava,60.4028,25.1,
Ingå,60.0458,24.0056,
Espoo,60.21,24.66,
Pornainen,60.475,25.375,
Tampere,61.4981,23.7608,
Ikaalinen,61.7694,23.0681,
Urjala,61.0833,23.55,
Ruovesi,61.9833,24.0833,
Punkalaidun,61.1117,23.105,
Vantaa,60.3,25.0333,
Kirkkonummi,60.1167,24.4167,
Tuusula,60.4028,25.0292,
Siuntio,60.1333,24.2167,
Oulu,65.0142,25.4719,
Siikajoki,64.6639,25.1014,
Turku,60.4517,22.27,
Laitila,60.8792,21.6931,
Jyväskylä,62.2333,25.7333,
Kuopio,62.8925,27.6783,
Lahti,60.9804,25.655,
Kouvola,60.8681,26.7042,
Pyhtää,60.4958,26.7097,
Pori,61.4847,21.7972,
Eura,61.1333,22.0833,
Huittinen,61.1764,22.6986,
Säkylä,61.05,22.35,
Merikarvia,61.8583,21.5,
Joensuu,62.6,29.7639,
Lappeenranta,61.0583,28.1861,
Ruokolahti,61.2917,28.8167,
Hämeenlinna,61,24.4414,
Jokioinen,60.8042,23.4861,
Vaasa,63.1,21.6167,
Rovaniemi,66.5028,25.7285,
Seinäjoki,62.7903,22.8403,
Mikkeli,61.6875,27.2736,
Kotka,60.4667,26.9458,
Salo,60.3831,23.1331,
Raisio,60.4861,22.1694,
Rusko,60.5417,22.2222,
Aura,60.6472,22.5903,
Pöytyä,60.5833,22.7333,
Porvoo,60.3931,25.6639,
Kokkola,63.8376,23.132,
Kaustinen,63.5481,23.6999,
Lohja,60.25,24.0667,
Hyvinkää,60.6306,24.8597,
Rauma,61.1167,21.5,
Kokemäki,61.2556,22.3486,
Nakkila,61.3653,22.0042,
Kajaani,64.225,27.7333,
Savonlinna,61.8667,28.8831,
Juva,61.8972,27.8569,
Nokia,61.4767,23.5053,
Orivesi,61.6778,24.3569,
Pälkäne,61.3389,24.2681,
Vesilahti,61.3167,23.6167,
Kaarina,60.4069,22.3722,
Masku,60.5708,22.1,
Vehmaa,60.6833,21.7167,
Kangasala,61.4639,24.065,
Riihimäki,60.7333,24.7667,
Loppi,60.7181,24.4417,
Tammela,60.8,23.7667,
Hattula,61.05,24.3667,
Imatra,61.1931,28.7764,
Taipalsaari,61.1597,28.0597,
Savitaipale,61.2,27.6833,
Lemi,61.0611,27.8042,
Ylöjärvi,61.55,23.5833,
Sastamala,61.3417,22.9083,
Pirkkala,61.4667,23.65,
Raahe,64.6847,24.4792,
Hollola,60.9886,25.5128,
Heinola,61.2028,26.0319,
Iisalmi,63.5611,27.1889,
Pielavesi,63.2333,26.7583,
Tornio,65.8497,24.1441,
Simo,65.6613,25.0623,
Siilinjärvi,63.075,27.66,
Lapinlahti,63.3667,27.3833,
Suonenjoki,62.625,27.1222,
Kaavi,62.975,28.4833,
Kemi,65.7336,24.5634,
Tervola,66.0821,24.808,
Kurikka,62.6167,22.4,
Lapua,62.9708,23.0069,
Ilmajoki,62.7333,22.5833,
Jämsä,61.8639,25.1903,
Joutsa,61.7417,26.1153,
Varkaus,62.3167,27.8833,
Leppävirta,62.4917,27.7875,
Valkeakoski,61.2667,24.0306,
Akaa,61.1667,23.8681,
Hämeenkyrö,61.6333,23.2,
Mäntsälä,60.6331,25.3167,
Hamina,60.5697,27.1981,
Korsholm,63.1125,21.6778,
Laihia,62.9764,22.0111,
Isokyrö,63,22.3167,
Naantali,60.4681,22.0264,
Laukaa,62.4167,25.95,
Hankasalmi,62.3889,26.4361,
Pieksämäki,62.3,27.1583,
Kangasniemi,61.99,26.6417,
Forssa,60.8167,23.6167,
Janakkala,60.9167,24.6333,
Kauhava,63.1014,23.0639,
Kuortane,62.8083,23.5083,
Lieto,60.5,22.4497,
Loimaa,60.8514,23.0583,
Somero,60.6292,23.5139,
Nousiainen,60.6,22.0833,
Sauvo,60.3417,22.6917,
Kuusamo,65.9667,29.1667,
Uusikaupunki,60.7833,21.4167,
Pargas,60.3,22.3,
Ylivieska,64.0722,24.5375,
Haapavesi,64.1375,25.3667,
Pyhäjoki,64.4667,24.2583,
Kontiolahti,62.7667,29.85,
Kauhajoki,62.4319,22.1794,
Teuva,62.4861,21.7472,
Liperi,62.5333,29.3833,
Polvijärvi,62.855,29.3667,
Alavus,62.5861,23.6194,
Ähtäri,62.55,24.0694,
Lieksa,63.3167,30.0167,
Mariehamn,60.0986,19.9444,
Kitee,62.0986,30.1375,
Tohmajärvi,62.2264,30.3319,
Sotkamo,64.1333,28.3833,
Paltamo,64.4083,27.8417,
Keuruu,62.2597,24.7069,
Muurame,62.1292,25.6722,
Uurainen,62.5,25.4367,
Ii,65.3167,25.3722,
Liminka,64.8083,25.4167,
Saarijärvi,62.7056,25.2569,
Karstula,62.875,24.8,
Kuhmo,64.125,29.5167,
Sodankylä,67.4149,26.5907,
Keminmaa,65.799,24.5426,
Suomussalmi,64.8833,28.9167,
Pudasjärvi,65.3583,27,
Kemijärvi,66.715,27.4306,
Salla,66.8333,28.6667,
Kalajoki,64.2597,23.9486,
Nivala,63.9292,24.9778,
Oulainen,64.2667,24.8167,
Sievi,63.9069,24.5167,
Haapajärvi,63.7486,25.3181,
Reisjärvi,63.6056,24.9319,
Ulvila,61.4292,21.875,
Harjavalta,61.3139,22.1417,
Eurajoki,61.2,21.7333,
Outokumpu,62.725,29.0167,
Juuka,63.2417,29.25,
Mänttä-Vilppula,62.0292,24.6236,
Inari,68.9055,27.0176,
Närpes,62.4736,21.3375,
Kristinestad,62.2736,21.3778,
Kittilä,67.6531,24.9114,
Jomala,60.15,19.95,
Finström,60.23,19.9881,
Padasjoki,61.35,25.275,
Iitti,61.025,25.15,
Hausjärvi,60.7833,25.0333,
