NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	320010	Afonso_Claudio	44955.00	75.07	53.95	112.84	0.00	120.03	0.30	0.22	0.14	0.01
2	320060	Aracruz	161075.00	269.00	193.29	404.30	0.00	430.07	1.06	0.81	0.50	0.05
2	320080	Baixo_Guandu	33286.00	55.59	39.94	83.55	0.00	88.87	0.22	0.17	0.10	0.01
2	320090	Barra_De_Sao_Francisco	70212.00	117.25	84.25	176.23	0.00	187.47	0.46	0.35	0.22	0.02
2	320120	Cachoeiro_De_Itapemirim	258872.00	432.32	310.65	649.77	0.00	691.19	1.71	1.29	0.80	0.08
2	320130	Cariacica	491340.00	820.54	589.61	1233.26	0.00	1311.88	3.24	2.46	1.52	0.15
2	320140	Castelo	40248.00	67.21	48.30	101.02	0.00	107.46	0.27	0.20	0.12	0.01
2	320150	Colatina	158114.00	264.05	189.74	396.87	0.00	422.16	1.04	0.79	0.49	0.05
2	320160	Conceicao_Da_Barra	33272.00	55.56	39.93	83.51	0.00	88.84	0.22	0.17	0.10	0.01
2	320170	Conceicao_Do_Castelo	26985.00	45.06	32.38	67.73	0.00	72.05	0.18	0.13	0.08	0.01
2	320190	Domingos_Martins	54116.00	90.37	64.94	135.83	0.00	144.49	0.36	0.27	0.17	0.02
2	320210	Ecoporanga	24822.00	41.45	29.79	62.30	0.00	66.27	0.16	0.12	0.08	0.01
2	320225	Governador_Lindenberg	34022.00	56.82	40.83	85.40	0.00	90.84	0.22	0.17	0.11	0.01
2	320230	Guacui	95319.00	159.18	114.38	239.25	0.00	254.50	0.63	0.48	0.30	0.03
2	320240	Guarapari	132642.00	221.51	159.17	332.93	0.00	354.15	0.88	0.66	0.41	0.04
2	320260	Iconha	30535.00	50.99	36.64	76.64	0.00	81.53	0.20	0.15	0.09	0.01
2	320280	Itapemirim	144371.00	241.10	173.25	362.37	0.00	385.47	0.95	0.72	0.45	0.04
2	320300	Iuna	87627.00	146.34	105.15	219.94	0.00	233.96	0.58	0.44	0.27	0.03
2	320320	Linhares	215508.00	359.90	258.61	540.93	0.00	575.41	1.42	1.08	0.67	0.06
2	320330	Mantenopolis	16387.00	27.37	19.66	41.13	0.00	43.75	0.11	0.08	0.05	0.00
2	320340	Mimoso_Do_Sul	78355.00	130.85	94.03	196.67	0.00	209.21	0.52	0.39	0.24	0.02
2	320350	Montanha	34627.00	57.83	41.55	86.91	0.00	92.45	0.23	0.17	0.11	0.01
2	320370	Muniz_Freire	18996.00	31.72	22.80	47.68	0.00	50.72	0.13	0.09	0.06	0.01
2	320390	Nova_Venecia	63581.00	106.18	76.30	159.59	0.00	169.76	0.42	0.32	0.20	0.02
2	320400	Pancas	33281.00	55.58	39.94	83.54	0.00	88.86	0.22	0.17	0.10	0.01
2	320405	Pedro_Canario	28023.00	46.80	33.63	70.34	0.00	74.82	0.18	0.14	0.09	0.01
2	320410	Pinheiros	45024.00	75.19	54.03	113.01	0.00	120.21	0.30	0.23	0.14	0.01
2	320455	Santa_Maria_De_Jetiba	69649.00	116.31	83.58	174.82	0.00	185.96	0.46	0.35	0.22	0.02
2	320460	Santa_Teresa	38495.00	64.29	46.19	96.62	0.00	102.78	0.25	0.19	0.12	0.01
2	320470	Sao_Gabriel_Da_Palha	64754.00	108.14	77.70	162.53	0.00	172.89	0.43	0.32	0.20	0.02
2	320490	Sao_Mateus	170892.00	285.39	205.07	428.94	0.00	456.28	1.13	0.85	0.53	0.05
2	320500	Serra	547469.00	914.27	656.96	1374.15	0.00	1461.74	3.61	2.74	1.70	0.16
2	320506	Venda_Nova_Do_Imigrante	26748.00	44.67	32.10	67.14	0.00	71.42	0.18	0.13	0.08	0.01
2	320520	Vila_Velha	524399.00	875.75	629.28	1316.24	0.00	1400.15	3.46	2.62	1.63	0.16
2	320530	Vitoria	386408.00	645.30	463.69	969.88	0.00	1031.71	2.55	1.93	1.20	0.12
