original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,suburb,district,city,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
"6,092826","43,818064",12.4092313066852,"4 Rue Méjanne, 04500 Riez, France",43.817953,6.092842,"6,09282643,818064",,4,Rue Méjanne,4500,,Riez,Riez,Alpes-de-Haute-Provence,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,3554914","44,3502742",0.0280554051767781,"Rue du Mazel, 04140 Seyne, France",44.3501952,6.3555827,"6,355491444,3502742",Rue du Mazel,,Rue du Mazel,4140,,,Seyne,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,9441454","44,1932576",0,"Centre hospitalier intercommunal des Alpes du Sud, 4 Avenue de la Libération, 04200 Sisteron, France",44.1925241,5.944292,"5,944145444,1932576",Centre hospitalier intercommunal des Alpes du Sud,4,Avenue de la Libération,4200,,,Sisteron,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,178331","44,071475",0,"4bis Route De Marseille, 04000 Digne-les-Bains, France",44.071475,6.178331,"6,17833144,071475",,4bis,Route De Marseille,4000,,Digne-les-Bains,Digne-les-Bains,Alpes-de-Haute-Provence,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,9441454","44,1932576",0,"Centre hospitalier intercommunal des Alpes du Sud, 4 Avenue de la Libération, 04200 Sisteron, France",44.1925241,5.944292,"5,944145444,1932576",Centre hospitalier intercommunal des Alpes du Sud,4,Avenue de la Libération,4200,,,Sisteron,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,786528","43,829732",0,"Maison de retraite Les Cèdres, Rue René Char, 04100 Manosque, France",43.82976875,5.78649116273386,"5,78652843,829732",Maison de retraite Les Cèdres,,Rue René Char,4100,,Faubourg Saint-Lazare,Manosque,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,149158","44,059027",0.191289871631089,"Avenue Marius Autric, 04510 Aiglun, France",44.0608341,6.148086,"6,14915844,059027",Avenue Marius Autric,,Avenue Marius Autric,4510,,,Aiglun,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,781417","43,827083",3.98661687536604,"Avenue des Savels, 04100 Manosque, France",43.8271096,5.7813834,"5,78141743,827083",Avenue des Savels,,Avenue des Savels,4100,,Faubourg Saint-Lazare,Manosque,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,170346","44,400124",4.78212434891987,"Avenue Paul Honnorat, 04250 Turriers, France",44.4003196,6.1696961,"6,17034644,400124",Avenue Paul Honnorat,,Avenue Paul Honnorat,4250,,,Turriers,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,897632","43,75785",18.1409754391127,"817 Avenue Des Thermes, 04800 Gréoux-les-Bains, France",43.757701,5.897724,"5,89763243,75785",,817,Avenue Des Thermes,4800,,Greoux-Les-Bains,Gréoux-les-Bains,Alpes-de-Haute-Provence,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,215314","44,079534",14.9269059311217,"20 Route De Nice, 04000 Digne-les-Bains, France",44.079666,6.21528,"6,21531444,079534",,20,Route De Nice,4000,,Digne-les-Bains,Digne-les-Bains,Alpes-de-Haute-Provence,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,783172","43,833238",0,"56 Passage du Contrôle, 04100 Manosque, France",43.8332201,5.78313006842107,"5,78317243,833238",,56,Passage du Contrôle,4100,,Faubourg Saint-Lazare,Manosque,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,2359759999","44,092192999",0,"Cathédrale Saint-Jérôme, Rue Tour de l'Église, 04000 Digne-les-Bains, France",44.092057,6.23598725540239,"6,235975999944,092192999",Cathédrale Saint-Jérôme,,Rue Tour de l'Église,4000,,Le Bourg,Digne-les-Bains,Alpes-de-Haute-Provence,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,6320198999","44,9055026",20.9827650034406,"1 Avenue Adrien Daurelle, 05100 Briançon, France",44.905472,6.631757,"6,632019899944,9055026",,1,Avenue Adrien Daurelle,5100,,Briancon,Briançon,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,004701","44,42397",4.73275005753574,"322 Avenue De Marseille, 05110 La Saulce, France",44.423929,6.004717,"6,00470144,42397",,322,Avenue De Marseille,5110,,La Saulce,La Saulce,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,198257","44,643858",19.3503569764277,"169 Route De Chabottes, 05260 Saint-Léger-les-Mélèzes, France",44.644008,6.198133,"6,19825744,643858",,169,Route De Chabottes,5260,,Saint-Leger-Les-Melezes,Saint-Léger-les-Mélèzes,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,0704686","44,5686977",0,"Polyclinique des Alpes du Sud, 3 Rue Antonin Coronat, 05000 Gap, France",44.56841075,6.06990087174847,"6,070468644,5686977",Polyclinique des Alpes du Sud,3,Rue Antonin Coronat,5000,,Gap,Gap,Hautes-Alpes,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,819678","44,318607",2.60976900999382,"14 Avenue Des Sports, 05300 Laragne-Montéglin, France",44.318591,5.819654,"5,81967844,318607",,14,Avenue Des Sports,5300,,Laragne-Monteglin,Laragne-Montéglin,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,8673019999","44,781026999",0.704064974084578,"05470 Aiguilles, France",44.7811697,6.867765,"6,867301999944,781026999",,,,5470,,,Aiguilles,Hautes-Alpes,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,633977","44,906455",11.1547820276367,"27 Route De Grenoble, 05100 Briançon, France",44.906543,6.633909,"6,63397744,906455",,27,Route De Grenoble,5100,,Briancon,Briançon,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,492745","44,561758",22.3943710169682,"4 Rue Pierre Et Marie Curie, 05200 Embrun, France",44.561954,6.49281,"6,49274544,561758",,4,Rue Pierre Et Marie Curie,5200,,Baratier,Embrun,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,6414","44,88023",52.1778337091864,"37ter Rue De La Croix De Bretagne, 05100 Villar-Saint-Pancrace, France",44.880486,6.640845,"6,641444,88023",,37ter,Rue De La Croix De Bretagne,5100,,Briancon,Villar-Saint-Pancrace,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,822992","44,315225",0,"1 Place Des Aires, 05300 Laragne-Montéglin, France",44.315225,5.822992,"5,82299244,315225",,1,Place Des Aires,5300,,Laragne-Monteglin,Laragne-Montéglin,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,0733261999","44,556971",0,"Centre hospitalier intercommunal des Alpes du Sud, 1 Allée des Mouflons, 05000 Gap, France",44.557099,6.07302529063792,"6,073326199944,556971",Centre hospitalier intercommunal des Alpes du Sud,1,Allée des Mouflons,5000,Fontreyne,Gap,Gap,Hautes-Alpes,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,637938","44,897776",0.778365562039812,"24 Avenue De La République, 05100 Briançon, France",44.897769,6.637938,"6,63793844,897776",,24,Avenue De La République,5100,,Briancon,Briançon,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,500244","44,580645",7.81621110678169,"12 Chemin Du Serre, 05200 Embrun, France",44.580577,6.500269,"6,50024444,580645",,12,Chemin Du Serre,5200,,Baratier,Embrun,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,631697","44,908364",4.86264698663237,"39 Route De Grenoble, 05100 Briançon, France",44.908349,6.631639,"6,63169744,908364",,39,Route De Grenoble,5100,,Briancon,Briançon,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,630124","44,911401",0,"52a Route De Grenoble, 05100 Briançon, France",44.911401,6.630124,"6,63012444,911401",,52a,Route De Grenoble,5100,,Briancon,Briançon,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,6195861999","44,9188141",1.82603108801814,"Avenue de Savoie, 05100 Briançon, France",44.9187895,6.6195897,"6,619586199944,9188141",Avenue de Savoie,,Avenue de Savoie,5100,,,Briançon,Hautes-Alpes,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,065016","44,460535",0,"1030 Les Boulongeons, 05130 Tallard, France",44.460535,6.065016,"6,06501644,460535",,1030,Les Boulongeons,5130,,Tallard,Tallard,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,069093","44,567741",0,"Polyclinique des Alpes du Sud, 3 Rue Antonin Coronat, 05000 Gap, France",44.56841075,6.06990087174847,"6,06909344,567741",Polyclinique des Alpes du Sud,3,Rue Antonin Coronat,5000,,Gap,Gap,Hautes-Alpes,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,6329266","44,9064009",4.36593876572326,"24 Avenue Adrien Daurelle, 05100 Briançon, France",44.906366,6.632952,"6,632926644,9064009",,24,Avenue Adrien Daurelle,5100,,Briancon,Briançon,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,069004","44,559031",77.8725507224265,"6 Rue Georges Pouget, 05000 Gap, France",44.558333,6.069084,"6,06900444,559031",,6,Rue Georges Pouget,5000,Gap,Gap,Gap,Hautes-Alpes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,0733261999","44,556971",0,"Centre hospitalier intercommunal des Alpes du Sud, 1 Allée des Mouflons, 05000 Gap, France",44.557099,6.07302529063792,"6,073326199944,556971",Centre hospitalier intercommunal des Alpes du Sud,1,Allée des Mouflons,5000,Fontreyne,Gap,Gap,Hautes-Alpes,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,924465","44,256004",2.00783936118953,"Rue Droite, 06660 Saint-Étienne-de-Tinée, France",44.255986,6.924463,"6,92446544,256004",,,Rue Droite,6660,,Saint-Etienne-De-Tinee,Saint-Étienne-de-Tinée,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,105792","43,73283",5.08902419272576,"2870 Avenue Des Templiers, 06140 Vence, France",43.732801,7.105841,"7,10579243,73283",,2870,Avenue Des Templiers,6140,,Vence,Vence,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,514719","43,945559",0.111195079952792,"2 Rue Cordier, 06540 Breil-sur-Roya, France",43.94556,7.514719,"7,51471943,945559",,2,Rue Cordier,6540,,Breil-Sur-Roya,Breil-sur-Roya,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,897435","43,952852",0,"86 La Condamine, 06260 Puget-Théniers, France",43.952852,6.897435,"6,89743543,952852",,86,La Condamine,6260,,Puget-Theniers,Puget-Théniers,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,932252","43,620063",2.78301905011793,"Résidence Clavary, Chemin de Clavary, 06810 Grasse, France",43.6200826,6.9322735,"6,93225243,620063",Résidence Clavary,,Chemin de Clavary,6810,,Grasse,Grasse,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,451181","43,878275",0,"4 Place Saint-François, 06380 Sospel, France",43.878275,7.451181,"7,45118143,878275",,4,Place Saint-François,6380,,Sospel,Sospel,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,572833","44,069458",223.037576697365,"Observatoire, Piste de Spégi, 06430 Saint-Dalmas-de-Tende, France",44.06848365,7.57033992491545,"7,57283344,069458",Observatoire,,Piste de Spégi,6430,,Tende,Saint-Dalmas-de-Tende,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,123187","43,579976",3.63762070015714,"16 Rue Saint-Antoine, 06600 Antibes, France",43.5799851,7.12325164290466,"7,12318743,579976",,16,Rue Saint-Antoine,6600,,,Antibes,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,2798361","43,7246497",32.3864114378379,"27 Avenue De Valombrose, 06100 Nice, France",43.724849,7.28013,"7,279836143,7246497",,27,Avenue De Valombrose,6100,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,005085","43,56183",2.76368481135548,"16 Avenue Des Broussailles, 06400 Cannes, France",43.561853,7.005098,"7,00508543,56183",,16,Avenue Des Broussailles,6400,,Cannes,Cannes,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,058949","43,579885",0,"Centre hospitalier de Vallauris, Place Saint-Roch, 06220 Vallauris, France",43.5802777,7.05899299266813,"7,05894943,579885",Centre hospitalier de Vallauris,,Place Saint-Roch,6220,,La Chèvre d'Or,Vallauris,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,304806","44,012572",20.595234287026,"2 Chemin Du Niel, 06450 Roquebillière, France",44.012407,7.304689,"7,30480644,012572",,2,Chemin Du Niel,6450,,Roquebilliere,Roquebillière,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,473499","43,775721",4.53839311390956,"Avenue Antoine Péglion, 06190 Roquebrune-Cap-Martin, France",43.7757532,7.4735355,"7,47349943,775721",Avenue Antoine Péglion,,Avenue Antoine Péglion,6190,Carnolès,,Roquebrune-Cap-Martin,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,132049","43,70414",0.391737650888142,"Clinique L'Oliveraie des Cayons, 275 Chemin de la Tour, 06140 Vence, France",43.704001,7.13237335194445,"7,13204943,70414",Clinique L'Oliveraie des Cayons,275,Chemin de la Tour,6140,,Vence,Vence,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,187594","43,661589",3.47043352310151,"52 Avenue Maurice Donat, 06700 Saint-Laurent-du-Var, France",43.661558,7.187589,"7,18759443,661589",,52,Avenue Maurice Donat,6700,,Saint-Laurent-du-Var,Saint-Laurent-du-Var,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,273405","43,720995",0,"Hôpital de Cimiez, 4 Avenue de la Reine Victoria, 06108 Nice, France",43.7209957,7.2734047,"7,27340543,720995",Hôpital de Cimiez,4,Avenue de la Reine Victoria,6108,Cimiez,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,123187","43,579976",3.63762070015714,"16 Rue Saint-Antoine, 06600 Antibes, France",43.5799851,7.12325164290466,"7,12318743,579976",,16,Rue Saint-Antoine,6600,,,Antibes,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,943482","43,644453",0.111195080742881,"29 Route De Cannes, 06130 Grasse, France",43.644454,6.943482,"6,94348243,644453",,29,Route De Cannes,6130,,Grasse,Grasse,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,021538","43,568798",0.0805660957699733,"29 Avenue Dolce Farniente, 06110 Le Cannet, France",43.568798,7.021539,"7,02153843,568798",,29,Avenue Dolce Farniente,6110,,Le Cannet,Le Cannet,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,917583","43,649797",0,"78 Boulevard Victor Hugo, 06130 Grasse, France",43.649797,6.917583,"6,91758343,649797",,78,Boulevard Victor Hugo,6130,,Grasse,Grasse,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,2801429033","43,723533047",0,"Clinique Saint-Luc, Avenue de Valombrose, 06108 Nice, France",43.7236958,7.28047389773296,"7,280142903343,723533047",Clinique Saint-Luc,,Avenue de Valombrose,6108,Pasteur - Saint Pons,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,252974","43,702641",0.964642183580228,"21 Boulevard Tzarewitch, 06000 Nice, France",43.702641,7.252986,"7,25297443,702641",,21,Boulevard Tzarewitch,6000,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,277891","43,733606",0.992591433313828,"Polyclinique Saint-George, Avenue de Rimiez, 06730 Nice, France",43.7331845,7.2779556302444,"7,27789143,733606",Polyclinique Saint-George,,Avenue de Rimiez,6730,Rimiez,Nice,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,02776","43,564725",1.11486607371114,"33 Boulevard d’Oxford, 06400 Cannes, France",43.564715,7.027761,"7,0277643,564725",,33,Boulevard d’Oxford,6400,,Cannes,Cannes,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,2537324","43,7208057",0,"La Voie Romaine, 06100 Nice, France",43.7208057,7.2537324,"7,253732443,7208057",La Voie Romaine,,La Voie Romaine,6100,Saint-Barthélémy,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,205143","43,664661",16.1882539587259,"P4, Avenue Santos-Dumont, 06299 Nice, France",43.6646017,7.2053268,"7,20514343,664661",P4,,Avenue Santos-Dumont,6299,,Nice,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,229099","43,86061",6.2511409177212,"54 Route De Duranus, 06670 Levens, France",43.860663,7.229125,"7,22909943,86061",,54,Route De Duranus,6670,,Levens,Levens,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,916161","43,64761",5.25783583088612,"Avenue de la Libération, 06130 Grasse, France",43.6476702,6.9158056,"6,91616143,64761",Avenue de la Libération,,Avenue de la Libération,6130,,,Grasse,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,148212","43,663645",55.2062623388839,"25 Rue Du General Bérenger, 06800 Cagnes-sur-Mer, France",43.663931,7.148773,"7,14821243,663645",,25,Rue Du General Bérenger,6800,,Cagnes-sur-Mer,Cagnes-sur-Mer,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,3422349999","43,8137619",17.1357967623108,"2 Place De l’Abbe Cauvin, 06390 Contes, France",43.813873,7.342383,"7,342234999943,8137619",,2,Place De l’Abbe Cauvin,6390,,Contes,Contes,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,112117","43,606013",15.3467604870317,"2175 Avenue Jean Michard Pélissier, 06600 Antibes, France",43.606054,7.111935,"7,11211743,606013",,2175,Avenue Jean Michard Pélissier,6600,,Antibes,Antibes,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,281914","43,722492",1.61702057509022,"Polyclinique Saint-François, Voie Romaine, 06108 Nice, France",43.72252625,7.28132320197778,"7,28191443,722492",Polyclinique Saint-François,,Voie Romaine,6108,Rimiez,Nice,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,916895","43,652559",9.80631203183964,"16 Avenue Fouques, 06130 Grasse, France",43.652647,6.916903,"6,91689543,652559",,16,Avenue Fouques,6130,,Grasse,Grasse,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,185597","43,661512",0,"Institut Arnault Tzanck, Avenue Docteur Maurice Donat, 06700 Saint-Laurent-du-Var, France",43.660903,7.18667566398298,"7,18559743,661512",Institut Arnault Tzanck,,Avenue Docteur Maurice Donat,6700,,,Saint-Laurent-du-Var,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,137103","43,661192",0,"Clinique Saint-Jean, 92 Avenue du Docteur Maurice Donat, 06800 Cagnes-sur-Mer, France",43.6608826,7.1367989,"7,13710343,661192",Clinique Saint-Jean,92,Avenue du Docteur Maurice Donat,6800,,,Cagnes-sur-Mer,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,923857","43,594379",0.531912728585658,"126 Chemin De l’Ecluse, 06580 Pégomas, France",43.594377,6.923863,"6,92385743,594379",,126,Chemin De l’Ecluse,6580,,Pegomas,Pégomas,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,971357","43,578512",3.09063893320565,"Avenue de la Borde, 06250 Mougins, France",43.5806312,6.9716524,"6,97135743,578512",Avenue de la Borde,,Avenue de la Borde,6250,,,Mougins,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,122922","43,717558",13.3127104834929,"549 Chemin Des Fourches, 06140 Vence, France",43.717527,7.123082,"7,12292243,717558",,549,Chemin Des Fourches,6140,,Vence,Vence,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,929592","43,657388",0,"25 Avenue Chiris, 06130 Grasse, France",43.657388,6.929592,"6,92959243,657388",,25,Avenue Chiris,6130,,Grasse,Grasse,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,98781","43,550275",3.36113960977069,"Avenue du Docteur Raymond Picaud, 06150 Cannes, France",43.5499679,6.9871091,"6,9878143,550275",Avenue du Docteur Raymond Picaud,,Avenue du Docteur Raymond Picaud,6150,Vallon Provençal,,Cannes,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,277891","43,733606",0.992591433313828,"Polyclinique Saint-George, Avenue de Rimiez, 06730 Nice, France",43.7331845,7.2779556302444,"7,27789143,733606",Polyclinique Saint-George,,Avenue de Rimiez,6730,Rimiez,Nice,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,2520528","43,7029982",0,"Clinique du Parc Impérial, Avenue Général Weygand, 06000 Nice, France",43.703205,7.25197027502113,"7,252052843,7029982",Clinique du Parc Impérial,,Avenue Général Weygand,6000,Le Piol,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,2807061672","43,723482649",0,"Clinique Saint-Luc, Avenue de Valombrose, 06108 Nice, France",43.7236958,7.28047389773296,"7,280706167243,723482649",Clinique Saint-Luc,,Avenue de Valombrose,6108,Pasteur - Saint Pons,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,241161","43,689379",6.5210172125461,"57 Avenue De La Californie, 06200 Nice, France",43.689403,7.241235,"7,24116143,689379",,57,Avenue De La Californie,6200,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,241161","43,689379",6.5210172125461,"57 Avenue De La Californie, 06200 Nice, France",43.689403,7.241235,"7,24116143,689379",,57,Avenue De La Californie,6200,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,2831","43,732783",0,"Centre hospitalier Sainte-Marie, Avenue des Sapeurs Pompiers de Nice, 06730 Nice, France",43.7317758,7.28201883102728,"7,283143,732783",Centre hospitalier Sainte-Marie,,Avenue des Sapeurs Pompiers de Nice,6730,Rimiez,,Nice,Maritime Alps,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7,262488","43,701953",1.51379670002339,"7 Avenue Durante, 06000 Nice, France",43.701949,7.262506,"7,26248843,701953",,7,Avenue Durante,6000,,Nice,Nice,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"7,02776","43,564725",1.11486607371114,"33 Boulevard d’Oxford, 06400 Cannes, France",43.564715,7.027761,"7,0277643,564725",,33,Boulevard d’Oxford,6400,,Cannes,Cannes,Alpes-Maritimes,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
