original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,suburb,district,city,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
"3,719995","48,511414",0.111195079952792,"3 Rue De Champagne, 10100 Romilly-sur-Seine, France",48.511415,3.719995,"3,71999548,511414",,3,Rue De Champagne,10100,,Romilly-Sur-Seine,Romilly-sur-Seine,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,068809","48,279896",0,"Centre hospitalier de Troyes, 101 Avenue Anatole France, 10003 Troyes, France",48.2781977,4.06967442968858,"4,06880948,279896",Centre hospitalier de Troyes,101,Avenue Anatole France,10003,,,Troyes,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,071784","48,260308",0.454182818182395,"Lavoir, Rue Jules Ferry, 10430 Rosières-près-Troyes, France",48.2603114,4.0717806,"4,07178448,260308",Lavoir,,Rue Jules Ferry,10430,,Rosieres-Pres-Troyes,Rosières-près-Troyes,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,383689","49,1931202",20.8591656443401,"10 Rue Théodore De Banville, 14000 Caen, France",49.193053,-0.383957,"-0,38368949,1931202",,10,Rue Théodore De Banville,14000,,Caen,Caen,Calvados,,Normandy,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,723707","48,514891",0.876226374285716,"3 Rue Paul Vaillant Couturier, 10100 Romilly-sur-Seine, France",48.514888,3.723696,"3,72370748,514891",,3,Rue Paul Vaillant Couturier,10100,,Romilly-Sur-Seine,Romilly-sur-Seine,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,071307","48,277344",0.111195079952792,"37 Rue De La Marne, 10000 Troyes, France",48.277345,4.071307,"4,07130748,277344",,37,Rue De La Marne,10000,,Troyes,Troyes,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,110431","48,319598",2.38614683016215,"3 Rue Maréchal Leclerc, 10150 Pont-Sainte-Marie, France",48.319579,4.110446,"4,11043148,319598",,3,Rue Maréchal Leclerc,10150,,Pont-Sainte-Marie,Pont-Sainte-Marie,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,0688439","48,278964599",0,"Centre hospitalier de Troyes, 101 Avenue Anatole France, 10003 Troyes, France",48.2781977,4.06967442968858,"4,068843948,278964599",Centre hospitalier de Troyes,101,Avenue Anatole France,10003,,,Troyes,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,0614195","48,3035527",0.0498046548734527,"5 Esplanade Lucien Péchart, 10000 Troyes, France",48.303553,4.06142,"4,061419548,3035527",,5,Esplanade Lucien Péchart,10000,,Troyes,Troyes,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,0381458","48,2779246",0,"Avenue Colette et Daniel Petitjean, 10120 Saint-André-les-Vergers, France",48.2779246,4.0381458,"4,038145848,2779246",Avenue Colette et Daniel Petitjean,,Avenue Colette et Daniel Petitjean,10120,,Le Saussi,Saint-André-les-Vergers,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,0688439","48,278964599",0,"Centre hospitalier de Troyes, 101 Avenue Anatole France, 10003 Troyes, France",48.2781977,4.06967442968858,"4,068843948,278964599",Centre hospitalier de Troyes,101,Avenue Anatole France,10003,,,Troyes,Aube,GES,Grand Est,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,0526943","48,3060905",4.03653909592232,"3 Rue Chaim Soutine, 10000 Troyes, France",48.306064,4.052657,"4,052694348,3060905",,3,Rue Chaim Soutine,10000,,Troyes,Troyes,Aube,,Great East,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,335391","43,191998",1.65367882892629,"Golf de Carcassonne, D 104, 11000 Carcassonne, France",43.18704295,2.33470572351361,"2,33539143,191998",Golf de Carcassonne,,D 104,11000,,,Carcassonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,961411","43,315334",3.67463670140131,"Centre hospitalier de Castelnaudary, Passage des Lilas, 11400 Castelnaudary, France",43.31588875,1.96201382044937,"1,96141143,315334",Centre hospitalier de Castelnaudary,,Passage des Lilas,11400,,Castelnaudary,Castelnaudary,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,001334","43,180449",0,"1 Boulevard Du Docteur Lacroix, 11100 Narbonne, France",43.180449,3.001334,"3,00133443,180449",,1,Boulevard Du Docteur Lacroix,11100,,Narbonne,Narbonne,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,220027","43,05478",4.35543234791773,"9 Rue Madeleine Bres, 11300 Limoux, France",43.054742,2.220014,"2,22002743,05478",,9,Rue Madeleine Bres,11300,,Limoux,Limoux,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,757635","43,196456",1.96428992936202,"1 Boulevard Pasteur, 11200 Lézignan-Corbières, France",43.1964611,2.7576582,"2,75763543,196456",,1,Boulevard Pasteur,11200,,Lezignan-Corbieres,Lézignan-Corbières,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,044297","43,005412",137.409724259465,"28 Rue Des Statices, 11210 Port-la-Nouvelle, France",43.006015,3.042822,"3,04429743,005412",,28,Rue Des Statices,11210,,Port-La-Nouvelle,Port-la-Nouvelle,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,757649","43,196831",0,"1 Avenue Des Corbières, 11200 Lézignan-Corbières, France",43.196831,2.757649,"2,75764943,196831",,1,Avenue Des Corbières,11200,,Lezignan-Corbieres,Lézignan-Corbières,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,3919725418","43,220126439",0,"Clinique du Sud, Chemin de la Madeleine, 11000 Carcassonne, France",43.21994055,2.39187414130434,"2,391972541843,220126439",Clinique du Sud,,Chemin de la Madeleine,11000,,,Carcassonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,302285","43,19548",550.859109735401,"21 Chemin Du Trou De La Mandre, 11000 Carcassonne, France",43.194849,2.309025,"2,30228543,19548",,21,Chemin Du Trou De La Mandre,11000,,Carcassonne,Carcassonne,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,997351","43,188166",0.370905278163811,"10 Quai d’Alsace, 11100 Narbonne, France",43.188169,2.997353,"2,99735143,188166",,10,Quai d’Alsace,11100,,Narbonne,Narbonne,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,219643","43,055554",0.416040445150112,"Centre hospitalier de Limoux, Rue du Four, 11300 Limoux, France",43.05528685,2.21948184028234,"2,21964343,055554",Centre hospitalier de Limoux,,Rue du Four,11300,,Limoux,Limoux,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,445174","43,201992",4.56973906302082,"D 6113, 11800 Trèbes, France",43.1986978,2.4533566,"2,44517443,201992",D 6113,,D 6113,11800,,,Trèbes,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,966503","43,158964",0,"Pech d'Alcy USLD de l'Hôpital de Narbonne, Rue Nicolas Leblanc, 11100 Narbonne, France",43.1593212,2.96736317152719,"2,96650343,158964",Pech d'Alcy USLD de l'Hôpital de Narbonne,,Rue Nicolas Leblanc,11100,Zone d'activités de La Coupe,,Narbonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,010984","43,178702",1.03644024360021,"7 Rue Michel-Ange, 11100 Narbonne, France",43.1787096,3.0109766,"3,01098443,178702",,7,Rue Michel-Ange,11100,Vallière,Narbonne,Narbonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,2583626","43,5912356",252.559062003122,"2030 Route De Clermont, 34600 Pezenes-Les-Mines, France",43.593009,3.260322,"3,258362643,5912356",,2030,Route De Clermont,34600,,Pezenes-Les-Mines,Pezenes-Les-Mines,Hérault,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,96561","43,158933",22.626462829341,"8 Rue Charles Darwin, 11100 Narbonne, France",43.159071,2.965815,"2,9656143,158933",,8,Rue Charles Darwin,11100,,Narbonne,Narbonne,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,351438","43,21578",7.09324086290745,"42 Rue de la Liberté, 11000 Carcassonne, France",43.2157268,2.3513897,"2,35143843,21578",,42,Rue de la Liberté,11000,,,Carcassonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,335391","43,191998",1.65367882892629,"Golf de Carcassonne, D 104, 11000 Carcassonne, France",43.18704295,2.33470572351361,"2,33539143,191998",Golf de Carcassonne,,D 104,11000,,,Carcassonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,3252709999","43,203605",2.22476598008315,"Boulevard Nicolas Poussin, 11000 Carcassonne, France",43.2037409,2.3240465,"2,325270999943,203605",Boulevard Nicolas Poussin,,Boulevard Nicolas Poussin,11000,,,Carcassonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,0110643","43,178675899",8.03820227924767,"7 Rue Michel-Ange, 11100 Narbonne, France",43.1787096,3.0109766,"3,011064343,178675899",,7,Rue Michel-Ange,11100,Vallière,Narbonne,Narbonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,292936","43,902293",0,"Les Couleurs, Place de la Mairie, 84220 Roussillon, France",43.90235505,5.29292072115839,"5,29293643,902293",Les Couleurs,,Place de la Mairie,84220,,,Roussillon,Vaucluse,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,51287","43,217495",3.17785549189773,"Route de Marseillette, 11800 Badens, France",43.217063,2.5138393,"2,5128743,217495",Route de Marseillette,,Route de Marseillette,11800,,,Badens,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,011298","42,98666",4.50709078010941,"18 Avenue Rhin Et Danube, 11230 Chalabre, France",42.986646,2.011246,"2,01129842,98666",,18,Avenue Rhin Et Danube,11230,,Chalabre,Chalabre,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,404279","43,264879",2.05365319813507,"Route de Villalier, 11600 Conques-sur-Orbiel, France",43.2639041,2.4060315,"2,40427943,264879",Route de Villalier,,Route de Villalier,11600,,,Conques-sur-Orbiel,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,024138","43,18408",1.72607752162654,"3 Avenue de la Côte des Roses, 11100 Narbonne, France",43.1840942,3.0241466,"3,02413843,18408",,3,Avenue de la Côte des Roses,11100,Horte Neuve,,Narbonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,185645","42,882135",23.5400404739123,"1200 Rue Du Docteur Roueylou, 11500 Quillan, France",42.882304,2.185819,"2,18564542,882135",,1200,Rue Du Docteur Roueylou,11500,,Quillan,Quillan,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,286448","43,227369",4.78543973162216,"Route de Bram, 11000 Carcassonne, France",43.2197763,2.3026833,"2,28644843,227369",Route de Bram,,Route de Bram,11000,,,Carcassonne,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,00067","43,184265",1.71926878211867,"4 Quai Dillon, 11100 Narbonne, France",43.184251,3.000679,"3,0006743,184265",,4,Quai Dillon,11100,,Narbonne,Narbonne,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,223178","43,047631",4.80592327478906,"Avenue Salavador Allende, 11300 Limoux, France",43.047628,2.223237,"2,22317843,047631",,,Avenue Salavador Allende,11300,,Limoux,Limoux,Aude,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,221427","43,05444",13.9844843184085,"19 Place Du 22 Septembre, 11300 Limoux, France",43.054499,2.221275,"2,22142743,05444",,19,Place Du 22 Septembre,11300,,Limoux,Limoux,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,221427","43,05444",13.9844843184085,"19 Place Du 22 Septembre, 11300 Limoux, France",43.054499,2.221275,"2,22142743,05444",,19,Place Du 22 Septembre,11300,,Limoux,Limoux,Aude,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,7253369999","44,521434",0.366357262421339,"12500 Bessuéjouls, France",44.5211705,2.7255581,"2,725336999944,521434",,,,12500,,,Bessuéjouls,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,032386","44,344648",0.111195079952792,"2 Avenue Joseph Caylet, 12200 Villefranche-de-Rouergue, France",44.344649,2.032386,"2,03238644,344648",,2,Avenue Joseph Caylet,12200,,Villefranche-De-Rouergue,Villefranche-de-Rouergue,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,251862","44,569123",0.0792158573769873,"60 Rue Prosper Alfaric, 12300 Decazeville, France",44.569123,2.251861,"2,25186244,569123",,60,Rue Prosper Alfaric,12300,,Decazeville,Decazeville,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,974539","44,466688",0.111195080742881,"1 Rue Rivie, 12130 Aurelle-Verlac, France",44.466689,2.974539,"2,97453944,466688",,1,Rue Rivie,12130,Saint-Geniez-d'Olt,Aurelle-Verlac,Aurelle-Verlac,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,76318","44,525491",0.111195079952792,"2 Rue Soeur Marie Caton, 12500 Espalion, France",44.525492,2.76318,"2,7631844,525491",,2,Rue Soeur Marie Caton,12500,,Espalion,Espalion,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,063973","44,250624",4.11619400526262,"D 294, 12520 Sévérac-le-Château, France",44.2529663,3.0624266,"3,06397344,250624",D 294,,D 294,12520,,,Sévérac-le-Château,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,472819","44,452357",7.29288765375878,"12330 Salles-la-Source, France",44.4526413,2.4730937,"2,47281944,452357",,,,12330,,,Salles-la-Source,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,83143","43,648033",0.16211277204731,"AIDER Dialyse à domicile, Rue Gaston Plante, 34790 Grabels, France",43.64787215,3.83158409073817,"3,8314343,648033",AIDER Dialyse à domicile,,Rue Gaston Plante,34790,,La Valsière,Grabels,Hérault,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,051907","44,092949",0,"Centre hospitalier de Millau, 265 Boulevard Achille Souques, 12100 Millau, France",44.09419335,3.05207162972085,"3,05190744,092949",Centre hospitalier de Millau,265,Boulevard Achille Souques,12100,,,Millau,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,89963","43,952342",11.523974491064,"1661 Chemin Des Combes, 12400 Saint-Affrique, France",43.952296,2.899501,"2,8996343,952342",,1661,Chemin Des Combes,12400,,Saint-Affrique,Saint-Affrique,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,557775","44,360674",32.3622372962578,"1 Rue De Bucarest, 12000 Rodez, France",44.360393,2.557669,"2,55777544,360674",,1,Rue De Bucarest,12000,,Rodez,Rodez,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,0324815","44,3398275",9.98025570541912,"38bis Avenue Joseph Caylet, 12200 Villefranche-de-Rouergue, France",44.339747,2.032426,"2,032481544,3398275",,38bis,Avenue Joseph Caylet,12200,,Villefranche-De-Rouergue,Villefranche-de-Rouergue,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,557065",44358,,,,,"2,55706544358",,,,,,,,,,,,,,,
"3,051907","44,092949",0,"Centre hospitalier de Millau, 265 Boulevard Achille Souques, 12100 Millau, France",44.09419335,3.05207162972085,"3,05190744,092949",Centre hospitalier de Millau,265,Boulevard Achille Souques,12100,,,Millau,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,032386","44,344648",0.111195079952792,"2 Avenue Joseph Caylet, 12200 Villefranche-de-Rouergue, France",44.344649,2.032386,"2,03238644,344648",,2,Avenue Joseph Caylet,12200,,Villefranche-De-Rouergue,Villefranche-de-Rouergue,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,503263","44,031088",6.37696901171565,"12170 Saint-Jean-Delnous, France",44.0321201,2.5028671,"2,50326344,031088",,,,12170,,,Saint-Jean-Delnous,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,5233038","44,2718516",0,"Centre de Soins de Suite et de Réadaptation "" Les Tilleuls"", 380 Avenue de la Basilique, 12450 Calmont, France",44.27203095,2.52326239321131,"2,523303844,2718516","Centre de Soins de Suite et de Réadaptation "" Les Tilleuls""",380,Avenue de la Basilique,12450,,La Palousie,Calmont,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,574285","44,349952",6.8094444434338,"Amarante Beauté, 4 Rue Cusset, 12000 Rodez, France",44.3499656,2.5742015,"2,57428544,349952",Amarante Beauté,4,Rue Cusset,12000,Combarel,Rodez,Rodez,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,029593","44,383187",214.444390291913,"731 Route De Rulhe, 12200 Villefranche-de-Rouergue, France",44.384456,2.031625,"2,02959344,383187",,731,Route De Rulhe,12200,,Villefranche-De-Rouergue,Villefranche-de-Rouergue,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,0755778999","44,1027051",6.41372108653363,"Ehpad Sainte Anne, 2 Avenue Pierre Semard, 12100 Millau, France",44.1029603,3.07525659330603,"3,075577899944,1027051",Ehpad Sainte Anne,2,Avenue Pierre Semard,12100,,Millau,Millau,Aveyron,,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,555137","44,344671",0,"1 Impasse Des Peyrieres, 12510 Olemps, France",44.344671,2.555137,"2,55513744,344671",,1,Impasse Des Peyrieres,12510,,Luc-La-Primaube,Olemps,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,57501","44,348105",2.81337083530463,"2 Rue Villaret, 12000 Rodez, France",44.348098,2.575044,"2,5750144,348105",,2,Rue Villaret,12000,,Rodez,Rodez,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,555137","44,344671",0,"1 Impasse Des Peyrieres, 12510 Olemps, France",44.344671,2.555137,"2,55513744,344671",,1,Impasse Des Peyrieres,12510,,Luc-La-Primaube,Olemps,Aveyron,,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,360317","43,380275",0,"Centre hospitalier spécialisé Édouard Toulouse, Traverse de l'Arlésienne, 13015 Marseille, France",43.38065455,5.35964758643163,"5,36031743,380275",Centre hospitalier spécialisé Édouard Toulouse,,Traverse de l'Arlésienne,13015,15th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,440879","43,536523",11.7136642425666,"1 Avenue Des Tamaris, 13100 Aix-en-Provence, France",43.53649,5.440741,"5,44087943,536523",,1,Avenue Des Tamaris,13100,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,438924","43,523329",0,"Centre hospitalier Montperrin, 109 Avenue du Petit Barthélémy, 13617 Aix-en-Provence, France",43.521207,5.4398754,"5,43892443,523329",Centre hospitalier Montperrin,109,Avenue du Petit Barthélémy,13617,Cuques,,Aix-en-Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,472185","43,337296",16.6944940638928,"1 Chemin Des Mille Ecus, 13190 Allauch, France",43.337234,5.471997,"5,47218543,337296",,1,Chemin Des Mille Ecus,13190,,Allauch,Allauch,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,563359","43,291512",0.111195080742881,"179 Avenue Des Soeurs Gastine, 13400 Aubagne en Provence, France",43.291513,5.563359,"5,56335943,291512",,179,Avenue Des Soeurs Gastine,13400,,Aubagne,Aubagne en Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,102527","43,63936",3.61648982504713,"Avenue Julien Fabre, 13300 Salon de Provence, France",43.6389424,5.1023824,"5,10252743,63936",Avenue Julien Fabre,,Avenue Julien Fabre,13300,,,Salon de Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,665327","43,801656",0.930029624754327,"D 970, 13150 Tarascon, France",43.8017112,4.6653413,"4,66532743,801656",D 970,,D 970,13150,,Quartier Kilmaine,Tarascon,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,405905","43,26643",33.8506517877584,"14 Avenue Edouard Detaille, 13009 Marseille, France",43.266603,5.406249,"5,40590543,26643",,14,Avenue Edouard Detaille,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,608158","43,178933",4.23227651243198,"Jardin de la Ville, Boulevard Lamartine, 13600 La Ciotat, France",43.1789073,5.6081965,"5,60815843,178933",Jardin de la Ville,,Boulevard Lamartine,13600,,Virebelle,La Ciotat,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,376382","43,296601",0,"13001 Marseille, France",43.29673495,5.37672873859876,"5,37638243,296601",,,,13001,1st Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3102504999","43,591167899",616.680807435143,"290 Route De Pelissanne, 13510 Éguilles, France",43.585651,5.311033,"5,310250499943,591167899",,290,Route De Pelissanne,13510,,Eguilles,Éguilles,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,036597","43,415848",3.98502339422081,"Boulevard des Rayettes, 13500 Martigues, France",43.4157326,5.0366627,"5,03659743,415848",Boulevard des Rayettes,,Boulevard des Rayettes,13500,,,Martigues,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4073865999","43,2591848",5.19191829689585,"Union de recouvrement des cotisations de sécurité sociale et d'allocations familiales, 20 Avenue Viton, 13009 Marseille, France",43.25899745,5.40723940254146,"5,407386599943,2591848",Union de recouvrement des cotisations de sécurité sociale et d'allocations familiales,20,Avenue Viton,13009,9th Arrondissement,9th Arr.,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4073865999","43,2591848",5.19191829689585,"Union de recouvrement des cotisations de sécurité sociale et d'allocations familiales, 20 Avenue Viton, 13009 Marseille, France",43.25899745,5.40723940254146,"5,407386599943,2591848",Union de recouvrement des cotisations de sécurité sociale et d'allocations familiales,20,Avenue Viton,13009,9th Arrondissement,9th Arr.,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,267451","43,426073",4.09912132546981,"Rue Bel Air, 13127 Vitrolles, France",43.4260993,5.2675231,"5,26745143,426073",Rue Bel Air,,Rue Bel Air,13127,La Tuilière,,Vitrolles,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,369129","43,305945",7.10809597723852,"24 Rue d’Hozier, 13002 Marseille, France",43.305902,5.369194,"5,36912943,305945",,24,Rue d’Hozier,13002,,2nd Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,233381","43,420827",3.74166280804353,"9 Impasse Du Chateau, 13730 Saint-Victoret, France",43.420823,5.233335,"5,23338143,420827",,9,Impasse Du Chateau,13730,,Marignane,Saint-Victoret,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,504135","43,307828",4.1207556659605,"Clos de Mélanie, 13011 Marseille, France",43.3073939,5.5033794,"5,50413543,307828",Clos de Mélanie,,Clos de Mélanie,13011,11th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,409166","43,529986",12.5649353699186,"8 Les Deux Ormes, 13090 Aix-en-Provence, France",43.530092,5.409112,"5,40916643,529986",,8,Les Deux Ormes,13090,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,0467019","43,3996785",3.70170349403632,"Avenue Calmette et Guérin, 13500 Martigues, France",43.399699,5.046738,"5,046701943,3996785",,,Avenue Calmette et Guérin,13500,,Martigues,Martigues,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,102855","43,636881",8.1356797895846,"133 Avenue Léon Blum, 13330 Salon de Provence, France",43.6369303,5.1027803,"5,10285543,636881",,133,Avenue Léon Blum,13330,,Clos Saint-Pierre,Salon de Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,372017","43,240622",4.83450330812221,"55 Traverse Prat, 13008 Marseille, France",43.24066,5.371988,"5,37201743,240622",,55,Traverse Prat,13008,,8th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
