original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
"2,3965689","51,0382471",0,"Centre hospitalier de Dunkerque, 847 Avenue de Rosendaël - Jacques Collache, 59240 Dunkirk, France",51.0375422,2.3977011,"2,396568951,0382471",Centre hospitalier de Dunkerque,847,Avenue de Rosendaël - Jacques Collache,59240,Dunkerque,Rosendaël,Dunkirk,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,160403","50,722375",9.58537209108024,"19 Rue de Tournai, 59200 Tourcoing, France",50.722293,3.160361,"3,16040350,722375",,19,Rue de Tournai,59200,,,Tourcoing,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,992787","50,6530408",6.3607492904876,"199 Rue Adolphe Defrenne, 59000 Lille, France",50.653098,2.992788,"2,99278750,6530408",,199,Rue Adolphe Defrenne,59000,Lille,,Lille,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,076757","50,363235",0,"85 Boulevard Pasteur, 59500 Douai, France",50.363235,3.076757,"3,07675750,363235",,85,Boulevard Pasteur,59500,Douai,,Douai,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,246694","50,18947",0,"128 Allée Saint-Roch, 59400 Escaudœuvres, France",50.18947,3.246694,"3,24669450,18947",,128,Allée Saint-Roch,59400,Escaudoeuvres,,Escaudœuvres,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,220977","50,177349",5.25523031799122,"Place Marcelin Berthelot, 59400 Cambrai, France",50.1771561,3.2206604,"3,22097750,177349",Place Marcelin Berthelot,,Place Marcelin Berthelot,59400,,,Cambrai,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,114379","50,732899",22.880502715696,"41 Rue de Lille, 59223 Roncq, France",50.733055,3.114167,"3,11437950,732899",,41,Rue de Lille,59223,,,Roncq,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,9743784","50,2785567",18.9075731729466,"12 Place Des Nations, 59600 Maubeuge, France",50.278423,3.974214,"3,974378450,2785567",,12,Place Des Nations,59600,Maubeuge,,Maubeuge,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,980753","50,288103",5.22588997632727,"58 Rue Des Crosseurs, 59600 Maubeuge, France",50.288125,3.980688,"3,98075350,288103",,58,Rue Des Crosseurs,59600,Maubeuge,,Maubeuge,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,036398","50,611787",0,"Centre Hospitalier Régional Universitaire de Lille, 1 Place de Verdun, 59037 Lille, France",50.61161695,3.03475159063128,"3,03639850,611787",Centre Hospitalier Régional Universitaire de Lille,1,Place de Verdun,59037,Lille,Faubourg de Béthune,Lille,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,196124","50,682626",25.2511141439957,"29 Avenue Julien Lagache, 59100 Roubaix, France",50.682853,3.196134,"3,19612450,682626",,29,Avenue Julien Lagache,59100,Roubaix,,Roubaix,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,035254","50,602218",179.957853687891,"351 Rue Ambroise Pare, 59120 Loos, France",50.602176,3.032705,"3,03525450,602218",,351,Rue Ambroise Pare,59120,Loos,,Loos,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,495825","50,361481",2.47507645492881,"115 Avenue Desandrouin, 59300 Valenciennes, France",50.361476,3.495791,"3,49582550,361481",,115,Avenue Desandrouin,59300,Valenciennes,,Valenciennes,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,001164","50,374141",0.111195079952792,"984 Rue De Quiery, 59553 Quiéry-la-Motte, France",50.374142,3.001164,"3,00116450,374141",,984,Rue De Quiery,59553,Quiery-La-Motte,,Quiéry-la-Motte,Pas-de-Calais,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,5359077","50,1053455",7.06456918311944,"22 Boulevard Paturle, 59360 Le Cateau-Cambresis, France",50.10539,3.535837,"3,535907750,1053455",,22,Boulevard Paturle,59360,Le Cateau-Cambresis,Le Cateau-Cambrésis,Le Cateau-Cambresis,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,103725","50,643449",2.66868192518772,"36 Rue Parmentier, 59370 Mons-en-Barœul, France",50.643425,3.103725,"3,10372550,643449",,36,Rue Parmentier,59370,Mons-en-Barœul,,Mons-en-Barœul,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,39386","51,033966",0.111195079952792,"18 Rue Parmentier, 59240 Dunkirk, France",51.033967,2.39386,"2,3938651,033966",,18,Rue Parmentier,59240,Dunkerque,,Dunkirk,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,9789220999","50,294196",194.753815629908,"194 Route De Mons, 59600 Maubeuge, France",50.294254,3.976182,"3,978922099950,294196",,194,Route De Mons,59600,Maubeuge,,Maubeuge,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,051841","50,013215",8.95585114434269,"16 Rue Des Verreries, 59610 Fourmies, France",50.013236,4.05172,"4,05184150,013215",,16,Rue Des Verreries,59610,Fourmies,,Fourmies,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,484617","50,350264",0.111195079952792,"8 Place Du Capitaine Nicod, 59174 La Sentinelle, France",50.350265,3.484617,"3,48461750,350264",,8,Place Du Capitaine Nicod,59174,Valenciennes,,La Sentinelle,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,385527","51,00464",0,"Clinique de Flandre, Rue du Boernhol, 59210 Coudekerque-Branche, France",51.0042102,2.38468415148088,"2,38552751,00464",Clinique de Flandre,,Rue du Boernhol,59210,Coudekerque-Village,,Coudekerque-Branche,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,060475","50,35258",0.111195079952792,"3 Rue Clemenceau, 59552 Lambres-lez-Douai, France",50.352581,3.060475,"3,06047550,35258",,3,Rue Clemenceau,59552,Lambres-Lez-Douai,,Lambres-lez-Douai,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,9595019999","50,26374",24.9376140639287,"14 Residence Des Anciens Pce Al Fleming, 59720 Louvroil, France",50.263533,3.959367,"3,959501999950,26374",,14,Residence Des Anciens Pce Al Fleming,59720,Louvroil,,Louvroil,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,7457829999","50,7430067",0,"Établissement Public de Santé Mentale des Flandres, Résidence des Saules, 59270 Bailleul, France",50.74604365,2.74419187525,"2,745782999950,7430067",Établissement Public de Santé Mentale des Flandres,,Résidence des Saules,59270,,,Bailleul,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,157721","50,716356",15.2872216607572,"8 Rue Charles Wattinne, 59200 Tourcoing, France",50.71622375,3.15794446784379,"3,15772150,716356",,8,Rue Charles Wattinne,59200,,,Tourcoing,Nord,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,1473972999","50,7247739",42.4656749026127,"20 Rue Jean Froissart, 59200 Tourcoing, France",50.724712,3.146802,"3,147397299950,7247739",,20,Rue Jean Froissart,59200,Tourcoing,,Tourcoing,Nord,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,415514","49,374965",0,"Centre Hospitalier Psychiatrique Interdépartemental Site de Clermont, Rue Chantepie, 60600 Clermont, France",49.3755496,2.41791858587401,"2,41551449,374965",Centre Hospitalier Psychiatrique Interdépartemental Site de Clermont,,Rue Chantepie,60600,,,Clermont,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,888446","49,23425",3.07492340354662,"Hôpital local de Crépy-en-Valois, Rue Saint-Lazare, 60800 Crépy-en-Valois, France",49.2340414,2.88829665751964,"2,88844649,23425",Hôpital local de Crépy-en-Valois,,Rue Saint-Lazare,60800,Crepy-En-Valois,,Crépy-en-Valois,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,607284","49,295632",3.36063545966073,"Hopital Georges Decroze, Chemin du Fond Robin, 60700 Pont-Sainte-Maxence, France",49.29498175,2.60761809996091,"2,60728449,295632",Hopital Georges Decroze,,Chemin du Fond Robin,60700,Pont-Sainte-Maxence,Fond Robin,Pont-Sainte-Maxence,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,576313","49,19574",0,"Centre hospitalier de Senlis, 28 Avenue Paul Rougé, 60300 Senlis, France",49.1963185,2.57358235576923,"2,57631349,19574",Centre hospitalier de Senlis,28,Avenue Paul Rougé,60300,,,Senlis,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,8887664999","49,2691391",45.5788656523608,"22 Rue d’Enencourt, 60240 Chaumont-en-Vexin, France",49.269437,1.888335,"1,888766499949,2691391",,22,Rue d’Enencourt,60240,Chaumont-En-Vexin,,Chaumont-en-Vexin,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,410305","49,379025",3.01409972674748,"3B Rue Frédéric Raboisson, 60600 Clermont, France",49.3790428,2.4103364,"2,41030549,379025",,3B,Rue Frédéric Raboisson,60600,,,Clermont,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,071931","49,450702",0,"40 Avenue Léon Blum, 60000 Beauvais, France",49.450702,2.071931,"2,07193149,450702",,40,Avenue Léon Blum,60000,Beauvais,,Beauvais,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,000538","49,586028",0.992468857135661,"1 Avenue Alsace Lorraine, 60400 Noyon, France",49.5860195,3.0005422,"3,00053849,586028",,1,Avenue Alsace Lorraine,60400,Pontoise-Les-Noyon,Happlincourt,Noyon,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4625449999","49,248713",13.9769505082257,"10 Boulevard Laennec, 60100 Creil, France",49.248791,2.462394,"2,462544999949,248713",,10,Boulevard Laennec,60100,Creil,,Creil,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,941079","49,665085",0.111195080742881,"14 Place Barbier, 60210 Grandvilliers, France",49.665086,1.941079,"1,94107949,665085",,14,Place Barbier,60210,Grandvilliers,,Grandvilliers,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,458167","49,181986",0.111195079952792,"11 Avenue Du Général Leclerc, 60500 Chantilly, France",49.181987,2.458167,"2,45816749,181986",,11,Avenue Du Général Leclerc,60500,Gouvieux,,Chantilly,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,453992","49,28533",0,"106 Rue Faidherbe, 60180 Nogent-sur-Oise, France",49.28533,2.453992,"2,45399249,28533",,106,Rue Faidherbe,60180,Nogent-Sur-Oise,,Nogent-sur-Oise,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,468926","49,26221",0,"16 Rue Despinas, 60100 Creil, France",49.26221,2.468926,"2,46892649,26221",,16,Rue Despinas,60100,Creil,,Creil,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,592711","49,266608",13.3253799909397,"128 Rue De La Vallée, 60700 Fleurines, France",49.26665,2.592539,"2,59271149,266608",,128,Rue De La Vallée,60700,Fleurines,,Fleurines,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,9781976","49,3474567",19.0158081229748,"19 Place De l’Hôtel De Ville, 60350 Pierrefonds, France",49.347512,2.978446,"2,978197649,3474567",,19,Place De l’Hôtel De Ville,60350,Pierrefonds,,Pierrefonds,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,076499","49,608279",2.47514835639326,"Place de l'Hôtel de Ville, Rue Fauconnière, 60360 Crèvecœur-le-Grand, France",49.6080868,2.07643605690573,"2,07649949,608279",Place de l'Hôtel de Ville,,Rue Fauconnière,60360,,,Crèvecœur-le-Grand,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,7894952","49,3841818",0,"Centre hospitalier de Compiègne, Avenue Henri Adnot, 60200 Compiègne, France",49.3858306,2.78971083243398,"2,789495249,3841818",Centre hospitalier de Compiègne,,Avenue Henri Adnot,60200,,,Compiègne,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,458167","49,181986",0.111195079952792,"11 Avenue Du Général Leclerc, 60500 Chantilly, France",49.181987,2.458167,"2,45816749,181986",,11,Avenue Du Général Leclerc,60500,Gouvieux,,Chantilly,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,465347","49,33077",23.3412307111038,"2 Rue Du Vieux Château, 60140 Liancourt, France",49.330561,2.465317,"2,46534749,33077",,2,Rue Du Vieux Château,60140,Liancourt,,Liancourt,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,458167","49,181986",0.111195079952792,"11 Avenue Du Général Leclerc, 60500 Chantilly, France",49.181987,2.458167,"2,45816749,181986",,11,Avenue Du Général Leclerc,60500,Gouvieux,,Chantilly,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,572361","49,196335",40.9235376966816,"Joly Hervé, 46 Avenue Paul Rougé, 60300 Senlis, France",49.196551,2.571905,"2,57236149,196335",Joly Hervé,46,Avenue Paul Rougé,60300,Senlis,,Senlis,Oise,Upper France,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,356704","49,273151",17.5209957422924,"50 Rue de la Ville, 60660 Cires-lès-Mello, France",49.2730221,2.3565651,"2,35670449,273151",,50,Rue de la Ville,60660,,,Cires-lès-Mello,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4583545","49,1881709",9.91902210032684,"30B Rue Victor Hugo, 60500 Chantilly, France",49.1882456,2.4582799,"2,458354549,1881709",,30B,Rue Victor Hugo,60500,Gouvieux,,Chantilly,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4524854999","49,161991",2.92592888806251,"Chemin de la Côte, 60500 Lamorlaye, France",49.1635016,2.4511165,"2,452485499949,161991",Chemin de la Côte,,Chemin de la Côte,60500,,,Lamorlaye,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,986846","49,533394",0,"51 Rue De Belloy, 60860 Saint-Omer-en-Chaussée, France",49.533394,1.986846,"1,98684649,533394",,51,Rue De Belloy,60860,Saint-Omer-En-Chaussee,,Saint-Omer-en-Chaussée,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,807134","49,403577",2.91290568921232,"7 Rue Jean-Jacques Bernard, 60200 Compiègne, France",49.403597,2.80716,"2,80713449,403577",,7,Rue Jean-Jacques Bernard,60200,Compiegne,Venette,Compiègne,Oise,Upper France,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,8820658","49,2597171",0,"7 Rue Raymond Pillon, 60240 Chaumont-en-Vexin, France",49.2597171,1.8820658,"1,882065849,2597171",,7,Rue Raymond Pillon,60240,,,Chaumont-en-Vexin,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,2985310999","49,6313366",0.817215981179999,"Institut Médical de Breteuil, Rue de Paris, 60120 Breteuil, France",49.63079525,2.29801795794727,"2,298531099949,6313366",Institut Médical de Breteuil,,Rue de Paris,60120,,,Breteuil,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,1138043999","49,4115908",0,"U.G.E.C.A.M. Centre de réadaptation fonctionnelle Saint-Lazare, Rue Pierre et Marie Curie, 60000 Beauvais, France",49.4118142,2.11219899847709,"2,113804399949,4115908",U.G.E.C.A.M. Centre de réadaptation fonctionnelle Saint-Lazare,,Rue Pierre et Marie Curie,60000,,,Beauvais,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4304027","49,189102",1.4866961052737,"Rue de la Chaussée, 60270 Gouvieux, France",49.1893222,2.4319049,"2,430402749,189102",Rue de la Chaussée,,Rue de la Chaussée,60270,,,Gouvieux,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,991345","49,477834",31.2402913877356,"Centre de réadaptation cardiaque Léopold Bellan, 470 Rue de Choisy, 60170 Tracy-le-Mont, France",49.478112,2.9912825,"2,99134549,477834",Centre de réadaptation cardiaque Léopold Bellan,470,Rue de Choisy,60170,Tracy-Le-Mont,,Tracy-le-Mont,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,4641794","49,193251",4.21578591234321,"1 Place Maurice Versepuy, 60500 Chantilly, France",49.193282,2.464146,"2,464179449,193251",,1,Place Maurice Versepuy,60500,Gouvieux,,Chantilly,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,071341","49,445575",0.111195080742881,"92 Rue De La Mie Au Roy, 60000 Beauvais, France",49.445576,2.071341,"2,07134149,445575",,92,Rue De La Mie Au Roy,60000,Beauvais,,Beauvais,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,821928","49,409928",0.794306903129693,"22 Rue de la Justice, 60200 Compiègne, France",49.4099214,2.8219238,"2,82192849,409928",,22,Rue de la Justice,60200,,Les Sablons,Compiègne,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,072918","49,451634",0.111195080742881,"26 Avenue Léon Blum, 60000 Beauvais, France",49.451635,2.072918,"2,07291849,451634",,26,Avenue Léon Blum,60000,Beauvais,,Beauvais,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,098241","49,41544",2.17513391536974,"1 Avenue Jean Rostand, 60000 Beauvais, France",49.415426,2.09822,"2,09824149,41544",,1,Avenue Jean Rostand,60000,Beauvais,,Beauvais,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,464146","49,193282",0,"1 Place Maurice Versepuy, 60500 Chantilly, France",49.193282,2.464146,"2,46414649,193282",,1,Place Maurice Versepuy,60500,Gouvieux,,Chantilly,Oise,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,7894952","49,3841818",0,"Centre hospitalier de Compiègne, Avenue Henri Adnot, 60200 Compiègne, France",49.3858306,2.78971083243398,"2,789495249,3841818",Centre hospitalier de Compiègne,,Avenue Henri Adnot,60200,,,Compiègne,Oise,Hauts-de-France,HDF,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,079807","48,433147",0,"Centre Psychothérapique de l'Orne, 31 Rue de la Rm Am Javouhey, 61000 Alençon, France",48.4327096,0.0796432,"0,07980748,433147",Centre Psychothérapique de l'Orne,31,Rue de la Rm Am Javouhey,61000,,,Alençon,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,614189","48,76641",0.73918126509089,"6 Rue Du Docteur Frinault, 61300 L'Aigle, France",48.766413,0.614198,"0,61418948,76641",,6,Rue Du Docteur Frinault,61300,L'Aigle,,L'Aigle,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,083782","48,426607",3.3079997545442,"24 Rue De Fresnay, 61000 Alençon, France",48.426636,0.083772,"0,08378248,426607",,24,Rue De Fresnay,61000,Alencon,,Alençon,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,016397","48,746456",1.61486643936766,"Centre hospitalier d'Argentan, 47 Rue Aristide Briand, 61200 Argentan, France",48.74689925,-0.0177394342338612,"-0,01639748,746456",Centre hospitalier d'Argentan,47,Rue Aristide Briand,61200,,,Argentan,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,551083","48,522502",1.54815949414102,"Centre Hospitalier Marguerite de Lorraine, Ruelle Catinat, 61400 Mortagne-au-Perche, France",48.5235931,0.552048304581775,"0,55108348,522502",Centre Hospitalier Marguerite de Lorraine,,Ruelle Catinat,61400,,,Mortagne-au-Perche,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,568008","48,374425",1.8334874834391,"13 Rue Du Mans, 61130 Bellême, France",48.374409,0.568014,"0,56800848,374425",,13,Rue Du Mans,61130,Saint-Martin-Du-Vieux-Belleme,,Bellême,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,171516","48,601966",15.1207701301778,"81 Rue De La République, 61500 Sées, France",48.601832,0.171481,"0,17151648,601966",,81,Rue De La République,61500,Sees,,Sées,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,203439","48,924673",7.82330169187459,"1 Rue Du Docteur Marescot, 61120 Vimoutiers, France",48.924637,0.203531,"0,20343948,924673",,1,Rue Du Docteur Marescot,61120,Vimoutiers,,Vimoutiers,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,544199","48,746455",0.133192874371627,"1 Rue Eugene Garnier, 61100 Flers, France",48.746456,-0.5442,"-0,54419948,746455",,1,Rue Eugene Garnier,61100,Flers,,Flers,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,019612","48,746004",0,"16 Rue De La Poterie, 61200 Argentan, France",48.746004,-0.019612,"-0,01961248,746004",,16,Rue De La Poterie,61200,Argentan,,Argentan,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,053689","48,435016",7.66534363418486,"63 Rue d’Alençon, 61250 Condé-sur-Sarthe, France",48.435082,0.053659,"0,05368948,435016",,63,Rue d’Alençon,61250,Conde-Sur-Sarthe,,Condé-sur-Sarthe,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,5405097","48,5210794",62.0704282971837,"Télécentre, 23 Rue Ferdinand de Boyères, 61400 Mortagne-au-Perche, France",48.521323,0.541268,"0,540509748,5210794",Télécentre,23,Rue Ferdinand de Boyères,61400,Mortagne-Au-Perche,,Mortagne-au-Perche,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,0753667999","48,428841",0,"Clinique Saint-Joseph, 8 Rue de Villeneuve, 61000 Alençon, France",48.4279328,0.0757001,"0,075366799948,428841",Clinique Saint-Joseph,8,Rue de Villeneuve,61000,,,Alençon,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,026614","48,749468",5.29382725250672,"Bureau de Poste de Argentan Les Provinces, 61200 Argentan, France",48.74951,-0.02658,"-0,02661448,749468",Bureau de Poste de Argentan Les Provinces,,,61200,Argentan,,Argentan,Orne,Normandy,,France,fr,,CC BY 4.0,https://www.geonames.org/datasources/
"0,084264","48,427135",4.34417905774156,"18 Place Marguerite De Lorraine, 61000 Alençon, France",48.427169,0.084293,"0,08426448,427135",,18,Place Marguerite De Lorraine,61000,Alencon,,Alençon,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,55194","48,74839",3.09875830304402,"Rue du Commandant Charcot, 61100 Flers, France",48.748635,-0.5512932,"-0,5519448,74839",Rue du Commandant Charcot,,Rue du Commandant Charcot,61100,Le Filtroquet,,Flers,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,1866667","49,3208333",15.7229358048034,"7 Rue Joseph Petibrouaud, 02600 St.-Pierre-Aigle, France",49.320886,3.186868,"3,186666749,3208333",,7,Rue Joseph Petibrouaud,2600,Saint-Pierre-Aigle,Dommiers,St.-Pierre-Aigle,Aisne,Upper France,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,356027","48,589377",11.8019534829394,"15 Rue de la Teinture, 61600 La Ferté-Macé, France",48.5892831,-0.3561018,"-0,35602748,589377",,15,Rue de la Teinture,61600,La Ferté-Macé,,La Ferté-Macé,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,655923","48,590568",4.89787405336614,"Rue de la Gare, 61700 Domfront en Poiraie, France",48.5904116,-0.6557176,"-0,65592348,590568",Rue de la Gare,,Rue de la Gare,61700,,,Domfront en Poiraie,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,355215","48,593808",0.313265675647,"1 Rue Soeur Marie Boitier, 61600 La Ferté-Macé, France",48.59381,-0.355218,"-0,35521548,593808",,1,Rue Soeur Marie Boitier,61600,La Ferté-Macé,,La Ferté-Macé,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,419103","48,551768",13.872061823483,"31 Avenue Docteur Joly, 61140 Bagnoles-de-l'Orne, France",48.551795,-0.419287,"-0,41910348,551768",,31,Avenue Docteur Joly,61140,Bagnoles-De-L'Orne,,Bagnoles-de-l'Orne,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,541427399","48,7462232",21.1699452878543,"133 Rue Jacques Prevert, 61100 Flers, France",48.746121,-0.541671,"-0,54142739948,7462232",,133,Rue Jacques Prevert,61100,Flers,,Flers,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,091211","48,417762",2.69375755741391,"3 Rue Alfred De Musset, 61000 Alençon, France",48.417758,0.091247,"0,09121148,417762",,3,Rue Alfred De Musset,61000,Alencon,,Alençon,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,424141","48,554271",0,"Centre de Médecine Physique et de Réadaptation de Bagnoles de l’Orne, 17 Avenue du Docteur Jacques Aimez, 61140 Bagnoles-de-l'Orne-Normandie, France",48.5543822,-0.425142541680561,"-0,42414148,554271",Centre de Médecine Physique et de Réadaptation de Bagnoles de l’Orne,17,Avenue du Docteur Jacques Aimez,61140,Tesse la Madeleine,,Bagnoles-de-l'Orne-Normandie,Orne,Normandy,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,5721465","48,7400641",10.5665891668213,"219 Rue De Domfront, 61100 Flers, France",48.740011,-0.572027,"-0,572146548,7400641",,219,Rue De Domfront,61100,Flers,,Flers,Orne,Normandy,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
