original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,district,state_code,city,county,state,country,country_code,attribution,attribution_license,attribution_url
"1,39548","43,566414",0.973204661751863,"3 Rue Du Doyen Lefebvre, 31100 Toulouse, France",43.566415,1.395468,"1,3954843,566414",,3,Rue Du Doyen Lefebvre,31100,Toulouse,,Toulouse,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,5365653","43,5486224",28.9295951151376,"1 Rond Point De Gameville, 31650 Saint-Orens-de-Gameville, France",43.548843,1.536375,"1,536565343,5486224",,1,Rond Point De Gameville,31650,Saint-Orens-De-Gameville,,Saint-Orens-de-Gameville,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,5111769","43,6496258",0.963353437834575,"31240 Saint-Jean, France",43.6496496,1.5111433,"1,511176943,6496258",,,,31240,,,Saint-Jean,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,343072","43,520078",42.685970914213,"M12, M13, M14, M15, M16, 18 Rue Goudouli, 31270 Villeneuve-Tolosane, France",43.5203363,1.3426171304044,"1,34307243,520078","M12, M13, M14, M15, M16",18,Rue Goudouli,31270,Villeneuve-Tolosane,,Villeneuve-Tolosane,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,568637","43,808405",4.54482617883722,"Bessières Le Triangle, Chemin des Prieurs, 31660 Bessières, France",43.8083666,1.5686176,"1,56863743,808405",Bessières Le Triangle,,Chemin des Prieurs,31660,Bessieres,,Bessières,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,733767","43,115592",0.111195079952792,"21 Boulevard d’Encore, 31800 Saint-Gaudens, France",43.115593,0.733767,"0,73376743,115592",,21,Boulevard d’Encore,31800,Saint-Gaudens,,Saint-Gaudens,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,724042","43,403347",3.20720670918794,"Route de Revel, 31290 Villefranche-de-Lauragais, France",43.4029337,1.7235479,"1,72404243,403347",Route de Revel,,Route de Revel,31290,Faubourg de Sébastopol,,Villefranche-de-Lauragais,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,229314","43,305547",1.20807928671861,"Centre d'auto-dialyse de Carbonne, 15 Rue Claude Nougaro, 31390 Carbonne, France",43.30555725,1.22920071613222,"1,22931443,305547",Centre d'auto-dialyse de Carbonne,15,Rue Claude Nougaro,31390,Carbonne,,Carbonne,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,457777","43,620106",1.02194700238279,"4 Rue Du Docteur Ferdinand Gendre, 31500 Toulouse, France",43.620103,1.457789,"1,45777743,620106",,4,Rue Du Docteur Ferdinand Gendre,31500,Toulouse,,Toulouse,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,383619","43,645581",3.04177174340229,"Rue des Ferronniers, 31700 Blagnac, France",43.6451602,1.3837733,"1,38361943,645581",Rue des Ferronniers,,Rue des Ferronniers,31700,,,Blagnac,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,400026","43,59022",0.976460485637273,"80 Chemin Des Courses, 31100 Toulouse, France",43.590228,1.400021,"1,40002643,59022",,80,Chemin Des Courses,31100,Toulouse,,Toulouse,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,243111","43,612934",19.8628749990324,"25 Place Des Cigareaux, 31490 Brax, France",43.613019,1.242894,"1,24311143,612934",,25,Place Des Cigareaux,31490,Brax,,Brax,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,422989","43,555752",0.992245585172445,"1 Chemin Des Silos, 31100 Toulouse, France",43.55575,1.423001,"1,42298943,555752",,1,Chemin Des Silos,31100,Toulouse,,Toulouse,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,339327","43,465253",0.111195080742881,"22 Avenue Bernard Iv, 31600 Muret, France",43.465254,1.339327,"1,33932743,465253",,22,Avenue Bernard Iv,31600,Muret,,Muret,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,706414","43,115046",3.68895814824922,"Avenue de Saint-Plancard, 31800 Saint-Gaudens, France",43.1142027,0.709846,"0,70641443,115046",Avenue de Saint-Plancard,,Avenue de Saint-Plancard,31800,,,Saint-Gaudens,Haute-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,388373","43,56626",0.973207133252889,"46 Avenue Du Général De Croutte, 31100 Toulouse, France",43.566259,1.388385,"1,38837343,56626",,46,Avenue Du Général De Croutte,31100,Toulouse,,Toulouse,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,504344","43,576757",1.0459610050486,"40 Chemin De Ribaute, 31400 Toulouse, France",43.576763,1.504354,"1,50434443,576757",,40,Chemin De Ribaute,31400,Toulouse,,Toulouse,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,595668","42,784881",3.79024780163255,"5 Cours Des Quinconces, 31110 Bagnères-de-Luchon, France",42.784849,0.595684,"0,59566842,784881",,5,Cours Des Quinconces,31110,Bagneres-De-Luchon,,Bagnères-de-Luchon,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,993706","43,452905",24.7329673111653,"16 Rue Clémence Isaure, 31250 Revel, France",43.452725,1.993526,"1,99370643,452905",,16,Rue Clémence Isaure,31250,Revel,,Revel,Haute-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,576878","43,630751",0,"Centre hospitalier d'Auch, Avenue du Corps Franc Pommiès, 32000 Auch, France",43.63101945,0.575483534978931,"0,57687843,630751",Centre hospitalier d'Auch,,Avenue du Corps Franc Pommiès,32000,,,Auch,Gers,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,593249","43,645107",0.137254484745728,"10 Rue Michelet, 32000 Auch, France",43.645108,0.59325,"0,59324943,645107",,10,Rue Michelet,32000,Auch,,Auch,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,377244","43,957042",4.66230197332235,"Avenue du Maréchal Joffre, 32100 Condom, France",43.9567704,0.3783992,"0,37724443,957042",Avenue du Maréchal Joffre,,Avenue du Maréchal Joffre,32100,Tourret,,Condom,Gers,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,661648","43,856505",0.111195080742881,"1 Rue Saint Laurent, 32500 Fleurance, France",43.856506,0.661648,"0,66164843,856505",,1,Rue Saint Laurent,32500,Fleurance,,Fleurance,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,596074","43,575213",45.5044001269354,"1468 Chemin Du Village, 32550 Lasseube-Propre, France",43.57544,0.596544,"0,59607443,575213",,1468,Chemin Du Village,32550,Lasseube-Propre,,Lasseube-Propre,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,912225","43,477508",31.3124217497742,"6 Chemin Des Religieuses, 32220 Lombez, France",43.477232,0.912302,"0,91222543,477508",,6,Chemin Des Religieuses,32220,Lombez,,Lombez,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,875334","43,729174",0.111195079952792,"4 Rue Du Buguet, 32120 Mauvezin, France",43.729175,0.875334,"0,87533443,729174",,4,Rue Du Buguet,32120,Mauvezin,,Mauvezin,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,402944","43,510194",2.14341162819788,"16 Avenue De Chanzy, 32300 Mirande, France",43.51019,0.402918,"0,40294443,510194",,16,Avenue De Chanzy,32300,Mirande,,Mirande,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,033929","43,758319",6.54420633561579,"48 Rue De La La République, 32110 Nogaro, France",43.758264,-0.0339,"-0,03392943,758319",,48,Rue De La La République,32110,Nogaro,,Nogaro,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,226932","43,800099",2.82793755275296,"Place de l'Armagnac, 32190 Lannepax, France",43.8002904,0.226730614690383,"0,22693243,800099",Place de l'Armagnac,,Place de l'Armagnac,32190,Lannepax,,Lannepax,Gers,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,029958","43,753286",37.2526938985734,"8 Rue De La Tuilerie, 32110 Nogaro, France",43.753073,-0.030316,"-0,02995843,753286",,8,Rue De La Tuilerie,32110,Nogaro,,Nogaro,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,402944","43,510194",2.14341162819788,"16 Avenue De Chanzy, 32300 Mirande, France",43.51019,0.402918,"0,40294443,510194",,16,Avenue De Chanzy,32300,Mirande,,Mirande,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,377244","43,957042",4.66230197332235,"Avenue du Maréchal Joffre, 32100 Condom, France",43.9567704,0.3783992,"0,37724443,957042",Avenue du Maréchal Joffre,,Avenue du Maréchal Joffre,32100,Tourret,,Condom,Gers,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,576878","43,630751",0,"Centre hospitalier d'Auch, Avenue du Corps Franc Pommiès, 32000 Auch, France",43.63101945,0.575483534978931,"0,57687843,630751",Centre hospitalier d'Auch,,Avenue du Corps Franc Pommiès,32000,,,Auch,Gers,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,597461","43,644972",0.111195079952792,"55 Avenue Sambre Et Meuse, 32000 Auch, France",43.644973,0.597461,"0,59746143,644972",,55,Avenue Sambre Et Meuse,32000,Auch,,Auch,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,527805","43,644113",1.10840004028121,"1785 Route De Barran, 32000 Auch, France",43.644107,0.527794,"0,52780543,644113",,1785,Route De Barran,32000,Auch,,Auch,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,6552619999","43,622262",0.0932418577909782,"Route de Roquetaillade, 32550 Pessan, France",43.6270184,0.6636663,"0,655261999943,622262",Route de Roquetaillade,,Route de Roquetaillade,32550,A Lalanne,,Pessan,Gers,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,646718","43,344064",19.2457178189631,"1 Quartier Du Château, 32140 St.-Blancard, France",43.344116,0.646945,"0,64671843,344064",,1,Quartier Du Château,32140,Saint-Blancard,,St.-Blancard,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,585579","43,612334",0.111195080742881,"3 Rue De La Fontaine, 32550 Pavie, France",43.612335,0.585579,"0,58557943,612334",,3,Rue De La Fontaine,32550,Pavie,,Pavie,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,659033","43,850521",0,"34bis Avenue Martial-Cazes, 32500 Fleurance, France",43.850521,0.659033,"0,65903343,850521",,34bis,Avenue Martial-Cazes,32500,Fleurance,,Fleurance,Gers,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,607161399","44,8468851",7.97957362733622,"37 Rue Kléber, 33200 Bordeaux, France",44.8469336,-0.607236,"-0,60716139944,8468851",,37,Rue Kléber,33200,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,617864","44,867271",0.225496151031212,"Hôpital Suburbain du Bouscat, Avenue Georges Clemenceau, 33110 Le Bouscat, France",44.8678051,-0.61886786875413,"-0,61786444,867271",Hôpital Suburbain du Bouscat,,Avenue Georges Clemenceau,33110,,,Le Bouscat,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,573904","44,808583",5.06986375294465,"165 Route De Toulouse, 33400 Talence, France",44.808595,-0.573966,"-0,57390444,808583",,165,Route De Toulouse,33400,Talence,,Talence,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,165603","44,632463",9.71603367821832,"2 Rue Des Cistes, 33260 La Teste-de-Buch, France",44.632388,-1.165666,"-1,16560344,632463",,2,Rue Des Cistes,33260,La Teste-De-Buch,,La Teste-de-Buch,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,659072","45,13471",2.50850264230107,"Centre hospitalier de Blaye, Blaye - Etauliers, 33390 Blaye, France",45.13508875,-0.65971658285297,"-0,65907245,13471",Centre hospitalier de Blaye,,Blaye - Etauliers,33390,,,Blaye,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,243258","44,544535",12.4568194394314,"97 Cours Du Maréchal De Lattre De Tassigny, 33210 Langon, France",44.544451,-0.243154,"-0,24325844,544535",,97,Cours Du Maréchal De Lattre De Tassigny,33210,Langon,,Langon,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,041334","44,581097",20.8783986968649,"1 Esplanade Charles De Gaulle, 33190 La Réole, France",44.581128,-0.041074,"-0,04133444,581097",,1,Esplanade Charles De Gaulle,33190,La Reole,,La Réole,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,230826","44,919786",1.20309317229144,"Centre hospitalier de Libourne, Rue du Maréchal Bugeaud, 33500 Libourne, France",44.9185,-0.229018505286618,"-0,23082644,919786",Centre hospitalier de Libourne,,Rue du Maréchal Bugeaud,33500,,,Libourne,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,221525","44,842658",2.21056371955794,"2 Avenue Charrier, 33220 Sainte-Foy-la-Grande, France",44.842649,0.22155,"0,22152544,842658",,2,Avenue Charrier,33220,Sainte-Foy-La-Grande,,Sainte-Foy-la-Grande,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,600949","44,823182",4.56118672683971,"Rue de la Béchade, 33000 Bordeaux, France",44.8231538,-0.600891,"-0,60094944,823182",Rue de la Béchade,,Rue de la Béchade,33000,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,318001","44,635057",1.204576638569,"Centre hospitalier spécialisé de Cadillac, Impasse des Capucins, 33410 Cadillac, France",44.63492035,-0.315780864479771,"-0,31800144,635057",Centre hospitalier spécialisé de Cadillac,,Impasse des Capucins,33410,Les Capucins,,Cadillac,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,579791","44,823573",1.04930259010597,"229 Cours De l’Argonne, 33000 Bordeaux, France",44.823582,-0.579795,"-0,57979144,823573",,229,Cours De l’Argonne,33000,Bordeaux,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,358244","44,653189",6.27410513136636,"9 Allee Georges Montel, 33720 Podensac, France",44.653135,-0.358221,"-0,35824444,653189",,9,Allee Georges Montel,33720,Podensac,,Podensac,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,63443","44,775975",65.1475810165521,"11 Chemin Du Solarium, 33170 Gradignan, France",44.776053,-0.633612,"-0,6344344,775975",,11,Chemin Du Solarium,33170,Gradignan,,Gradignan,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,579451","44,863926",0.0451709053297435,"20 Rue Claude Boucher, 33300 Bordeaux, France",44.8639264,-0.5794511,"-0,57945144,863926",,20,Rue Claude Boucher,33300,Bordeaux,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,589317","44,838823",9.43998665711316,"52 Rue Chauffour, 33000 Bordeaux, France",44.838853,-0.589205,"-0,58931744,838823",,52,Rue Chauffour,33000,Bordeaux,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,490386","44,865621",4.19717978241566,"Avenue de la Vigne, 33370 Artigues-près-Bordeaux, France",44.8655759,-0.4903755,"-0,49038644,865621",Avenue de la Vigne,,Avenue de la Vigne,33370,,,Artigues-près-Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,174312","44,655955",0.111195080742881,"1 Allee Du Docteur Jean Hameau, 33120 Arcachon, France",44.655956,-1.174312,"-1,17431244,655955",,1,Allee Du Docteur Jean Hameau,33120,Arcachon,,Arcachon,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,227985","44,83012",1.51135407441266,"8 Place Charles De Gaulle, 33220 Pineuilh, France",44.830132,0.227994,"0,22798544,83012",,8,Place Charles De Gaulle,33220,Pineuilh,,Pineuilh,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,249033","44,552366",0.136539787121401,"1 Rue Pasteur, 33210 Langon, France",44.552367,-0.249034,"-0,24903344,552366",,1,Rue Pasteur,33210,Langon,,Langon,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,23725","44,89855",0.136265958142709,"1 Boulevard De Garderose, 33500 Libourne, France",44.898551,-0.237251,"-0,2372544,89855",,1,Boulevard De Garderose,33500,Libourne,,Libourne,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,602377","44,789876",48.7970042295229,"7 Allée des Demoiselles, 33170 Gradignan, France",44.789474,-0.602129,"-0,60237744,789876",,7,Allée des Demoiselles,33170,Gradignan,,Gradignan,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,659072","45,13471",2.50850264230107,"Centre hospitalier de Blaye, Blaye - Etauliers, 33390 Blaye, France",45.13508875,-0.65971658285297,"-0,65907245,13471",Centre hospitalier de Blaye,,Blaye - Etauliers,33390,,,Blaye,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,521335","44,864868",11.223180040024,"Polyclinique Bordeaux Rive-Droite, 24 Rue des Cavailles, 33310 Lormont, France",44.86460575,-0.521896675356093,"-0,52133544,864868",Polyclinique Bordeaux Rive-Droite,24,Rue des Cavailles,33310,Lormont,,Lormont,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,241426","44,947034",0.0786994467154593,"1 Rue Firmin Didot, 33500 Libourne, France",44.947034,-0.241427,"-0,24142644,947034",,1,Rue Firmin Didot,33500,Libourne,,Libourne,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,2427217","44,9133742",13.5553425206096,"49 Rue Michel De Montaigne, 33500 Libourne, France",44.913328,-0.242881,"-0,242721744,9133742",,49,Rue Michel De Montaigne,33500,Libourne,,Libourne,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,243916","44,915273",8.91460540091223,"13bis Rue Gambetta, 33500 Libourne, France",44.915198,-0.243876,"-0,24391644,915273",,13bis,Rue Gambetta,33500,Libourne,,Libourne,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,578409","44,863925",1.20704412548263,"Polyclinique Bordeaux Nord Aquitaine, Rue du Docteur Finlay, 33300 Bordeaux, France",44.8636715,-0.57946988530574,"-0,57840944,863925",Polyclinique Bordeaux Nord Aquitaine,,Rue du Docteur Finlay,33300,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,621397","44,836849",18.7087150429526,"5 Rue Theophile Gautier, 33700 Mérignac, France",44.837013,-0.62145,"-0,62139744,836849",,5,Rue Theophile Gautier,33700,Mérignac,,Mérignac,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,93678","45,304532",0,"4 Rue Lamartine, 33340 Lesparre-Médoc, France",45.304532,-0.93678,"-0,9367845,304532",,4,Rue Lamartine,33340,Lesparre-Medoc,,Lesparre-Médoc,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,542135","44,809517",3.25351427721385,"Allée Boyer, 33130 Bègles, France",44.8095472,-0.5421564,"-0,54213544,809517",Allée Boyer,,Allée Boyer,33130,Courlon,,Bègles,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,131663099","44,7559006",1.23546111474742,"Boulevard Javal, 33740 Arès, France",44.7547454,-1.129705,"-1,13166309944,7559006",Boulevard Javal,,Boulevard Javal,33740,,,Arès,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,518661","44,868322",12.3982926284606,"70 Rue Edouard Herriot, 33310 Lormont, France",44.86837,-0.518803,"-0,51866144,868322",,70,Rue Edouard Herriot,33310,Lormont,,Lormont,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,573024","44,806355",6.67877680575213,"259 Route De Toulouse, 33400 Talence, France",44.806297,-0.573002,"-0,57302444,806355",,259,Route De Toulouse,33400,Talence,,Talence,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,214969","44,8416496",0,"Place de la Mairie, Rue de la République, 33220 Sainte-Foy-la-Grande, France",44.84175845,0.21504865,"0,21496944,8416496",Place de la Mairie,,Rue de la République,33220,,,Sainte-Foy-la-Grande,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,6573781","44,7801927",23.2359097432783,"20 Rue Jean Perrin, 33600 Pessac, France",44.780358,-0.657198,"-0,657378144,7801927",,20,Rue Jean Perrin,33600,Pessac,,Pessac,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,606418","44,839627",6.04964639381424,"Nouvelle Clinique Bel Air, 138 Avenue de la République, 33200 Bordeaux, France",44.83913235,-0.606339909525589,"-0,60641844,839627",Nouvelle Clinique Bel Air,138,Avenue de la République,33200,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,605479","44,836498",0.634944346868543,"Clinique Saint-Augustin, Impasse Fayé, 33000 Bordeaux, France",44.83597985,-0.605476981796487,"-0,60547944,836498",Clinique Saint-Augustin,,Impasse Fayé,33000,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,588733","44,856778",2.43770485682756,"Clinique Tivoli, Rue Mandron, 33000 Bordeaux, France",44.8573745,-0.587888392344502,"-0,58873344,856778",Clinique Tivoli,,Rue Mandron,33000,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,1405","44,653315",7.78405753660202,"Mer et Sud, 1 Boulevard du Général Chanzy, 33120 Arcachon, France",44.653655,-1.13979724025393,"-1,140544,653315",Mer et Sud,1,Boulevard du Général Chanzy,33120,Arcachon,,Arcachon,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,521335","44,864868",11.223180040024,"Polyclinique Bordeaux Rive-Droite, 24 Rue des Cavailles, 33310 Lormont, France",44.86460575,-0.521896675356093,"-0,52133544,864868",Polyclinique Bordeaux Rive-Droite,24,Rue des Cavailles,33310,Lormont,,Lormont,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,678640299","44,817324199",7.82490452796119,"4 Rue Georges Negrevergne, 33700 Mérignac, France",44.81729,-0.678727,"-0,67864029944,817324199",,4,Rue Georges Negrevergne,33700,Mérignac,,Mérignac,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,611532","44,82883",0.973034370705511,"56 Rue De Maître Jean, 33000 Bordeaux, France",44.828838,-0.611527,"-0,61153244,82883",,56,Rue De Maître Jean,33000,Bordeaux,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,732308","44,774385",27.5165564465946,"91bis Rue Du Blayais, 33600 Pessac, France",44.774159,-0.732166,"-0,73230844,774385",,91bis,Rue Du Blayais,33600,Pessac,,Pessac,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,599075","44,805851",0.412026093797,"Clinique Bethanie, Avenue de l'Université, 33400 Talence, France",44.80552305,-0.599420267199999,"-0,59907544,805851",Clinique Bethanie,,Avenue de l'Université,33400,Talence,,Talence,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,624911","44,859321",1.40712831543088,"Polyclinique Bordeaux-Caudéran Les Pins Francs, 19 Rue Jude, 33200 Bordeaux, France",44.8596654,-0.624500390107171,"-0,62491144,859321",Polyclinique Bordeaux-Caudéran Les Pins Francs,19,Rue Jude,33200,Bordeaux,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,60665","44,776089",123.311795038123,"11 Rue Des Fontaines De Monjous, 33170 Gradignan, France",44.776233,-0.605101,"-0,6066544,776089",,11,Rue Des Fontaines De Monjous,33170,Gradignan,,Gradignan,Gironde,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,604543","44,836344",1.50582492397325,"Clinique Saint-Augustin, Impasse Fayé, 33000 Bordeaux, France",44.83597985,-0.605476981796487,"-0,60454344,836344",Clinique Saint-Augustin,,Impasse Fayé,33000,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,633899","44,789604",0,"École élémentaire Montesquieu, 4 Allée des Tulipes, 33600 Pessac, France",44.7898683,-0.633882,"-0,63389944,789604",École élémentaire Montesquieu,4,Allée des Tulipes,33600,,,Pessac,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,602377","44,789876",48.7970042295229,"7 Allée des Demoiselles, 33170 Gradignan, France",44.789474,-0.602129,"-0,60237744,789876",,7,Allée des Demoiselles,33170,Gradignan,,Gradignan,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,578409","44,863925",1.20704412548263,"Polyclinique Bordeaux Nord Aquitaine, Rue du Docteur Finlay, 33300 Bordeaux, France",44.8636715,-0.57946988530574,"-0,57840944,863925",Polyclinique Bordeaux Nord Aquitaine,,Rue du Docteur Finlay,33300,,,Bordeaux,Gironde,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
