original_lon,original_lat,distance,formatted,lat,lon,KEY,housenumber,name,street,postcode,district,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
"2,031772","44,608698",13.7645677041797,"20 Boulevard Georges Juskiewenski, 46100 Figeac, France",44.608724,2.031602,"2,03177244,608698",20,,Boulevard Georges Juskiewenski,46100,Figeac,,Figeac,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,8433764999","44,9173526",1.33562463066829,"Rue du Moulin de Cère, 46130 Bretenoux, France",44.9187591,1.8460652,"1,843376499944,9173526",,Rue du Moulin de Cère,Rue du Moulin de Cère,46130,,,Bretenoux,Lot,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,02994","44,610302",1.76075279473267,"30 Rue Des Maquisards, 46100 Figeac, France",44.610291,2.029924,"2,0299444,610302",30,,Rue Des Maquisards,46100,Figeac,,Figeac,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,3921228","44,4949862",0,"Centrale hydroélectrique de Mercuès, Rue de l'Écluse, 46090 Mercuès, France",44.49490525,1.39215519498555,"1,392122844,4949862",,Centrale hydroélectrique de Mercuès,Rue de l'Écluse,46090,,,Mercuès,Lot,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,4376198999","44,457038",25.3846243962045,"130 Rue Du Docteur Jean Ségala, 46000 Cahors, France",44.456924,1.437897,"1,437619899944,457038",130,,Rue Du Docteur Jean Ségala,46000,Cahors,,Cahors,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,900546","44,785195",4.58281811144366,"70 Rue Principale, 46120 Leyme, France",44.785197,1.900604,"1,90054644,785195",70,,Rue Principale,46120,Leyme,,Leyme,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,437758","44,445711",0,"257 Rue Du President Wilson, 46000 Cahors, France",44.445711,1.437758,"1,43775844,445711",257,,Rue Du President Wilson,46000,Cahors,,Cahors,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,357849","44,486868",70.3434989854487,"131 Route Des Vignes Vieilles, 46140 Caillac, France",44.487183,1.358618,"1,35784944,486868",131,,Route Des Vignes Vieilles,46140,Caillac,,Caillac,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,425564","44,457925",4.38539742649763,"474 Avenue Maryse Bastié, 46000 Cahors, France",44.457959,1.425536,"1,42556444,457925",474,,Avenue Maryse Bastié,46000,Cahors,,Cahors,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,020044","44,629146",0,"1335 Chemin Des Cretes, 46100 Figeac, France",44.629146,2.020044,"2,02004444,629146",1335,,Chemin Des Cretes,46100,Figeac,,Figeac,Lot,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,559149","44,68907",4.04501615278344,"Chemin de la Côte du Figuier, 46240 Montfaucon, France",44.6891178,1.558694,"1,55914944,68907",,Chemin de la Côte du Figuier,Chemin de la Côte du Figuier,46240,,,Montfaucon,Lot,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,629357","44,185886",0,"Clinique Esquirol Saint-Hilaire, Rue du Docteur et Madame Delmas, 47000 Agen, France",44.1863691,0.62892539435671,"0,62935744,185886",,Clinique Esquirol Saint-Hilaire,Rue du Docteur et Madame Delmas,47000,,,Agen,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,807372","44,383129",51.0322416030001,"736 Ferrie, 47140 Penne-d'Agenais, France",44.382674,0.807288,"0,80737244,383129",736,,Ferrie,47140,Penne-D'Agenais,,Penne-d'Agenais,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,250757","44,50257",71.1160827337158,"179 Chateau, 47200 Virazeil, France",44.503204,0.250639,"0,25075744,50257",179,,Chateau,47200,Virazeil,,Virazeil,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,623161","44,204798",1.53495986311203,"1 Rue Neuve, 47000 Agen, France",44.2048116,0.6231643,"0,62316144,204798",1,,Rue Neuve,47000,Agen,,Agen,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,2995785","44,7002222",642.224404774478,"20 Sandrot, 33760 Soulignac, France",44.705541,-0.296411,"-0,299578544,7002222",20,,Sandrot,33760,Soulignac,,Soulignac,Gironde,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,1655401","44,5018459",6.53287730962579,"59 Rue Du Docteur Courret, 47200 Marmande, France",44.501809,0.165476,"0,165540144,5018459",59,,Rue Du Docteur Courret,47200,Marmande,,Marmande,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,336615","44,135947",0,"80 Allées d’Albret, 47600 Nérac, France",44.135947,0.336615,"0,33661544,135947",80,,Allées d’Albret,47600,Nerac,,Nérac,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,090919","44,31465",4.71082218545392,"47700 Saint-Gervais, France",44.3146205,0.0909794,"0,09091944,31465",,,,47700,,,Saint-Gervais,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,818837","44,388286",0,"3 Avenue De La Myre Mory, 47140 Penne-d'Agenais, France",44.388286,0.818837,"0,81883744,388286",3,,Avenue De La Myre Mory,47140,Penne-D'Agenais,,Penne-d'Agenais,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,302164","44,393651",3.37649229875771,"Cours de l'Abbé Lanusse, 47400 Tonneins, France",44.3933299,0.3021181,"0,30216444,393651",,Cours de l'Abbé Lanusse,Cours de l'Abbé Lanusse,47400,,,Tonneins,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,618701","44,203157",13.8996136026287,"14bis Rue Des Droits De l’Homme, 47000 Agen, France",44.203032,0.6187,"0,61870144,203157",14bis,,Rue Des Droits De l’Homme,47000,Agen,,Agen,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,964351","44,497244",0,"Hôpital de Fumel, Avenue Léon Blum, 47500 Fumel, France",44.4976953,0.964887926296749,"0,96435144,497244",,Hôpital de Fumel,Avenue Léon Blum,47500,,,Fumel,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,662559","44,223319",4.32844961533044,"Rue Dumont d'Urville, 47480 Pont-du-Casse, France",44.2237137,0.6639972,"0,66255944,223319",,Rue Dumont d'Urville,Rue Dumont d'Urville,47480,,,Pont-du-Casse,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,635373","44,18856",0.111195079952792,"10 Rue Pierre Mendes France, 47550 Agen, France",44.188561,0.635373,"0,63537344,18856",10,,Rue Pierre Mendes France,47550,Agen,,Agen,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,179465","44,501153",0,"Labrunie, Rue Charles Gounod, 47200 Marmande, France",44.50051025,0.179251323213683,"0,17946544,501153",,Labrunie,Rue Charles Gounod,47200,,,Marmande,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,081901","44,314616",3.50248024523219,"16bis Rue Du Turon, 47700 Casteljaloux, France",44.314615,0.081857,"0,08190144,314616",16bis,,Rue Du Turon,47700,Casteljaloux,,Casteljaloux,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,5903769999","44,4007561",6.29016600300205,"Avenue de Bagnaria Arsa, 47110 Sainte-Livrade-sur-Lot, France",44.4006685,0.5900161,"0,590376999944,4007561",,Avenue de Bagnaria Arsa,Avenue de Bagnaria Arsa,47110,Résidence de Bugatel,,Sainte-Livrade-sur-Lot,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,290384","44,406002",0,"38 Rue Jean Panno, 47400 Fauillet, France",44.406002,0.290384,"0,29038444,406002",38,,Rue Jean Panno,47400,Fauillet,,Fauillet,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,952544","44,491524",0.111195080742881,"73 Moncany, 47500 Fumel, France",44.491525,0.952544,"0,95254444,491524",73,,Moncany,47500,Fumel,Monsempron-Libos,Fumel,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,361546","44,090596",5.67145552204339,"D 930, 47600 Nérac, France",44.0934109,0.3603319,"0,36154644,090596",,D 930,D 930,47600,,,Nérac,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,095446","44,53185",13.3532335576732,"6 Avenue De Graveyron, 47180 Sainte-Bazeille, France",44.531765,0.095565,"0,09544644,53185",6,,Avenue De Graveyron,47180,Sainte-Bazeille,,Sainte-Bazeille,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,68826","44,385487",2.05007372627467,"Place Sainte-Foy, 47300 Pujols, France",44.385472,0.688245,"0,6882644,385487",,,Place Sainte-Foy,47300,Pujols,,Pujols,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,63663","44,206974",3.97672813035651,"Avenue Robert Schuman, 47000 Agen, France",44.2069344,0.6366381,"0,6366344,206974",,Avenue Robert Schuman,Avenue Robert Schuman,47000,,,Agen,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,615862","44,175265",10.3967279507498,"140 Impasse Du Seuil De Beauregard, 47550 Boé, France",44.175272,0.615992,"0,61586244,175265",140,,Impasse Du Seuil De Beauregard,47550,Moirax,,Boé,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,242745","44,26686",4.61567953968119,"Route de Casteljaloux, 47160 Cap du Bosc, France",44.2660236,0.2399665,"0,24274544,26686",,Route de Casteljaloux,Route de Casteljaloux,47160,,,Cap du Bosc,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,302164","44,393651",3.37649229875771,"Cours de l'Abbé Lanusse, 47400 Tonneins, France",44.3933299,0.3021181,"0,30216444,393651",,Cours de l'Abbé Lanusse,Cours de l'Abbé Lanusse,47400,,,Tonneins,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,708324","44,387225",1.70174288385805,"21 Coste Del Casse, 47300 Pujols, France",44.387228,0.708345,"0,70832444,387225",21,,Coste Del Casse,47300,Pujols,,Pujols,Lot-et-Garonne,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,2995785","44,7002222",642.224404774478,"20 Sandrot, 33760 Soulignac, France",44.705541,-0.296411,"-0,299578544,7002222",20,,Sandrot,33760,Soulignac,,Soulignac,Gironde,New Aquitaine,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,500605","44,522564",0,"1 Avenue Du 8 Mai 1945, 48000 Mende, France",44.522564,3.500605,"3,50060544,522564",1,,Avenue Du 8 Mai 1945,48000,Mende,,Mende,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,286702","44,808574",4.71287668976156,"48200 Saint-Chély-d'Apcher, France",44.8083422,3.28667356453292,"3,28670244,808574",,,,48200,,,Saint-Chély-d'Apcher,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,595821","44,326111",6.34276876881629,"Promenade de l'Oultre, 48400 Florac Trois Rivières, France",44.3262666,3.595768,"3,59582144,326111",,Promenade de l'Oultre,Promenade de l'Oultre,48400,La Croix Blanche,,Florac Trois Rivières,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,388431","44,780957",8.00409092548406,"16 Rue Du Razas, 48120 Saint-Alban-sur-Limagnole, France",44.780978,3.388528,"3,38843144,780957",16,,Rue Du Razas,48120,Saint-Alban-Sur-Limagnole,,Saint-Alban-sur-Limagnole,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,2914494999","44,5598543",15.7279296725902,"25 Avenue Théophile Roussel, 48100 Marvejols, France",44.559957,3.291586,"3,291449499944,5598543",25,,Avenue Théophile Roussel,48100,Marvejols,,Marvejols,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,8406658172","44,725096315",0,"Centre hospitalier de Langogne, Route de la Tuilerie, 48300 Langogne, France",44.7253436,3.84058955332124,"3,840665817244,725096315",,Centre hospitalier de Langogne,Route de la Tuilerie,48300,Naussac,,Langogne,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,264922","44,581695",14.4558520142068,"48100 Antrenas, France",44.5816934,3.2646549,"3,26492244,581695",,,,48100,,,Antrenas,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,214429","44,431344",0.788653515570287,"5 Place Du Pré Commun, 48500 La Canourgue, France",44.431347,3.21442,"3,21442944,431344",5,,Place Du Pré Commun,48500,Canilhac,,La Canourgue,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,500605","44,522564",0,"1 Avenue Du 8 Mai 1945, 48000 Mende, France",44.522564,3.500605,"3,50060544,522564",1,,Avenue Du 8 Mai 1945,48000,Mende,,Mende,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,290049","44,553311",2.09946908162324,"6bis Rue De La République, 48100 Marvejols, France",44.553319,3.290073,"3,29004944,553311",6bis,,Rue De La République,48100,Marvejols,,Marvejols,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,492757","44,522675",0.111195079952792,"2 Traverse Jean De La Fontaine, 48000 Mende, France",44.522676,3.492757,"3,49275744,522675",2,,Traverse Jean De La Fontaine,48000,Mende,,Mende,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,289894","44,550133",0,"Mairie de Marvejols, Traverse Rochevallier, 48100 Marvejols, France",44.5501645,3.28982245539877,"3,28989444,550133",,Mairie de Marvejols,Traverse Rochevallier,48100,,,Marvejols,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,56172","44,491511",5.88733348804609,"48000 Lanuéjols, France",44.4909795,3.5621041,"3,5617244,491511",,,,48000,,,Lanuéjols,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,492634","44,522687",0,"Hôpital Lozère, Rue des Paradis, 48000 Mende, France",44.52249085,3.49071357949555,"3,49263444,522687",,Hôpital Lozère,Rue des Paradis,48000,Les Casernes,,Mende,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,288598","44,552477",2.35603577216581,"8 Boulevard Aurelles De Paladines, 48100 Marvejols, France",44.552462,3.288577,"3,28859844,552477",8,,Boulevard Aurelles De Paladines,48100,Marvejols,,Marvejols,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"3,264922","44,581695",14.4558520142068,"48100 Antrenas, France",44.5816934,3.2646549,"3,26492244,581695",,,,48100,,,Antrenas,Lozère,Occitania,,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3,328839","44,551772",7.9519071568073,"18 Rue Emile Saltel, 48100 Montrodat, France",44.551843,3.328827,"3,32883944,551772",18,,Rue Emile Saltel,48100,Montrodat,,Montrodat,Lozère,Occitania,,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,554477","47,481064",4.48372941323908,"Rue Larrey, 49055 Angers, France",47.481058,-0.554418,"-0,55447747,481064",,,Rue Larrey,49055,Angers,Hauts de Saint-Aubin,Angers,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,525219","47,424527",21.0808904751418,"8 Rue Charles De Gaulle, 49130 Les Ponts-de-Cé, France",47.424458,-0.524958,"-0,52521947,424527",8,,Rue Charles De Gaulle,49130,Les Ponts-De-Ce,,Les Ponts-de-Cé,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,5515588","47,4739884",0,"35 Rue du Mail, 49100 Angers, France",47.4740405,-0.551449754879924,"-0,551558847,4739884",35,,Rue du Mail,49100,,Centre Ville - La Fayette - Eblé,Angers,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,1040003","47,536506",0,"Hôpital Intercommunal Baugeois la Vallée, Boulevard du Maréchal Foch, Baugé, France",47.53643465,-0.105494965725423,"-0,104000347,536506",,Hôpital Intercommunal Baugeois la Vallée,Boulevard du Maréchal Foch,,Rancan,,Baugé,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,587299","47,485184",0.134204665012193,"13 Avenue Du Commandant Mesnard, 49240 Avrillé, France",47.485185,-0.5873,"-0,58729947,485184",13,,Avenue Du Commandant Mesnard,49240,Avrillé,,Avrillé,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,224193","47,440579",8.34409887319072,"6 Rue De l’Hôpital, 49250 Beaufort-en-Vallée, France",47.440565,-0.224084,"-0,22419347,440579",6,,Rue De l’Hôpital,49250,Beaufort-En-Vallee,,Beaufort-en-Vallée,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,513461","47,456768",0,"Village Santé, 6 Rue de Bellinière, 49800 Trélazé, France",47.456647,-0.511977557086612,"-0,51346147,456768",6,Village Santé,Rue de Bellinière,49800,,La Foucaudière,Trélazé,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,031937599","47,5599407",56.5343125206135,"4 Route d’Angers, 49440 Candé, France",47.560446,-1.032021,"-1,03193759947,5599407",4,,Route d’Angers,49440,Cande,,Candé,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,5644683","47,422337",14.0870671835354,"27 Route De Bouchemaine, 49130 Sainte-Gemmes-sur-Loire, France",47.422396,-0.564634,"-0,564468347,422337",27,,Route De Bouchemaine,49130,Sainte-Gemmes-Sur-Loire,,Sainte-Gemmes-sur-Loire,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,762521","47,349849",4.9717885084686,"Rue Jean Robin, 49290 Chalonnes-sur-Loire, France",47.3498074,-0.7624442,"-0,76252147,349849",,Rue Jean Robin,Rue Jean Robin,49290,,,Chalonnes-sur-Loire,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,271308","47,194221",11.4256265677548,"31 Rue Saint-François, 49700 Montfort, France",47.194208,-0.271458,"-0,27130847,194221",31,,Rue Saint-François,49700,Montfort,Doué-la-Fontaine,Montfort,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,105707644","47,371074558",19.1506473966702,"49 Rue Du Pont Poiroux, 49160 Longue-Jumelles, France",47.37103,-0.105462,"-0,10570764447,371074558",49,,Rue Du Pont Poiroux,49160,Longue-Jumelles,Longué,Longue-Jumelles,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,431055","47,233366",7.48741266650472,"8 Rue Chanoine Colonel Panaget, 49380 Notre-Dame-d'Allençon, France",47.233352,-0.430958,"-0,43105547,233366",8,,Rue Chanoine Colonel Panaget,49380,Notre-Dame-D'Allencon,Martigné-Briand,Notre-Dame-d'Allençon,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,174821199","47,740750299",23.240425904359,"8 Rue Du Maréchal Foch, 49420 La Prévière, France",47.740552,-1.174723,"-1,17482119947,740750299",8,,Rue Du Maréchal Foch,49420,La Previere,Pouancé,La Prévière,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,271566","47,192966",0,"Centre Hospitalier Doué-en-Anjou ,Neuil-sur-Layon, Ruelle des Récollets, 49700 Doué-en-Anjou, France",47.19309085,-0.271795474181752,"-0,27156647,192966",,"Centre Hospitalier Doué-en-Anjou ,Neuil-sur-Layon",Ruelle des Récollets,49700,Doué-la-Fontaine,,Doué-en-Anjou,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,895488","47,04388",0,"Centre hospitalier de Cholet, 1 Rue de Marengo, 49300 Cholet, France",47.0419365,-0.8959338,"-0,89548847,04388",1,Centre hospitalier de Cholet,Rue de Marengo,49300,Cholet,,Cholet,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,037911","47,560436",10.1788494600574,"1 Place Du Marché, 49440 Candé, France",47.560502,-1.038005,"-1,03791147,560436",1,,Place Du Marché,49440,Cande,,Candé,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,725166","47,208906",0.669308978288266,"Hôpital Local, 6 Rue Saint-Gilles, 49120 Chemillé-en-Anjou, France",47.20823965,-0.725276794234417,"-0,72516647,208906",6,Hôpital Local,Rue Saint-Gilles,49120,Chemillé,,Chemillé-en-Anjou,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,984037","47,291702",17.329995649454,"16 Avenue Du Plessis (chaudron-En-Mauges), 49110 Chaudron-en-Mauges, France",47.291601,-0.983862,"-0,98403747,291702",16,,Avenue Du Plessis (chaudron-En-Mauges),49110,Chaudron-En-Mauges,,Chaudron-en-Mauges,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,12883","47,101219",0,"Centre de Soins de Suite et de Réadaptation, 7 Rue Guillaume René Macé, 49230 Sèvremoine, France",47.1012855,-1.12840011021739,"-1,1288347,101219",7,Centre de Soins de Suite et de Réadaptation,Rue Guillaume René Macé,49230,Montfaucon-Montigné,,Sèvremoine,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,062653","47,247438",2.18964319240194,"282 Route De Fontevraud, 49400 Saumur, France",47.247426,-0.062676,"-0,06265347,247438",282,,Route De Fontevraud,49400,Saumur,,Saumur,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,540903","47,145339",0,"Centre hospitalier intercommunal Lys Hyrôme, Rue de la Cure Notre-Dame, Lys-Haut-Layon, France",47.1454769,-0.541751820143484,"-0,54090347,145339",,Centre hospitalier intercommunal Lys Hyrôme,Rue de la Cure Notre-Dame,,Vihiers,,Lys-Haut-Layon,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,902205","47,039069",0,"Polyclinique du Parc, Avenue des Sables, 49300 Cholet, France",47.0376634,-0.900586909604716,"-0,90220547,039069",,Polyclinique du Parc,Avenue des Sables,49300,Cholet,,Cholet,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,921715","47,261321",58.5424284487791,"706 La Ménantière (le Pin-En-Mauges), 49600 Jallais, France",47.261648,-0.922323,"-0,92171547,261321",706,,La Ménantière (le Pin-En-Mauges),49600,Jallais,,Jallais,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,981915599","47,2016364",0,"Hôpital Saint-Martin, Rue des Jardins, 49600 Beaupréau-en-Mauges, France",47.20190315,-0.981368844527165,"-0,98191559947,2016364",,Hôpital Saint-Martin,Rue des Jardins,49600,Beaupréau,,Beaupréau-en-Mauges,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,553465","47,485219",1.35642888913602,"5 Rue André Bocquel, 49055 Angers, France",47.4852077,-0.5534718,"-0,55346547,485219",5,,Rue André Bocquel,49055,Bocquel,Hauts de Saint-Aubin,Angers,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,562367","47,483335",0.897238277030811,"Centre Charlotte Blouin, Rue du Figuier, 49055 Angers, France",47.48340525,-0.561377161220985,"-0,56236747,483335",,Centre Charlotte Blouin,Rue du Figuier,49055,Bocquel,Hauts de Saint-Aubin,Angers,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,063629","47,246655",3.01231451962155,"Rue des Rolletières, 49400 Saumur, France",47.2459749,-0.0622747,"-0,06362947,246655",,Rue des Rolletières,Rue des Rolletières,49400,Saumur,,Saumur,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,86454","47,07004",0.134536968214089,"4 Rue Du Maréchal Gallieni, 49300 Cholet, France",47.070041,-0.864541,"-0,8645447,07004",4,,Rue Du Maréchal Gallieni,49300,Cholet,,Cholet,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,574138","47,474565",4.0697100928092,"Saint-Nicolas Hôpital, 14 Rue de l'Abbaye, 49000 Angers, France",47.47527805,-0.573442986627907,"-0,57413847,474565",14,Saint-Nicolas Hôpital,Rue de l'Abbaye,49000,,Doutre-Saint-Jacques-Nazareth,Angers,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,895488","47,04388",0,"Centre hospitalier de Cholet, 1 Rue de Marengo, 49300 Cholet, France",47.0419365,-0.8959338,"-0,89548847,04388",1,Centre hospitalier de Cholet,Rue de Marengo,49300,Cholet,,Cholet,Maine-et-Loire,Pays de la Loire,PDL,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
