original_lon,original_lat,distance,formatted,lat,lon,KEY,housenumber,name,street,suburb,district,postcode,city,state_code,county,state,country,country_code,attribution,attribution_license,attribution_url
"2,078422","43,470698",84.0356102500705,"18 Lieu Dit La Capelaine, 81540 Cahuzac, France",43.470457,2.079409,"2,07842243,470698",18,,Lieu Dit La Capelaine,,Cahuzac,81540,Cahuzac,,Tarn,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,244866","43,6020703",5.78078997217279,"10 Rue Anne Veaute, 81100 Castres, France",43.602078,2.244937,"2,24486643,6020703",10,,Rue Anne Veaute,,Castres,81100,Castres,,Tarn,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,232298","43,606451",9.4049591246351,"5 Rue Des Monges, 81100 Castres, France",43.606376,2.232244,"2,23229843,606451",5,,Rue Des Monges,,Castres,81100,Castres,,Tarn,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,36166","43,501935",0.111195079952792,"3 Rue De La Paix, 81200 Aussillon, France",43.501936,2.36166,"2,3616643,501935",3,,Rue De La Paix,,Aussillon,81200,Aussillon,,Tarn,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,180465","43,92836",0.963833622617959,"Clinique Toulouse Lautrec, 2 Rue Jacques Monod, 81000 Albi, France",43.9291034,2.17996914073978,"2,18046543,92836",2,Clinique Toulouse Lautrec,Rue Jacques Monod,Zone artisanale et industrielle Val de Caussels,,81000,Albi,,Tarn,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,167862","43,911428",0,"Clinique Saint-Salvadou, Allée Alice Sapritch, 81000 Albi, France",43.91108245,2.16858030830345,"2,16786243,911428",,Clinique Saint-Salvadou,Allée Alice Sapritch,,,81000,Albi,,Tarn,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,25929","43,602007",2.65928521911983,"2 Chemin De Saint-Hippolyte, 81100 Castres, France",43.602017,2.25926,"2,2592943,602007",2,,Chemin De Saint-Hippolyte,,Castres,81100,Castres,,Tarn,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,287959","43,597671",3.07327740779144,"Route des Crêtes, 81100 Castres, France",43.5981963,2.2912059,"2,28795943,597671",,Route des Crêtes,Route des Crêtes,,,81100,Castres,,Tarn,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,996145","43,767241",0,"23 Avenue Marcel Pagnol, 81300 Graulhet, France",43.767241,1.996145,"1,99614543,767241",23,,Avenue Marcel Pagnol,,Graulhet,81300,Graulhet,,Tarn,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,155195","43,953328",8.94462973858008,"N 88, 81380 Lescure-d'Albigeois, France",43.953866,2.1553377,"2,15519543,953328",,N 88,N 88,,,81380,Lescure-d'Albigeois,,Tarn,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,352785","44,022178",0.136957987735444,"100 Rue Léon Cladel, 82000 Montauban, France",44.022179,1.352786,"1,35278544,022178",100,,Rue Léon Cladel,,Montauban,82000,Montauban,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,366453","44,010412",0,"Clinique Croix Saint-Michel du docteur Boyé, 40 Avenue Charles de Gaulle, 82000 Montauban, France",44.01022815,1.36587620230052,"1,36645344,010412",40,Clinique Croix Saint-Michel du docteur Boyé,Avenue Charles de Gaulle,Beausoleil,Beausoleil Haut,82000,Montauban,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,380206","44,007344",0,"Clinique du Pont de Chaume, Avenue Marcel Unal, 82000 Montauban, France",44.00619875,1.37925871161755,"1,38020644,007344",,Clinique du Pont de Chaume,Avenue Marcel Unal,Les Chaumes,Monplaisir,82000,Montauban,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,362878","44,011908",0,"Clinique Cave, 10 Avenue Charles de Gaulle, 82000 Montauban, France",44.011897,1.363323,"1,36287844,011908",10,Clinique Cave,Avenue Charles de Gaulle,Sapiac,Faubourgs,82000,Montauban,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,111836","44,035349",0,"Centre hospitalier intercommunal Castelsarrasin-Moissac, 72 Rue de la Mouline, 82100 Castelsarrasin, France",44.0349404,1.11171174993035,"1,11183644,035349",72,Centre hospitalier intercommunal Castelsarrasin-Moissac,Rue de la Mouline,,Lotissement David,82100,Castelsarrasin,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,535457","44,058619",4.76397865339423,"D 35, 82800 Nègrepelisse, France",44.0540267,1.537997,"1,53545744,058619",,D 35,D 35,,,82800,Nègrepelisse,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,5218396","44,0742922",9.60286829537527,"20 Rue De Turenne, 82800 Nègrepelisse, France",44.074228,1.52192,"1,521839644,0742922",20,,Rue De Turenne,,Negrepelisse,82800,Nègrepelisse,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,5386621","44,1651131",5.99029095025964,"Rue du Parc, 82300 Caussade, France",44.165092,1.538593,"1,538662144,1651131",,,Rue du Parc,,Caussade,82300,Caussade,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,886969","44,109693",0.111195079952792,"52 Boulevard Victor Guilhem, 82400 Valence, France",44.109694,0.886969,"0,88696944,109693",52,,Boulevard Victor Guilhem,,Valence,82400,Valence,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,087755","44,105186",0.326377397829418,"Boulevard Camille Delthil, 82200 Moissac, France",44.1057075,1.0875898,"1,08775544,105186",,Boulevard Camille Delthil,Boulevard Camille Delthil,Quartier Caillavet,,82200,Moissac,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,008632","43,873908",0,"Clinique de réadaptation « Midi-Gascogne », 1487 Avenue du Languedoc, 82500 Beaumont-de-Lomagne, France",43.87574295,1.01076944869804,"1,00863243,873908",1487,Clinique de réadaptation « Midi-Gascogne »,Avenue du Languedoc,,,82500,Beaumont-de-Lomagne,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,425197","43,965506",5.69211188808271,"Clinique La Pinède, 23 Chemin du Roussillon, 82370 Saint-Nauphary, France",43.9657315,1.42575048132184,"1,42519743,965506",23,Clinique La Pinède,Chemin du Roussillon,,,82370,Saint-Nauphary,,Tarn-et-Garonne,Occitania,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,356614","44,020248",0.0799597447235144,"46 Rue Emile Pouvillon, 82000 Montauban, France",44.020248,1.356613,"1,35661444,020248",46,,Rue Emile Pouvillon,,Montauban,82000,Montauban,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,312168","44,037581",0.111195079952792,"640 Chemin Des Gardelles, 82000 Montauban, France",44.037582,1.312168,"1,31216844,037581",640,,Chemin Des Gardelles,,Montauban,82000,Montauban,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,144213","44,025899",9.18333601168947,"1895 Route De Toulouse, 82100 Castelsarrasin, France",44.025825,1.144264,"1,14421344,025899",1895,,Route De Toulouse,,Castelsarrasin,82100,Castelsarrasin,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,0879571","44,1050417",4.05067630054752,"16 Boulevard Camille Delthil, 82200 Moissac, France",44.105032,1.088006,"1,087957144,1050417",16,,Boulevard Camille Delthil,,Moissac,82200,Moissac,,Tarn-et-Garonne,Occitania,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,071215","43,404676",4.85372143522645,"Rue du Magnolia, 83170 Brignoles, France",43.4044346,6.0711405,"6,07121543,404676",,Rue du Magnolia,Rue du Magnolia,,,83170,Brignoles,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,4547609999","43,546686",20.2723781996533,"962 Route De Montferrat, 83300 Draguignan, France",43.54652,6.454865,"6,454760999943,546686",962,,Route De Montferrat,,Draguignan,83300,Draguignan,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,109462","43,113873",2.83633738898573,"Boulevard du Maréchal Juin, 83400 Hyères, France",43.1138434,6.1094218,"6,10946243,113873",,Boulevard du Maréchal Juin,Boulevard du Maréchal Juin,,,83400,Hyères,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,12026","43,085638",14.1309128396043,"130 Avenue Docteur Marcel Armanet, 83400 Hyeres, France",43.085534,6.12036,"6,1202643,085638",130,,Avenue Docteur Marcel Armanet,,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,752603","43,43814",2.89438043463915,"Avenue André Léotard, 83600 Fréjus, France",43.4381584,6.7518721,"6,75260343,43814",,Avenue André Léotard,Avenue André Léotard,,Lotissement Alphonse Daudet,83600,Fréjus,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,5742014999","43,2524922",8.72699045218338,"1247 Route Départementale 559, 83580 Gassin, France",43.252563,6.574248,"6,574201499943,2524922",1247,,Route Départementale 559,,Gassin,83580,Gassin,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,975419","43,125283",2.08979258714269,"83100 Toulon, France",43.1251805,5.9753957,"5,97541943,125283",,,,Sainte-Musse,,83100,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,143766","43,22595",0,"École maternelle Pierrefeu, Rue du Logis, 83390 Pierrefeu-du-Var, France",43.2255712,6.1436326510362,"6,14376643,22595",,École maternelle Pierrefeu,Rue du Logis,,Saint-René,83390,Pierrefeu-du-Var,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,684036","43,347611",0.0808613528947334,"180 Val d’Esquières, 83380 Roquebrune-sur-Argens, France",43.347611,6.684037,"6,68403643,347611",180,,Val d’Esquières,,Roquebrune-Sur-Argens,83380,Roquebrune-sur-Argens,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,77538","43,422987",0.236600299143809,"349 Boulevard Georges Clémenceau, 83700 Saint-Raphael, France",43.422989,6.775381,"6,7753843,422987",349,,Boulevard Georges Clémenceau,Saint-Raphaël,Saint-Raphael,83700,Saint-Raphael,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,7969057999","43,4230892",30.6488708280596,"422 Boulevard Edouard Herriot, 83700 Saint-Raphael, France",43.423006,6.796544,"6,796905799943,4230892",422,,Boulevard Edouard Herriot,Saint-Raphaël,Saint-Raphael,83700,Saint-Raphael,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,128621","43,118891",11.1386326350063,"9 Avenue Gambetta, 83400 Hyeres, France",43.118873,6.128756,"6,12862143,118891",9,,Avenue Gambetta,,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,87007","43,108487",27.1978398449993,"38bis Avenue Rosa Luxemburg, 83500 La Seyne-sur-Mer, France",43.10841,5.869752,"5,8700743,108487",38bis,,Avenue Rosa Luxemburg,,La Seyne-sur-Mer,83500,La Seyne-sur-Mer,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,874203","43,123559",0,"B&B Hôtel, 554 Chemin de la Bouyère, 83190 Ollioules, France",43.1234475,5.87417770044644,"5,87420343,123559",554,B&B Hôtel,Chemin de la Bouyère,La Panagia,La Petite Garenne,83190,Ollioules,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,782223","43,370534",5.479776352598,"21 Cours General De Gaulle, 83860 Nans-les-Pins, France",43.370548,5.782288,"5,78222343,370534",21,,Cours General De Gaulle,,Nans-Les-Pins,83860,Nans-les-Pins,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,932326","43,131522",0.658617346937511,"41 Boulevard Sainte-Anne, 83000 Toulon, France",43.1315045,5.93240841421569,"5,93232643,131522",41,,Boulevard Sainte-Anne,Haute Ville,Toulon,83000,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,5727134999","43,2395386",0.196230065748122,"D 559, 83580 Gassin, France",43.2409635,6.5721096,"6,572713499943,2395386",,D 559,D 559,,,83580,Gassin,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,51029","43,553222",48.8902889886214,"Clinique Les Espérels, 456 Chemin des Espérels, 83830 Figanières, France",43.5543799,6.50890394622857,"6,5102943,553222",456,Clinique Les Espérels,Chemin des Espérels,,Figanieres,83830,Figanières,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,947232","43,123692",1.16724970853147,"Hôpital Privé Saint-Jean, 1 Avenue Georges Bizet, 83000 Toulon, France",43.1236283,5.94684723317576,"5,94723243,123692",1,Hôpital Privé Saint-Jean,Avenue Georges Bizet,La Loubière,Toulon,83000,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,1412758","43,122269",1.7791953313165,"1 Chemin De La Ritorte, 83400 Hyeres, France",43.122253,6.141276,"6,141275843,122269",1,,Chemin De La Ritorte,,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,537532","43,248563",0.424936804597121,"EHPAD Peirin, 53 Rue du Gaou, 83310 Cogolin, France",43.24893675,6.53802887589943,"6,53753243,248563",53,EHPAD Peirin,Rue du Gaou,,Le Colombier,83310,Cogolin,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,752603","43,43814",2.89438043463915,"Avenue André Léotard, 83600 Fréjus, France",43.4381584,6.7518721,"6,75260343,43814",,Avenue André Léotard,Avenue André Léotard,,Lotissement Alphonse Daudet,83600,Fréjus,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,850671","43,108644",0,"55 Avenue De Rome, 83500 La Seyne-sur-Mer, France",43.108644,5.850671,"5,85067143,108644",55,,Avenue De Rome,,La Seyne-sur-Mer,83500,La Seyne-sur-Mer,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,110885","43,084165",0,"Bâtiment Broca-Grancher, Route de l'Almanarre, 83400 Hyères, France",43.084289,6.11029273196881,"6,11088543,084165",,Bâtiment Broca-Grancher,Route de l'Almanarre,L'Almanarre,,83400,Hyères,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,7959636","43,4337527",142.435068461042,"130 Avenue Berty Albrecht, 83700 Saint-Raphael, France",43.433394,6.797657,"6,795963643,4337527",130,,Avenue Berty Albrecht,Saint-Raphaël,Saint-Raphael,83700,Saint-Raphael,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,122145","43,119314",1.61463911176233,"École maternelle Alexis Godillot, Avenue des Îles d'Or, 83400 Hyères, France",43.11944555,6.12239843399725,"6,12214543,119314",,École maternelle Alexis Godillot,Avenue des Îles d'Or,,Hyeres,83400,Hyères,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,861905","43,107289",0.137675945017991,"1361 Av A Combattants Fr Indochine, 83500 La Seyne-sur-Mer, France",43.10729,5.861906,"5,86190543,107289",1361,,Av A Combattants Fr Indochine,,La Seyne-sur-Mer,83500,La Seyne-sur-Mer,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,2375947","43,467645999",92.2274469673839,"157 Chemin Des Ferrauds, 83340 Le Thoronet, France",43.468222,6.238417,"6,237594743,467645999",157,,Chemin Des Ferrauds,,Le Thoronet,83340,Le Thoronet,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,756042","43,434757",3.50553954841852,"Clinique Les Lauriers, Rue Jean Giono, 83700 Fréjus, France",43.4347647,6.7560841,"6,75604243,434757",,Clinique Les Lauriers,Rue Jean Giono,,Lotissement Alphonse Daudet,83700,Fréjus,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,541007","43,594821",26.959349448624,"94 Chemin Du Cimetiere, 83830 Callas, France",43.594882,6.541331,"6,54100743,594821",94,,Chemin Du Cimetiere,,Callas,83830,Callas,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,571947","43,248607",0,"Centre hospitaier de Saint-Tropez, Rond-Point du Général Diego Brosset, 83580 Gassin, France",43.24882,6.57141282000924,"6,57194743,248607",,Centre hospitaier de Saint-Tropez,Rond-Point du Général Diego Brosset,,,83580,Gassin,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,455756","43,534521",6.41146525143764,"3 Avenue Pierre Brossolette, 83300 Draguignan, France",43.534558,6.455817,"6,45575643,534521",3,,Avenue Pierre Brossolette,,Draguignan,83300,Draguignan,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,7745386999","43,4207553",23.8911268777019,"Clinique Notre-Dame de la Merci, 215 Avenue du Maréchal Lyautey, 83700 Saint-Raphaël, France",43.4209692,6.7745666,"6,774538699943,4207553",215,Clinique Notre-Dame de la Merci,Avenue du Maréchal Lyautey,Saint-Raphaël,Saint-Raphael,83700,Saint-Raphaël,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,947232","43,123692",1.16724970853147,"Hôpital Privé Saint-Jean, 1 Avenue Georges Bizet, 83000 Toulon, France",43.1236283,5.94684723317576,"5,94723243,123692",1,Hôpital Privé Saint-Jean,Avenue Georges Bizet,La Loubière,Toulon,83000,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,880342","43,131126",30.6985311280651,"502 Avenue Semper Oliva, 83190 Ollioules, France",43.13085,5.880351,"5,88034243,131126",502,,Avenue Semper Oliva,,Ollioules,83190,Ollioules,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,9525515999","43,1231192",3.14296615136331,"Rue Marius Touzet, 83041 Toulon, France",43.1231019,5.9518147,"5,952551599943,1231192",,Rue Marius Touzet,Rue Marius Touzet,Vert Coteau,,83041,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,921135","43,129188",4.09873924700169,"Hôpital Saint-Roch, Avenue de Saint-Roch, 83097 Toulon, France",43.12912,5.92056971686747,"5,92113543,129188",,Hôpital Saint-Roch,Avenue de Saint-Roch,Saint-Roch,Toulon,83097,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,1382857999","43,0376248",3.73776747260626,"549 Boulevard Edouard Herriot, 83400 Hyeres, France",43.037658,6.138293,"6,138285799943,0376248",549,,Boulevard Edouard Herriot,,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,928008","43,12423",0,"Allo Serrurerie Toulonaise, Rue Docteur Carence, 83800 Toulon, France",43.124255,5.92805701,"5,92800843,12423",,Allo Serrurerie Toulonaise,Rue Docteur Carence,Haute Ville,,83800,Toulon,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,87007","43,108487",27.1978398449993,"38bis Avenue Rosa Luxemburg, 83500 La Seyne-sur-Mer, France",43.10841,5.869752,"5,8700743,108487",38bis,,Avenue Rosa Luxemburg,,La Seyne-sur-Mer,83500,La Seyne-sur-Mer,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,1562241","43,0859888",4.58472139074447,"590 Boulevard De La Marine, 83400 Hyeres, France",43.08595,6.156205,"6,156224143,0859888",590,,Boulevard De La Marine,Hyères-Plage,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,122375","43,080462",3.06027468121296,"Cité gréco-romaine d'Olbia-Pomponiana, Route de l'Almanarre, 83400 Hyères, France",43.0811817,6.12255747911593,"6,12237543,080462",,Cité gréco-romaine d'Olbia-Pomponiana,Route de l'Almanarre,L'Almanarre,Hyeres,83400,Hyères,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,138859","43,123063",3.16931372761158,"17 Boulevard Chateaubriand, 83400 Hyeres, France",43.123089,6.138843,"6,13885943,123063",17,,Boulevard Chateaubriand,,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,9208423","43,1681107",30.3107556967591,"1251 Route General De Gaulle, 83200 Le Revest-les-Eaux, France",43.168124,5.920469,"5,920842343,1681107",1251,,Route General De Gaulle,,Le Revest-Les-Eaux,83200,Le Revest-les-Eaux,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,882133","43,078138",12.9875671255207,"145 Zac Sainte Lucie, 83500 La Seyne-sur-Mer, France",43.07804,5.88222,"5,88213343,078138",145,,Zac Sainte Lucie,,La Seyne-sur-Mer,83500,La Seyne-sur-Mer,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,474865","43,532292",11.9795171080983,"130 Avenue De Verdun, 83300 Draguignan, France",43.532218,6.474973,"6,47486543,532292",130,,Avenue De Verdun,,Draguignan,83300,Draguignan,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,755671","43,4276",24.2362578631638,"43 Rue Roland Garros, 83600 Fréjus, France",43.427636,6.755967,"6,75567143,4276",43,,Rue Roland Garros,,Frejus,83600,Fréjus,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,781915","43,128541",0.111195080742881,"169 Avenue Du Prado, 83110 Sanary-sur-Mer, France",43.128542,5.781915,"5,78191543,128541",169,,Avenue Du Prado,,Sanary-Sur-Mer,83110,Sanary-sur-Mer,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,782223","43,370534",5.479776352598,"21 Cours General De Gaulle, 83860 Nans-les-Pins, France",43.370548,5.782288,"5,78222343,370534",21,,Cours General De Gaulle,,Nans-Les-Pins,83860,Nans-les-Pins,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,107804","43,0857613",0,"Avenue des Alouettes, 83320 Carqueiranne, France",43.0857613,6.107804,"6,10780443,0857613",,Avenue des Alouettes,Avenue des Alouettes,,,83320,Carqueiranne,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,825416","43,1607568",20.6149634712492,"624 Route Nationale 8, 83330 Évenos, France",43.160579,5.825488,"5,82541643,1607568",624,,Route Nationale 8,,Evenos,83330,Évenos,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,7291476","43,4626652",0,"EHPAD Jean-Lachenaud, 374 Avenue Jean Lachenaud, 83600 Fréjus, France",43.46332485,6.73078576231501,"6,729147643,4626652",374,EHPAD Jean-Lachenaud,Avenue Jean Lachenaud,,,83600,Fréjus,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,016014","43,225463",45.059240043544,"3483 Route Départementale 554, 83210 Solliès-Toucas, France",43.225696,6.016469,"6,01601443,225463",3483,,Route Départementale 554,,Sollies-Toucas,83210,Solliès-Toucas,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,875762","43,131518",0.0148534530421126,"Clinique Malartic, 203 Chemin de Faveyrolles, 83190 Ollioules, France",43.13120845,5.87497794612199,"5,87576243,131518",203,Clinique Malartic,Chemin de Faveyrolles,La Panagia,Ollioules,83190,Ollioules,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,067263","43,404631",2.02609369241985,"181 Avenue De Lattre De Tassigny, 83170 Brignoles, France",43.404647,6.067251,"6,06726343,404631",181,,Avenue De Lattre De Tassigny,,Brignoles,83170,Brignoles,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,783331","43,410671",0.1374384138442,"6 Route De La Corniche, 83700 Saint-Raphael, France",43.410672,6.783332,"6,78333143,410671",6,,Route De La Corniche,Saint-Raphaël,Saint-Raphael,83700,Saint-Raphael,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,2963604999","43,3777009",0,"Hopital local départemental, Quartier Précoumin, 83340 Le Luc, France",43.37761775,6.29627970254501,"6,296360499943,3777009",,Hopital local départemental,Quartier Précoumin,,,83340,Le Luc,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,5648049999","43,601738",7.8281014264894,"4 Montée Des Tilleuls, 83830 Claviers, France",43.601698,6.564725,"6,564804999943,601738",4,,Montée Des Tilleuls,,Claviers,83830,Claviers,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
