original_lon,original_lat,distance,formatted,lat,lon,KEY,housenumber,name,street,suburb,district,postcode,city,state_code,county,state,country,country_code,attribution,attribution_license,attribution_url
"5,782223","43,370534",5.479776352598,"21 Cours General De Gaulle, 83860 Nans-les-Pins, France",43.370548,5.782288,"5,78222343,370534",21,,Cours General De Gaulle,,Nans-Les-Pins,83860,Nans-les-Pins,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,064764","43,404071",1.86222544142242,"2 Avenue Du Souvenir Français, 83170 Brignoles, France",43.404066,6.064786,"6,06476443,404071",2,,Avenue Du Souvenir Français,,Brignoles,83170,Brignoles,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,927161","43,126816",3.88198632379486,"2 Rue Chalucet, 83000 Toulon, France",43.126785,5.927183,"5,92716143,126816",2,,Rue Chalucet,,Toulon,83000,Toulon,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,119979","43,122001",5.03199890550167,"33 Avenue Riondet, 83400 Hyeres, France",43.122001,6.119917,"6,11997943,122001",33,,Avenue Riondet,,Hyeres,83400,Hyeres,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,46378","43,545345",3.16710923798626,"Boulevard Joseph Collomp, 83300 Draguignan, France",43.5469117,6.4607763,"6,4637843,545345",,Boulevard Joseph Collomp,Boulevard Joseph Collomp,,Rialle,83300,Draguignan,PAC,Var,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,452351","43,533104",0.111195079952792,"345 Avenue Pierre Brossolette, 83300 Draguignan, France",43.533105,6.452351,"6,45235143,533104",345,,Avenue Pierre Brossolette,,Draguignan,83300,Draguignan,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"6,076768","43,143823",10.2240714765354,"10 Rue Du Cinsault, 83260 La Crau, France",43.143843,6.076891,"6,07676843,143823",10,,Rue Du Cinsault,,La Crau,83260,La Crau,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,984503","43,107534",0,"1309 Avenue Du Commandant Jean Houot, 83130 La Garde, France",43.107534,5.984503,"5,98450343,107534",1309,,Avenue Du Commandant Jean Houot,,La Garde,83130,La Garde,,Var,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,975024","44,092897",5.05219553001956,"Route de Vacqueyras, 84260 Sarrians, France",44.0928158,4.9747176,"4,97502444,092897",,Route de Vacqueyras,Route de Vacqueyras,,,84260,Sarrians,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,8417876999","43,9455112",6.35247466508144,"47 Chemin Du Pont Des 2 Eaux, 84000 Avignon, France",43.945562,4.841824,"4,841787699943,9455112",47,,Chemin Du Pont Des 2 Eaux,,Avignon,84000,Avignon,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,807037","43,936316",0,"Clinique Montagard, 23 Boulevard Gambetta, 84000 Avignon, France",43.93626075,4.80703129825512,"4,80703743,936316",23,Clinique Montagard,Boulevard Gambetta,Quartier Nord Rocade,,84000,Avignon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,384852","43,876024",0,"13 Avenue De Marseille, 84400 Apt, France",43.876024,5.384852,"5,38485243,876024",13,,Avenue De Marseille,,Apt,84400,Apt,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,1838149999","44,067689",2.44859598246558,"84570 Mormoiron, France",44.0676858,5.1839691,"5,183814999944,067689",,,,,,84570,Mormoiron,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,02917","44,045891",0.111195080742881,"30 Rond Point De l’Amitie, 84200 Carpentras, France",44.045892,5.02917,"5,0291744,045891",30,,Rond Point De l’Amitie,,Carpentras,84200,Carpentras,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,0538837","43,8455391",0,"Clinique Synergia Luberon, Chemin du Docteur Viale, 84300 Cavaillon, France",43.84576575,5.05399347209913,"5,053883743,8455391",,Clinique Synergia Luberon,Chemin du Docteur Viale,,,84300,Cavaillon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,037895","43,840186",0,"Centre hospitalier intercommunal de Cavaillon-Lauris, 119 Avenue Georges Clemenceau, 84300 Cavaillon, France",43.8409348,5.0373244,"5,03789543,840186",119,Centre hospitalier intercommunal de Cavaillon-Lauris,Avenue Georges Clemenceau,,,84300,Cavaillon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,20048","43,913114",7.52919894555663,"211 Route De Murs, 84220 Gordes, France",43.91318,5.200501,"5,2004843,913114",211,,Route De Murs,Gordes,Gordes,84220,Gordes,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,1432068","44,0565054",84.6540565811272,"4023 Chemin Du Jonquier, 84380 Mazan, France",44.056384,5.142161,"5,143206844,0565054",4023,,Chemin Du Jonquier,,Mazan,84380,Mazan,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,8220331999","44,1301026",0,"Clinique d'Orange, 259 Impasse du Béarn, 84100 Orange, France",44.1298377,4.8218079,"4,822033199944,1301026",259,Clinique d'Orange,Impasse du Béarn,Argensol,,84100,Orange,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,822914","44,14439",8.33216897043677,"86 Avenue De Lavoisier, 84100 Orange, France",44.144428,4.823004,"4,82291444,14439",86,,Avenue De Lavoisier,,Orange,84100,Orange,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,500281","43,693721",0,"Centre hospitalier de Pertuis, Domaine de Tintaine, 84120 Pertuis, France",43.69411465,5.49931931213736,"5,50028143,693721",,Centre hospitalier de Pertuis,Domaine de Tintaine,,Domaine de Tintaine,84120,Pertuis,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,1077055","44,0090953",30.8335779610366,"70 Allée De La Gardette, 84210 Saint-Didier, France",44.009224,5.108047,"5,107705544,0090953",70,,Allée De La Gardette,,Saint-Didier,84210,Saint-Didier,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,415855","44,090378",0.472592082304043,"341 Le Baou De Mougne, 84390 Sault, France",44.090374,5.415857,"5,41585544,090378",341,,Le Baou De Mougne,,Sault,84390,Sault,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,07447","44,240299",1.91815183608628,"37 Grande Rue, 84110 Vaison-la-Romaine, France",44.240283,5.074479,"5,0744744,240299",37,,Grande Rue,,Vaison-La-Romaine,84110,Vaison-la-Romaine,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,99088","44,382252",0.079469942272051,"1 Cours Tivoli, 84600 Valréas, France",44.382252,4.990879,"4,9908844,382252",1,,Cours Tivoli,,Valreas,84600,Valréas,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,8778901","43,924887",0,"Centre hospitalier spécialisé Avignon Montfavet, Avenue de la Pinède, 84143 Avignon, France",43.9231787,4.87968772540372,"4,877890143,924887",,Centre hospitalier spécialisé Avignon Montfavet,Avenue de la Pinède,Quartier Agroparc,,84143,Avignon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,037895","43,840186",0,"Centre hospitalier intercommunal de Cavaillon-Lauris, 119 Avenue Georges Clemenceau, 84300 Cavaillon, France",43.8409348,5.0373244,"5,03789543,840186",119,Centre hospitalier intercommunal de Cavaillon-Lauris,Avenue Georges Clemenceau,,,84300,Cavaillon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,804883","43,920284",0,"Centre hospitalier d'Avignon, 283 Rue Raoul Follereau, 84000 Avignon, France",43.92028675,4.80688568610012,"4,80488343,920284",283,Centre hospitalier d'Avignon,Rue Raoul Follereau,Quartier Ouest,,84000,Avignon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,39298","43,87628",1.36567783401296,"1 Avenue Philippe De Girard, 84400 Apt, France",43.876287,5.392966,"5,3929843,87628",1,,Avenue Philippe De Girard,,Apt,84400,Apt,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,802854","43,922522",5.0581496671123,"320 Chemin De Baigne Pieds, 84000 Avignon, France",43.92254,4.802912,"4,80285443,922522",320,,Chemin De Baigne Pieds,,Avignon,84000,Avignon,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,8045","43,927705",0,"1750 Chemin Du Lavarin, 84000 Avignon, France",43.927705,4.8045,"4,804543,927705",1750,,Chemin Du Lavarin,,Avignon,84000,Avignon,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,054316","43,920953",8.08376488836815,"1bis Avenue Fabre De Sérignan, 84800 L'Isle-sur-la-Sorgue, France",43.920906,5.054393,"5,05431643,920953",1bis,,Avenue Fabre De Sérignan,,L'Isle-Sur-La-Sorgue,84800,L'Isle-sur-la-Sorgue,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,8045","43,927705",0,"1750 Chemin Du Lavarin, 84000 Avignon, France",43.927705,4.8045,"4,804543,927705",1750,,Chemin Du Lavarin,,Avignon,84000,Avignon,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,8896243","43,986145",0,"Clinique Fontvert, Route de Carpentras, 84700 Sorgues, France",43.9864232,4.88925303911241,"4,889624343,986145",,Clinique Fontvert,Route de Carpentras,,,84700,Sorgues,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,882452","43,9231059",0,"Centre hospitalier spécialisé Avignon Montfavet, Avenue de la Pinède, 84143 Avignon, France",43.9231787,4.87968772540372,"4,88245243,9231059",,Centre hospitalier spécialisé Avignon Montfavet,Avenue de la Pinède,Quartier Agroparc,,84143,Avignon,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,7840298999","43,9280786",2.30293817031655,"Rue Mère Teresa, 84000 Avignon, France",43.928083,4.784058,"4,784029899943,9280786",,,Rue Mère Teresa,,Avignon,84000,Avignon,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,408174","44,091413",4.24590120198444,"1 Place De La Croix Blanche, 84390 Sault, France",44.09141,5.408121,"5,40817444,091413",1,,Place De La Croix Blanche,,Sault,84390,Sault,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,02917","44,045891",0.111195080742881,"30 Rond Point De l’Amitie, 84200 Carpentras, France",44.045892,5.02917,"5,0291744,045891",30,,Rond Point De l’Amitie,,Carpentras,84200,Carpentras,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,039604","44,053231",3.92196803780605,"117 Avenue Jean Henri Fabre, 84200 Carpentras, France",44.053248,5.039647,"5,03960444,053231",117,,Avenue Jean Henri Fabre,,Carpentras,84200,Carpentras,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,02917","44,045891",0.111195080742881,"30 Rond Point De l’Amitie, 84200 Carpentras, France",44.045892,5.02917,"5,0291744,045891",30,,Rond Point De l’Amitie,,Carpentras,84200,Carpentras,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,822914","44,14439",8.33216897043677,"86 Avenue De Lavoisier, 84100 Orange, France",44.144428,4.823004,"4,82291444,14439",86,,Avenue De Lavoisier,,Orange,84100,Orange,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,3747986999","43,8720024",3.38464812393367,"Route de Marseille, 84400 Apt, France",43.8718105,5.3747553,"5,374798699943,8720024",,Route de Marseille,Route de Marseille,,,84400,Apt,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,802041","43,922706",0,"355 Chemin De Baigne Pieds, 84000 Avignon, France",43.922706,4.802041,"4,80204143,922706",355,,Chemin De Baigne Pieds,,Avignon,84000,Avignon,,Vaucluse,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,0291660999","44,0461983",4.17828176856928,"Rond-Point de l'Amitié Vevey Seesen, 84200 Carpentras, France",44.0461582,5.0292233,"5,029166099944,0461983",,Rond-Point de l'Amitié Vevey Seesen,Rond-Point de l'Amitié Vevey Seesen,,,84200,Carpentras,PAC,Vaucluse,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,415682","46,658444",41.9615188280192,"67 Rue De Cacères, 85000 La Roche-sur-Yon, France",46.658811,-1.41581,"-1,41568246,658444",67,,Rue De Cacères,,La Roche-Sur-Yon,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,827215","46,466068",0,"Centre hospitalier de Fontenay-le-Comte, Rue du Docteur Fleurance Yves, 85200 Fontenay-le-Comte, France",46.46560125,-0.827642585852711,"-0,82721546,466068",,Centre hospitalier de Fontenay-le-Comte,Rue du Docteur Fleurance Yves,,,85200,Fontenay-le-Comte,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,880093","46,8355658",19.979553414449,"2 Rue Jean Perrin, 85300 Challans, France",46.835426,-1.880258,"-1,88009346,8355658",2,,Rue Jean Perrin,,Challans,85300,Challans,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,413285599","46,6682356",0,"Centre Hospitalier Départemental - La-Roche-sur-Yon, Impasse d'Alembert, 85000 La Roche-sur-Yon, France",46.66821685,-1.41321577109644,"-1,41328559946,6682356",,Centre Hospitalier Départemental - La-Roche-sur-Yon,Impasse d'Alembert,le Bourg sous la Roche,Moulin rouge,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,871079","46,846452",8.46269098097047,"2 Boulevard Guérin, 85300 Challans, France",46.846378,-1.871053,"-1,87107946,846452",2,,Boulevard Guérin,,Challans,85300,Challans,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,816327","46,468138",0.433903309996119,"40 Rue Rabelais, 85200 Fontenay-le-Comte, France",46.4681343,-0.8163288,"-0,81632746,468138",40,,Rue Rabelais,,,85200,Fontenay-le-Comte,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,35258","46,722308",0,"Hôpital local Dumonté, Rue Chênes Verts, 85350 L'Île-d'Yeu, France",46.7221239,-2.35255786447763,"-2,3525846,722308",,Hôpital local Dumonté,Rue Chênes Verts,,,85350,L'Île-d'Yeu,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,170599","46,452115",0.135030694659749,"41 Rue Henry Renaud, 85400 Luçon, France",46.452116,-1.1706,"-1,17059946,452115",41,,Rue Henry Renaud,,Lucon,85400,Luçon,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,6592302","48,5399718",0,"Rue Saint-Jacques, 77000 Melun, France",48.5399718,2.6592302,"2,659230248,5399718",,Rue Saint-Jacques,Rue Saint-Jacques,,,77000,Melun,,Seine-et-Marne,Ile-de-France,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,920219","46,694958",2.75144922746824,"1 Rue René Laennec, 85800 Saint-Gilles-Croix-De-Vie, France",46.694952,-1.920254,"-1,92021946,694958",1,,Rue René Laennec,Croix-de-Vie,Saint-Gilles-Croix-De-Vie,85800,Saint-Gilles-Croix-De-Vie,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,751246452","46,514696912",0,"Centre Hospitalier Côte de Lumière, Rue Jacques Monod, 85340 Les Sables-d'Olonne, France",46.51499875,-1.75174023751845,"-1,75124645246,514696912",,Centre Hospitalier Côte de Lumière,Rue Jacques Monod,Olonne-sur-Mer,,85340,Les Sables-d'Olonne,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,431969","46,657096",0.0763202031398598,"22 Rue d’Aubigny, 85000 La Roche-sur-Yon, France",46.657096,-1.43197,"-1,43196946,657096",22,,Rue d’Aubigny,,La Roche-Sur-Yon,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,941515","46,692395",4.8184931058531,"Avenue Notre-Dame, 85800 Saint-Gilles-Croix-de-Vie, France",46.6921925,-1.9411303,"-1,94151546,692395",,Avenue Notre-Dame,Avenue Notre-Dame,,,85800,Saint-Gilles-Croix-de-Vie,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,230282","47,06162",3.31201992565161,"85610 Cugand, France",47.0615802,-1.2303209,"-1,23028247,06162",,,,,,85610,Cugand,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,741087","46,645859",0.272379646408833,"Hôpital des Collines Vendéennes, Rue de la Gare, 85120 La Châtaigneraie, France",46.6458461,-0.740368471360122,"-0,74108746,645859",,Hôpital des Collines Vendéennes,Rue de la Gare,,,85120,La Châtaigneraie,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,425783","46,671506",1.03758367105369,"L'Impérial, Rue Marcelin Berthelot, 85000 La Roche-sur-Yon, France",46.67157465,-1.42567866970081,"-1,42578346,671506",,L'Impérial,Rue Marcelin Berthelot,Pyramides,Les Halles,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,231122","46,77215",45.5047226042619,"2 Rue De La Grotte, 85140 Sainte-Florence, France",46.772412,-1.230663,"-1,23112246,77215",2,,Rue De La Grotte,Les Essarts,Sainte-Florence,85140,Sainte-Florence,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,033019","46,792676",6.28474037926525,"Rue Henri Dunant, 85160 Saint-Jean-de-Monts, France",46.7918843,-2.0334482,"-2,03301946,792676",,Rue Henri Dunant,Rue Henri Dunant,Les Quatre Ails,,85160,Saint-Jean-de-Monts,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,869319","46,846443",63.5057163583549,"4 Allée Henry Simon, 85300 Challans, France",46.846387,-1.87015,"-1,86931946,846443",4,,Allée Henry Simon,,Challans,85300,Challans,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,768998","46,491451",0.0489972359256247,"Centre Médico-Psychologique, 44 Boulevard Pasteur, 85100 Les Sables-d'Olonne, France",46.4915105,-1.768946009072,"-1,76899846,491451",44,Centre Médico-Psychologique,Boulevard Pasteur,La Chaume Sud,Les Sables-d'Olonne,85100,Les Sables-d'Olonne,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,41145","46,660918",0.49348360255432,"8 Boulevard Stéphane Moreau, 85000 La Roche-sur-Yon, France",46.6609223,-1.4114516,"-1,4114546,660918",8,,Boulevard Stéphane Moreau,le Bourg sous la Roche,Moulin rouge,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,401665","46,673144",0.13485422433535,"11 Rue Kepler, 85000 La Roche-sur-Yon, France",46.673145,-1.401666,"-1,40166546,673144",11,,Rue Kepler,,La Roche-Sur-Yon,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-0,8065","46,465972",23.5605221207603,"9 Rue Georges Clemenceau, 85200 Fontenay-le-Comte, France",46.4661663,-0.8063773,"-0,806546,465972",9,,Rue Georges Clemenceau,,Fontenay-Le-Comte,85200,Fontenay-le-Comte,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,440004","46,346595",1.10147395157,"1 Rue des Sables d'Olonne, 85360 La Tranche-sur-Mer, France",46.3465877,-1.4400137,"-1,44000446,346595",1,,Rue des Sables d'Olonne,,,85360,La Tranche-sur-Mer,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,881559","46,836064",13.0657170137359,"9 Rue Emilio Segre, 85300 Challans, France",46.836085,-1.881728,"-1,88155946,836064",9,,Rue Emilio Segre,,Challans,85300,Challans,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,768998","46,491451",0.0489972359256247,"Centre Médico-Psychologique, 44 Boulevard Pasteur, 85100 Les Sables-d'Olonne, France",46.4915105,-1.768946009072,"-1,76899846,491451",44,Centre Médico-Psychologique,Boulevard Pasteur,La Chaume Sud,Les Sables-d'Olonne,85100,Les Sables-d'Olonne,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-1,431969","46,657096",0.0763202031398598,"22 Rue d’Aubigny, 85000 La Roche-sur-Yon, France",46.657096,-1.43197,"-1,43196946,657096",22,,Rue d’Aubigny,,La Roche-Sur-Yon,85000,La Roche-sur-Yon,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,223179","47,007718",4.76438565137454,"Allée des Sableaux, 85330 Noirmoutier-en-l'Île, France",47.0076898,-2.2232296,"-2,22317947,007718",,Allée des Sableaux,Allée des Sableaux,,Le Pelave Est,85330,Noirmoutier-en-l'Île,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,3518175","46,721856",0,"EHPAD Les Chênes Verts, Impasse du Puits Raimond, 85350 L'Île-d'Yeu, France",46.72189105,-2.35175216100446,"-2,351817546,721856",,EHPAD Les Chênes Verts,Impasse du Puits Raimond,,,85350,L'Île-d'Yeu,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-0,825874399","46,4637501",5.0926584645618,"18 Rue Du Docteur Guerry, 85200 Fontenay-le-Comte, France",46.463723,-0.825928,"-0,82587439946,4637501",18,,Rue Du Docteur Guerry,,Fontenay-Le-Comte,85200,Fontenay-le-Comte,PDL,Vendée,Pays de la Loire,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-1,752404","46,515365",0,"Centre Hospitalier Côte de Lumière, Rue Jacques Monod, 85340 Les Sables-d'Olonne, France",46.51499875,-1.75174023751845,"-1,75240446,515365",,Centre Hospitalier Côte de Lumière,Rue Jacques Monod,Olonne-sur-Mer,,85340,Les Sables-d'Olonne,PDL,Vendée,Pays de la Loire,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,394921","46,555237",0,"Centre hospitalier Henri laborit, Avenue du Professeur Jean Bernard, 86000 Poitiers, France",46.55323115,0.39233957511741,"0,39492146,555237",,Centre hospitalier Henri laborit,Avenue du Professeur Jean Bernard,,Milétrie,86000,Poitiers,,Vienne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,5565131","46,8332193",10.8520342052282,"1 Rue Docteur Luc Montagnier, 86100 Châtellerault, France",46.833151,0.556615,"0,556513146,8332193",1,,Rue Docteur Luc Montagnier,,Châtellerault,86100,Châtellerault,,Vienne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,0777631999","47,0115499",0,"Centre hospitalier de Loudun, Rue de la Croix Bruneau, 86200 Loudun, France",47.01154295,0.0768417493681863,"0,077763199947,0115499",,Centre hospitalier de Loudun,Rue de la Croix Bruneau,,,86200,Loudun,,Vienne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,865824","46,428622",2.95053085435601,"Centre hospitalier de Montmorillon, Rue du Puits Cornet, 86500 Montmorillon, France",46.42839575,0.866769676833536,"0,86582446,428622",,Centre hospitalier de Montmorillon,Rue du Puits Cornet,,,86500,Montmorillon,,Vienne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,377423","46,560413",19.3290950501156,"10 Rue De La Milètrie, 86000 Poitiers, France",46.56026,0.377303,"0,37742346,560413",10,,Rue De La Milètrie,,Poitiers,86000,Poitiers,,Vienne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,557338","46,829278",1.44830862727628,"Rue Jean Vilar, 86100 Châtellerault, France",46.8291751,0.5575404,"0,55733846,829278",,Rue Jean Vilar,Rue Jean Vilar,,,86100,Châtellerault,,Vienne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,368257","46,563109",3.14011508362168,"Clinique Saint-Charles, Rue de la Providence, 86000 Poitiers, France",46.5635345,0.368849948869437,"0,36825746,563109",,Clinique Saint-Charles,Rue de la Providence,La Gibauderie,Poitiers,86000,Poitiers,,Vienne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
