original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,suburb,district,city,state_code,county,state,country,country_code,attribution,attribution_license,attribution_url
"5,035469","47,346264",17.2631577276213,"74b Route d’Ahuy, 21000 Fontaine-lès-Dijon, France",47.346192,5.035672,"5,03546947,346264",,74b,Route d’Ahuy,21000,,Fontaine-Les-Dijon,Fontaine-lès-Dijon,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,0654729999","47,321777",0,"Hôpital François Mitterrand, 8 Boulevard Maréchal de Lattre de Tassigny, 21000 Dijon, France",47.3221364,5.06922626494253,"5,065472999947,321777",Hôpital François Mitterrand,8,Boulevard Maréchal de Lattre de Tassigny,21000,Montmuzard,,Dijon,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,485703","47,132131",1.4475140537219,"2 Rue Des Capucins, 21230 Arnay-le-Duc, France",47.132144,4.485704,"4,48570347,132131",,2,Rue Des Capucins,21230,,Arnay-Le-Duc,Arnay-le-Duc,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,106806","47,519451",0.111195080742881,"21 Rue Victor Hugo, 21120 Is-sur-Tille, France",47.519452,5.106806,"5,10680647,519451",,21,Rue Victor Hugo,21120,,Is-Sur-Tille,Is-sur-Tille,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,9490502999","47,1341297",31.0645035932172,"19b Rue Henri Challand, 21700 Nuits-Saint-Georges, France",47.134317,4.949355,"4,949050299947,1341297",,19b,Rue Henri Challand,21700,,Nuits-Saint-Georges,Nuits-Saint-Georges,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,147796","46,995713",0.111195079952792,"8 Imp Du Faubourg Saint Georges, 21250 Seurre, France",46.995714,5.147796,"5,14779646,995713",,8,Imp Du Faubourg Saint Georges,21250,,Pouilly-Sur-Saone,Seurre,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,0112169999","47,3211231",0,"Camping du Lac Kir, 3 Boulevard Chanoine Kir, 21000 Dijon, France",47.31993675,5.01228624958422,"5,011216999947,3211231",Camping du Lac Kir,3,Boulevard Chanoine Kir,21000,Fontaine-d'Ouche,Les Perrières,Dijon,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3844368","47,1912032",3.24476021899304,"Rue du Château, 21130 Auxonne, France",47.191226,5.38441,"5,384436847,1912032",,,Rue du Château,21130,Auxonne,Auxonne,Auxonne,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,833139","47,02989",2.21241800974365,"A0H2O2, Avenue Guigone de Salins, 21200 Beaune, France",47.0298928,4.8331101,"4,83313947,02989",A0H2O2,,Avenue Guigone de Salins,21200,,,Beaune,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,559604","47,861857",0,"Centre hospitalier de Châtillon-sur-Seine, Rue Claude Petiet, 21400 Châtillon-sur-Seine, France",47.8623442,4.55916766173834,"4,55960447,861857",Centre hospitalier de Châtillon-sur-Seine,,Rue Claude Petiet,21400,,,Châtillon-sur-Seine,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,340168","47,62486",0.111195080742881,"27 Rue Auguste Carré, 21500 Montbard, France",47.624861,4.340168,"4,34016847,62486",,27,Rue Auguste Carré,21500,,Montbard,Montbard,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,229189","47,282171",2.5048676858473,"2 Rue Courtépée, 21210 Saulieu, France",47.2821933,4.2291937,"4,22918947,282171",,2,Rue Courtépée,21210,,,Saulieu,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,346806","47,494212",8.84889601258668,"3 Avenue Pasteur, 21140 Semur-en-Auxois, France",47.494148,4.346876,"4,34680647,494212",,3,Avenue Pasteur,21140,,Semur-En-Auxois,Semur-en-Auxois,,Cote d'Or,Burgundy-Franche-Comte,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,069569","47,318899",0.135338985705893,"Centre Georges-François Leclerc, 1 Rue du Professeur Marion, 21000 Dijon, France",47.31971315,5.06928377261187,"5,06956947,318899",Centre Georges-François Leclerc,1,Rue du Professeur Marion,21000,Montmuzard,Dijon,Dijon,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,0201948999","47,3211471",0.239172482550299,"Centre Hospitalier Spécialisé la Chartreuse, 1 Boulevard Chanoine Kir, 21000 Dijon, France",47.32050525,5.01715751452662,"5,020194899947,3211471",Centre Hospitalier Spécialisé la Chartreuse,1,Boulevard Chanoine Kir,21000,Fontaine-d'Ouche,Les Perrières,Dijon,BFC,Côte-d'Or,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,748707","48,492509",4.88183586519783,"Centre hospitalier Yves Le Foll, Rue Prosper Mérimée, 22000 Saint-Brieuc, France",48.49231645,-2.75104977906629,"-2,74870748,492509",Centre hospitalier Yves Le Foll,,Rue Prosper Mérimée,22000,,Bonnets Rouges,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,045849561","48,446141107",5.4723313555345,"Centre hospitalier René Pleven, Rue des Malorines, 22100 Dinan, France",48.44464375,-2.04748956359786,"-2,04584956148,446141107",Centre hospitalier René Pleven,,Rue des Malorines,22100,,Léhon,Dinan,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-3,444702","48,726232",0.0733506846569691,"2 Rue Du Docteur Jacques Feuillu, 22300 Lannion, France",48.726232,-3.444703,"-3,44470248,726232",,2,Rue Du Docteur Jacques Feuillu,22300,,Lannion,Lannion,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,594993","48,177012",16.0620599311968,"6 Rue De La Liberté, 22210 Plémet, France",48.176876,-2.595066,"-2,59499348,177012",,6,Rue De La Liberté,22210,,Plemet,Plémet,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,252257","48,23952",0.13359986541376,"1 Route De Rostrenen, 22110 Plouguernével, France",48.239521,-3.252258,"-3,25225748,23952",,1,Route De Rostrenen,22110,,Plouguernevel,Plouguernével,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,732526","48,4765",2.41233357641443,"Clinique de la Cerisaie, 53 Rue de l'Atlantique, 22950 Trégueux, France",48.47576995,-2.73244808447255,"-2,73252648,4765",Clinique de la Cerisaie,53,Rue de l'Atlantique,22950,,Tregueux,Trégueux,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,681748","48,485021",0.468569512461502,"1 Rue Du Val Josselin, 22120 Yffiniac, France",48.485025,-2.681746,"-2,68174848,485021",,1,Rue Du Val Josselin,22120,,Yffiniac,Yffiniac,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,151136","48,562464",23.6376306793568,"6 Venelle Des Halles, 22200 Guingamp, France",48.562669,-3.151051,"-3,15113648,562464",,6,Venelle Des Halles,22200,,Guingamp,Guingamp,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,460894","48,72714",0.184078409447493,"1 Rue De Trorozec, 22300 Lannion, France",48.727139,-3.460896,"-3,46089448,72714",,1,Rue De Trorozec,22300,,Lannion,Lannion,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,231565","48,513402",0.544869097912744,"Réservoir ""Le Tertre"", Avenue de Sassay, 22130 Plancoët, France",48.5134988,-2.23171408255355,"-2,23156548,513402","Réservoir ""Le Tertre""",,Avenue de Sassay,22130,,Plancoet,Plancoët,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,806208","48,467418",3.82882077917144,"Rue du Bois Joli, 22440 Ploufragan, France",48.4674338,-2.8061325,"-2,80620848,467418",Rue du Bois Joli,,Rue du Bois Joli,22440,Zone industrielle des Chatelets,,Ploufragan,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,752833","48,180937",10.5419754592851,"9bis Rue De La Chesnaie, 22600 Loudéac, France",48.181013,-2.752918,"-2,75283348,180937",,9bis,Rue De La Chesnaie,22600,,Loudeac,Loudéac,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,036754","48,773983",1.33767408608061,"28 Chemin De Kerpuns, 22500 Paimpol, France",48.773981,-3.036772,"-3,03675448,773983",,28,Chemin De Kerpuns,22500,,Paimpol,Paimpol,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,519968199","48,469836699",0,"Centre hospitalier de Penthièvre CH2P, 13 Rue du Jeu de Paume, 22400 Lamballe-Armor, France",48.46954225,-2.52098202455555,"-2,51996819948,469836699",Centre hospitalier de Penthièvre CH2P,13,Rue du Jeu de Paume,22400,,Lamballe,Lamballe-Armor,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,908722","48,403411",0,"Basilique Notre-Dame-de-Délivrance, Square du Chanoine Blanchet, 22800 Quintin, France",48.4034647,-2.90846610818024,"-2,90872248,403411",Basilique Notre-Dame-de-Délivrance,,Square du Chanoine Blanchet,22800,,,Quintin,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,726126","48,545389",12.0335245254365,"40 Rue Du Docteur Abel Violette, 22190 Plérin, France",48.545295,-2.726207,"-2,72612648,545389",,40,Rue Du Docteur Abel Violette,22190,,Plerin,Plérin,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,298837","48,62876",0,"Centre hospitalier Bon Sauveur, Avenue Pierre Perron, 22140 Gwenezhan, France",48.63061705,-3.29545921029682,"-3,29883748,62876",Centre hospitalier Bon Sauveur,,Avenue Pierre Perron,22140,,,Gwenezhan,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,056012","48,451401",8.58081588250204,"10b Rue Egault Des Noës, 22100 Dinan, France",48.451475,-2.056045,"-2,05601248,451401",,10b,Rue Egault Des Noës,22100,,Dinan,Dinan,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,223354","48,783234",3.67966902721517,"Allée du Jaudy, 22220 Tréguier, France",48.7828908,-3.2235416,"-3,22335448,783234",Allée du Jaudy,,Allée du Jaudy,22220,,,Tréguier,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,048363","48,453207",0.111195079952792,"1 Rue Chateaubriand, 22100 Dinan, France",48.453208,-2.048363,"-2,04836348,453207",,1,Rue Chateaubriand,22100,,Dinan,Dinan,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,358565","48,814917",11.2523186058398,"36 Rue De La Mairie, 22660 Trévou-Tréguignec, France",48.814939,-3.358415,"-3,35856548,814917",,36,Rue De La Mairie,22660,,Trevou-Treguignec,Trévou-Tréguignec,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,300149","48,63087",7.56447895226413,"4 Avenue Pierre Perron, 22140 Bégard, France",48.630938,-3.300152,"-3,30014948,63087",,4,Avenue Pierre Perron,22140,,Begard,Bégard,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,053457","48,779024",7.46907850786865,"1 Rue Bécot, 22500 Paimpol, France",48.779008,-3.053358,"-3,05345748,779024",,1,Rue Bécot,22500,,Paimpol,Paimpol,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,543849","48,557561",4.41290643976653,"Rue de Tournemine, 22400 Saint-Alban, France",48.5577097,-2.5432742,"-2,54384948,557561",Rue de Tournemine,,Rue de Tournemine,22400,,,Saint-Alban,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-3,315557","48,23179",0.111195080742881,"1 Rue De La Corderie, 22110 Rostrenen, France",48.231791,-3.315557,"-3,31555748,23179",,1,Rue De La Corderie,22110,,Rostrenen,Rostrenen,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,751195","48,509405",13.3758881073333,"2 Rue Clément Marot, 22000 Saint-Brieuc, France",48.509458,-2.751032,"-2,75119548,509405",,2,Rue Clément Marot,22000,,Saint-Brieuc,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,751112","48,492426",0,"Centre hospitalier Yves Le Foll, Rue Prosper Mérimée, 22000 Saint-Brieuc, France",48.49231645,-2.75104977906629,"-2,75111248,492426",Centre hospitalier Yves Le Foll,,Rue Prosper Mérimée,22000,,Bonnets Rouges,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,7518657","48,4998763",0,"Centre hospitalier Saint Jean de Dieu, Rue Georges Palante, 22000 Saint-Brieuc, France",48.50017705,-2.75274019680787,"-2,751865748,4998763",Centre hospitalier Saint Jean de Dieu,,Rue Georges Palante,22000,,L'Ourme,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,748707","48,492509",4.88183586519783,"Centre hospitalier Yves Le Foll, Rue Prosper Mérimée, 22000 Saint-Brieuc, France",48.49231645,-2.75104977906629,"-2,74870748,492509",Centre hospitalier Yves Le Foll,,Rue Prosper Mérimée,22000,,Bonnets Rouges,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,774181","48,512508",9.00796588069928,"30 Rue Des Capucins, 22000 Saint-Brieuc, France",48.512585,-2.774219,"-2,77418148,512508",,30,Rue Des Capucins,22000,,Saint-Brieuc,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,748391","48,487777",1.41134981929118,"10 Rue des Champs de Pies, 22000 Saint-Brieuc, France",48.4877865,-2.7483783,"-2,74839148,487777",,10,Rue des Champs de Pies,22000,Parc d'activités de la Beauchée,,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,760206","48,513503",26.0342599349088,"18 Rue Saint-Guillaume, 22000 Saint-Brieuc, France",48.513613,-2.759894,"-2,76020648,513503",,18,Rue Saint-Guillaume,22000,,Saint-Brieuc,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,752559799","48,1799459",7.44386318896909,"20 Rue De La Chesnaie, 22600 Loudéac, France",48.179992,-2.752487,"-2,75255979948,1799459",,20,Rue De La Chesnaie,22600,,Loudeac,Loudéac,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,463948","48,723351",91.4450266461373,"SMUR Lannion, 17 Rue de Trorozec, 22303 Lannion, France",48.722682,-3.464673,"-3,46394848,723351",SMUR Lannion,17,Rue de Trorozec,22303,,Lannion,Lannion,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-3,031776","48,77221",0,"1 Chemin De Malabry, 22500 Paimpol, France",48.77221,-3.031776,"-3,03177648,77221",,1,Chemin De Malabry,22500,,Paimpol,Paimpol,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-3,143454","48,567536",0,"Centre hospitalier de Guingamp, 17 Rue de l'Armor, 22200 Pabu, France",48.5686026,-3.1465795,"-3,14345448,567536",Centre hospitalier de Guingamp,17,Rue de l'Armor,22200,,Rucaër,Pabu,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-3,460894","48,72714",0.184078409447493,"1 Rue De Trorozec, 22300 Lannion, France",48.727139,-3.460896,"-3,46089448,72714",,1,Rue De Trorozec,22300,,Lannion,Lannion,,Côtes-d'Armor,Brittany,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"-2,748707","48,492509",4.88183586519783,"Centre hospitalier Yves Le Foll, Rue Prosper Mérimée, 22000 Saint-Brieuc, France",48.49231645,-2.75104977906629,"-2,74870748,492509",Centre hospitalier Yves Le Foll,,Rue Prosper Mérimée,22000,,Bonnets Rouges,Saint-Brieuc,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"-2,789392499","48,547698399",40.4264284593657,"8 Rue François Jacob, 22190 Plérin, France",48.547335,-2.789376,"-2,78939249948,547698399",,8,Rue François Jacob,22190,,Plerin,Plérin,,Côtes-d'Armor,Brittany,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,871342","46,1647598",13.8413147586898,"36 Avenue De La Sénatorerie, 23000 Guéret, France",46.164884,1.87133,"1,87134246,1647598",,36,Avenue De La Sénatorerie,23000,,Gueret,Guéret,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,871131","46,164965",0,"39 Avenue De La Sénatorerie, 23000 Guéret, France",46.164965,1.871131,"1,87113146,164965",,39,Avenue De La Sénatorerie,23000,,Gueret,Guéret,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,18234","45,959874",24.5916945885115,"5 Rue Henry Dunant, 23200 Aubusson, France",45.959667,2.182452,"2,1823445,959874",,5,Rue Henry Dunant,23200,,Aubusson,Aubusson,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,750567","45,953494",0.111195079952792,"1 Place Tournois, 23400 Bourganeuf, France",45.953495,1.750567,"1,75056745,953494",,1,Place Tournois,23400,,Bourganeuf,Bourganeuf,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,761336","46,220402",0,"Camping municipal de Saint-Vaury, Rue du Berry, 23320 Saint-Vaury, France",46.21980035,1.76133480933475,"1,76133646,220402",Camping municipal de Saint-Vaury,,Rue du Berry,23320,,,Saint-Vaury,,Creuse,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"2,488858","46,178638",199.506930263499,"8 Rue Des Thermes, 23110 Évaux-les-Bains, France",46.178953,2.486307,"2,48885846,178638",,8,Rue Des Thermes,23110,,Evaux-Les-Bains,Évaux-les-Bains,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,478242","46,235069",12.4672022084708,"18 Rue Salvador Allende, 23300 La Souterraine, France",46.235155,1.478138,"1,47824246,235069",,18,Rue Salvador Allende,23300,,La Souterraine,La Souterraine,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,867356","46,168804",0.111195079952792,"1 Chemin Des Amoureux, 23000 Guéret, France",46.168805,1.867356,"1,86735646,168804",,1,Chemin Des Amoureux,23000,,Gueret,Guéret,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,1716625","45,9396196",32.3130406884759,"Clinique de la Croix Blanche, 3 Côte Ribière, 23200 Moutier-Rozeille, France",45.939835,2.171943,"2,171662545,9396196",Clinique de la Croix Blanche,3,Côte Ribière,23200,,Moutier-Rozeille,Moutier-Rozeille,,Creuse,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,88463","46,139151",9.95201465000108,"5 Cmn Les Bains, 23000 Sainte-Feyre, France",46.139163,1.884758,"1,8846346,139151",,5,Cmn Les Bains,23000,,Sainte-Feyre,Sainte-Feyre,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,88007","46,17912",0.111195080742881,"57 Avenue Du Berry, 23000 Guéret, France",46.179121,1.88007,"1,8800746,17912",,57,Avenue Du Berry,23000,,Gueret,Guéret,,Creuse,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"2,425473","46,270529",4.68959503796729,"D 64, 23170 Viersat, France",46.2705339,2.4251265,"2,42547346,270529",D 64,,D 64,23170,,,Viersat,,Creuse,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,555134","46,243526",4.86239636441357,"23300 Noth, France",46.2437993,1.5568908,"1,55513446,243526",,,,23300,,,Noth,,Creuse,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,8137199999","45,24395",5.56651446591674,"Centre Médical de Lanmary, Allée du Château d'Eau, 24420 Antonne-et-Trigonant, France",45.24149825,0.816049746367017,"0,813719999945,24395",Centre Médical de Lanmary,,Allée du Château d'Eau,24420,,Antonne-Et-Trigonant,Antonne-et-Trigonant,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,009541","44,775641",4.56913161765439,"Château de Belvès, Rue du Petit Sol, 24170 Pays de Belvès, France",44.7756713,1.0095801,"1,00954144,775641",Château de Belvès,,Rue du Petit Sol,24170,,Saint-Amand-De-Belves,Pays de Belvès,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,71708","45,181395",0.111195079952792,"36 Boulevard De Vésone, 24000 Perigord, France",45.181396,0.71708,"0,7170845,181395",,36,Boulevard De Vésone,24000,,Périgueux,Perigord,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,489893","44,851203",0.111195080742881,"54 Rue Du Professeur Pozzi, 24100 Bergerac, France",44.851204,0.489893,"0,48989344,851203",,54,Rue Du Professeur Pozzi,24100,,Bergerac,Bergerac,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,727514","45,189495",10.8091309348752,"38 Rue Paul Louis Courier, 24750 Perigord, France",45.189571,0.7276,"0,72751445,189495",,38,Rue Paul Louis Courier,24750,,Périgueux,Perigord,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,618897","45,360358",5.08213043747816,"Route Paul Durand-Ruel, 24310 Brantôme en Périgord, France",45.3593602,0.6215861,"0,61889745,360358",Route Paul Durand-Ruel,,Route Paul Durand-Ruel,24310,,Brantôme,Brantôme en Périgord,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,333006","45,019939",198.010946204127,"117 Route De Bassy, 24400 Saint-Médard-de-Mussidan, France",45.018471,0.334432,"0,33300645,019939",,117,Route De Bassy,24400,,Saint-Medard-De-Mussidan,Saint-Médard-de-Mussidan,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,497346","44,851273",0.0459824779693268,"Hospital, Rue André Theuriet, 24100 Bergerac, France",44.85058725,0.496827886398385,"0,49734644,851273",Hospital,,Rue André Theuriet,24100,La Madeleine,Bergerac,Bergerac,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1,21456","44,802259",7.85498054195051,"16 Grande Rue, 24250 Domme, France",44.802232,1.214652,"1,2145644,802259",,16,Grande Rue,24250,,Domme,Domme,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"1,052375","45,336082",4.77130718343346,"Place André Maurois, 24160 Excideuil, France",45.3363401,1.0522843,"1,05237545,336082",Place André Maurois,,Place André Maurois,24160,,,Excideuil,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,159101","45,009077",17.6885753878175,"9bis Rue Du Président Wilson, 24700 Montpon-Ménestérol, France",45.009078,0.159326,"0,15910145,009077",,9bis,Rue Du Président Wilson,24700,,Montpon-Menesterol,Montpon-Ménestérol,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,665119","45,528268",0,"Hôpital de Nontron, Boulevard Anatole France, 24300 Nontron, France",45.52810625,0.665872515164605,"0,66511945,528268",Hôpital de Nontron,,Boulevard Anatole France,24300,,,Nontron,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,729375","45,192237",2.58409881365789,"Centre hospitalier de Périgueux, Rue des Acacias, 24000 Périgueux, France",45.1943592,0.729939034477449,"0,72937545,192237",Centre hospitalier de Périgueux,,Rue des Acacias,24000,,,Périgueux,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,3408772","45,245773",4.34514074576838,"20 Rue Jean Moulin, 24600 Ribérac, France",45.245749,0.340921,"0,340877245,245773",,20,Rue Jean Moulin,24600,,Riberac,Ribérac,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,525825","45,147324",4.90851066800946,"Rue du Maréchal Leclerc, 24110 Saint-Astier, France",45.1468758,0.5194045,"0,52582545,147324",Rue du Maréchal Leclerc,,Rue du Maréchal Leclerc,24110,,,Saint-Astier,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,139918","45,204125",6.08386472928091,"Rue du Docteur Paul Broquaire, 24410 Saint-Aulaye-Puymangou, France",45.204178,0.13994,"0,13991845,204125",Rue du Docteur Paul Broquaire,,Rue du Docteur Paul Broquaire,24410,,,Saint-Aulaye-Puymangou,,Dordogne,New Aquitaine,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"0,375374","44,868529",10.8921937080983,"12 Rue De La Libération, 24130 La Force, France",44.868508,0.375239,"0,37537444,868529",,12,Rue De La Libération,24130,,La Force,La Force,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"0,844343","44,711602",10.3295902296931,"22 Bourg, 24540 Lolme, France",44.71158,0.84447,"0,84434344,711602",,22,Bourg,24540,,Lolme,Lolme,,Dordogne,New Aquitaine,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
