name,lat,lon
Raahe,64.6847,24.4792,
Oulu,65.0142,25.4719,
Kempele,64.9125,25.5083,
Tyrnävä,64.75,25.65,
Kuusamo,65.9667,29.1667,
Ylivieska,64.0722,24.5375,
Sievi,63.9069,24.5167,
Nivala,63.9292,24.9778,
Ii,65.3167,25.3722,
Pudasjärvi,65.3583,27,
Haapajärvi,63.7486,25.3181,
Haapavesi,64.1375,25.3667,
Taivalkoski,65.575,28.2417,
Pyhäjoki,64.4667,24.2583,
Reisjärvi,63.6056,24.9319,
Muhos,64.8,26,
Utajärvi,64.75,26.4167,
Kalajoki,64.2597,23.9486,
Alavieska,64.1667,24.3083,
Kärsämäki,63.975,25.7583,
Liminka,64.8083,25.4167,
Siikajoki,64.6639,25.1014,
Lumijoki,64.8367,25.1867,
Siikalatva,64.2667,25.8667,
Pyhäntä,64.0972,26.3306,
Oulainen,64.2667,24.8167,
Merijärvi,64.2967,24.4467,
Hailuoto,65.0167,24.7167,
Pyhäjärvi,63.6833,25.9833,
