NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP_ATENDIDA,ATEND_FTE
1,2988800,"Nice",1,"Physicians",1006402,412.6248
1,2988800,"Nice",2,"Nurses",1006402,2546.1971
1,2988800,"Nice",3,"OtherCadres",1006402,1258.0025
1,2988800,"Nice",4,"CommunityBased",1006402,4911.2418
1,2988800,"Nice",5,"Beds",1006402,0
1,2988800,"Nice",6,"CTScanner",1006402,0
1,2988800,"Nice",7,"MRIUnit",1006402,0
1,2988800,"Nice",8,"Mammography",1006402,0
1,2988800,"Nice",9,"Radiotherapy",1006402,0
1,2969187,"Marseille",1,"Physicians",870018,356.7074
1,2969187,"Marseille",2,"Nurses",870018,2201.1455
1,2969187,"Marseille",3,"OtherCadres",870018,1087.5225
1,2969187,"Marseille",4,"CommunityBased",870018,4245.6878
1,2969187,"Marseille",5,"Beds",870018,0
1,2969187,"Marseille",6,"CTScanner",870018,0
1,2969187,"Marseille",7,"MRIUnit",870018,0
1,2969187,"Marseille",8,"Mammography",870018,0
1,2969187,"Marseille",9,"Radiotherapy",870018,0
1,2980772,"Toulon",1,"Physicians",171953,70.5007
1,2980772,"Toulon",2,"Nurses",171953,435.0411
1,2980772,"Toulon",3,"OtherCadres",171953,214.9413
1,2980772,"Toulon",4,"CommunityBased",171953,839.1306
1,2980772,"Toulon",5,"Beds",171953,0
1,2980772,"Toulon",6,"CTScanner",171953,0
1,2980772,"Toulon",7,"MRIUnit",171953,0
1,2980772,"Toulon",8,"Mammography",171953,0
1,2980772,"Toulon",9,"Radiotherapy",171953,0
1,3038354,"Aix-en-Provence",1,"Physicians",166254,68.1642
1,3038354,"Aix-en-Provence",2,"Nurses",166254,420.6226
1,3038354,"Aix-en-Provence",3,"OtherCadres",166254,207.8175
1,3038354,"Aix-en-Provence",4,"CommunityBased",166254,811.3195
1,3038354,"Aix-en-Provence",5,"Beds",166254,0
1,3038354,"Aix-en-Provence",6,"CTScanner",166254,0
1,3038354,"Aix-en-Provence",7,"MRIUnit",166254,0
1,3038354,"Aix-en-Provence",8,"Mammography",166254,0
1,3038354,"Aix-en-Provence",9,"Radiotherapy",166254,0
1,3035681,"Avignon",1,"Physicians",93671,38.4051
1,3035681,"Avignon",2,"Nurses",93671,236.9876
1,3035681,"Avignon",3,"OtherCadres",93671,117.0888
1,3035681,"Avignon",4,"CommunityBased",93671,457.1145
1,3035681,"Avignon",5,"Beds",93671,0
1,3035681,"Avignon",6,"CTScanner",93671,0
1,3035681,"Avignon",7,"MRIUnit",93671,0
1,3035681,"Avignon",8,"Mammography",93671,0
1,3035681,"Avignon",9,"Radiotherapy",93671,0
1,3028808,"Cannes",1,"Physicians",73868,30.2859
1,3028808,"Cannes",2,"Nurses",73868,186.886
1,3028808,"Cannes",3,"OtherCadres",73868,92.335
1,3028808,"Cannes",4,"CommunityBased",73868,360.4758
1,3028808,"Cannes",5,"Beds",73868,0
1,3028808,"Cannes",6,"CTScanner",73868,0
1,3028808,"Cannes",7,"MRIUnit",73868,0
1,3028808,"Cannes",8,"Mammography",73868,0
1,3028808,"Cannes",9,"Radiotherapy",73868,0
1,2977162,"Antibes",1,"Physicians",72999,29.9296
1,2977162,"Antibes",2,"Nurses",72999,184.6875
1,2977162,"Antibes",3,"OtherCadres",72999,91.2488
1,2977162,"Antibes",4,"CommunityBased",72999,356.2351
1,2977162,"Antibes",5,"Beds",72999,0
1,2977162,"Antibes",6,"CTScanner",72999,0
1,2977162,"Antibes",7,"MRIUnit",72999,0
1,2977162,"Antibes",8,"Mammography",72999,0
1,2977162,"Antibes",9,"Radiotherapy",72999,0
1,2974657,"La Seyne-sur-Mer",1,"Physicians",63936,26.2138
1,2974657,"La Seyne-sur-Mer",2,"Nurses",63936,161.7581
1,2974657,"La Seyne-sur-Mer",3,"OtherCadres",63936,79.92
1,2974657,"La Seyne-sur-Mer",4,"CommunityBased",63936,312.0077
1,2974657,"La Seyne-sur-Mer",5,"Beds",63936,0
1,2974657,"La Seyne-sur-Mer",6,"CTScanner",63936,0
1,2974657,"La Seyne-sur-Mer",7,"MRIUnit",63936,0
1,2974657,"La Seyne-sur-Mer",8,"Mammography",63936,0
1,2974657,"La Seyne-sur-Mer",9,"Radiotherapy",63936,0
1,3012937,"Hyères",1,"Physicians",55588,22.7911
1,3012937,"Hyères",2,"Nurses",55588,140.6376
1,3012937,"Hyères",3,"OtherCadres",55588,69.485
1,3012937,"Hyères",4,"CommunityBased",55588,271.2694
1,3012937,"Hyères",5,"Beds",55588,0
1,3012937,"Hyères",6,"CTScanner",55588,0
1,3012937,"Hyères",7,"MRIUnit",55588,0
1,3012937,"Hyères",8,"Mammography",55588,0
1,3012937,"Hyères",9,"Radiotherapy",55588,0
1,3017253,"Fréjus",1,"Physicians",52672,21.5955
1,3017253,"Fréjus",2,"Nurses",52672,133.2602
1,3017253,"Fréjus",3,"OtherCadres",52672,65.84
1,3017253,"Fréjus",4,"CommunityBased",52672,257.0394
1,3017253,"Fréjus",5,"Beds",52672,0
1,3017253,"Fréjus",6,"CTScanner",52672,0
1,3017253,"Fréjus",7,"MRIUnit",52672,0
1,3017253,"Fréjus",8,"Mammography",52672,0
1,3017253,"Fréjus",9,"Radiotherapy",52672,0
1,3036938,"Arles",1,"Physicians",69506,28.4975
1,3036938,"Arles",2,"Nurses",69506,175.8501
1,3036938,"Arles",3,"OtherCadres",69506,86.8825
1,3036938,"Arles",4,"CommunityBased",69506,339.1892
1,3036938,"Arles",5,"Beds",69506,0
1,3036938,"Arles",6,"CTScanner",69506,0
1,3036938,"Arles",7,"MRIUnit",69506,0
1,3036938,"Arles",8,"Mammography",69506,0
1,3036938,"Arles",9,"Radiotherapy",69506,0
1,3029227,"Cagnes-sur-Mer",1,"Physicians",50928,20.8805
1,3029227,"Cagnes-sur-Mer",2,"Nurses",50928,128.8478
1,3029227,"Cagnes-sur-Mer",3,"OtherCadres",50928,63.66
1,3029227,"Cagnes-sur-Mer",4,"CommunityBased",50928,248.5286
1,3029227,"Cagnes-sur-Mer",5,"Beds",50928,0
1,3029227,"Cagnes-sur-Mer",6,"CTScanner",50928,0
1,3029227,"Cagnes-sur-Mer",7,"MRIUnit",50928,0
1,3029227,"Cagnes-sur-Mer",8,"Mammography",50928,0
1,3029227,"Cagnes-sur-Mer",9,"Radiotherapy",50928,0
1,3014856,"Grasse",1,"Physicians",50396,20.6624
1,3014856,"Grasse",2,"Nurses",50396,127.5019
1,3014856,"Grasse",3,"OtherCadres",50396,62.995
1,3014856,"Grasse",4,"CommunityBased",50396,245.9325
1,3014856,"Grasse",5,"Beds",50396,0
1,3014856,"Grasse",6,"CTScanner",50396,0
1,3014856,"Grasse",7,"MRIUnit",50396,0
1,3014856,"Grasse",8,"Mammography",50396,0
1,3014856,"Grasse",9,"Radiotherapy",50396,0
1,6454958,"Martigues",1,"Physicians",98683,40.46
1,6454958,"Martigues",2,"Nurses",98683,249.668
1,6454958,"Martigues",3,"OtherCadres",98683,123.3538
1,6454958,"Martigues",4,"CommunityBased",98683,481.573
1,6454958,"Martigues",5,"Beds",98683,0
1,6454958,"Martigues",6,"CTScanner",98683,0
1,6454958,"Martigues",7,"MRIUnit",98683,0
1,6454958,"Martigues",8,"Mammography",98683,0
1,6454958,"Martigues",9,"Radiotherapy",98683,0
1,3036433,"Aubagne",1,"Physicians",69691,28.5734
1,3036433,"Aubagne",2,"Nurses",69691,176.3182
1,3036433,"Aubagne",3,"OtherCadres",69691,87.1138
1,3036433,"Aubagne",4,"CommunityBased",69691,340.0921
1,3036433,"Aubagne",5,"Beds",69691,0
1,3036433,"Aubagne",6,"CTScanner",69691,0
1,3036433,"Aubagne",7,"MRIUnit",69691,0
1,3036433,"Aubagne",8,"Mammography",69691,0
1,3036433,"Aubagne",9,"Radiotherapy",69691,0
1,2976341,"Salon-de-Provence",1,"Physicians",54943,22.5266
1,2976341,"Salon-de-Provence",2,"Nurses",54943,139.0057
1,2976341,"Salon-de-Provence",3,"OtherCadres",54943,68.6788
1,2976341,"Salon-de-Provence",4,"CommunityBased",54943,268.1218
1,2976341,"Salon-de-Provence",5,"Beds",54943,0
1,2976341,"Salon-de-Provence",6,"CTScanner",54943,0
1,2976341,"Salon-de-Provence",7,"MRIUnit",54943,0
1,2976341,"Salon-de-Provence",8,"Mammography",54943,0
1,2976341,"Salon-de-Provence",9,"Radiotherapy",54943,0
1,3012647,"Istres",1,"Physicians",43133,17.6845
