NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	2988800	Nice	1006402.00	2002.74	9037.49	2526.07	0.00	1831.65	20.03	16.91	15.70	10.27
3	2969187	Marseille	870018.00	1731.34	7812.76	2183.75	0.00	1583.43	17.31	14.62	13.57	8.87
3	2980772	Toulon	171953.00	342.19	1544.14	431.60	0.00	312.95	3.42	2.89	2.68	1.75
3	3038354	Aix-en-Provence	166254.00	330.85	1492.96	417.30	0.00	302.58	3.31	2.79	2.59	1.70
3	3035681	Avignon	93671.00	186.41	841.17	235.11	0.00	170.48	1.86	1.57	1.46	0.96
3	3028808	Cannes	73868.00	147.00	663.33	185.41	0.00	134.44	1.47	1.24	1.15	0.75
3	2977162	Antibes	72999.00	145.27	655.53	183.23	0.00	132.86	1.45	1.23	1.14	0.74
3	2974657	La Seyne-sur-Mer	63936.00	127.23	574.15	160.48	0.00	116.36	1.27	1.07	1.00	0.65
3	3012937	Hyères	55588.00	110.62	499.18	139.53	0.00	101.17	1.11	0.93	0.87	0.57
3	3017253	Fréjus	52672.00	104.82	472.99	132.21	0.00	95.86	1.05	0.88	0.82	0.54
3	3036938	Arles	71663.00	142.61	643.53	179.87	0.00	130.43	1.43	1.20	1.12	0.73
3	3029227	Cagnes-sur-Mer	50928.00	101.35	457.33	127.83	0.00	92.69	1.01	0.86	0.79	0.52
3	3014856	Grasse	50396.00	100.29	452.56	126.49	0.00	91.72	1.00	0.85	0.79	0.51
3	6454958	Martigues	98683.00	196.38	886.17	247.69	0.00	179.60	1.96	1.66	1.54	1.01
3	3036433	Aubagne	69691.00	138.69	625.83	174.92	0.00	126.84	1.39	1.17	1.09	0.71
3	2976341	Salon-de-Provence	54943.00	109.34	493.39	137.91	0.00	100.00	1.09	0.92	0.86	0.56
3	3012647	Istres	43133.00	85.83	387.33	108.26	0.00	78.50	0.86	0.72	0.67	0.44
3	3004871	Le Cannet	41471.00	82.53	372.41	104.09	0.00	75.48	0.83	0.70	0.65	0.42
3	3016702	Gap	58647.00	116.71	526.65	147.20	0.00	106.74	1.17	0.99	0.91	0.60
3	3020850	Draguignan	39340.00	78.29	353.27	98.74	0.00	71.60	0.78	0.66	0.61	0.40
3	6456718	La Ciotat	187953.00	374.03	1687.82	471.76	0.00	342.07	3.74	3.16	2.93	1.92
3	6445063	Saint-Raphaël	44163.00	87.88	396.58	110.85	0.00	80.38	0.88	0.74	0.69	0.45
3	2967870	Vitrolles	103034.00	205.04	925.25	258.62	0.00	187.52	2.05	1.73	1.61	1.05
3	2995750	Marignane	32920.00	65.51	295.62	82.63	0.00	59.91	0.66	0.55	0.51	0.34
3	2989460	Orange	52419.00	104.31	470.72	131.57	0.00	95.40	1.04	0.88	0.82	0.53
3	2978891	Saint-Laurent-du-Var	28453.00	56.62	255.51	71.42	0.00	51.78	0.57	0.48	0.44	0.29
3	3028542	Carpentras	67338.00	134.00	604.70	169.02	0.00	122.56	1.34	1.13	1.05	0.69
3	6425695	Vallauris	26672.00	53.08	239.51	66.95	0.00	48.54	0.53	0.45	0.42	0.27
3	6614137	Cavaillon	84918.00	168.99	762.56	213.14	0.00	154.55	1.69	1.43	1.32	0.87
3	3009198	La Garde	25126.00	50.00	225.63	63.07	0.00	45.73	0.50	0.42	0.39	0.26
3	2996255	Mandelieu-la-Napoule	55382.00	110.21	497.33	139.01	0.00	100.80	1.10	0.93	0.86	0.56
3	6425528	Manosque	29271.00	58.25	262.85	73.47	0.00	53.27	0.58	0.49	0.46	0.30
3	3038159	Allauch	21187.00	42.16	190.26	53.18	0.00	38.56	0.42	0.36	0.33	0.22
3	3016667	Gardanne	20794.00	41.38	186.73	52.19	0.00	37.85	0.41	0.35	0.32	0.21
3	2987825	Pertuis	20380.00	40.56	183.01	51.15	0.00	37.09	0.41	0.34	0.32	0.21
3	2991551	Mougins	19489.00	38.78	175.01	48.92	0.00	35.47	0.39	0.33	0.30	0.20
3	2974188	Sorgues	22958.00	45.69	206.16	57.62	0.00	41.78	0.46	0.39	0.36	0.23
3	2970148	Vence	172924.00	344.12	1552.86	434.04	0.00	314.72	3.44	2.91	2.70	1.76
3	2999891	La Crau	36715.00	73.06	329.70	92.15	0.00	66.82	0.73	0.62	0.57	0.37
3	3030057	Brignoles	46909.00	93.35	421.24	117.74	0.00	85.37	0.93	0.79	0.73	0.48
3	2976258	Sanary-sur-Mer	16696.00	33.23	149.93	41.91	0.00	30.39	0.33	0.28	0.26	0.17
3	6618043	Digne-les-Bains	18794.00	37.40	168.77	47.17	0.00	34.21	0.37	0.32	0.29	0.19
3	2973393	Tarascon	38700.00	77.01	347.53	97.14	0.00	70.43	0.77	0.65	0.60	0.39
3	3031387	Bouc-Bel-Air	196070.00	390.18	1760.71	492.14	0.00	356.85	3.90	3.29	3.06	2.00
3	2982875	Roquebrune-sur-Argens	34836.00	69.32	312.83	87.44	0.00	63.40	0.69	0.59	0.54	0.36
3	2989590	Ollioules	13771.00	27.40	123.66	34.57	0.00	25.06	0.27	0.23	0.21	0.14
3	3003188	Cogolin	144559.00	287.67	1298.14	362.84	0.00	263.10	2.88	2.43	2.26	1.47
3	3030142	Briançon	18581.00	36.98	166.86	46.64	0.00	33.82	0.37	0.31	0.29	0.19
