NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	2973781	Strasbourg	465069.00	776.67	558.08	1167.32	0.00	1241.73	3.07	2.33	1.44	0.14
2	8293796	Nancy	434565.00	725.72	521.48	1090.76	0.00	1160.29	2.87	2.17	1.35	0.13
2	6454365	Metz	405447.00	677.10	486.54	1017.67	0.00	1082.54	2.68	2.03	1.26	0.12
2	6441541	Mulhouse	285121.00	476.15	342.15	715.65	0.00	761.27	1.88	1.43	0.88	0.09
2	6524641	Reims	186040.00	310.69	223.25	466.96	0.00	496.73	1.23	0.93	0.58	0.06
2	6445533	Épinal	93184.00	155.62	111.82	233.89	0.00	248.80	0.62	0.47	0.29	0.03
2	3024297	Colmar	99732.00	166.55	119.68	250.33	0.00	266.28	0.66	0.50	0.31	0.03
2	6453634	Troyes	127660.00	213.19	153.19	320.43	0.00	340.85	0.84	0.64	0.40	0.04
2	2994020	Charleville-Mézières	46428.00	77.53	55.71	116.53	0.00	123.96	0.31	0.23	0.14	0.01
2	3027487	Châlons-en-Champagne	75083.00	125.39	90.10	188.46	0.00	200.47	0.50	0.38	0.23	0.02
2	6454375	Thionville	43537.00	72.71	52.24	109.28	0.00	116.24	0.29	0.22	0.13	0.01
2	3014078	Haguenau	63632.00	106.27	76.36	159.72	0.00	169.90	0.42	0.32	0.20	0.02
2	2975446	Schiltigheim	62942.00	105.11	75.53	157.98	0.00	168.06	0.42	0.31	0.20	0.02
2	2970797	Vandœuvre-lès-Nancy	41641.00	69.54	49.97	104.52	0.00	111.18	0.27	0.21	0.13	0.01
2	3012834	Illkirch-Graffenstaden	90838.00	151.70	109.01	228.00	0.00	242.54	0.60	0.45	0.28	0.03
2	2980816	Saint-Dizier	46809.00	78.17	56.17	117.49	0.00	124.98	0.31	0.23	0.15	0.01
2	3020062	Épernay	35522.00	59.32	42.63	89.16	0.00	94.84	0.23	0.18	0.11	0.01
2	3025892	Chaumont	28794.00	48.09	34.55	72.27	0.00	76.88	0.19	0.14	0.09	0.01
2	6454357	Forbach	24114.00	40.27	28.94	60.53	0.00	64.38	0.16	0.12	0.07	0.01
2	6441606	Saint-Louis	21177.00	35.37	25.41	53.15	0.00	56.54	0.14	0.11	0.07	0.01
2	2975964	Sarreguemines	22248.00	37.15	26.70	55.84	0.00	59.40	0.15	0.11	0.07	0.01
2	2980827	Saint-Dié-des-Vosges	37058.00	61.89	44.47	93.02	0.00	98.94	0.24	0.19	0.11	0.01
2	2975233	Sélestat	19360.00	32.33	23.23	48.59	0.00	51.69	0.13	0.10	0.06	0.01
2	6454301	Lunéville	18027.00	30.11	21.63	45.25	0.00	48.13	0.12	0.09	0.06	0.01
2	2969958	Verdun	29678.00	49.56	35.61	74.49	0.00	79.24	0.20	0.15	0.09	0.01
2	2975349	Sedan	60178.00	100.50	72.21	151.05	0.00	160.68	0.40	0.30	0.19	0.02
2	3013627	Hayange	67906.00	113.40	81.49	170.44	0.00	181.31	0.45	0.34	0.21	0.02
2	2972350	Toul	21045.00	35.15	25.25	52.82	0.00	56.19	0.14	0.11	0.07	0.01
2	6454369	Saint-Avold	15433.00	25.77	18.52	38.74	0.00	41.21	0.10	0.08	0.05	0.00
2	6449768	Bar-le-Duc	20171.00	33.69	24.21	50.63	0.00	53.86	0.13	0.10	0.06	0.01
2	6454309	Pont-à-Mousson	14434.00	24.10	17.32	36.23	0.00	38.54	0.10	0.07	0.04	0.00
2	6426538	Romilly-sur-Seine	20269.00	33.85	24.32	50.88	0.00	54.12	0.13	0.10	0.06	0.01
2	6436699	Laxou	14300.00	23.88	17.16	35.89	0.00	38.18	0.09	0.07	0.04	0.00
2	3022513	Creutzwald	63282.00	105.68	75.94	158.84	0.00	168.96	0.42	0.32	0.20	0.02
2	6450596	Bischwiller	14543.00	24.29	17.45	36.50	0.00	38.83	0.10	0.07	0.05	0.00
2	6426546	Saint-André-les-Vergers	12581.00	21.01	15.10	31.58	0.00	33.59	0.08	0.06	0.04	0.00
2	2967856	Vitry-le-François	15719.00	26.25	18.86	39.45	0.00	41.97	0.10	0.08	0.05	0.00
2	2989796	Obernai	11350.00	18.95	13.62	28.49	0.00	30.30	0.07	0.06	0.04	0.00
2	3027857	Cernay	186946.00	312.20	224.34	469.23	0.00	499.15	1.23	0.93	0.58	0.06
2	2975588	Saverne	25790.00	43.07	30.95	64.73	0.00	68.86	0.17	0.13	0.08	0.01
2	6454560	Guebwiller	11022.00	18.41	13.23	27.67	0.00	29.43	0.07	0.06	0.03	0.00
2	3019865	Erstein	13302.00	22.21	15.96	33.39	0.00	35.52	0.09	0.07	0.04	0.00
2	3029771	Brumath	9970.00	16.65	11.96	25.02	0.00	26.62	0.07	0.05	0.03	0.00
