unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
HAB_P,PRACT,OC2221_3221,BG	: 	237.79 	228.37 	229.66 	228.59 	230.11 	228.62 	226.34 	223.85 	227.89 	232.48 	232.67 	232.92 	231.87 	234.01 	240.55 	245.20 	259.22 	262.24 	274.91 	269.04 	259.54 b	181.44 	174.40 	175.23 	163.63 	164.71 	166.30 	162.81 	170.02 	171.01 	162.02 	167.10 	168.81 	171.18 	174.49 	176.37 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,CH	: 	54.42 	55.68 	56.84 	58.05 	58.75 	60.32 	61.89 	62.86 	64.21 	65.94 	68.32 b	72.17 e	73.56 e	74.99 e	76.40 e	78.92 e	78.61 e	77.86 e	81.24 e	84.02 e	86.27 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,CY	: 	: 	184.59 	184.45 	185.84 	190.21 	191.17 	199.74 	206.30 	210.41 	205.13 	210.20 	212.36 	220.41 	208.23 	215.98 b	238.55 	224.20 	234.05 	237.02 	236.77 	236.79 	232.77 	231.20 	231.22 	232.04 	230.72 	234.47 	235.90 	242.14 	240.35 	234.02 	231.70 	239.06 	242.97 	247.74 	251.28 	248.93 	252.79 	259.66 	290.28 	298.21 
HAB_P,PRACT,OC2221_3221,CZ	: 	115.45 	116.82 	117.34 	117.64 b	126.09 	124.88 	126.06 e	125.10 	124.11 	124.47 	123.52 	123.58 	125.47 	124.58 	123.86 	123.27 	123.24 b	125.26 	125.13 	127.38 	131.48 b	135.54 	136.14 	136.04 	135.57 	135.01 	137.85 	137.69 	137.17 	138.03 	137.66 	138.15 	140.18 	142.20 	144.66 	148.24 	152.24 	155.93 	159.65 	164.15 	168.00 
HAB_P,PRACT,OC2221_3221,DE	: 	82.91 	84.79 	86.81 	90.24 	92.01 	93.25 	93.30 	94.88 	98.08 	98.62 	100.39 	102.12 	104.33 	106.29 	107.82 	108.94 	110.76 	111.83 	114.09 	115.50 	116.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,DK	: 	: 	98.70 	99.02 	99.70 	100.51 	100.82 	100.67 	100.47 	100.40 	101.28 	101.83 	102.07 	104.68 	107.58 	104.73 	104.33 	105.88 	107.67 	105.92 	107.16 	107.42 	109.56 	109.06 	110.32 	113.32 	114.13 	114.62 	113.57 	114.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,EE	: 	156.71 	160.27 	158.95 	161.50 	163.88 	166.42 	174.19 	177.44 b	162.13 b	160.26 	163.29 	162.39 	155.89 	156.17 	158.60 	159.10 b	160.13 	162.95 	166.31 	172.44 	171.35 	166.84 	162.83 	162.11 	159.70 	155.18 	155.36 	153.45 	155.14 b	153.54 	123.03 	122.45 	119.98 	119.18 	121.25 	121.94 	123.25 	125.00 	125.81 	131.12 	135.08 
HAB_P,PRACT,OC2221_3221,EL	: 	: 	295.76 d	297.16 d	302.17 d	307.72 d	311.68 d	309.24 d	303.72 d	299.46 d	288.21 d	289.45 d	297.73 d	306.04 d	309.85 d	307.86 d	299.66 d	303.19 d	300.89 d	302.30 d	338.72 d	363.78 d	378.24 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,ES	: 	163.83 	169.77 	170.40 	174.33 	181.34 	189.16 	194.21 	194.44 	190.68 	191.59 	194.18 	201.84 	207.37 	217.16 	224.38 	229.27 	232.51 	233.30 	245.40 	258.06 	282.57 	296.31 	301.00 	299.09 	306.85 	: 	: 	: 	: 	: 	372.65 	: 	: 	: 	: 	446.28 	: 	: 	: 	: 	475.78 
HAB_P,PRACT,OC2221_3221,FI	: 	: 	: 	73.71 	75.38 	77.07 	77.31 	77.88 	79.31 	80.31 	82.12 	83.57 	83.21 	84.59 	87.48 	89.23 	92.24 	95.27 	: 	: 	: 	93.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,HR	142.60 	144.13 	145.93 	150.21 	152.43 	158.06 	171.39 	172.49 	171.53 	175.96 	179.26 	183.24 	190.26 	186.13 	193.34 	197.50 	200.88 	202.32 	206.05 	207.03 	207.81 	212.76 	223.17 	228.25 	233.88 	246.34 	257.99 	236.95 	227.39 	220.71 	232.53 	213.01 	200.45 	204.60 	208.32 	214.06 	224.84 	: 	: 	: 	: 	283.71 
HAB_P,PRACT,OC2221_3221,HU	151.74 p	151.88 	150.97 	151.10 	153.56 b	155.39 	154.59 	155.90 	155.58 	158.11 	160.85 	161.06 	160.95 	162.47 	168.08 	161.36 	168.14 	173.07 	173.28 	176.00 	181.15 	189.51 b	186.15 	182.84 	187.49 	184.70 	186.89 	183.97 	183.91 	195.47 	205.49 	192.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,IE	78.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,IS	: 	63.99 	65.10 	68.17 	68.98 	70.32 	64.71 	65.23 	64.71 	65.95 	67.47 e	68.77 	65.39 	67.16 	71.44 	72.90 	71.57 	73.04 	73.33 	75.35 	76.09 	75.43 	74.62 	74.05 	76.29 	76.35 	76.31 	77.76 	78.42 	80.23 	79.96 	80.16 	82.85 	84.23 	84.98 	87.51 	90.11 	90.79 	93.37 	100.24 	107.03 	112.49 
HAB_P,PRACT,OC2221_3221,IT	159.77 ep	159.35 e	162.45 e	173.37 e	172.47 e	179.63 e	183.70 e	189.55 e	196.81 e	195.73 e	192.23 e	191.21 e	190.31 e	190.18 e	189.92 e	194.56 e	201.00 e	195.39 e	190.81 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,LI	112.55 	115.09 	109.55 b	119.52 	113.32 b	126.56 	125.82 	129.33 be	136.47 be	164.38 be	408.00 be	418.85 b	558.46 	514.09 	470.16 	493.47 	496.46 	529.95 	473.31 	467.97 	502.94 	502.22 b	555.53 	536.74 	600.61 	517.22 	549.57 	525.34 	501.48 	538.67 	521.59 	463.58 	555.23 	558.95 	574.09 	619.03 	707.32 	699.89 	777.82 	846.94 	802.27 	981.23 
HAB_P,PRACT,OC2221_3221,LT	: 	128.10 	129.18 	128.55 	129.73 	129.79 	130.50 	131.58 	132.49 	131.67 	132.71 	135.64 	135.92 	133.91 	135.74 	135.47 	137.03 	137.91 	136.53 	134.49 	132.05 	131.04 	126.18 	114.31 	113.26 	111.34 	111.86 	111.33 	113.11 	111.87 	112.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,LU	: 	: 	: 	: 	85.29 	85.35 	83.98 	83.57 	83.84 	83.89 	88.71 	90.50 b	89.97 	: 	: 	91.40 	91.19 b	109.96 	111.87 b	128.80 	133.96 	135.50 	136.79 	137.93 	136.63 	139.61 	143.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,LV	: 	238.99 b	227.78 	229.64 	218.92 	215.67 	213.49 	207.28 	204.72 	205.76 	201.81 	199.50 	204.28 	180.09 	180.74 	178.31 	199.82 b	205.09 	212.02 	219.12 	221.57 	218.37 	214.59 	223.96 	212.16 	205.59 	204.82 	218.68 	194.91 	184.13 	170.91 	174.94 	180.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,MT	: 	124.75 	130.01 	128.48 	124.57 	123.10 	129.72 	127.36 	143.23 	149.74 	149.41 	154.32 	161.12 b	154.66 	170.39 	177.77 	181.83 	187.86 b	192.64 	192.50 b	266.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	245.26 	236.76 	234.82 	: 	: 	: 	: 	246.33 	264.06 	: 
HAB_P,PRACT,OC2221_3221,NL	: 	90.27 	92.85 b	89.63 	91.44 	93.74 	94.99 	96.77 b	: 	: 	: 	: 	: 	119.00 e	120.45 e	121.89 e	122.06 e	122.97 e	125.00 e	127.66 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,NO	54.42 	55.52 	55.93 	56.45 	56.62 	57.22 	57.76 b	59.21 	60.00 	60.51 	60.97 	62.00 	62.79 b	64.17 	64.62 	65.20 	66.62 	68.55 	70.51 	72.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,PL	: 	: 	: 	: 	196.05 	193.89 	192.45 	190.83 	189.64 	: 	189.51 	189.49 	190.13 	192.62 	193.06 	196.39 	196.52 b	202.85 b	210.74 	205.66 	205.09 	201.75 	195.10 	181.41 	177.95 	179.40 	182.39 	184.79 	188.63 	188.39 	187.48 	183.43 	191.84 	195.06 	196.39 	200.85 	206.99 	214.46 	216.96 	220.89 	222.60 	226.62 
HAB_P,PRACT,OC2221_3221,RO	: 	129.47 	132.88 	138.61 	143.55 	150.17 	156.01 	162.31 	166.44 	172.35 	176.34 	179.56 b	166.53 	171.93 	171.10 	174.23 	179.93 	184.96 	187.96 	185.40 	195.03 	200.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,RS	156.39 	162.07 b	: 	162.18 	164.57 	167.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,SE	: 	: 	92.16 	91.91 	91.62 	91.31 	91.13 	91.24 	91.19 	91.42 	91.75 	92.06 	92.66 	92.72 	93.02 	94.00 	95.40 	97.21 	99.04 	100.13 	102.27 	103.77 	104.64 	105.84 	108.03 	107.27 	107.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,SI	: 	95.56 	97.30 	98.61 	100.77 	103.60 	113.87 	116.83 	120.23 	122.49 	120.00 	122.15 	124.60 	126.94 	128.99 	131.62 	133.77 	135.16 	136.01 	139.66 	140.35 	145.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2221_3221,UK	: 	: 	: 	128.55 	127.79 	126.91 	126.48 be	126.00 	125.94 	125.92 	121.94 b	118.97 	117.57 	115.39 	115.58 b	111.19 	109.34 	110.76 	112.53 	115.55 	119.75 	122.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,AT	3444.91 	3568.17 	3622.98 	3781.23 	3877.29 	3924.83 	4040.53 	4069.69 	4100.49 	4268.35 	4314.47 	4385.63 	4495.32 	4577.28 	4647.33 	4760.30 	4825.71 	4928.81 	4860.22 	4898.16 	5093.28 	5263.84 	5146.38 	5199.99 	5319.12 	5462.61 	5515.81 	5922.48 	6039.44 	6512.22 	6720.01 	7043.90 	6933.18 	6796.88 	6793.35 	7041.67 	7143.52 	7047.00 	7160.90 	7013.09 	6937.41 	6863.12 
HAB_P,PRACT,OC2222_3222,BE	: 	: 	1365.14 	1384.43 	1454.25 	: 	: 	1607.49 	1662.85 	1718.81 	1786.71 	1853.41 	1937.63 	2004.11 	2070.08 	2110.86 	2188.52 	2278.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,BG	: 	2132.89 	2133.91 	2226.64 	2206.41 	2190.48 	2192.42 	2213.89 	2217.68 	2219.96 	2247.19 	2277.67 	2263.44 	2245.97 	2218.56 	2216.69 	2216.78 	2258.37 	2249.81 	2282.89 	2276.62 	1977.77 b	1494.47 	1417.23 	1403.35 	1273.85 	1263.69 	1256.49 	1227.34 	1216.37 	1190.34 	1155.66 	1188.99 	1158.75 	1173.95 	1153.07 	1145.26 	1140.47 	1104.22 	1115.24 	1126.31 	1122.14 
HAB_P,PRACT,OC2222_3222,CH	: 	2943.61 	2978.56 	3069.33 	3158.39 	3120.89 	3194.14 	3350.51 	3235.74 	3254.73 	3406.11 	3507.16 b	3346.51 e	3532.41 e	3848.68 e	4054.14 e	4104.37 be	: 	: 	: 	: 	3533.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3774.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4481.85 
HAB_P,PRACT,OC2222_3222,CY	: 	: 	2764.74 	2989.92 	2994.84 	3177.46 	3390.65 	3537.36 	3547.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,CZ	: 	2518.33 	2574.64 	2586.36 	2671.99 	2706.54 b	2456.00 	2453.46 e	2400.52 	2349.30 	2343.40 	2360.70 	2395.40 	2412.22 	2382.88 	2422.84 	2364.25 	2350.10 b	2136.21 	2060.40 	2087.15 	2172.22 b	2214.92 	2238.39 	2175.24 	2123.79 	2037.34 	2076.27 	2091.06 	2047.04 	1997.79 	1950.79 	1959.73 	1987.20 	2002.19 	2019.57 	2081.58 	2139.65 	2181.71 	2227.34 	2267.85 	2294.41 
HAB_P,PRACT,OC2222_3222,DE	: 	3198.50 	3323.72 	3454.41 	3444.04 	3580.38 	3551.59 	3520.98 	3665.71 	3655.72 	3648.86 	3857.72 	3900.11 	4105.50 	4113.32 	4335.60 	4340.50 	4584.24 	4585.23 	4852.26 	4844.11 	4835.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,DK	: 	: 	2668.39 	2769.42 	2856.78 	2941.97 	3010.32 	3072.11 	3114.22 	3283.37 	3413.34 	3445.77 	3529.13 	3684.52 	3846.08 	3931.51 	4050.40 	4144.57 	4156.19 	4057.31 	4075.12 	4264.87 	4347.87 	4461.08 	4668.72 	4891.33 	5356.57 	5089.13 	5695.53 	5797.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,EE	: 	2752.63 	2764.37 	2899.07 	2895.35 	2990.43 	2916.65 	2975.89 	3058.00 b	3417.82 	3484.09 	3598.58 	3448.36 	3326.09 	3351.70 	3261.04 	3386.94 b	3356.03 	3401.29 	3268.60 	3064.27 	2755.39 	2509.46 	2557.48 	2451.02 	2167.83 	2082.08 	2059.88 	2038.37 	1890.37 	1628.06 b	1485.96 	1236.70 	1189.57 	1182.19 	1158.04 	1254.13 	1303.53 	1301.76 	1315.55 	1294.75 	1358.99 
HAB_P,PRACT,OC2222_3222,EL	: 	: 	3756.69 d	3787.18 d	3830.01 d	3989.62 d	4158.68 d	4159.00 d	4093.02 d	4127.43 d	4206.40 d	4351.07 d	4229.63 d	4288.75 d	4294.00 d	4413.44 d	4382.65 d	4336.95 d	4545.79 d	4653.02 d	4587.05 d	4772.88 d	4893.91 d	: 	: 	: 	: 	: 	5459.51 d	5487.63 d	5530.51 d	5482.15 d	6159.64 d	5970.84 d	5506.94 d	5718.42 d	5201.20 d	5183.76 d	5479.48 d	5133.46 d	5614.17 d	5658.75 d
HAB_P,PRACT,OC2222_3222,FI	: 	: 	: 	2336.10 	2349.92 	2449.98 	2429.95 	2405.95 	2374.06 	2398.75 	2450.33 	2491.11 	2620.95 	2620.02 	2760.29 	2786.38 	2843.41 	2950.44 	: 	: 	: 	3506.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,FR	: 	2866.86 	2906.30 	2926.64 	2935.77 	2939.65 	2987.98 	3072.85 	3146.73 	3223.42 	3334.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,HR	: 	2582.81 	2507.52 	2500.53 	2516.67 	2457.27 	2537.99 	2684.45 	2642.53 	2658.20 	2688.59 	2766.49 	2748.13 	2740.55 	2791.42 	2843.12 	2855.41 	2862.65 	2917.04 	2887.62 	2884.27 	2944.79 	3032.66 	3047.84 	3147.06 	3304.64 	3387.12 	3166.80 	3002.91 	2948.34 	2928.81 	2769.49 	2549.34 	2533.41 	2624.44 	2735.48 	2725.46 	2775.97 	2794.39 	2786.67 	2944.77 	3078.84 
HAB_P,PRACT,OC2222_3222,HU	: 	4272.63 	4255.72 	4008.02 	3978.85 b	6028.27 	5810.52 	5918.70 	5920.46 	5781.10 	5703.79 	5714.30 	5868.06 	6076.38 	6288.79 	5102.01 	5041.01 	5143.59 	4985.02 	4893.36 	5003.72 	4853.12 	4554.06 	4534.70 	4531.26 	4267.90 	4345.38 	3755.76 	3929.26 	4016.01 	4698.10 b	3923.60 	3944.94 	4055.30 	3917.59 	4080.83 	4145.08 	4180.29 	3838.23 	4234.78 	4205.67 	4166.13 
HAB_P,PRACT,OC2222_3222,IS	: 	1393.40 	1251.95 	1237.62 	1248.73 	1265.81 	1202.96 	1212.54 	1226.38 	1252.80 	1147.53 e	1272.16 	1274.00 	1269.65 	1271.70 	1265.76 	1279.03 	1303.90 	1340.37 	1382.32 	1301.22 	1365.07 	1327.18 	1323.90 	1342.22 	: 	: 	1371.24 	1352.44 	1305.28 	1308.61 	1261.51 	1270.61 	1328.40 	1358.34 	1286.67 	1277.27 	1267.25 	1274.07 	1328.75 	1398.51 	1481.41 
HAB_P,PRACT,OC2222_3222,IT	3421.93 ep	3448.55 e	3461.95 e	3578.89 e	3624.52 e	3672.84 e	3888.75 e	3888.51 e	4018.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,LI	2297.35 	2593.40 	2754.46 	3187.17 	3451.09 	3771.60 	3749.40 	3386.14 	2175.50 e	2291.03 e	2420.80 e	2770.88 e	2978.46 e	1970.69 e	2074.24 e	1946.47 e	2044.26 e	2152.94 d	2129.91 de	1982.00 de	1844.11 e	2176.30 be	4027.56 	3958.44 	3903.94 e	3879.13 	3847.00 	4352.79 	3761.13 	4232.43 	4172.71 	3592.75 	4045.21 	5589.50 	4592.75 	4539.58 	5375.60 	6649.00 	6611.50 	6563.75 	12836.25 	: 
HAB_P,PRACT,OC2222_3222,LT	: 	3194.15 	3125.43 	3169.17 	3132.23 	3114.26 	3185.21 	3236.61 	3279.03 	3342.03 	3379.59 	3491.86 	3502.68 	3442.66 	3419.36 	3378.01 	3263.78 	3138.55 	3030.36 	2787.91 	2580.53 	2543.27 	2390.93 	2203.18 	2174.66 	2010.95 	1986.37 	2079.10 	2018.98 	2010.93 	1878.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,LU	: 	: 	: 	: 	2786.62 	2765.20 	2751.71 	2852.92 	2676.65 	2722.80 	2757.16 	2755.18 	2812.33 	2908.63 	2926.79 	3069.07 	3020.51 b	3724.35 	3961.67 b	4331.80 	4647.63 	4497.94 	4628.76 	4996.47 	5115.24 	5177.81 	5448.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,LV	: 	4799.11 	4760.75 	4866.60 	4867.79 	4862.37 	4968.66 	5099.19 	5095.31 	5137.17 	5085.70 	5141.06 	4812.74 	4603.22 	4593.58 	4445.61 	4953.10 b	4794.75 	4952.28 	4915.26 	4930.74 	4911.93 	3880.65 	2968.00 	2924.10 	2760.92 	2695.29 	2642.29 	2452.91 	2217.42 	2115.39 	1804.30 	1768.54 	1500.81 	1463.28 	1428.51 	1406.15 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,MT	: 	2028.87 	1931.27 	2027.74 	2080.00 	2098.41 	2247.74 	2275.17 	2406.59 	2515.13 	2522.83 	2727.03 	2713.66 b	3010.14 	2658.33 	3093.95 	3256.72 	3236.03 	3188.65 	3167.75 	: 	: 	: 	: 	: 	: 	: 	: 	1321.38 	: 	: 	: 	1449.26 	1394.88 	1383.47 	: 	: 	1400.82 	: 	1448.43 	1469.96 	: 
HAB_P,PRACT,OC2222_3222,NL	: 	4016.93 	4122.86 b	4067.90 	4192.68 	4383.61 	4541.53 	4704.33 b	4899.25 	5801.58 	6041.65 	6197.46 	6392.26 	6570.35 	6944.34 	7091.58 	7275.91 	7731.14 	8060.26 	8631.18 	9179.74 	9645.98 	9982.38 	10340.49 	11001.16 	11394.35 	11459.60 	12055.52 	12431.19 	12695.79 	12957.69 	13361.49 	13761.73 	14110.99 	14621.17 	14854.51 	15302.67 	15493.24 	15928.02 	16508.29 	16940.79 	17151.27 
HAB_P,PRACT,OC2222_3222,NO	1790.56 	1812.49 	1809.17 	1807.39 	1793.67 	1778.63 	1786.10 b	1806.98 	1839.11 	1843.71 	1867.68 	1901.69 	1920.73 b	1951.79 	1976.14 	2000.29 	1997.96 	2008.71 	2033.34 	2052.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,PL	: 	: 	: 	: 	1669.81 	1659.17 	1690.99 	1698.39 	1666.02 	: 	1675.84 	1682.12 	1700.96 	1713.90 	1744.25 	1811.16 	1816.71 	1732.64 b	1808.16 	1758.28 	1751.05 	1739.27 	1695.77 	1582.36 	1556.70 	1567.29 	1579.17 	1586.97 	1619.22 	1623.17 	1609.49 	1586.89 	: 	1718.75 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,RO	: 	6036.84 	5820.81 	5809.66 	5752.93 	5904.19 	5936.37 	5795.92 	5778.97 	5410.85 	5196.68 	4863.53 	4919.68 	4526.75 	4415.94 b	4313.81 	4347.41 	3991.02 	3872.61 	3506.62 	3406.49 	3215.79 	2874.03 	2523.53 	2471.13 	2291.46 	2184.75 	2130.89 	2148.90 	2108.43 	2076.10 	1981.88 	1856.03 	1874.45 	1899.16 	1885.47 	1883.12 	1890.49 	: 	1835.05 	: 	1789.90 
HAB_P,PRACT,OC2222_3222,RS	6097.20 	6370.38 b	: 	2763.20 d	2766.30 d	2762.55 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,SE	: 	: 	1301.29 	1307.53 	1325.30 	1329.99 	1333.40 	1338.32 	1334.87 	1331.57 	1347.96 	1338.01 	1353.30 	1373.81 	1378.76 	1379.39 	1385.97 	1388.53 	1408.97 	1417.11 	1430.91 	1458.75 	1451.63 	1475.16 	1512.66 	1514.39 	1537.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,SI	: 	6826.04 	7649.76 	8787.69 	10031.01 	11409.07 	13313.10 	14728.43 	16612.52 	17734.13 	19185.44 	20485.83 	22662.99 	23780.18 	26804.31 	27491.34 	32794.66 	43413.29 	62366.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2222_3222,UK	: 	: 	: 	2109.85 	2092.59 	2095.08 	2075.75 b	2059.63 	2068.45 	2077.36 	2087.06 	2079.25 	2095.57 	2067.68 	2081.13 	2078.53 	2060.49 	2066.84 	2108.36 	2151.03 	2157.89 	2208.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC222_322,AT	: 	92.91 	93.90 b	140.25 d	140.69 d	142.31 d	141.98 d	142.11 d	144.18 d	145.19 d	145.84 d	147.96 d	149.32 d	152.01 d	155.61 d	157.36 d	161.33 d	163.14 d	169.84 d	170.04 d	172.97 d	174.36 d	178.27 d	183.18 d	186.09 d	190.56 d	194.98 d	203.17 d	217.65 d	230.12 d	240.05 d	246.98 d	252.54 d	261.73 d	260.79 d	270.44 d	281.32 d	: 	: 	: 	: 	: 
HAB_P,PRACT,OC222_322,BE	: 	: 	: 	84.80 	83.95 	: 	: e	89.26 e	91.72 e	94.29 e	96.46 e	98.91 e	100.61 	101.86 e	102.89 e	104.20 e	105.64 e	108.31 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC222_322,BG	: 	213.94 	206.29 	208.19 	207.13 	208.23 	207.03 	205.34 	203.33 	206.67 	210.68 	211.10 	211.19 	210.17 	211.68 	217.00 	220.78 	232.53 	234.86 	245.36 	240.61 	229.43 b	161.80 	155.29 	155.78 	145.00 	145.72 	146.86 	143.74 	149.17 	149.52 	142.10 	146.51 	147.35 	149.39 	151.56 	152.83 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC222_322,CH	: 	53.43 	54.66 	55.81 	57.00 	57.67 	59.20 	60.77 	61.66 	62.97 	64.69 	67.02 b	70.64 e	72.06 e	73.55 e	74.99 e	77.43 be	: e	: e	: e	: e	84.22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC222_322,CY	: 	: 	173.03 	173.74 	174.98 	179.46 	180.97 	189.07 	194.96 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC222_322,CZ	: 	110.39 	111.75 	112.25 	112.68 b	120.48 b	118.84 	119.90 e	118.91 	117.88 	118.19 	117.38 	117.51 	119.27 	118.39 	117.83 	117.16 	117.10 b	118.32 	117.97 	120.05 	123.97 b	127.73 	128.33 	128.03 	127.44 	126.62 	129.27 	129.19 	128.55 	129.11 	128.58 	129.06 	130.94 	132.77 	134.99 	138.39 	142.13 	145.53 	148.97 	153.07 	156.54 
