unit,facility,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,HBEDT_OTH,LI	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LU	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	458.00 	454.00 	446.00 	446.00 	432.00 	432.00 	432.00 	452.00 	501.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,LV	: 	2280.00 d	2360.00 d	2430.00 d	2500.00 d	2496.00 d	2513.00 d	2524.00 d	2615.00 d	2657.00 d	2675.00 d	3028.00 d	3506.00 d	3510.00 d	3531.00 d	3567.00 d	3632.00 d	3631.00 d	3701.00 d	4013.00 d	4407.00 bd	5004.00 d	5728.00 d	5611.00 d	5918.00 d	5436.00 d	5568.00 d	5805.00 d	5894.00 d	6359.00 d	6934.00 d	7055.00 d	5480.00 d	5470.00 d	5470.00 d	5305.00 d	: 	: 	: 	: 	5165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,MK	: 	613.00 	693.00 	879.00 	790.00 	842.00 	828.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	330.00 	328.00 	212.00 	153.00 	227.00 	172.00 	172.00 	87.00 	86.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,NL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	2216.00 	2259.00 	2258.00 	2521.00 	2617.00 	2744.00 	2908.00 	2910.00 	3000.00 e	3028.00 	3159.00 	3170.00 	3188.00 	3210.00 	3439.00 	3438.00 	3469.00 	3650.00 	3735.00 	3862.00 	3957.00 	4206.00 	4401.00 	4570.00 	4710.00 	4819.00 	5091.00 	5272.00 	5274.00 	5401.00 	5562.00 	5515.00 	5499.00 	6095.00 	6091.00 	6224.00 	6400.00 	6337.00 	6072.00 	6477.00 	6490.00 	6714.00 	7050.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
NR,HBEDT_OTH,NO	: 	1950.00 	2091.00 	2111.00 	2065.00 	2086.00 	2118.00 	2075.00 	2123.00 	2030.00 	2408.00 	2540.00 	2445.00 	2392.00 	2435.00 	2698.00 	2868.00 	2933.00 	2750.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,PL	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	60089.00 	56809.00 b	29509.00 	29266.00 	29302.00 	29827.00 	26553.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,PT	: 	1369.00 	966.00 	960.00 	899.00 	819.00 	257.00 	355.00 	273.00 	220.00 	415.00 	305.00 	305.00 	341.00 	229.00 	291.00 	161.00 	173.00 	178.00 	186.00 	96.00 	136.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,RO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	16572.00 	16574.00 	16694.00 	16317.00 	16467.00 	16567.00 	18094.00 	18322.00 	18299.00 	19973.00 	19920.00 	20120.00 	20044.00 	20068.00 	20200.00 	20418.00 	20538.00 	21961.00 	22131.00 	22083.00 	22144.00 	22194.00 	22418.00 	22412.00 	: 	: 	: 	: 	22304.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,RS	: 	21.00 	21.00 	21.00 	21.00 	21.00 	21.00 	21.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,SE	: 	104.00 	111.00 	106.00 	92.00 	96.00 	86.00 	84.00 	86.00 b	85.00 	90.00 	93.00 	131.00 	133.00 	118.00 	114.00 	127.00 	255.00 	265.00 	273.00 b	1045.00 	982.00 	984.00 	1077.00 	1191.00 	1558.00 	1285.00 	1776.00 	1595.00 b	10158.00 	10583.00 	10081.00 	9888.00 	10149.00 	10596.00 	10793.00 	11343.00 	11168.00 	11527.00 	15583.00 	11757.00 	12235.00 	13232.00 	11420.00 	11865.00 	13015.00 	13188.00 	13984.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,SI	: 	116.00 d	116.00 d	116.00 d	116.00 d	116.00 d	116.00 d	116.00 d	118.00 d	137.00 d	142.00 d	142.00 d	142.00 d	147.00 d	147.00 d	147.00 d	147.00 d	147.00 d	147.00 d	152.00 d	152.00 bd	352.00 d	352.00 d	360.00 d	360.00 d	360.00 d	365.00 d	365.00 d	365.00 d	365.00 d	369.00 d	369.00 d	369.00 d	369.00 d	369.00 d	369.00 d	: 	: 	: 	: 	369.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,SK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_OTH,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,AT	: 	11349.00 	11288.00 	11053.00 	10489.00 	10402.00 	10264.00 	10308.00 	9790.00 	8943.00 	8616.00 	8205.00 	7919.00 	7522.00 	7122.00 	6991.00 	6623.00 	5946.00 	5435.00 	5257.00 	5215.00 b	5834.00 	5732.00 	5747.00 	5798.00 	5536.00 	5289.00 	5373.00 	5336.00 	5268.00 	5275.00 	5472.00 	5213.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,BE	5495.00 	5463.00 b	6325.00 	6331.00 	6130.00 	6063.00 	5694.00 	5878.00 	5839.00 	5603.00 	5363.00 	5331.00 	5240.00 	5081.00 	5040.00 	4873.00 	4774.00 	4540.00 	4326.00 	4076.00 	3561.00 	3586.00 	3371.00 	3045.00 	2834.00 	2818.00 	2767.00 b	954.00 	954.00 	954.00 	970.00 	974.00 	999.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,BG	: 	6836.00 	6819.00 	6581.00 	6365.00 	6196.00 	6088.00 	5349.00 	5178.00 	5023.00 	5176.00 	5392.00 	5248.00 	5020.00 	4779.00 	4754.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,CH	: 	7306.00 	7345.00 	7294.00 	7375.00 	7141.00 	6738.00 	6933.00 	7071.00 	7286.00 	6821.00 b	6489.00 	6601.00 	6623.00 	6373.00 	6197.00 	6176.00 	6590.00 	6621.00 	6670.00 	7042.00 	6929.00 	7230.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,CZ	: 	4883.00 	4832.00 	4636.00 	4627.00 	4572.00 	4529.00 	4357.00 	4007.00 	3943.00 	3887.00 b	3886.00 	3682.00 	3482.00 	3524.00 	3539.00 	3245.00 	3084.00 	2788.00 	2677.00 	2556.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,DE	: 	163336.00 	163688.00 	164266.00 	165223.00 	165013.00 	165657.00 	166889.00 	168968.00 	170544.00 	171724.00 	171489.00 	171060.00 	170845.00 	172717.00 	174479.00 	176473.00 	179789.00 	184635.00 	189253.00 	189822.00 	189597.00 	190967.00 	188869.00 	189888.00 	181633.00 	172675.00 	155631.00 	149910.00 	144172.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,DK	346.00 	343.00 b	168.00 	168.00 	168.00 	172.00 	165.00 	141.00 e	140.00 	140.00 	162.00 	167.00 	224.00 	377.00 	316.00 	252.00 	186.00 	155.00 	141.00 	152.00 	178.00 	80.00 	20.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,EE	: 	313.00 	328.00 	318.00 	328.00 	338.00 	331.00 	305.00 b	314.00 	314.00 	297.00 	300.00 	339.00 	333.00 	329.00 	323.00 	384.00 	357.00 	381.00 	348.00 	302.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,EL	: 	413.00 	334.00 	339.00 	389.00 	376.00 b	232.00 	235.00 	264.00 b	479.00 	464.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,ES	: 	1777.00 p	1769.00 	1826.00 	1714.00 	1796.00 	1740.00 	1717.00 	1682.00 	1774.00 	1691.00 b	1830.00 	1808.00 	1766.00 	1675.00 	1728.00 	1748.00 	1747.00 	1712.00 	1843.00 	1783.00 	1856.00 	1946.00 	1929.00 	1900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,EU27_2020	434207.00 e	434172.00 	434920.00 	433642.00 	431226.00 	430419.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,FI	: 	187.00 	205.00 	205.00 	291.00 	413.00 	273.00 	442.00 	504.00 	578.00 	586.00 	611.00 	704.00 	646.00 	714.00 	682.00 	561.00 	493.00 	472.00 	412.00 	396.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,FR	: 	104681.00 	105550.00 	105725.00 	105514.00 	105593.00 	104820.00 	103434.00 	102635.00 	101226.00 	100506.00 	99227.00 	98152.00 	96451.00 	94621.00 	92028.00 	92489.00 	92432.00 	92057.00 	90639.00 	90226.00 	92090.00 	92265.00 	92625.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,HR	: 	4627.00 	4624.00 	4251.00 	4268.00 	4257.00 	4362.00 	4409.00 	4434.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,HU	: 	14865.00 	14896.00 b	14947.00 	14735.00 	14764.00 	14646.00 	15051.00 	15436.00 	15929.00 	15910.00 	15910.00 	15622.00 	16011.00 b	12631.00 	12351.00 	12440.00 	12305.00 	12306.00 	12006.00 	12388.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,IE	: 	177.00 	179.00 	179.00 	167.00 	159.00 	161.00 	140.00 	132.00 	129.00 	129.00 	126.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,IS	: 	65.00 	63.00 	58.00 	61.00 	63.00 	63.00 	65.00 	62.00 	63.00 	63.00 	64.00 	85.00 	78.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,IT	: 	25355.00 	25119.00 	25131.00 	24724.00 	24836.00 	24560.00 	24506.00 	24234.00 	24586.00 	25043.00 	24993.00 	24540.00 	24781.00 	23639.00 	22661.00 	20792.00 	20096.00 	20398.00 	18919.00 	17814.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LI	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LT	: 	1690.00 	1697.00 	1668.00 	1654.00 	1654.00 	1700.00 	1635.00 	1717.00 	1694.00 	1390.00 	1332.00 	1302.00 	1322.00 	1314.00 	1350.00 	1415.00 	1330.00 	1104.00 	740.00 b	1082.00 	1209.00 	1102.00 b	230.00 	193.00 	238.00 	200.00 	190.00 	190.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LU	535.00 	535.00 bd	489.00 	529.00 	529.00 	514.00 	514.00 	514.00 b	177.00 	177.00 	177.00 	177.00 	177.00 	177.00 	127.00 	127.00 	127.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,LV	: 	781.00 	750.00 	753.00 	778.00 	793.00 	809.00 	807.00 	763.00 	705.00 	462.00 	726.00 	871.00 	868.00 	805.00 	755.00 	699.00 	746.00 	500.00 	540.00 	597.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,MK	: 	342.00 	496.00 	341.00 	341.00 	345.00 	345.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,MT	: 	401.00 	416.00 	430.00 	437.00 	436.00 	436.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,NL	: 	1823.00 	1932.00 	1832.00 	1946.00 	1904.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,PL	: 	68112.00 	67461.00 	66655.00 	64948.00 	64907.00 	63020.00 	62573.00 	62301.00 b	61757.00 	59993.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,PT	: 	475.00 	581.00 	546.00 	580.00 	588.00 	444.00 	444.00 	417.00 	519.00 	444.00 	428.00 	372.00 	462.00 	449.00 	459.00 	450.00 	417.00 	395.00 	423.00 	388.00 	396.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,RO	: 	13084.00 	12850.00 	12587.00 	12429.00 	12035.00 	11941.00 	11555.00 	10596.00 	10162.00 	8766.00 	9114.00 	8468.00 	7928.00 	8055.00 	8423.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,RS	: 	6084.00 d	5964.00 d	6013.00 d	6157.00 d	6116.00 d	6202.00 d	6252.00 d	6092.00 d	6069.00 d	6164.00 d	6047.00 d	6189.00 d	6136.00 d	6467.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,SE	: 	1608.00 	1623.00 	1664.00 	1749.00 	1638.00 	1758.00 	1799.00 	1810.00 b	2033.00 	2072.00 	2167.00 	2216.00 	2281.00 	2376.00 	2303.00 	2432.00 	2486.00 	2432.00 	2774.00 b	3189.00 	3502.00 	3627.00 	3740.00 	4699.00 	5581.00 	6284.00 	10691.00 	12600.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,SI	: 	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	200.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,SK	: 	858.00 	797.00 b	822.00 	844.00 	800.00 	800.00 	786.00 	845.00 	835.00 	867.00 	916.00 	796.00 	1050.00 	932.00 	919.00 	989.00 	1068.00 	1071.00 	954.00 	865.00 	848.00 	878.00 	872.00 	797.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT_REH,TR	: 	2999.00 	2904.00 	2477.00 	2943.00 	2038.00 	1949.00 	2078.00 	2009.00 	1773.00 	1736.00 	1660.00 	1660.00 	1704.00 	1642.00 	1635.00 	1616.00 	1675.00 	1834.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,AL	: 	: 	: 	: 	: 	: 	: 	25.73 	25.69 	23.82 	23.76 	23.64 	: 	24.48 	26.57 	26.40 	26.26 	26.15 	29.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37.21 	40.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,AT	: 	68.68 	72.69 	74.85 	74.66 	74.63 	74.46 	74.51 	73.76 	71.27 	71.44 	74.26 	74.29 	75.88 	70.83 	68.11 	66.67 	66.24 	68.13 	66.19 	67.78 	53.10 	56.78 	59.63 	62.92 	68.87 	73.71 	77.26 	79.55 	84.90 	86.83 	88.75 	91.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDI_PSY,BE	: 	140.92 	135.22 	136.08 	138.47 	140.30 	139.99 	141.04 	143.62 	145.06 	146.89 	148.11 	149.65 	150.15 	150.97 b	152.38 	151.74 	151.14 	151.70 	152.90 	158.33 	160.23 	160.57 	159.54 	157.74 	161.46 	163.70 	167.72 	171.00 	173.72 	175.69 	169.04 	165.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	275.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
