isco08,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
OC221,HC,DK	20012.00 	19129.00 	18408.00 	17865.00 	17336.00 	16793.00 	16314.00 	15967.00 	15637.00 	15237.00 	14895.00 	14592.00 	14115.00 	13588.00 	13257.00 	12909.00 	12304.00 	11847.00 	11404.00 	11216.00 	10865.00 	10470.00 	10290.00 	10173.00 	9937.00 	9712.00 	9568.00 	9377.00 	9223.00 	9134.00 	8900.00 	8790.00 	8472.00 	8332.00 	8300.00 	8138.00 	8028.00 	7901.00 	7268.00 	6823.00 	5869.00 	5835.00 
OC221,HC,EE	: 	3166.00 	3127.00 	3161.00 	3135.00 	3100.00 	3053.00 	2989.00 	2951.00 b	2956.00 	2926.00 	2902.00 	2946.00 	3015.00 	2908.00 	2861.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,EL	: 	: 	22940.00 	23354.00 	23555.00 	23321.00 	23669.00 	24577.00 	25161.00 	27000.00 	27578.00 	26906.00 	27386.00 	26063.00 	25965.00 	25495.00 	25573.00 	24728.00 	24227.00 	23597.00 	24424.00 	23486.00 	22698.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,ES	: 	116313.00 p	112753.00 	111796.00 	108679.00 	106708.00 	105232.00 	103344.00 	102411.00 	103147.00 	102335.00 	101217.00 b	101394.00 	97939.00 	92917.00 	88312.00 	84481.00 	82628.00 	78520.00 	75870.00 	72051.00 	71119.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,FI	: 	: 	: 	9806.00 	9976.00 	9532.00 	9270.00 	9529.00 	9279.00 	8942.00 	9045.00 	8674.00 	8614.00 	8513.00 	8268.00 	8327.00 	8187.00 	7936.00 b	7240.00 	7153.00 	7114.00 	7130.00 	6723.00 	6395.00 	6350.00 	6210.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,FR	: 	: 	177390.00 	176099.00 	174502.00 	173015.00 	171593.00 	169739.00 	166847.00 b	165478.00 	163604.00 	161359.00 	160374.00 	157554.00 	156054.00 	152048.00 	150328.00 	150303.00 	148660.00 	147595.00 	144396.00 	138624.00 b	162439.00 	164450.00 	162230.00 	165031.00 	161336.00 	156998.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,HR	: 	8941.00 	8816.00 	8714.00 	8438.00 	8195.00 	8192.00 	7850.00 	7643.00 	7580.00 	7383.00 	7181.00 	6913.00 	6695.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,HU	: 	19508.00 	19701.00 	20180.00 	20018.00 	19496.00 	19741.00 	19265.00 	19313.00 	17891.00 	18815.00 	17736.00 	14724.00 	15179.00 	14321.00 	14797.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,IE	10189.00 	9803.00 	8937.00 	8618.00 	8308.00 	7997.00 	7606.00 	7162.00 	6778.00 	6741.00 	6725.00 	6376.00 	6422.00 	6524.00 	6459.00 	6431.00 	6186.00 	6013.00 	5714.00 	5633.00 	5114.00 	4657.00 	4509.00 	4285.00 	4213.00 	3909.00 	3800.00 	3688.00 	3697.00 	3478.00 	3362.00 	3248.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,IS	: 	1012.00 	1017.00 	969.00 	944.00 	907.00 	839.00 	824.00 	765.00 	753.00 	734.00 	738.00 	748.00 	766.00 	778.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,IT	: 	138478.00 	137131.00 	136067.00 	130367.00 	128202.00 	125326.00 	126238.00 	127686.00 	127697.00 	128803.00 	130195.00 	129074.00 	127705.00 	126927.00 	123157.00 	124053.00 	121558.00 	121817.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,LI	38.00 	36.00 	30.00 	22.00 	21.00 	23.00 	18.00 	18.00 	17.00 	14.00 	16.00 	16.00 	13.00 	9.00 	9.00 	9.00 	8.00 	7.00 	7.00 	7.00 	6.00 	6.00 	3.00 	5.00 	4.00 	4.00 	4.00 	4.00 	4.00 	3.00 	4.00 	3.00 	3.00 	2.00 	2.00 	2.00 	1.00 	1.00 	1.00 	0.00 	0.00 	0.00 
OC221,HC,LT	: 	8405.00 	8692.00 	8650.00 	8593.00 	8500.00 	8342.00 	8321.00 	8171.00 	8160.00 	8005.00 	7734.00 	7510.00 	7386.00 	6735.00 	6570.00 	6381.00 	6324.00 	6404.00 	6541.00 	6446.00 	6550.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,LV	: 	3515.00 	3499.00 	3758.00 	3658.00 	3623.00 	3622.00 	3651.00 	3523.00 	3477.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,ME	: 	987.00 	976.00 	966.00 	937.00 	924.00 	837.00 	752.00 	724.00 	710.00 	686.00 	686.00 	690.00 	671.00 	637.00 	651.00 	620.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,MK	: 	2771.00 	2746.00 	: 	2137.00 	2179.00 	2078.00 	2089.00 	1961.00 	1973.00 	1894.00 	1938.00 	1924.00 	2003.00 	2339.00 b	2407.00 	1835.00 	1841.00 	1904.00 	1859.00 	1737.00 	1698.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,MT	: 	1421.00 	1395.00 	1255.00 	1218.00 	1160.00 	1077.00 	1022.00 	969.00 	847.00 	784.00 	705.00 	636.00 	: 	690.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,NL	: 	23666.00 e	23583.00 e	23136.00 e	23469.00 e	22938.00 e	22797.00 e	25244.00 e	24524.00 e	23534.00 e	22088.00 e	22054.00 e	21541.00 e	20642.00 e	19958.00 e	18526.00 be	16702.00 e	17126.00 e	16541.00 e	16129.00 be	18365.00 e	17337.00 e	16693.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,NO	15190.00 	14859.00 	14379.00 	14006.00 	13639.00 	13143.00 	12754.00 b	12269.00 	11986.00 	11752.00 	12071.00 	11781.00 	11577.00 b	11027.00 	10812.00 	10352.00 	10170.00 	9615.00 b	9346.00 	8826.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,PL	: 	: 	: 	: 	40387.00 	41935.00 	42127.00 	41980.00 	42873.00 	43119.00 	42756.00 	43112.00 	42963.00 	42963.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,PT	: 	26249.00 	25783.00 	26901.00 	25130.00 	24003.00 	22874.00 	21893.00 	21907.00 	21417.00 	20539.00 	22654.00 	21652.00 	21100.00 	21024.00 	20666.00 	21022.00 	20844.00 	20773.00 	21030.00 	19887.00 	19792.00 	19414.00 	18935.00 	18985.00 	18956.00 	17658.00 	17638.00 	16771.00 	16615.00 	16023.00 	15728.00 	14680.00 	14137.00 	13483.00 	14570.00 	16260.00 	: 	: 	: 	: 	: 
OC221,HC,RO	: 	33795.00 	31381.00 	29687.00 	28847.00 	27981.00 	27491.00 	26864.00 	26282.00 	26188.00 	25808.00 	25549.00 	22675.00 	24389.00 	22588.00 b	21854.00 	21254.00 	20505.00 	19026.00 	18313.00 	18912.00 	19682.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,RS	11905.00 	11369.00 b	: 	11746.00 	11567.00 	11458.00 	11518.00 	11525.00 	11549.00 	11432.00 	11235.00 	11135.00 	10890.00 	10702.00 	10196.00 	9884.00 	9788.00 	9974.00 	9944.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,SI	: 	4080.00 	4035.00 	3878.00 	3742.00 	3548.00 	3221.00 	3221.00 	2988.00 	2955.00 	2937.00 	2841.00 	2822.00 	2811.00 	2781.00 	2759.00 	2725.00 	2634.00 	2502.00 	2477.00 	2374.00 	2302.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,TR	: 	137456.00 	128912.00 	121599.00 b	115203.00 	112027.00 	109485.00 	106648.00 	104177.00 	102375.00 	99520.00 	96586.00 	95652.00 	89939.00 	86948.00 	82487.00 	78660.00 	76264.00 	72402.00 	69653.00 	67850.00 	63458.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC,UK	: 	: 	144486.05 e	137654.43 e	134654.52 e	132272.11 e	130242.72 e	127890.08 e	125187.37 e	123444.44 e	123301.96 e	122001.13 e	120074.12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,AL	: 	: 	: 	: 	: 	: 	: 	: 	57.75 	: 	59.14 	58.91 	59.91 	: 	: 	53.07 	: 	69.66 	68.15 	71.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,AT	: 	292.11 	291.97 	283.68 	280.15 	282.25 	277.64 	282.00 	279.20 	279.50 	273.08 	267.91 	260.78 	253.60 	244.93 	238.96 	234.51 	232.61 	233.73 	227.26 	224.46 	217.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,BE	: 	: 	: 	65.64 	73.60 	69.90 	70.36 	69.05 	67.79 e	72.89 e	69.89 e	71.74 e	68.61 e	67.73 e	67.85 e	65.47 e	67.65 	69.69 	70.90 	72.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,BG	: 	245.12 	242.81 	241.42 	240.41 	234.74 	229.56 	222.36 	215.66 	211.12 	207.35 	200.15 	187.56 	182.95 	178.77 	172.02 	173.23 	161.01 	168.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,CH	: 	344.37 	333.19 	328.07 	318.26 	314.09 	296.10 	287.84 	282.63 	273.88 	271.54 	259.24 b	257.75 e	242.20 e	241.94 e	235.61 e	229.47 e	219.06 e	211.32 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,CY	: 	: 	93.20 d	96.77 d	93.19 d	92.42 d	93.20 d	95.13 d	92.47 d	87.16 d	90.26 bd	76.44 	75.86 	78.56 	75.35 	73.77 	67.43 	74.18 	69.05 	70.88 	66.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,CZ	: 	256.17 	252.41 	249.49 	243.65 	236.54 b	222.41 	220.00 e	215.60 	212.88 	209.61 	205.74 	203.39 	199.93 	200.88 	199.03 	197.45 	195.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,DE	: 	252.52 	247.92 	241.24 	237.12 	230.73 	225.25 	221.04 	215.76 	210.13 	203.05 	195.03 	186.81 	180.25 	176.26 	172.38 	169.76 	167.24 	167.20 	163.66 	161.51 	159.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,DK	342.67 	328.03 	316.59 	308.36 	300.71 	293.17 	287.04 	282.93 	278.49 	272.50 	267.39 	263.03 	255.56 	247.34 	242.74 	237.42 	227.03 	219.21 	211.55 	208.63 	202.75 	196.08 	193.36 	191.79 	188.02 	184.53 	182.83 	180.11 	177.75 	176.63 	172.67 	170.98 	165.06 	162.43 	161.89 	158.93 	156.99 	154.57 	142.11 	133.32 	114.59 	113.90 
OC221,HC_HTHAB,EE	: 	238.13 	235.66 	239.11 	237.97 	235.60 	232.10 	227.24 	223.90 b	223.48 	220.42 	217.95 	220.75 	225.49 	216.90 	212.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,EL	: 	: 	213.96 	217.59 	219.02 	216.42 	218.73 	225.63 	229.46 	244.45 	248.34 	241.93 	246.56 	235.27 	235.01 	231.34 	232.75 	225.72 	221.70 	216.45 	224.85 	217.35 	210.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,ES	: 	245.58 p	239.21 	238.89 	233.25 	229.56 	226.57 	222.34 	219.67 	220.53 	218.93 	217.31 b	218.70 	213.12 	205.45 	198.91 	193.53 	192.51 	186.12 	183.12 	176.38 	175.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,FI	: 	: 	: 	177.79 	181.11 	173.46 	169.18 	174.48 	170.60 	165.17 	167.86 	161.73 	161.34 	160.22 	156.33 	158.12 	156.06 	151.79 b	138.88 	137.54 	137.12 	137.75 	130.15 	124.09 	123.54 	121.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,FR	: 	: 	263.78 	262.44 	260.77 	259.30 	257.85 	255.97 	253.25 b	252.87 	251.20 	248.94 	248.62 	245.49 	244.50 	239.68 	238.61 	240.36 	239.47 	239.43 	235.93 	228.14 b	269.15 	273.87 	271.15 	276.78 	271.52 	265.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,HR	: 	220.91 	216.76 	213.01 	204.32 	196.41 	194.68 	185.31 	179.65 	177.56 	172.38 	167.14 	160.53 	155.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,HU	: 	200.08 	201.62 	206.43 	204.52 	198.65 	200.56 	195.26 	195.22 	180.35 	188.93 	177.36 	146.91 	151.21 	142.42 	146.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,IE	203.50 	196.62 	181.12 	177.06 	172.82 	168.17 	161.76 	153.77 	146.59 	146.56 	146.83 	139.82 	141.60 	145.32 	146.83 	150.46 	148.70 	147.73 	142.97 	143.26 	132.27 	122.39 	120.09 	115.41 	114.67 	107.46 	105.30 	102.72 	103.38 	97.74 	95.13 	92.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,IS	: 	276.15 	282.06 	274.72 	274.90 	270.39 	253.62 	251.69 	236.28 	234.79 	230.08 	232.05 	234.85 	241.33 	249.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,IT	: 	232.93 	229.59 	226.21 	215.35 	211.46 	206.36 	207.67 	211.98 	214.47 	216.92 	219.64 	218.42 	217.09 	217.20 	211.81 	214.00 	210.73 	212.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,LI	97.30 	92.54 	77.80 	57.52 	55.32 	60.98 	48.01 	48.33 	45.97 	38.19 	44.06 	44.42 	36.37 	25.37 	25.52 	25.69 	23.02 	20.32 	20.54 	20.78 	18.08 	18.38 	9.31 	15.79 	12.81 	12.89 	13.00 	13.13 	13.29 	10.13 	13.69 	10.44 	10.59 	7.16 	7.26 	7.34 	3.72 	3.76 	3.78 	0.00 	0.00 	0.00 
OC221,HC_HTHAB,LT	: 	300.73 	311.08 	308.76 	303.81 	296.35 	287.17 	283.76 	276.26 	273.11 	264.36 	249.70 	237.44 	230.94 	208.43 	200.92 	192.05 	187.26 	187.51 	189.98 	185.72 	187.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,LV	: 	184.96 	182.83 	195.00 	188.34 	184.89 	183.16 	183.12 	175.04 	170.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,ME	: 	158.86 	156.91 	155.24 	150.55 	148.48 	134.53 	120.94 	116.55 	114.41 	110.63 	110.75 	111.64 	108.87 	103.56 	106.05 	101.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,MK	: 	133.70 	132.23 	: 	103.01 	105.14 	100.38 	101.04 	95.01 	95.73 	92.01 	94.31 	93.82 	97.86 	114.46 b	117.98 	90.09 	90.58 	93.94 	91.52 	85.36 	83.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,MT	: 	275.74 	276.75 	258.96 	260.26 	254.75 	241.99 	235.18 	227.48 	201.65 	188.34 	170.08 	154.19 	: 	169.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,NL	: 	135.69 e	135.97 e	134.26 e	136.99 e	134.69 e	134.58 e	149.68 e	145.94 e	140.46 e	132.32 e	132.73 e	130.31 e	125.52 e	121.83 e	113.34 be	102.34 e	105.19 e	101.95 e	99.88 be	114.45 e	108.86 e	105.57 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,NO	281.75 	276.22 	268.87 	263.67 	258.46 	251.08 	245.81 b	238.83 	235.96 	234.17 	243.71 	240.96 	239.75 b	231.26 	229.60 	222.11 	219.97 	209.39 b	204.74 	194.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,PL	: 	: 	: 	: 	106.35 	110.44 	110.90 	110.44 	112.70 	113.28 	112.33 	113.33 	112.82 	112.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,PT	: 	254.92 	250.65 	261.59 	243.97 	232.46 	220.83 	210.49 	209.49 	203.68 	194.54 	214.26 	204.88 	199.85 	199.41 	196.40 	200.15 	198.82 	198.62 	201.83 	191.91 	192.34 	190.00 	186.36 	187.80 	188.36 	176.12 	176.53 	168.30 	166.94 	160.87 	157.54 	146.73 	141.09 	134.43 	145.22 	162.22 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,RO	: 	175.49 	161.99 	152.44 	147.26 	142.02 	138.73 	134.93 	131.52 	130.56 	128.10 	126.19 	111.33 	118.75 	108.16 b	103.12 	99.69 	95.59 	88.19 	84.27 	85.45 	87.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,RS	173.25 	164.79 b	: 	168.22 	164.75 	162.33 	162.33 	161.63 	161.21 	158.80 	155.31 	152.97 	148.75 	145.60 	138.13 	133.36 	131.55 	133.64 	132.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,SI	: 	194.06 	193.21 	186.99 	181.09 	171.81 	156.09 	156.21 	145.05 	143.64 	143.07 	138.68 	138.36 	139.07 	138.34 	137.48 	136.22 	131.90 	125.37 	124.19 	119.17 	115.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,TR	: 	164.85 	156.11 	149.37 b	143.44 	141.31 	139.97 	138.18 	136.81 	136.18 	134.08 	132.05 	132.78 	126.58 	123.93 	119.04 	114.94 	112.82 	108.40 	105.53 	104.12 	96.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC221,HC_HTHAB,UK	: 	: 	: 	207.12 	203.84 	201.60 	200.02 	197.97 	195.21 	193.79 	194.92 	194.37 	192.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,AT	: 	52145.62 	52026.92 	51629.17 	51203.43 	50998.08 	50823.00 	50307.00 	49775.00 	49318.00 	48908.00 	48247.66 	48231.00 	47433.00 	46771.00 e	45939.00 e	45137.00 e	44185.00 e	43475.55 e	43005.22 e	42398.24 e	42384.77 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,BE	: 	: 	63143.70 e	65016.48 e	63695.29 e	63839.09 e	62971.53 e	62181.95 e	61609.04 e	60708.79 e	59479.45 e	58481.59 e	57326.65 e	56088.72 e	55508.23 e	53970.89 e	52818.00 	52602.00 	51539.00 	49166.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,CH	: 	50180.69 	49157.42 	48833.70 	48068.77 	48019.39 	47458.10 	46387.12 	45343.32 	43644.56 	43005.48 	42900.62 b	42529.00 e	41697.00 e	41034.00 e	40433.00 e	40795.10 e	40468.60 e	40577.50 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,CY	: 	: 	4306.00 	4217.00 	4141.00 	4023.00 	3985.00 	3773.00 	3711.00 	3630.00 	3663.00 b	3448.00 	3313.00 	3134.00 	3083.00 	2883.00 	2657.00 b	2335.00 	2166.00 	2113.00 	2084.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,CZ	: 	52839.62 	53149.86 	52904.51 	52864.88 	52557.88 b	52294.24 	52512.26 e	52749.84 	53455.95 	53562.02 	54123.78 	53942.45 	52971.56 	53580.63 	53618.06 	53823.23 	53793.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,DE	: 	403000.00 	394000.00 	381000.00 	354000.00 	344000.00 	341000.00 	338000.00 	335000.00 	325000.00 	322000.00 	315000.00 	315000.00 	312000.00 	309000.00 	309000.00 	312000.00 	315000.00 	319000.00 	319000.00 	326000.00 	323000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,DK	37621.00 	37490.00 	36939.00 	37092.00 	37172.00 	37127.00 	37155.00 	37231.00 	36802.00 	35996.00 	35523.00 	35652.00 	34746.00 	31248.00 	32622.00 	32635.00 	32135.00 	31755.00 	30891.00 	30856.00 	30678.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,EE	: 	4921.09 	4826.29 	4901.30 	4890.90 	4824.40 	4902.10 	4963.10 	4858.90 b	5855.44 b	5930.13 	5969.67 	6061.55 	6062.04 	6119.72 	6002.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,FR	: 	: 	357056.43 	356733.74 	354504.78 	352461.05 	350218.46 	348535.05 	345196.95 b	345798.06 	336299.53 b	349585.59 	345737.57 	340735.35 	337542.58 	334364.27 	326298.68 	322557.53 	313293.08 	309044.38 	299285.96 	291316.89 	287936.77 	282916.17 	277720.63 	278736.74 	269653.56 	261791.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,HU	: 	28164.37 	28071.78 	28764.81 	28684.52 	27509.00 	28116.62 	28191.02 	28701.12 	26107.91 	27803.23 	25992.19 	24617.05 	25201.58 	23885.46 	29437.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,IE	25683.35 	24294.38 	22972.02 	22375.78 	21536.38 	20706.58 	20313.96 	19740.66 	19220.85 	19369.03 	19824.28 	19820.14 	20424.83 	20727.83 	20754.57 	20039.44 	19184.35 	18299.76 	17886.35 	17793.76 	16382.18 	14844.39 	13874.07 	13587.63 	12843.37 	12075.69 	11767.04 	11150.68 	10691.64 	10347.27 	9982.19 	9700.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OC222_3222,FTE,IS	: 	1706.69 	1640.40 	1588.23 	1515.83 	1496.55 	1468.98 	1432.50 	1382.78 	1360.83 	1408.25 	1378.08 	1381.64 	1360.46 	1303.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
