unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
P_HTHAB,NRCBED,CZ	: 	702.70 	695.36 	690.76 	687.47 	681.53 	663.41 	655.51 	646.85 	631.89 	625.54 	623.31 b	654.17 	662.63 	678.52 b	678.85 	674.62 	: 	: 	: 	: 	634.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ01	: 	: 	: 	: 	: 	: 	383.61 	368.78 	379.28 	371.48 	367.73 	366.81 	325.35 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ02	: 	: 	: 	: 	: 	: 	725.84 	698.80 	692.79 	663.98 	664.85 	661.17 	648.45 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ03	: 	: 	: 	: 	: 	: 	744.66 	729.22 	718.17 	721.59 	703.47 	707.38 	692.46 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ04	: 	: 	: 	: 	: 	: 	851.99 	889.23 	914.58 	877.56 	862.93 	862.18 	854.67 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ05	: 	: 	: 	: 	: 	: 	673.58 	672.75 	627.70 	634.04 	621.49 	610.04 	608.53 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ06	: 	: 	: 	: 	: 	: 	686.02 	686.11 	673.19 	646.38 	638.62 	643.04 	643.63 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ07	: 	: 	: 	: 	: 	: 	853.23 	825.41 	818.97 	810.28 	804.71 	787.59 	783.25 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,CZ08	: 	: 	: 	: 	: 	: 	701.36 	708.26 	700.04 	692.74 	699.22 	691.36 	684.97 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE	: 	: 	1166.83 	: 	1152.19 	: 	1137.20 	: 	1119.57 	: 	1090.69 	: 	1031.73 	: 	971.31 	: 	918.14 	: 	864.12 	: 	818.81 	: 	786.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE1	: 	: 	: 	: 	: 	: 	1000.22 	: 	989.50 	: 	963.27 	: 	942.54 e	: 	886.41 	: 	807.22 	: 	761.72 	: 	689.28 	: 	688.04 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE2	: 	: 	: 	: 	: 	: 	1055.58 	: 	1052.06 	: 	1025.85 	: 	1003.10 e	: 	963.00 	: 	920.50 	: 	873.93 	: 	828.92 	: 	759.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE3	: 	: 	: 	: 	: 	: 	996.10 	: 	971.77 	: 	972.34 	: 	979.44 e	: 	950.46 	: 	902.22 	: 	872.13 	: 	840.99 	: 	788.59 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE4	: 	: 	: 	: 	: 	: 	1173.73 	: 	1121.94 	: 	1046.11 	: 	989.63 e	: 	901.31 	: 	840.23 	: 	779.89 	: 	739.09 	: 	714.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE5	: 	: 	: 	: 	: 	: 	1135.61 	: 	1109.82 	: 	1107.26 	: 	: e	: 	979.31 	: 	929.69 	: 	837.29 	: 	775.53 	: 	732.21 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE6	: 	: 	: 	: 	: 	: 	1040.96 	: 	1075.95 	: 	1038.19 	: 	995.74 e	: 	911.48 	: 	889.99 	: 	881.58 	: 	905.76 	: 	876.52 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE7	: 	: 	: 	: 	: 	: 	1021.07 	: 	980.44 	: 	928.58 	: 	888.22 e	: 	825.48 	: 	780.32 	: 	743.50 	: 	723.25 	: 	704.29 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE8	: 	: 	: 	: 	: 	: 	1352.64 	: 	1301.01 	: 	1237.57 	: 	1148.40 e	: 	1055.90 	: 	964.60 	: 	897.42 	: 	829.34 	: 	809.08 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DE9	: 	: 	: 	: 	: 	: 	1389.31 	: 	1370.28 	: 	1289.09 	: 	1210.83 e	: 	1130.14 	: 	1076.38 	: 	990.97 	: 	931.69 	: 	886.38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DEA	: 	: 	: 	: 	: 	: 	1056.62 	: 	1025.81 	: 	1005.80 	: 	979.33 e	: 	931.44 	: 	891.60 	: 	863.29 	: 	837.74 	: 	820.71 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DEB	: 	: 	: 	: 	: 	: 	1112.65 	: 	1082.81 	: 	1037.53 	: 	999.35 e	: 	919.80 	: 	878.55 	: 	842.10 	: 	793.80 	: 	772.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DEC	: 	: 	: 	: 	: 	: 	1310.37 	: 	1249.66 	: 	1187.05 	: 	1175.70 e	: 	1141.76 	: 	1053.21 	: 	963.43 	: 	822.88 	: 	842.33 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DED	: 	: 	: 	: 	: 	: 	1357.87 	: 	1265.27 	: 	1218.65 	: 	1151.08 e	: 	1084.40 	: 	1013.13 	: 	918.45 	: 	820.77 	: 	770.29 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DEE	: 	: 	: 	: 	: 	: 	1465.16 	: 	1370.85 	: 	1262.79 	: 	1164.98 e	: 	1057.13 	: 	957.79 	: 	860.87 	: 	793.49 	: 	737.15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DEF	: 	: 	: 	: 	: 	: 	1441.58 	: 	1438.93 	: 	1427.95 	: 	1400.21 e	: 	1338.35 	: 	1310.73 	: 	1162.37 	: 	1183.30 	: 	1143.28 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DEG	: 	: 	: 	: 	: 	: 	1292.16 	: 	1209.59 	: 	1113.18 	: 	1010.04 e	: 	911.62 	: 	846.29 	: 	756.44 	: 	700.53 	: 	650.58 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,DK	694.33 b	735.35 	737.58 	743.38 	748.94 	886.45 	891.67 	889.20 	882.68 	869.36 	850.56 	849.60 	953.51 	982.14 	1021.73 b	827.77 	817.06 	819.26 	816.91 	856.87 	864.41 	862.72 	865.65 	912.67 	885.36 	913.80 	895.08 	902.66 b	860.27 	894.06 	933.86 	995.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,EE	: 	795.77 	775.87 	699.26 	680.67 	664.39 	649.23 	612.31 b	787.18 b	699.48 	657.05 	635.31 	610.41 	582.38 	550.32 	525.54 	499.64 	472.42 	457.13 	450.57 	435.55 	432.07 	428.77 	426.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,EE00	: 	: 	: 	: 	: 	: 	861.25 	828.83 	787.18 	699.48 	650.93 	631.19 	607.79 	580.83 	549.91 	526.81 	502.86 	477.07 	462.93 	457.44 	443.22 	440.74 	433.32 	426.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,EL	: 	: 	39.47 d	39.79 d	39.40 d	39.43 d	39.44 d	38.60 d	37.78 d	37.23 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.04 	23.56 	22.52 	24.20 	24.79 	25.66 	25.78 	25.91 	: 	29.51 	29.86 	30.73 	30.89 	29.00 	27.09 	25.17 	22.74 	20.72 	18.69 	16.65 	14.52 
P_HTHAB,NRCBED,EL30	: 	: 	: 	: 	: 	: 	23.57 	23.42 	23.15 	21.49 	22.25 	21.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,EL42	: 	: 	: 	: 	: 	: 	: 	: 	24.20 	23.45 	25.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,EL43	: 	: 	: 	: 	: 	: 	18.36 	9.82 	37.27 	17.63 	5.70 	26.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES	: 	842.52 d	847.39 d	836.53 d	830.32 d	826.08 d	821.05 d	813.07 d	795.93 d	800.71 d	797.19 bd	528.00 d	486.10 d	433.70 d	427.67 d	353.56 d	315.26 d	322.34 d	166.99 d	150.05 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES11	: 	: 	: 	: 	: 	: 	817.79 	775.03 	707.51 	807.68 	770.39 	209.85 d	316.05 d	296.24 d	315.52 d	317.18 d	251.87 d	258.02 d	101.89 d	86.36 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES12	: 	: 	: 	: 	: 	: 	1393.08 	1411.29 	1389.43 	1352.13 	1330.67 	359.37 d	263.95 d	258.92 d	231.06 d	222.55 d	163.97 d	163.84 d	163.19 d	147.97 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES13	: 	: 	: 	: 	: 	: 	965.66 	954.27 	941.31 	957.87 	1068.30 	886.19 d	581.94 d	583.94 d	541.34 d	584.03 d	422.63 d	259.80 d	205.58 d	207.54 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES21	: 	: 	: 	: 	: 	: 	926.44 	944.82 	827.04 	1078.25 	830.36 	618.66 d	337.48 d	262.94 d	275.68 d	271.26 d	247.93 d	282.40 d	183.80 d	173.28 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES22	: 	: 	: 	: 	: 	: 	1039.45 	1033.90 	912.81 	909.33 	955.46 	266.05 d	582.55 d	557.19 d	182.29 d	500.11 d	493.45 d	379.14 d	155.58 d	157.97 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES23	: 	: 	: 	: 	: 	: 	1027.48 	977.11 	958.87 	959.67 	979.94 	942.36 d	328.72 d	276.98 d	279.60 d	283.00 d	194.90 d	192.20 d	218.42 d	205.10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES24	: 	: 	: 	: 	: 	: 	1158.27 	1298.41 	1245.42 	1292.63 	1376.08 	618.89 d	305.93 d	271.05 d	633.54 d	393.17 d	381.09 d	280.30 d	119.92 d	115.22 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES30	: 	: 	: 	: 	: 	: 	815.68 	816.18 	795.58 	776.70 	790.30 	334.53 d	310.97 d	291.49 d	273.42 d	236.86 d	203.04 d	177.94 d	152.82 d	141.42 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES41	: 	: 	: 	: 	: 	: 	1141.96 	1826.58 	1780.84 	1735.16 	1748.15 	1262.02 d	1171.05 d	1023.38 d	992.14 d	933.25 d	927.98 d	851.59 d	134.21 d	117.60 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES42	: 	: 	: 	: 	: 	: 	2226.85 	1332.97 	1238.53 	1222.57 	1249.19 	1205.42 d	1136.77 d	983.69 d	393.90 d	328.26 d	: d	237.13 d	176.62 d	179.01 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES43	: 	: 	: 	: 	: 	: 	1183.24 	808.30 	1189.77 	1185.50 	1123.74 	528.24 d	458.85 d	476.16 d	417.96 d	381.68 d	357.27 d	316.54 d	153.23 d	150.13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES51	: 	: 	: 	: 	: 	: 	869.04 	864.09 	846.99 	833.35 	845.83 	746.58 d	718.86 d	692.49 d	676.63 d	660.62 d	655.20 d	735.48 d	281.23 d	262.34 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES52	: 	: 	: 	: 	: 	: 	550.24 	550.84 	545.71 	541.76 	547.42 	498.20 d	472.24 d	462.47 d	463.03 d	421.70 d	392.08 d	354.14 d	247.20 d	191.33 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES53	: 	: 	: 	: 	: 	: 	488.01 	486.61 	478.72 	341.59 	658.15 	212.77 d	334.74 d	126.05 d	147.61 d	147.50 d	: d	186.26 d	191.50 d	195.60 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES61	: 	: 	: 	: 	: 	: 	526.26 	518.93 	511.42 	503.93 	532.82 	410.10 d	385.53 d	286.31 d	401.19 d	99.49 d	92.35 d	87.62 d	77.33 d	58.49 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES62	: 	: 	: 	: 	: 	: 	218.00 	316.66 	338.53 	323.74 	323.52 	156.92 d	141.18 d	102.63 d	105.30 d	85.73 d	97.37 d	110.13 d	63.39 d	67.61 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES63	: 	: 	: 	: 	: 	: 	167.69 	210.20 	189.11 	201.92 	263.19 	: d	: d	182.64 d	117.03 d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES64	: 	: 	: 	: 	: 	: 	367.29 	376.40 	371.37 	386.91 	425.29 	272.86 d	388.52 d	206.05 d	202.54 d	247.82 d	208.22 d	113.38 d	80.84 d	81.10 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,ES70	: 	: 	: 	: 	: 	: 	453.42 	447.91 	450.13 	429.09 	426.49 	196.78 d	202.70 d	174.69 d	178.14 d	186.36 d	158.78 d	106.16 d	199.93 d	188.09 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FI	: 	1219.40 	1182.39 	1196.31 	1189.99 	1203.57 	1180.85 	1155.56 	1132.11 	1116.32 	1122.55 	1087.79 	1048.22 	1014.12 	973.52 	919.95 	817.43 	780.29 	752.02 	736.74 	696.61 	660.04 	644.26 	612.17 	597.59 	553.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FI19	: 	: 	: 	: 	: 	: 	1282.04 	1261.19 	1208.69 	1180.86 	1182.77 	1151.51 	1112.78 	1116.86 	1071.72 	1005.89 	925.97 	873.77 	842.37 	832.33 	793.36 	776.72 b	730.77 	694.37 	679.18 	682.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FI1B	: 	: 	: 	: 	: 	: 	899.35 	874.73 	890.65 	897.91 	900.12 	879.19 	858.68 	834.24 	830.72 	802.11 	667.55 	649.92 	645.59 	647.49 	610.48 	565.48 b	564.77 	541.80 	525.78 	438.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FI1C	: 	: 	: 	: 	: 	: 	1282.32 	1263.13 	1207.13 	1193.89 	1218.68 	1194.94 	1121.15 	1095.73 	1013.81 	948.91 	847.56 	813.19 	786.39 	767.57 	711.88 	692.09 b	667.02 	642.88 	611.28 	570.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FI1D	: 	: 	: 	: 	: 	: 	1324.63 	1286.20 	1270.69 	1245.38 	1235.93 	1170.24 	1136.12 	1042.64 	999.17 	941.43 	845.47 	800.63 	746.36 	709.34 	678.11 	621.98 b	621.62 	576.40 	580.66 	534.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FI20	: 	: 	: 	: 	: 	: 	1509.50 	1410.16 	1413.38 	914.59 	1192.31 	1108.70 	1054.54 	970.54 	946.82 	771.11 	855.60 	726.21 	756.60 	746.20 	679.75 	264.17 b	592.23 	584.12 	402.77 	7.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR	: 	978.65 	982.33 	981.66 	980.76 	978.68 	976.06 	968.40 	963.10 	952.75 	938.10 	902.01 	842.42 	805.52 	785.21 	779.82 	768.15 	755.76 	744.95 	737.19 	733.90 	739.31 	738.00 	739.55 	728.88 	713.70 	716.88 	699.28 	681.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR10	: 	: 	: 	: 	: 	: 	: 	: 	553.17 	550.32 	535.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR21	: 	: 	: 	: 	: 	: 	: 	: 	993.78 	958.76 	949.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR22	: 	: 	: 	: 	: 	: 	: 	: 	872.02 	868.58 	856.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR23	: 	: 	: 	: 	: 	: 	: 	: 	891.54 	891.05 	894.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR24	: 	: 	: 	: 	: 	: 	: 	: 	1187.78 	1175.02 	1168.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR25	: 	: 	: 	: 	: 	: 	: 	: 	1243.48 	1226.72 	1191.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR26	: 	: 	: 	: 	: 	: 	: 	: 	1492.09 	1480.30 	1441.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR30	: 	: 	: 	: 	: 	: 	: 	: 	768.70 	725.37 	703.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR41	: 	: 	: 	: 	: 	: 	: 	: 	982.58 	964.87 	934.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR42	: 	: 	: 	: 	: 	: 	: 	: 	919.21 	900.55 	905.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR43	: 	: 	: 	: 	: 	: 	: 	: 	909.36 	893.46 	864.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR51	: 	: 	: 	: 	: 	: 	: 	: 	1358.94 	1335.65 	1317.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR52	: 	: 	: 	: 	: 	: 	: 	: 	1291.70 	1288.45 	1276.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR53	: 	: 	: 	: 	: 	: 	: 	: 	1419.34 	1396.41 	1391.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR61	: 	: 	: 	: 	: 	: 	: 	: 	1114.02 	1101.59 	1085.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR62	: 	: 	: 	: 	: 	: 	: 	: 	1237.02 	1237.67 	1221.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR63	: 	: 	: 	: 	: 	: 	: 	: 	1455.70 	1423.77 	1398.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR71	: 	: 	: 	: 	: 	: 	: 	: 	950.45 	943.54 	945.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR72	: 	: 	: 	: 	: 	: 	: 	: 	1474.82 	1470.92 	1444.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR81	: 	: 	: 	: 	: 	: 	: 	: 	1018.30 	1011.50 	952.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,NRCBED,FR82	: 	: 	: 	: 	: 	: 	: 	: 	969.32 	955.64 	955.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
