unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
HAB_P,PRACT,OC221,RO	: 	300.30 	313.81 b	328.21 	341.69 	351.98 	361.55 	370.61 	378.28 	383.06 	393.87 	398.73 	420.09 	431.31 	456.89 	455.43 	453.88 	476.06 	497.84 	509.32 	507.92 	519.07 	531.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC221,RS	331.91 	347.44 b	: 	335.32 	337.98 	338.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC221,SE	: 	: 	233.37 	231.43 	234.20 	236.17 	239.48 	243.30 	247.25 	251.97 	257.08 	262.56 	266.62 	271.56 	275.73 	282.18 	289.43 	296.40 	304.50 	311.20 	320.24 	330.41 	337.10 	342.44 	350.27 	352.30 	354.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC221,SI	: 	302.77 	306.57 	314.66 	322.47 	331.79 	353.95 	360.99 	380.35 	393.49 	400.87 	411.44 	414.99 	416.42 	417.60 	423.39 	426.36 	435.17 	444.98 	449.22 	460.59 	464.81 	470.36 	457.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC221,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	317.17 	317.48 	312.34 	310.20 	309.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC221,UK	: 	: 	: 	352.05 	355.74 	359.45 	360.87 b	364.26 	368.60 	370.90 	372.29 	377.54 	378.33 	389.71 	402.95 	408.37 	417.19 	430.97 	456.72 	476.05 	493.49 	505.83 	523.10 	527.14 	539.82 	557.00 	569.91 	589.83 	594.70 	608.22 	613.10 	618.34 b	644.16 	655.08 	666.03 b	695.35 	700.20 	709.02 	715.46 	748.67 	740.83 	758.86 	778.04 b	822.49 	840.64 	858.87 	877.06 	908.64 	927.69 	954.64 	985.65 b	1059.93 	1080.36 	1097.52 	1119.38 	1138.18 	1144.05 	1148.69 	1148.26 	1153.67 	1167.52 	1178.67 
HAB_P,PRACT,OC2261,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2891.34 	: 	: 	2251.56 	2273.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2937.16 	: 	: 	: 	3019.11 	2991.17 	3035.18 	: 	: 	4018.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,AT	: 	1712.81 	1726.60 	1758.61 	1756.35 	1763.56 	1761.66 	1746.65 	1747.34 	1757.35 	1769.27 	1785.14 	1806.31 	1831.32 	1847.55 	1851.05 	1944.19 	1986.86 	2011.75 	2042.96 	2073.29 	2152.49 	2180.12 	2201.10 	2202.33 	2265.59 	2352.26 	2423.24 	2512.12 	2615.31 	2684.28 	2770.79 	2861.27 	3032.91 	3148.21 	3292.65 	3561.67 	: 	: 	: 	: 	4654.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,BE	: 	1301.35 	1321.03 	1326.57 	1335.74 	1336.57 	1359.81 	1382.47 	1401.06 	1411.48 	1419.35 	1422.84 	1410.38 	1397.62 	1384.10 	1361.38 	1361.92 	1351.29 	1351.06 	1344.54 	1339.40 	1338.46 b	1228.25 	1238.23 	1257.72 	1270.85 	1290.98 	1318.51 	1327.60 	1334.90 	1349.59 	1368.21 	1383.69 	1385.43 	1426.95 	1479.42 	1571.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,BG	: 	940.46 	937.73 	964.71 	942.83 	961.53 	997.36 	1004.44 	1028.47 	1053.48 	1090.74 	1141.30 b	1140.21 	1186.66 	1167.83 	1162.77 	1175.41 	1185.75 	1200.82 	1275.58 	1235.60 	1205.40 b	1763.83 	1706.65 	1586.27 	1522.45 	1533.67 	1524.11 	1479.36 	1496.96 	1463.36 	1427.12 	1467.75 	1508.73 	1515.18 	1532.88 	1559.71 	1593.58 	1637.31 	1714.57 	1783.93 	1831.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,CH	: 	: 	2463.45 b	1963.18 	1938.05 	1985.61 	1972.00 	1959.01 	1922.37 	1912.67 	1919.09 	1905.08 	1921.55 	1918.15 	1920.91 	1926.86 	1975.85 	2008.60 	2039.74 	2080.76 	2106.60 	2071.58 	2071.32 	2048.99 	1997.44 	2043.89 	2026.68 	2010.29 	2096.79 	2041.38 	2091.01 	2054.93 	2057.87 	2070.79 	2079.79 	2091.36 	2075.83 	2098.33 	2112.83 	2183.57 	2226.37 	2224.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,CY	: 	: 	881.07 	891.46 	915.36 	965.49 	967.65 	1016.10 b	1039.73 	1058.76 	1086.69 	1074.41 e	1067.42 e	1058.72 	1061.03 	1050.30 	1014.48 	1044.45 	1070.50 	1091.74 	1106.54 	1121.20 	1136.89 	1156.79 	1170.62 	1187.29 	1198.65 	1212.85 	1257.20 	1267.95 	1290.90 	1354.90 	1361.33 	1409.67 	1480.58 	1659.84 	1799.01 	2286.14 	2378.70 	2567.32 	2767.77 	2796.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,CZ	: 	1351.76 	1363.82 	1355.17 	1337.51 	1328.26 b	: 	1331.31 be	1415.87 	1408.76 	1412.85 	1442.16 	1472.64 	1489.05 	1482.27 	1476.84 	1478.60 	1490.15 	1513.14 	1522.61 	1525.32 	1540.26 b	1600.35 	1612.02 	1593.34 	1644.91 	1653.15 	1683.82 	1753.80 	1821.56 	1823.24 	1836.71 	1853.83 	1888.61 	1908.04 	1922.70 	1912.16 	1919.76 	1951.21 	2003.27 	2063.01 	2172.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,DE	: 	1169.50 	1169.53 	1165.72 	1167.50 	1168.50 	1166.15 	1168.58 	1178.67 	1184.51 	1198.60 	1219.57 	1246.12 	1264.44 	1278.10 	1289.97 	1296.28 	1301.03 	1310.65 	1324.99 	1328.29 	1337.60 	1350.82 	1358.15 	1365.77 	1379.66 	1396.97 	1431.58 	1463.28 	1516.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,DK	: 	: 	1387.69 	1392.03 	1392.17 	1348.08 	1314.71 	1298.54 	1277.57 	1255.12 	1246.49 	1220.88 	1239.75 	1217.29 	1190.37 	1175.12 	1167.23 	1167.03 	1173.14 	1174.04 	1162.93 	1165.35 	1160.70 	1145.37 	1160.01 	1167.50 	1171.30 	1169.40 	1186.79 	1182.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,EE	: 	995.15 	1018.34 	1035.22 	1041.41 	1046.77 	1061.67 	1075.51 	1107.56 b	1105.93 	1125.90 	1111.41 	1115.82 	1080.91 	1151.79 	1127.98 	1138.47 b	1220.92 	1216.26 	1278.36 	1238.28 	1326.67 	1311.55 	1326.46 	1341.84 	1412.77 	1546.43 	1639.59 	1707.57 	1803.64 	1878.84 b	1932.48 	1792.15 	1791.17 	1830.45 	1848.97 	1970.08 	1987.72 	2011.66 	2055.44 	2125.24 	2166.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,FI	: 	: 	: 	1394.92 	1393.43 	1375.89 	1368.86 	1372.24 	1389.26 	1357.91 	1367.93 	1363.68 	1350.93 	1323.39 	1343.34 	1325.85 	1284.23 	1261.62 	: 	: 	: 	1173.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,FR	: 	1572.68 	1580.13 	1603.54 	1603.33 	1601.48 	1613.76 	1621.00 	1611.35 	1618.25 	1621.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,HR	: 	1147.83 	1149.25 	1178.92 	1202.99 	1248.86 	1257.24 	1273.24 	1319.22 	1324.56 	1354.50 	1360.47 	1307.72 b	1310.30 	1320.90 	1335.30 	1339.86 	1349.29 	1395.64 	1422.35 	1423.52 	1478.34 	1546.47 	1531.64 	1598.49 	1645.76 	1729.05 	1796.84 	1717.87 b	2251.88 	2259.77 	2112.01 	2085.42 	2082.88 	2126.40 	2160.85 	2252.72 	2323.88 	2403.64 	2471.59 	2583.48 	2682.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,HU	: 	1482.24 b	1367.55 	1422.94 	1485.50 	1613.35 	1658.19 b	1590.60 	1659.08 	1768.65 	1901.99 	1902.23 	2037.12 	1982.26 b	2505.80 b	2015.48 	2237.59 b	1962.55 	1892.67 	2097.59 b	2798.78 	3089.55 be	2220.24 	2278.93 	2688.21 	2803.49 	2861.21 	2847.84 	2973.74 	3078.78 	4268.89 	4393.90 	4553.31 	4069.31 	4872.70 	3739.21 	3792.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,IS	: 	1263.67 	1265.13 	1220.49 	1230.82 	1206.62 	1189.98 	1194.84 	1190.31 	1187.84 	1127.26 b	1063.68 	1083.33 	1054.53 	1059.75 	1062.17 	1026.76 	1017.68 	1005.28 	998.34 	999.89 	993.66 	997.77 	1011.24 	954.67 	970.82 	990.62 	974.44 	998.96 	1015.78 	1069.70 	1107.94 	1154.58 	1161.58 	1154.27 	1186.24 	1225.40 	1240.99 	1240.71 	1299.22 	1311.11 	1357.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,IT	1162.07 ep	1150.38 e	1149.65 e	1195.71 e	1221.68 e	1248.53 e	1275.75 e	1276.81 e	1280.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,LI	751.06 	762.76 	756.13 	796.79 	790.88 	785.75 	721.04 	730.34 	725.17 	733.13 	789.39 	818.67 	871.74 b	1144.27 	1175.40 	1297.65 	1198.36 	1377.88 	1310.71 	1295.92 	1443.22 	1632.23 	1534.31 e	1583.38 	1643.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,LT	: 	901.58 	948.45 	968.72 	996.27 	1029.15 	1098.68 	1098.68 	1104.44 	1112.76 	1218.07 	1261.11 	1347.64 	1449.79 	1392.20 	1515.25 	1403.09 	1542.04 	1488.76 	1539.14 	1437.19 	1460.57 	1540.31 	1594.49 	1697.60 b	2155.36 	2127.26 	2013.85 	1900.21 	1810.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,LU	: 	: 	: 	: 	1026.40 	1060.83 	1125.70 	1168.74 b	1181.22 	1203.96 	1188.87 	1201.31 	1220.06 	1227.76 	1243.51 	1260.36 	1257.18 b	1294.05 	1541.40 	1549.22 	1605.55 	1678.08 b	1600.28 	1620.99 	1712.04 	1793.18 	1832.40 	1918.69 	1958.00 	1913.05 	1954.55 	1928.54 	1964.06 	2086.31 	2118.57 	2035.11 	2182.77 	2316.44 	2487.22 	2592.38 	3018.39 	2779.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,LV	: 	1395.34 	1403.09 	1416.00 	1407.43 	1388.76 	1393.61 	1424.13 	1379.47 	1407.83 	1414.64 	1409.65 	1418.32 	1437.18 	1503.98 	1539.46 	1575.51 b	1655.54 	1797.29 	1832.02 	1884.81 	1913.94 	2130.55 	2417.27 	2265.22 	2138.57 	2801.64 	2807.06 	2939.55 	2706.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,MT	: 	1915.73 	1992.34 	2088.92 	2098.65 	2127.83 	2160.45 	2161.98 	2162.27 	2210.67 	2238.00 	2252.76 	2304.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,NL	: 	1765.51 	1769.70 	1799.27 	1815.72 b	1956.38 	1940.43 b	2005.35 	2020.98 	2021.11 	2029.55 	2119.31 	2160.84 	2223.88 	2233.36 	2320.24 	2433.98 	2461.34 	2475.26 	2503.71 	2521.00 	2546.05 	2579.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,NO	1073.98 	1097.18 	1103.80 	1112.21 	1113.28 	1120.88 	1133.38 b	1154.43 	1145.61 	1156.35 	1130.84 	1138.89 	1151.89 	1137.73 	1146.90 	1135.09 	1185.76 	1243.07 	1230.09 	1235.88 b	1244.14 	1244.72 	1227.49 	1216.77 	1193.16 	1207.98 	1222.43 	1225.03 	1226.74 	1218.07 	1224.99 	1217.41 	1209.76 	1204.78 	1171.16 	1221.02 	1216.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,PL	: 	: 	: 	: 	2848.61 	2853.18 	3014.08 	2904.32 	3087.18 	3047.25 	2920.53 	3031.54 	3129.21 	2924.20 	2855.04 	3035.76 	3116.06 b	2700.49 b	3443.71 b	3548.06 	3777.96 	3253.84 	2900.84 	2231.92 	2193.01 	2161.53 	2167.65 	2203.70 	2268.98 	2308.98 	2180.02 	2093.42 	2114.61 	2103.23 	2130.67 	2153.76 	2133.14 	2129.99 	2114.47 	2113.80 	2116.91 	2113.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,RO	: 	1052.44 	1152.05 b	1197.51 	1264.03 	1209.84 	1287.65 	1341.03 	1402.56 	1455.70 	1512.12 	1562.38 	1636.21 	1732.42 	1798.71 	2001.68 	2085.46 	2262.60 	2391.57 	2602.14 	2696.39 	2818.05 	3161.51 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,RS	4102.42 	4158.61 b	: 	3617.93 	3633.98 	3552.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,SE	: 	: 	1284.38 	1238.16 	1229.10 	1227.04 	1224.13 	1226.73 	1223.76 	1218.56 	1222.09 	1232.99 	1236.67 	1226.99 	1205.76 	1204.47 	1215.12 	1208.32 	1226.48 	1222.60 	1231.45 	1238.26 	1222.96 	1220.49 	1223.01 	1186.87 	1155.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,SI	: 	1339.12 	1379.38 	1390.01 	1420.20 	1453.23 	1482.42 	1510.61 	1540.73 	1587.31 	1603.78 	1627.15 	1650.22 	1662.27 	1629.11 	1669.61 	1669.84 	1673.94 	1658.96 	1663.49 	1691.05 	1716.07 	1709.52 	1692.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2297.81 	2298.28 	2297.83 	2268.61 	2260.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2261,UK	: 	: 	: 	1898.87 	1900.43 	1881.77 	1880.83 b	1880.82 	1904.27 	1914.76 	1904.35 	1943.35 	1983.70 	2018.71 	2082.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,AL	: 	: 	: 	: 	: 	: 	: 	: 	1186.02 	: 	2093.07 	2200.16 	2427.46 	2780.48 	2400.98 	2551.19 	: 	: 	2763.28 	2793.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2782.71 	2793.19 	2855.19 	2906.38 	2964.76 	2351.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,AT	: 	1368.46 	1370.57 	1392.43 	1408.51 	1410.51 	1415.91 	1424.63 	1432.89 	1447.71 	1472.22 	1499.09 	1530.32 	1562.43 	1576.19 	1592.57 	1620.93 	1635.37 	1667.99 	1718.10 	1755.58 	1767.78 	1800.48 	1839.24 	1868.68 	1904.07 	1952.41 	1979.58 	2042.27 	2093.65 	2164.96 	2202.48 	2248.99 	2303.47 	2342.17 	2369.26 	2412.30 	2346.81 	2429.92 	2468.75 	2497.92 	2540.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,BE	: 	777.81 	789.40 	800.21 	807.67 	816.62 	826.37 	829.81 	840.32 	852.61 	859.34 	864.70 	867.19 b	849.86 	863.53 	871.08 	881.89 	896.98 	910.67 	923.31 	940.36 	955.92 	979.82 	1011.50 	1030.59 	1047.94 	1067.15 	1101.56 	1130.93 	1163.17 	1186.49 	1220.00 	1252.86 	1261.52 	1283.68 	1281.09 	1315.49 	: 	: 	: 	: 	1356.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,BG	1133.67 	1137.47 	1184.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6055.03 	5400.12 	5234.30 	4597.49 	4466.56 	4069.20 	3565.79 	3202.16 	2669.25 	1996.86 	2085.26 	2091.63 	2163.34 	2158.60 	2128.90 	2115.86 	2157.27 	2249.04 	2337.31 	2429.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,CH	: 	: 	1486.44 	1446.54 	1435.19 	1428.17 	1551.30 	1547.36 	1548.79 	1502.04 	1504.83 	1574.09 	1575.23 	1587.31 	1609.36 	1656.47 	1657.48 	1656.87 	1606.61 	1582.95 	1595.29 	1614.44 	1641.92 	1577.90 	1602.37 	1616.05 	1685.18 	1691.77 	1746.79 	1803.14 	1839.82 	1883.74 	1945.25 	2085.85 	2165.82 	2278.95 	2363.17 	2511.45 	2591.35 	2752.50 	2819.02 	2980.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,CY	: 	: 	1057.50 	1090.31 	1094.93 	1119.00 	1130.22 b	4534.60 	4609.30 	4430.48 	4478.32 	4582.57 	4514.16 	4682.33 	4566.22 	4693.53 	4615.88 	5020.55 	6713.14 	4927.98 	5396.49 	5783.53 	6023.50 	6009.19 	5935.96 	6067.18 	5515.81 	6145.88 	6198.89 	6300.52 	6199.01 	6040.60 	5913.27 	5829.57 	6018.87 	5889.75 	5822.59 	6079.06 	5933.38 	5951.52 	6018.28 	6060.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,CZ	: 	1408.73 	1388.48 	1446.84 	1449.70 	1473.28 	1514.15 	1565.34 be	1647.23 	1661.26 	1686.93 	1728.17 	1765.67 	1771.81 	1780.26 	1752.64 	1772.47 	1797.16 	1817.11 	1889.37 	1965.11 	2027.09 b	2148.74 	2258.03 	2340.78 	2533.21 	2744.42 	2949.08 	3016.02 	2840.39 	2735.82 	2608.12 	2505.70 	2531.85 	2659.30 	2539.84 	2565.68 	2598.80 	2575.81 	2572.28 	2579.02 	2592.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,DE	: 	1493.74 	1499.47 	1521.40 	1545.57 	1570.64 	1553.92 	1557.24 	1568.03 	1593.98 	1584.71 	1600.90 	1641.59 	1645.36 	1661.01 	1690.68 	1716.04 	1725.20 	1721.04 	1705.75 	1726.70 	1716.06 	1713.28 	1733.81 	1740.27 	1798.98 	1827.41 	1858.39 	1892.33 	1902.91 	1923.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,DK	: 	: 	2256.28 	1851.00 	1882.13 	1922.80 	1939.09 	1960.22 	1970.84 	2005.59 	2071.61 	2110.99 	2199.56 	2210.71 	2188.95 	2173.17 	2168.64 	2291.99 	2233.97 	2276.97 	2296.95 	2449.37 	2332.08 	2376.44 	2419.87 	2574.89 	2474.41 	2518.71 	2730.86 	2812.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,EE	: 	1373.47 	1395.27 	1384.27 	1378.02 	1366.34 	1387.56 b	1489.63 	1518.43 b	1561.62 	1595.48 	1581.32 	1557.19 	1551.15 	1537.48 	1662.73 	1595.73 	1614.40 b	1766.39 	1829.38 	1737.32 e	1714.09 	1727.01 	1783.98 	1819.94 	1966.10 	1984.30 	: 	: 	2199.56 	1904.04 	1694.57 	1734.66 	1795.29 	1858.95 	1790.92 	2060.35 	: 	: 	: 	: 	2063.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PRACT,OC2262,ES	: 	759.85 	810.81 	841.19 	864.97 	827.60 	838.35 	851.81 	894.82 	950.67 	1067.99 	1083.18 	1065.81 	1005.56 	1050.15 	1083.73 	1166.17 	1236.94 	1308.83 	1277.45 	1275.26 	1390.88 	1575.58 	1748.85 	1650.69 	1709.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
