unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
P_HTHAB,PACT,OC221,CY	: 	: 	427.46 d	407.55 d	387.08 d	377.07 d	359.58 d	339.94 bd	322.18 	304.42 	300.04 	292.36 	284.15 e	281.96 	279.35 	259.67 	267.55 	269.92 	261.59 	262.67 	262.14 	259.36 	256.60 	253.45 	251.21 	248.74 	246.90 	239.06 	230.16 	223.84 	212.57 	206.59 	206.28 	193.34 	180.05 	166.32 	156.23 	148.98 	140.32 	128.50 	116.12 	110.01 	108.23 	101.07 	99.24 	96.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,DE	498.19 	489.79 	481.79 	471.18 	463.86 	457.70 	452.52 	449.00 	441.03 	431.64 	424.22 	409.95 	396.17 	387.59 	381.08 	376.17 	371.35 	369.78 	366.94 	363.48 	360.32 	357.07 	353.34 	348.56 	343.44 	339.85 	334.24 	327.05 	319.39 	311.52 	304.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,DK	: 	: 	453.97 	445.30 	436.03 	426.76 	420.38 	415.08 	412.44 	408.90 	404.30 	397.99 	391.25 	382.79 	371.59 	366.47 	355.98 	343.77 	329.50 	324.67 	316.55 	312.79 	311.91 	307.74 	300.06 	295.44 	293.77 	291.69 	287.42 	284.20 b	263.04 	267.21 	260.92 	256.91 	249.79 	249.78 	245.26 	239.79 	228.16 	222.58 	204.16 	199.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,ES	: 	490.53 	473.39 	433.14 	417.16 	413.48 	415.62 	410.49 	409.55 	408.00 	409.12 	400.91 	385.22 	379.44 	382.00 	389.44 	383.48 	375.49 	354.29 	344.50 	341.33 	338.03 	326.26 	312.26 	305.39 	292.81 	: 	: 	: 	: 	: 	224.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,FI	: 	: 	: 	370.39 	366.89 	363.09 	360.76 	360.72 	355.45 	346.60 	348.89 	341.28 	331.16 	325.03 	318.07 	312.78 	311.93 	303.47 	292.94 	289.91 	286.31 	286.06 	276.45 	267.22 	263.43 	259.28 	253.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,FR	: 	336.77 	336.40 	333.77 	334.60 	333.61 	332.54 	331.52 	331.46 	330.67 	329.66 b	327.27 	326.68 b	331.07 	331.40 	333.12 	333.82 	333.86 	332.31 	330.87 	328.65 	325.82 	324.35 	324.47 	323.22 	321.45 	319.58 	317.66 	314.39 	311.93 	307.22 	301.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,FX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	319.0085 	314.3451 	309.4756 	306.7876 	300.6167 	293.4224 	285.3465 	277.1132 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,IE	: 	: 	: 	: 	: 	: 	: 	: b	303.95 e	315.21 e	323.44 e	307.64 e	301.25 e	290.05 e	279.86 e	271.80 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,IS	: 	: 	389.39 	389.26 	387.30 	385.17 b	377.55 	364.40 	360.76 	356.08 	350.46 	359.07 	364.84 	364.19 	361.40 	360.46 	361.27 b	361.55 	361.63 	357.88 	347.41 	344.23 	338.16 	331.70 	326.05 	311.99 	302.47 	299.60 	295.38 	295.34 	284.72 	284.90 	282.77 	270.28 	270.48 	259.89 	259.32 	239.65 	229.98 	227.49 	220.58 	213.91 	203.34 	196.39 	191.16 	185.32 	183.50 	172.86 	161.55 	159.23 	147.99 	142.34 	129.32 	126.06 	121.26 	122.21 	123.77 	122.76 	122.81 	122.82 	118.42 	116.76 
P_HTHAB,PACT,OC221,IT	: 	432.54 	431.91 	417.37 	409.89 	414.27 	415.71 	415.86 	412.85 	406.61 	407.76 	410.69 	406.94 	391.06 	379.62 	389.13 	402.74 	422.51 	429.80 	431.72 	425.34 	416.80 	411.72 	407.10 	399.60 	389.84 	379.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,LI	345.67 	365.03 	373.42 	352.98 	366.16 	331.42 	325.39 	324.85 	329.88 	321.91 	311.19 	294.27 b	254.61 d	245.26 d	232.54 d	234.04 d	230.20 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,LT	: 	472.47 	483.44 	488.30 	485.47 	476.98 	464.39 	460.72 	458.80 	453.58 	440.11 	426.28 	418.22 	419.08 	424.88 	413.16 	410.83 	396.70 	400.62 	402.43 	404.26 	400.60 	412.66 	411.54 	412.38 	409.40 	405.58 	409.12 	397.76 	392.80 	390.48 	400.10 	395.71 	391.05 	385.66 	378.75 	369.30 	366.48 	359.81 	350.26 	341.34 	332.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	231.33 	: 	: 	: 	: 	177.32 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,LU	: 	: 	: 	: 	330.85 	310.22 	311.80 b	313.49 	307.72 	307.38 	304.43 	305.55 	298.12 	302.06 	299.17 	287.75 	281.19 	271.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,LV	: 	337.92 	330.86 	335.36 	343.52 	336.92 	336.13 	338.30 	339.55 	339.33 	336.16 	327.52 	320.59 	327.01 	316.45 	305.50 b	324.24 b	318.06 	309.75 	307.77 	299.38 b	327.26 	325.04 	313.44 	321.97 	299.36 	297.58 	306.02 	306.72 	336.18 	375.54 	369.41 	355.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,ME	: 	277.00 	274.59 	278.01 	266.56 	259.68 	239.49 	220.32 	217.00 	205.61 	203.04 	206.00 	211.95 	212.87 	200.46 	200.53 	196.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,MK	: 	301.95 	311.46 	306.52 	299.78 	299.64 	288.62 	291.90 	281.20 	279.23 	274.42 	269.63 	261.57 	262.06 	247.22 	254.24 b	215.63 	220.91 	219.46 	225.14 	219.13 	219.85 	220.56 	224.56 	224.90 	225.28 	229.88 	231.38 	226.53 	229.93 	236.17 	233.58 	217.35 	195.34 	188.57 	184.61 	176.55 	164.07 	165.69 	148.41 	146.55 	134.19 	131.03 	123.73 	115.74 	111.30 	111.99 	102.49 	101.14 	95.21 	91.83 	89.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,MT	: 	432.34 	411.66 	406.29 	407.05 	391.78 	379.06 	369.11 	352.61 	337.12 	324.55 b	314.83 	311.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,NL	: 	: 	: 	: 	: 	: 	: 	: 	331.35 	325.34 	313.27 	296.36 	292.26 	287.02 	279.35 	279.50 	270.75 	264.78 	261.61 	257.53 	251.49 	244.28 	238.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,NO	589.35 	575.37 	562.78 	551.48 	541.31 	526.28 	513.80 b	506.46 	495.23 	487.25 	476.81 	475.49 	465.73 	450.29 	434.64 	422.75 	415.22 	395.85 	389.02 	382.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,PL	: 	: 	: 	: 	257.63 	262.93 	246.37 	251.19 	242.38 	243.85 	242.35 	239.26 b	232.62 	237.27 	238.76 	237.94 	236.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,RO	: 	339.45 	325.04 	311.11 	299.07 	290.85 	283.16 	275.90 	270.65 	267.63 	260.78 	257.84 	247.38 	244.75 	230.81 	221.46 	222.27 	224.46 	217.48 	210.79 	211.34 	204.01 	205.76 b	183.54 	179.03 	180.91 	176.83 	176.48 	176.89 	186.55 	183.04 	180.21 	181.07 	180.49 	178.91 	178.25 	176.18 	: 	: 	: 	: 	147.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,RS	312.36 	298.62 b	: 	307.94 	305.26 	304.63 	307.81 	307.13 	310.55 	309.97 	309.81 	306.58 	301.58 	298.48 	289.10 	282.07 	279.35 	281.03 	274.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,SE	: 	: 	449.42 	453.68 	448.50 	445.14 	439.84 	432.98 	425.57 	418.49 	409.13 	400.39 	393.68 	386.16 	380.84 	371.60 	363.03 	356.18 	344.39 	337.16 	327.91 	318.95 	311.88 	307.89 	301.32 	300.33 	295.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,SI	: 	336.56 	332.36 	324.12 	316.01 	307.31 	288.20 	279.34 	272.82 	263.71 	256.81 	250.51 	248.52 	248.11 	247.77 	244.66 	243.59 	238.71 	234.05 	232.44 	227.20 	225.40 	226.22 	227.14 	223.37 	213.77 	211.87 	218.96 	202.79 	208.82 	207.81 	205.69 	206.33 	202.49 	200.88 	195.17 	191.18 	: 	: 	: 	: 	176.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,SK	: 	366.86 	356.68 	352.10 	342.11 	347.35 	345.13 	342.78 	339.07 	336.44 	330.64 	335.90 	330.42 	336.87 	338.98 	317.14 	303.71 	332.28 	328.71 	332.64 	335.05 	335.40 	332.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC221,TR	: 	205.38 	194.73 	188.10 b	186.77 	182.68 	180.60 	175.71 	175.68 	172.62 	169.80 	168.78 	164.69 	159.25 	154.51 	150.77 	147.37 	143.66 	141.43 	139.31 	137.81 	129.53 	120.08 	115.14 	111.68 	109.87 	109.81 	108.56 	102.57 	97.58 	95.13 	90.26 	85.17 	79.34 	74.14 	73.07 	72.59 	69.74 	67.49 	66.36 	62.37 	61.19 	60.46 	59.39 	57.57 	55.51 	54.41 	53.49 	48.71 	45.98 	45.69 	39.22 	38.74 	37.85 	36.33 	35.55 	34.99 	33.11 	38.01 	38.46 	32.03 	29.94 
P_HTHAB,PACT,OC2261,BG	146.66 	142.82 	141.39 	137.81 	131.43 	126.87 	119.32 	122.58 	119.31 	113.32 	112.13 	113.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,CY	: 	: 	113.50 	112.18 	109.25 	103.57 	103.34 	98.42 b	96.18 	94.45 	92.02 	93.07 e	93.68 e	94.45 	94.25 	95.21 	98.57 	95.74 	93.41 	91.60 	90.37 	89.19 	87.96 	86.45 	85.42 	84.23 	83.43 	82.45 	79.54 	78.87 	77.47 	73.81 	73.46 	70.94 	67.54 	60.25 	55.59 	43.74 	42.04 	38.95 	36.13 	35.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,DE	: 	89.23 	89.40 	89.62 	89.28 	89.28 	89.64 	89.58 	88.80 	88.27 	87.23 	85.56 	83.81 	82.56 	81.75 	81.01 	80.61 	80.27 	79.72 	79.07 	78.81 	78.44 	77.52 	77.18 	76.82 	76.12 	75.29 	73.74 	72.66 	70.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,DK	: 	: 	76.28 	76.17 	76.06 	78.33 	80.30 	81.17 	82.94 	84.48 	84.68 	86.49 	85.88 	86.86 	88.69 	90.56 	90.56 	90.68 	90.19 	89.98 	91.01 	90.23 	90.95 	92.12 	90.88 	92.32 	92.39 	92.68 	91.57 	91.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,FI	: 	: 	: 	74.93 	74.56 	75.50 	76.14 	77.05 	76.56 	78.22 	77.82 	78.61 	78.87 	79.84 	78.79 	79.03 	80.97 	82.09 	85.27 	86.72 	87.90 	88.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,FR	: 	64.01 	63.71 	62.80 	62.84 	62.92 	62.49 	62.26 	62.57 	62.26 	62.17 b	66.56 	66.85 	67.48 	68.31 	68.77 	69.16 	69.23 	69.43 	69.51 	69.69 	70.06 	70.71 	70.26 	69.42 	69.86 	70.35 	70.88 	70.48 	70.19 	69.86 	68.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,FX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67.9037 	67.4868 	67.2664 	67.2256 	66.0323 	64.6300 	63.9338 	63.2115 	: 	: 	: 	: 	59.1537 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,IS	: 	79.13 	79.04 	81.93 	81.25 	82.88 	84.04 	83.69 	84.01 	84.19 	88.71 b	94.01 	92.31 	94.83 	94.36 	94.15 	97.39 	98.26 	99.47 	100.17 	100.01 	100.64 	100.22 	98.89 	104.75 	103.01 	100.95 	102.62 	100.10 	98.45 	93.48 	90.26 	86.61 	86.09 	86.64 	84.30 	81.61 	80.58 	80.60 	76.97 	76.27 	73.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,IT	: 	86.93 e	86.98 e	83.63 e	81.85 e	80.09 e	78.39 e	78.32 e	78.09 be	66.36 	59.25 	57.40 	52.60 	48.56 	57.44 	63.64 	60.38 	57.21 	54.09 	54.33 	54.41 	56.20 	61.49 	54.48 	49.22 	47.48 	40.46 	42.22 	42.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,LI	156.19 p	154.24 p	153.00 	146.42 	147.52 	148.48 	160.03 	158.40 	159.53 	152.77 	143.20 	136.03 	125.90 b	90.21 	87.91 	88.48 	86.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,LT	: 	113.85 	107.76 	105.87 	103.27 	100.31 	93.74 	93.99 	93.42 	92.54 	84.61 	81.65 	76.13 	71.51 	74.12 	68.78 	73.83 	67.28 	69.45 	67.06 	71.74 	70.32 	66.43 	64.07 	60.61 b	47.95 	48.50 	51.27 	53.60 	56.43 	57.23 	60.47 	61.31 	61.01 	61.50 	60.86 	60.83 	60.72 	60.63 	58.75 	57.21 	56.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,LU	: 	: 	: 	: 	99.61 	94.78 	89.36 	85.92 b	87.42 	83.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,LV	: 	71.77 	71.38 	70.73 	71.77 	72.82 	72.57 	71.02 	73.34 	71.92 	71.56 	71.75 	71.11 	70.27 	67.13 	65.50 	64.77 b	61.42 	56.25 	54.89 	53.27 	53.98 	48.69 	44.15 	45.67 	48.23 	37.46 	37.25 	35.62 	38.86 	55.76 	57.79 	56.24 	56.53 	57.11 	57.69 	57.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,ME	: 	4.99 	5.14 	4.66 	4.66 	4.82 	4.34 	4.34 	4.35 	4.67 	4.52 	4.84 	5.82 	7.30 bd	40.32 	42.84 	44.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,MK	: 	79.18 	86.48 	89.63 	87.30 	87.14 	88.11 	85.22 	82.61 	80.15 	78.79 	77.81 	69.49 	67.47 	64.10 	57.59 	67.51 	55.79 	55.85 	58.24 	55.29 	55.72 	55.92 	56.99 	54.54 	54.40 	55.28 	55.83 	53.93 	54.31 	58.85 	59.09 	55.72 	48.31 	44.89 	42.53 	38.57 	33.38 	31.51 	28.99 	27.44 	23.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,MT	: 	52.20 	50.19 	47.87 	47.65 	47.00 	46.29 	46.25 	46.25 	45.24 	44.68 	44.39 	43.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,NL	: 	: 	: 	: 	: 	56.81 	56.64 b	54.49 	54.06 	54.37 	54.27 	52.15 	51.63 	50.44 	49.90 	49.89 	48.84 	47.94 	47.70 	47.00 	46.55 	45.15 	44.40 	: 	: 	: 	41.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,NO	104.80 	102.28 	101.48 	101.73 	101.97 	101.73 	100.45 b	98.05 	98.59 	97.76 	98.69 	98.62 	97.83 	97.77 	96.94 	97.05 	93.29 	89.94 	92.45 	91.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,PL	: 	: 	: 	: 	37.78 	37.94 	35.03 	37.22 	34.95 	35.60 	37.05 	35.75 	33.86 	36.96 	37.65 	35.60 	34.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,RO	: 	96.02 	87.77 b	84.51 	79.91 	83.45 	78.50 	74.74 	71.47 	68.87 	66.29 	64.16 	61.36 	57.95 	55.79 	50.11 	48.07 	46.18 	43.79 	40.63 	39.28 	37.01 	34.30 b	23.85 	23.49 	26.41 	26.65 	26.02 	27.79 	28.48 	28.09 	28.95 	30.72 	31.30 	31.43 	32.21 	32.29 	32.10 	32.18 	32.41 	33.59 	31.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,RS	24.57 	24.22 b	: 	27.74 	27.66 	28.32 	31.41 	32.40 	33.43 	34.14 	35.25 	34.76 	34.79 	35.13 	35.48 	35.46 	45.16 	47.94 	47.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,SE	: 	: 	82.06 	85.34 	85.92 	85.97 	85.96 	86.12 	86.61 	87.08 	86.49 	85.68 	85.34 	85.83 	87.24 	87.32 	86.67 	87.30 	85.91 	86.14 	85.36 	85.64 	86.57 	86.76 	87.19 	89.30 	90.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,SI	: 	76.44 	74.08 	73.39 	71.91 	69.93 	68.57 	66.44 	66.51 	64.56 	64.25 	63.36 	62.36 	61.84 	63.12 	61.69 	61.54 	61.39 	61.78 	61.72 	60.69 	59.73 	60.46 	60.61 	58.66 	56.72 	63.52 	53.03 	48.55 	52.74 	52.72 	56.40 	56.95 	55.63 	54.83 	54.12 	52.79 	: 	: 	: 	: 	45.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,SK	: 	52.89 	52.29 	51.02 	50.06 	49.73 	48.80 	48.76 	47.77 	49.28 	48.50 	49.39 	48.88 	51.03 	53.25 	50.51 	54.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2261,TR	: 	41.77 	39.87 	37.61 b	34.73 	33.65 	31.75 	29.79 	29.28 	28.47 	28.43 	29.30 	28.58 	28.09 	27.48 	26.45 	26.52 	26.47 	26.57 	24.80 	24.67 	24.17 b	21.07 	20.12 	19.49 	19.32 	18.67 	18.89 	18.60 	18.33 	18.55 	18.74 	18.48 	17.99 	16.40 	16.41 	16.55 	16.59 	16.24 	16.13 	15.77 	15.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PACT,OC2262,BG	96.32 	95.69 	93.39 	92.43 	90.43 	87.77 	83.90 	78.99 	76.57 	76.14 	75.66 	75.72 	75.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
