# ORIGEM	DESTINO	DISTANCIA(km) DURAÇÃO(s)
param: K: dist	dur:=
220005	220005	0	0
220005	220010	404	22731
220005	220020	403	22745
220005	220025	176	10558
220005	220027	161	9329
220005	220030	444	26907
220005	220040	519	28978
220005	220045	405	22777
220005	220050	386	21942
220005	220060	389	21946
220005	220070	324	18367
220005	220080	509	29502
220005	220090	308	17423
220005	220095	144	8993
220005	220100	331	18977
220005	220105	376	28341
220005	220110	519	37661
220005	220115	655	36840
220005	220117	322	18575
220005	220120	605	34372
220005	220130	701	39394
220005	220140	384	21563
220005	220150	642	36452
220005	220155	149	8753
220005	220157	139	7851
220005	220160	495	29937
220005	220170	442	25079
220005	220173	59	3594
220005	220177	554	34042
220005	220180	185	10573
220005	220190	497	27890
220005	220191	721	43589
220005	220192	309	17437
220005	220194	543	33405
220005	220196	591	36039
220005	220198	252	14177
220005	220200	710	42651
220005	220202	507	30640
220005	220205	578	32707
220005	220207	304	17273
220005	220208	757	45965
220005	220209	139	10216
220005	220210	166	9791
220005	220211	132	7592
220005	220213	150	9114
220005	220217	663	37515
220005	220220	493	30507
220005	220225	441	26369
220005	220230	272	15285
220005	220240	544	33357
220005	220245	152	8664
220005	220250	363	20551
220005	220253	684	41291
220005	220255	73	6413
220005	220260	453	28040
220005	220265	691	41667
220005	220270	676	40870
220005	220271	533	32819
220005	220272	704	42558
220005	220273	462	28273
220005	220275	373	21011
220005	220277	216	12595
220005	220280	95	5712
220005	220285	242	13589
220005	220290	736	41235
220005	220300	763	42836
220005	220310	462	25890
220005	220320	639	35853
220005	220323	507	28479
220005	220325	436	25677
220005	220327	69	6167
220005	220330	447	24693
220005	220335	322	18141
220005	220340	195	11235
220005	220342	640	38956
220005	220345	233	18409
220005	220350	322	18137
220005	220360	354	19910
220005	220370	665	37718
220005	220375	343	19248
220005	220380	326	18411
220005	220385	196	11453
220005	220390	355	20443
220005	220400	322	18252
220005	220410	349	21154
220005	220415	160	9068
220005	220420	176	10509
220005	220430	196	11663
220005	220435	152	8529
220005	220440	660	36982
220005	220450	460	26418
220005	220455	413	26519
220005	220460	384	23095
220005	220465	756	45375
220005	220470	239	13460
220005	220480	220	12371
220005	220490	167	9868
220005	220500	117	7073
220005	220510	334	18761
220005	220515	39	2299
220005	220520	119	6769
220005	220525	399	22446
220005	220527	532	32740
220005	220530	421	24090
220005	220535	213	12090
220005	220540	716	40538
