NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP_ATENDIDA,ATEND_FTE
1,297,"Kuopio",1,"Physicians",125383,16.2998
1,297,"Kuopio",2,"Nurses",125383,78.9913
1,297,"Kuopio",3,"OtherCadres",125383,45.1379
1,297,"Kuopio",4,"CommunityBased",125383,43.884
1,297,"Kuopio",5,"Beds",125383,0
1,297,"Kuopio",6,"CTScanner",125383,0
1,297,"Kuopio",7,"MRIUnit",125383,0
1,297,"Kuopio",8,"Mammography",125383,0
1,297,"Kuopio",9,"Radiotherapy",125383,0
1,140,"Iisalmi",1,"Physicians",22756,2.9582
1,140,"Iisalmi",2,"Nurses",22756,14.3362
1,140,"Iisalmi",3,"OtherCadres",22756,8.1922
1,140,"Iisalmi",4,"CommunityBased",22756,7.9646
1,140,"Iisalmi",5,"Beds",22756,0
1,140,"Iisalmi",6,"CTScanner",22756,0
1,140,"Iisalmi",7,"MRIUnit",22756,0
1,140,"Iisalmi",8,"Mammography",22756,0
1,140,"Iisalmi",9,"Radiotherapy",22756,0
1,749,"Siilinjärvi",1,"Physicians",20136,2.6177
1,749,"Siilinjärvi",2,"Nurses",20136,12.6857
1,749,"Siilinjärvi",3,"OtherCadres",20136,7.249
1,749,"Siilinjärvi",4,"CommunityBased",20136,7.0476
1,749,"Siilinjärvi",5,"Beds",20136,0
1,749,"Siilinjärvi",6,"CTScanner",20136,0
1,749,"Siilinjärvi",7,"MRIUnit",20136,0
1,749,"Siilinjärvi",8,"Mammography",20136,0
1,749,"Siilinjärvi",9,"Radiotherapy",20136,0
1,402,"Lapinlahti",1,"Physicians",8388,1.0904
1,402,"Lapinlahti",2,"Nurses",8388,5.2844
1,402,"Lapinlahti",3,"OtherCadres",8388,3.0197
1,402,"Lapinlahti",4,"CommunityBased",8388,2.9358
1,402,"Lapinlahti",5,"Beds",8388,0
1,402,"Lapinlahti",6,"CTScanner",8388,0
1,402,"Lapinlahti",7,"MRIUnit",8388,0
1,402,"Lapinlahti",8,"Mammography",8388,0
1,402,"Lapinlahti",9,"Radiotherapy",8388,0
1,420,"Leppävirta",1,"Physicians",26401,3.4321
1,420,"Leppävirta",2,"Nurses",26401,16.6326
1,420,"Leppävirta",3,"OtherCadres",26401,9.5044
1,420,"Leppävirta",4,"CommunityBased",26401,9.2404
1,420,"Leppävirta",5,"Beds",26401,0
1,420,"Leppävirta",6,"CTScanner",26401,0
1,420,"Leppävirta",7,"MRIUnit",26401,0
1,420,"Leppävirta",8,"Mammography",26401,0
1,420,"Leppävirta",9,"Radiotherapy",26401,0
1,263,"Kiuruvesi",1,"Physicians",6695,0.8704
1,263,"Kiuruvesi",2,"Nurses",6695,4.2179
1,263,"Kiuruvesi",3,"OtherCadres",6695,2.4102
1,263,"Kiuruvesi",4,"CommunityBased",6695,2.3433
1,263,"Kiuruvesi",5,"Beds",6695,0
1,263,"Kiuruvesi",6,"CTScanner",6695,0
1,263,"Kiuruvesi",7,"MRIUnit",6695,0
1,263,"Kiuruvesi",8,"Mammography",6695,0
1,263,"Kiuruvesi",9,"Radiotherapy",6695,0
1,595,"Pielavesi",1,"Physicians",3633,0.4723
1,595,"Pielavesi",2,"Nurses",3633,2.2888
1,595,"Pielavesi",3,"OtherCadres",3633,1.3079
1,595,"Pielavesi",4,"CommunityBased",3633,1.2716
1,595,"Pielavesi",5,"Beds",3633,0
1,595,"Pielavesi",6,"CTScanner",3633,0
1,595,"Pielavesi",7,"MRIUnit",3633,0
1,595,"Pielavesi",8,"Mammography",3633,0
1,595,"Pielavesi",9,"Radiotherapy",3633,0
1,925,"Vieremä",1,"Physicians",3130,0.4069
1,925,"Vieremä",2,"Nurses",3130,1.9719
1,925,"Vieremä",3,"OtherCadres",3130,1.1268
1,925,"Vieremä",4,"CommunityBased",3130,1.0955
1,925,"Vieremä",5,"Beds",3130,0
1,925,"Vieremä",6,"CTScanner",3130,0
1,925,"Vieremä",7,"MRIUnit",3130,0
1,925,"Vieremä",8,"Mammography",3130,0
1,925,"Vieremä",9,"Radiotherapy",3130,0
1,686,"Rautalampi",1,"Physicians",8797,1.1436
1,686,"Rautalampi",2,"Nurses",8797,5.5421
1,686,"Rautalampi",3,"OtherCadres",8797,3.1669
1,686,"Rautalampi",4,"CommunityBased",8797,3.079
1,686,"Rautalampi",5,"Beds",8797,0
1,686,"Rautalampi",6,"CTScanner",8797,0
1,686,"Rautalampi",7,"MRIUnit",8797,0
1,686,"Rautalampi",8,"Mammography",8797,0
1,686,"Rautalampi",9,"Radiotherapy",8797,0
1,857,"Tuusniemi",1,"Physicians",4405,0.5726
1,857,"Tuusniemi",2,"Nurses",4405,2.7751
1,857,"Tuusniemi",3,"OtherCadres",4405,1.5858
1,857,"Tuusniemi",4,"CommunityBased",4405,1.5417
1,857,"Tuusniemi",5,"Beds",4405,0
1,857,"Tuusniemi",6,"CTScanner",4405,0
1,857,"Tuusniemi",7,"MRIUnit",4405,0
1,857,"Tuusniemi",8,"Mammography",4405,0
1,857,"Tuusniemi",9,"Radiotherapy",4405,0
1,239,"Keitele",1,"Physicians",1836,0.2387
1,239,"Keitele",2,"Nurses",1836,1.1567
1,239,"Keitele",3,"OtherCadres",1836,0.661
1,239,"Keitele",4,"CommunityBased",1836,0.6426
1,239,"Keitele",5,"Beds",1836,0
1,239,"Keitele",6,"CTScanner",1836,0
1,239,"Keitele",7,"MRIUnit",1836,0
1,239,"Keitele",8,"Mammography",1836,0
1,239,"Keitele",9,"Radiotherapy",1836,0
1,687,"Rautavaara",1,"Physicians",1287,0.1673
1,687,"Rautavaara",2,"Nurses",1287,0.8108
1,687,"Rautavaara",3,"OtherCadres",1287,0.4633
1,687,"Rautavaara",4,"CommunityBased",1287,0.4505
1,687,"Rautavaara",5,"Beds",1287,0
1,687,"Rautavaara",6,"CTScanner",1287,0
1,687,"Rautavaara",7,"MRIUnit",1287,0
1,687,"Rautavaara",8,"Mammography",1287,0
1,687,"Rautavaara",9,"Radiotherapy",1287,0
1,844,"Tervo",1,"Physicians",3004,0.3905
1,844,"Tervo",2,"Nurses",3004,1.8925
1,844,"Tervo",3,"OtherCadres",3004,1.0815
1,844,"Tervo",4,"CommunityBased",3004,1.0514
1,844,"Tervo",5,"Beds",3004,0
1,844,"Tervo",6,"CTScanner",3004,0
1,844,"Tervo",7,"MRIUnit",3004,0
1,844,"Tervo",8,"Mammography",3004,0
1,844,"Tervo",9,"Radiotherapy",3004,0
2,297,"Kuopio",1,"Physicians",167990,72.7419
2,297,"Kuopio",2,"Nurses",167990,41.9664
2,297,"Kuopio",3,"OtherCadres",167990,100.7195
2,297,"Kuopio",4,"CommunityBased",167990,0
2,297,"Kuopio",5,"Beds",167990,166.4667
2,297,"Kuopio",6,"CTScanner",167990,0.6994
2,297,"Kuopio",7,"MRIUnit",167990,0.5036
2,297,"Kuopio",8,"Mammography",167990,0.2238
2,297,"Kuopio",9,"Radiotherapy",167990,0.0139
2,140,"Iisalmi",1,"Physicians",47725,23.1281
2,140,"Iisalmi",2,"Nurses",47725,13.3431
2,140,"Iisalmi",3,"OtherCadres",47725,32.0235
2,140,"Iisalmi",4,"CommunityBased",47725,0
2,140,"Iisalmi",5,"Beds",47725,52.9276
2,140,"Iisalmi",6,"CTScanner",47725,0.2224
2,140,"Iisalmi",7,"MRIUnit",47725,0.1601
2,140,"Iisalmi",8,"Mammography",47725,0.0711
2,140,"Iisalmi",9,"Radiotherapy",47725,0.0045
2,749,"Siilinjärvi",1,"Physicians",20136,10.4707
2,749,"Siilinjärvi",2,"Nurses",20136,6.0408
2,749,"Siilinjärvi",3,"OtherCadres",20136,14.4979
2,749,"Siilinjärvi",4,"CommunityBased",20136,0
2,749,"Siilinjärvi",5,"Beds",20136,23.9618
2,749,"Siilinjärvi",6,"CTScanner",20136,0.1007
2,749,"Siilinjärvi",7,"MRIUnit",20136,0.0725
2,749,"Siilinjärvi",8,"Mammography",20136,0.0322
2,749,"Siilinjärvi",9,"Radiotherapy",20136,0.002
3,749,"Siilinjärvi",1,"Physicians",235851,102.3168
3,749,"Siilinjärvi",2,"Nurses",235851,371.3107
3,749,"Siilinjärvi",3,"OtherCadres",235851,118.8195
3,749,"Siilinjärvi",4,"CommunityBased",235851,0
3,749,"Siilinjärvi",5,"Beds",235851,133.6719
3,749,"Siilinjärvi",6,"CTScanner",235851,2.4753
3,749,"Siilinjärvi",7,"MRIUnit",235851,1.9638
3,749,"Siilinjärvi",8,"Mammography",235851,1.3203
3,749,"Siilinjärvi",9,"Radiotherapy",235851,0.66
