lat_departure,lon_departure,lat_arrival,lon_arrival
47.3514,0.6625,47.3514,0.6625,
47.3256,0.4061,47.3514,0.6625,
47.4514,0.4475,47.3514,0.6625,
47.3831,0.4258,47.3514,0.6625,
47.5175,0.6489,47.3514,0.6625,
47.2211,0.4969,47.3514,0.6625,
48.7372,1.3664,48.7372,1.3664,
48.7208,1.3606,48.7372,1.3664,
48.7614,1.2422,48.7372,1.3664,
48.6486,1.5286,48.7372,1.3664,
48.7667,1.1931,48.7372,1.3664,
48.855,1.4394,48.7372,1.3664,
48.5806,1.2411,48.7372,1.3664,
48.7847,1.4392,48.7372,1.3664,
48.7964,1.4953,48.7372,1.3664,
48.7467,1.4219,48.7372,1.3664,
48.8411,1.3819,48.7372,1.3664,
48.6617,1.4969,48.7372,1.3664,
48.6733,1.4619,48.7372,1.3664,
48.7211,1.3969,48.7372,1.3664,
48.6761,1.3247,48.7372,1.3664,
48.6528,1.5442,48.7372,1.3664,
48.6211,1.5622,48.7372,1.3664,
48.8653,1.4708,48.7372,1.3664,
48.8822,1.4792,48.7372,1.3664,
48.8569,1.4086,48.7372,1.3664,
48.7381,1.4147,48.7372,1.3664,
48.7239,1.4253,48.7372,1.3664,
47.2225,2.0694,47.2225,2.0694,
47.1453,2.2158,47.2225,2.0694,
47.265,1.9061,47.2225,2.0694,
47.1658,2.2269,47.2225,2.0694,
47.9128,1.9719,47.9128,1.9719,
47.8919,1.9172,47.9128,1.9719,
48.0822,1.8783,47.9128,1.9719,
47.8931,1.7031,47.9128,1.9719,
47.9853,1.8828,47.9128,1.9719,
47.2436,0.6892,47.3375,0.7139,
47.4028,0.6781,47.3375,0.7139,
47.3908,0.7281,47.3375,0.7139,
47.3667,0.7267,47.3375,0.7139,
47.3375,0.7139,47.3375,0.7139,
47.3883,0.8272,47.3375,0.7139,
47.4042,0.5989,47.3375,0.7139,
47.3892,0.6606,47.3375,0.7139,
47.3417,0.6131,47.3375,0.7139,
47.2747,0.6428,47.3375,0.7139,
47.2875,0.7375,47.3375,0.7139,
47.2844,0.7861,47.3375,0.7139,
47.3958,0.7644,47.3375,0.7139,
47.3847,0.5544,47.3375,0.7139,
47.3597,0.8056,47.3375,0.7139,
47.5006,0.7853,47.3375,0.7139,
47.2872,0.7136,47.3375,0.7139,
47.4578,0.7081,47.3375,0.7139,
47.3475,0.4617,47.3375,0.7139,
47.4708,0.7033,47.3375,0.7139,
47.2614,0.4661,47.3375,0.7139,
47.4381,0.6394,47.3375,0.7139,
47.4122,0.7992,47.3375,0.7139,
47.3558,0.9097,47.3375,0.7139,
47.3478,0.5483,47.3375,0.7139,
47.4144,0.755,47.3375,0.7139,
47.3492,0.8461,47.3375,0.7139,
47.4211,0.8456,47.3375,0.7139,
47.3208,0.9156,47.3375,0.7139,
47.2417,0.6953,47.3375,0.7139,
47.2733,0.5992,47.3375,0.7139,
47.2269,0.7722,47.3375,0.7139,
47.3681,0.78,47.3375,0.7139,
47.2728,0.85,47.3375,0.7139,
47.4417,0.7456,47.3375,0.7139,
47.4989,0.5803,47.3375,0.7139,
47.4525,0.6483,47.3375,0.7139,
47.2672,0.8367,47.3375,0.7139,
47.2231,0.5803,47.3375,0.7139,
47.4961,0.63,47.3375,0.7139,
47.4819,0.8842,47.3375,0.7139,
47.37,0.5161,47.3375,0.7139,
47.2139,0.8344,47.3375,0.7139,
47.2469,0.5431,47.3375,0.7139,
47.4436,0.4994,47.3375,0.7139,
47.4694,0.6092,47.3375,0.7139,
47.3117,0.4742,47.3375,0.7139,
47.2322,0.9167,47.3375,0.7139,
47.4453,0.5792,47.3375,0.7139,
47.4994,0.6819,47.3375,0.7139,
47.2606,0.5756,47.3375,0.7139,
47.4522,0.8736,47.3375,0.7139,
47.4214,0.8917,47.3375,0.7139,
47.3394,0.5111,47.3375,0.7139,
47.2008,0.6322,47.3375,0.7139,
47.3783,0.5986,47.3375,0.7139,
47.0997,2.3728,47.0997,2.3728,
47.0992,2.4811,47.0997,2.3728,
47.0103,2.3578,47.0997,2.3728,
47.2017,2.1717,47.0997,2.3728,
47.1769,2.1617,47.0997,2.3728,
46.9986,2.4542,47.0997,2.3728,
47.1014,2.2836,47.0997,2.3728,
46.9353,2.2711,47.0997,2.3728,
46.9258,2.4086,47.0997,2.3728,
47.0108,2.2944,47.0997,2.3728,
47.8936,2.0269,47.8653,2.2222,
47.8653,2.2222,47.8653,2.2222,
47.765,2.3753,47.8653,2.2222,
47.8647,2.125,47.8653,2.2222,
47.8453,2.0325,47.8653,2.2222,
47.9289,2.1394,47.8653,2.2222,
47.9731,2.105,47.8653,2.2222,
47.8869,2.0567,47.8653,2.2222,
47.9131,2.1042,47.8653,2.2222,
48.0014,2.085,47.8653,2.2222,
47.795,2.1983,47.8653,2.2222,
47.94,2.2661,47.8653,2.2222,
47.8106,2.3061,47.8653,2.2222,
47.8008,2.1361,47.8653,2.2222,
47.8125,2.4022,47.8653,2.2222,
47.9539,2.0553,47.8653,2.2222,
47.8572,2.0992,47.8653,2.2222,
47.8567,2.2683,47.8653,2.2222,
47.8297,2.3667,47.8653,2.2222,
47.7944,2.2453,47.8653,2.2222,
47.8514,2.3786,47.8653,2.2222,
47.835,2.1086,47.8653,2.2222,
47.7747,2.3703,47.8653,2.2222,
46.8103,1.6911,46.83,1.7058,
46.83,1.7058,46.83,1.7058,
46.7422,1.8308,46.83,1.7058,
46.9769,1.6128,46.83,1.7058,
46.8464,1.54,46.83,1.7058,
46.8633,1.7758,46.83,1.7058,
46.8283,1.5644,46.83,1.7058,
48.456,1.484,48.4303,1.4908,
48.4383,1.465,48.4303,1.4908,
48.4531,1.4619,48.4303,1.4908,
48.4317,1.4764,48.4303,1.4908,
48.4689,1.4814,48.4303,1.4908,
48.5865,1.5771,48.4303,1.4908,
48.4303,1.4908,48.4303,1.4908,
48.5247,1.69,48.4303,1.4908,
48.4686,1.5022,48.4303,1.4908,
48.2719,1.6264,48.4303,1.4908,
48.45,1.2403,48.4303,1.4908,
48.4175,1.3586,48.4303,1.4908,
48.5911,1.5669,48.4303,1.4908,
48.4922,1.5311,48.4303,1.4908,
48.41,1.5972,48.4303,1.4908,
48.5119,1.55,48.4303,1.4908,
48.3972,1.4933,48.4303,1.4908,
48.4086,1.4772,48.4303,1.4908,
48.4719,1.3125,48.4303,1.4908,
48.4364,1.7133,48.4303,1.4908,
48.3669,1.33,48.4303,1.4908,
48.3428,1.4939,48.4303,1.4908,
48.4469,1.5764,48.4303,1.4908,
48.4886,1.3967,48.4303,1.4908,
48.3653,1.6353,48.4303,1.4908,
48.3594,1.4286,48.4303,1.4908,
48.3786,1.4506,48.4303,1.4908,
48.3964,1.4069,48.4303,1.4908,
48.4681,1.3625,48.4303,1.4908,
