lat_departure,lon_departure,lat_arrival,lon_arrival
49.892,2.299,49.892,2.299,
49.8156,2.8042,49.892,2.299,
50.4322,2.8333,50.4322,2.8333,
50.6222,2.5444,50.4322,2.8333,
50.6444,2.9619,50.4322,2.8333,
50.4358,3.245,50.4322,2.8333,
50.14,2.7086,50.4322,2.8333,
50.1119,3.0378,50.4322,2.8333,
49.3817,3.3236,49.3817,3.3236,
49.515,3.8394,49.3817,3.3236,
49.7386,3.2575,49.3817,3.3236,
49.0389,3.4294,49.3817,3.3236,
49.1969,2.9144,49.3817,3.3236,
49.5639,3.6244,49.5639,3.6244,
49.835,3.9092,49.5639,3.6244,
49.7089,4.1283,49.5639,3.6244,
50.1058,1.8358,50.1058,1.8358,
50.4175,1.6397,50.1058,1.8358,
49.9553,1.7664,50.1058,1.8358,
50.3719,2.0511,50.1058,1.8358,
50.1314,2.1636,50.1058,1.8358,
50.1597,1.5839,50.1058,1.8358,
50.3286,3.395,50.3489,3.5442,
50.3489,3.5442,50.3489,3.5442,
50.1175,3.9431,50.3489,3.5442,
50.0556,3.5317,50.3489,3.5442,
50.24,4.0222,50.3489,3.5442,
50.7356,2.2372,50.7356,2.2372,
50.9539,2.2919,50.7356,2.2372,
50.71,1.6803,50.7356,2.2372,
50.9581,2.5622,50.7356,2.2372,
50.915,1.9958,50.7356,2.2372,
49.3789,2.4125,49.3789,2.4125,
49.4039,2.1119,49.3789,2.4125,
49.5756,1.9556,49.3789,2.4125,
49.5156,2.5011,49.3789,2.4125,
49.2478,2.4322,49.3789,2.4125,
49.4614,2.8144,49.3789,2.4125,
49.3172,1.97,49.3789,2.4125,
