lon,lat
2.299,49.892,
2.299,49.892,
2.8333,50.4322,
2.8333,50.4322,
2.8333,50.4322,
2.8333,50.4322,
2.8333,50.4322,
2.8333,50.4322,
3.3236,49.3817,
3.3236,49.3817,
3.3236,49.3817,
3.3236,49.3817,
3.3236,49.3817,
3.6244,49.5639,
3.6244,49.5639,
3.6244,49.5639,
1.8358,50.1058,
1.8358,50.1058,
1.8358,50.1058,
1.8358,50.1058,
1.8358,50.1058,
1.8358,50.1058,
3.5442,50.3489,
3.5442,50.3489,
3.5442,50.3489,
3.5442,50.3489,
3.5442,50.3489,
2.2372,50.7356,
2.2372,50.7356,
2.2372,50.7356,
2.2372,50.7356,
2.2372,50.7356,
2.4125,49.3789,
2.4125,49.3789,
2.4125,49.3789,
2.4125,49.3789,
2.4125,49.3789,
2.4125,49.3789,
2.4125,49.3789,
