name,lat,lon
Amiens,49.892,2.299,
Corbie,49.9089,2.5072,
Longueau,49.8703,2.3561,
Villers-Bretonneux,49.8669,2.52,
Camon,49.8869,2.3458,
Moreuil,49.7744,2.4831,
Salouël,49.87,2.2422,
Rivery,49.9025,2.3269,
Boves,49.8456,2.3908,
Ailly-sur-Somme,49.9267,2.1939,
Ailly-sur-Noye,49.7564,2.3633,
Saleux,49.8586,2.2381,
Pont-de-Metz,49.88,2.2419,
Vignacourt,50.0111,2.195,
Flesselles,50.0014,2.26,
Fouilloy,49.8994,2.5036,
Conty,49.7406,2.1517,
Dreuil-lès-Amiens,49.9153,2.2294,
Dury,49.8453,2.2694,
Picquigny,49.9442,2.1436,
Marcelcave,49.85,2.5744,
Saint-Fuscien,49.8375,2.315,
Poulainville,49.9472,2.3142,
Sains-en-Amiénois,49.8169,2.3181,
Berteaucourt-les-Dames,50.0467,2.1528,
Quevauvillers,49.8236,2.0839,
Naours,50.0353,2.2764,
Talmas,50.0297,2.3264,
Rainneville,49.9731,2.3544,
Arras,50.292,2.78,
Douai,50.3714,3.08,
Lens,50.4322,2.8333,
Liévin,50.4228,2.7786,
Hénin-Beaumont,50.4217,2.9508,
Avion,50.4097,2.8328,
Carvin,50.4931,2.9581,
Seclin,50.5483,3.0294,
Harnes,50.445,2.9058,
Bully-les-Mines,50.4419,2.7244,
Méricourt,50.4022,2.8658,
Courrières,50.4581,2.9472,
Montigny-en-Gohelle,50.4278,2.9297,
Oignies,50.4692,2.9936,
Sallaumines,50.4197,2.8622,
Rouvroy,50.3936,2.9039,
Wingles,50.4942,2.8553,
Vendin-le-Vieil,50.4739,2.8661,
Libercourt,50.4839,3.0139,
Billy-Montigny,50.4181,2.9119,
Mazingarbe,50.4731,2.7181,
Courcelles-les-Lens,50.4181,3.0181,
Achicourt,50.2733,2.7594,
Wavrin,50.5739,2.9389,
Waziers,50.3872,3.1131,
Auby,50.4153,3.0544,
Leforest,50.4372,3.0642,
Loos-en-Gohelle,50.4578,2.7933,
Grenay,50.4522,2.7431,
Noyelles-sous-Lens,50.4306,2.8728,
La Bassée,50.5336,2.8072,
Cuincy,50.3822,3.0467,
Fouquières-lès-Lens,50.4286,2.9128,
Hersin-Coupigny,50.4461,2.6478,
Roost-Warendin,50.4203,3.1056,
Sains-en-Gohelle,50.4447,2.6836,
Dourges,50.4361,2.9867,
Noyelles-Godault,50.42,2.9939,
Flers-en-Escrebieux,50.3978,3.0625,
Santes,50.5933,2.9622,
Dainville,50.2819,2.7272,
Beaurains,50.2631,2.7886,
Douvrin,50.51,2.8317,
Sainghin-en-Weppes,50.5625,2.9006,
Loison-sous-Lens,50.4383,2.8683,
Ostricourt,50.4544,3.0308,
Brébières,50.3369,3.0228,
Lambres-lès-Douai,50.3531,3.0678,
Phalempin,50.5169,3.0164,
Vermelles,50.4883,2.7458,
Saint-Nicolas,50.3028,2.7772,
Auchy-les-Mines,50.5125,2.7839,
Billy-Berclau,50.5189,2.8675,
Vitry-en-Artois,50.3258,2.9831,
Angres,50.4092,2.7586,
Évin-Malmaison,50.4383,3.0333,
Haisnes,50.5081,2.8017,
Annay,50.4636,2.8822,
Provin,50.5147,2.9128,
Vimy,50.3725,2.8106,
Biache-Saint-Vaast,50.3117,2.9442,
Gondecourt,50.5444,2.9842,
Raimbeaucourt,50.4397,3.1025,
Aix-Noulette,50.4258,2.7097,
Thumeries,50.4789,3.055,
Meurchin,50.4972,2.8897,
Sainte-Catherine,50.3072,2.7631,
Allennes-les-Marais,50.5361,2.9508,
Hulluch,50.4858,2.8167,
Pont-à-Vendin,50.4736,2.8886,
Salomé,50.5319,2.8428,
Drocourt,50.3911,2.9267,
Éleu-dit-Leauwette,50.4208,2.8111,
Courchelettes,50.345,3.0592,
Anzin-Saint-Aubin,50.3144,2.7444,
Richebourg-Saint-Vaast,50.5792,2.7394,
Wahagnies,50.4856,3.0358,
Souchez,50.3908,2.7428,
Maroeuil,50.3239,2.7056,
Herlies,50.5781,2.8542,
Bouvigny-Boyeffles,50.4214,2.6722,
Corbehem,50.3356,3.0492,
Attiches,50.5225,3.0611,
Fournes-en-Weppes,50.5853,2.8892,
Mons-en-Pévèle,50.4794,3.1022,
Estevelles,50.4753,2.9078,
Marquillies,50.5561,2.8706,
Givenchy-en-Gohelle,50.3928,2.7722,
Agny,50.26,2.7594,
Ablain-Saint-Nazaire,50.3922,2.7125,
Cuinchy,50.5194,2.7486,
Camphin-en-Carembault,50.5119,2.9869,
Aubers,50.5953,2.825,
Lauwin-Planque,50.39,3.0442,
Illies,50.5614,2.8311,
Moncheaux,50.4531,3.0794,
Lorgies,50.5681,2.7906,
Neuville-Saint-Vaast,50.3556,2.7581,
Bailleul-Sir-Berthoult,50.3383,2.8503,
Tilloy-lès-Mofflaines,50.2764,2.8164,
Duisans,50.3078,2.6844,
Hantay,50.5358,2.8722,
Thélus,50.355,2.8006,
Fampoux,50.3022,2.8717,
Servins,50.4086,2.6378,
Izel-lès-Équerchin,50.3617,2.95,
Athies,50.3025,2.8361,
Feuchy,50.2933,2.8458,
Carnin,50.52,2.9578,
Mont-Saint-Éloi,50.3511,2.6931,
Soissons,49.3817,3.3236,
Belleu,49.3589,3.3356,
Crouy,49.4025,3.36,
Villeneuve-Saint-Germain,49.3792,3.3586,
Braine,49.3417,3.5319,
Vailly-sur-Aisne,49.4092,3.5164,
Anizy-le-Château,49.5058,3.4506,
Attichy,49.4125,3.0472,
Bucy-le-Long,49.3906,3.3939,
Courmelles,49.3447,3.3125,
Cuffies,49.405,3.3197,
Pinon,49.4883,3.4464,
Vic-sur-Aisne,49.4056,3.115,
Folembray,49.5419,3.2889,
Venizel,49.3656,3.3922,
Blérancourt,49.5161,3.1506,
Ambleny,49.3808,3.1844,
Billy-sur-Aisne,49.3561,3.3831,
Pasly,49.4017,3.2964,
Acy,49.3453,3.4136,
Coucy-le-Château-Auffrique,49.5203,3.3225,
Laon,49.5639,3.6244,
Saint-Gobain,49.5958,3.375,
Crépy-en-Laonnois,49.6042,3.5139,
Crécy-sur-Serre,49.6969,3.6225,
Abbeville,50.1058,1.8358,
Friville-Escarbotin,50.0906,1.5497,
Flixecourt,50.0128,2.0808,
Feuquières-en-Vimeu,50.0614,1.605,
Saint-Valéry-sur-Somme,50.1883,1.6294,
Airaines,49.965,1.9433,
Fressenneville,50.0678,1.5769,
Le Crotoy,50.2158,1.625,
