0	1.4	0
0	0	0.9
0	0	0
0.07	0	0
0	2.33	1.27
0	0	0
0	0.57	0
0.26	0	0
0	2.18	0
0	1.23	0.8
0	0	0
0	0	0
0	0.92	0.6
0	0.95	0.77
0	0	0.93
0	1.92	0.79
0	1.56	0
0	0	0.57
0	0	0
0	0	0.97
0	0	0
0	0	0.79
0	0	0
0.38	0	0.59
0.41	0.51	0
0.33	0	0
0.49	0	0
0.27	0	0
0.38	0	0
0.43	0	0
0.41	0	0.21
0	0.28	0
0.51	0	0.88
0.25	0	0
0	0.46	0.49
0.34	0	0.64
0.26	0.5	0
0	0	0
0.48	0	0
0	0.48	0
0.29	0	0
0.47	0.44	0
0	0	0
0	0.4	0
0	0	15.27
0	0.49	0
0.35	0.55	0
0	0	2.39
0	0.53	0
0.5	0	0
0.44	0.52	5.84
0.31	0	0
0	0.52	0
0.35	0.52	0
0	0	2.08
0.33	0	0
0	0	0
0.41	0.49	1.71
0.41	0.42	0.96
0.39	0	0
0	0.31	0.78
0	0	0
0	4.78	0
0	0	0
0.29	6.85	0
0	4.56	4.69
0	0	0
0.34	0	3.27
0.3	0	0
0.43	0	0
0	0	0
0	0	0
0.3	0	0
0.29	22.22	0
0	0	12.7
0	0	0
0	0	0.73
0.45	0	0
0.46	0	0
0	0	2.06
0.31	12.07	0
0.31	0	0.38
0.38	22.38	0
0	0	0
0.49	7.53	1.47
0.33	0	2.15
0.5	0	1.52
0	0	0
0	0	0
0.31	0	0
0.48	0	0
0.3	0	0.77
0	0	0.91
0	6.17	0.88
0	10.61	0
0.34	12.42	0
0.44	11	0.77
0.22	0	0.61
0	11.51	0
0.31	0	0.58
0	0	0
0.43	0	0
0	0	0.85
0.19	0	0.72
0.39	0	0
0.37	0	1.13
0.21	0	0.46
0.48	5.95	0
0.39	0	0
0.46	3.61	0.33
0	0	0
0.29	0	0.77
0.37	0	0
0.47	1.22	0.96
0	20.26	0.53
0.51	0	0.58
0	4.32	0
0	4.39	0
0	4.68	0
0.48	2.18	0.74
0	5.29	0
0.37	0	0.75
0.47	0	0.98
0	0	0
0	0	0.82
0	0	0.96
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0.71
0	0	0.53
0.63	0	0.55
0	1.01	0.87
0	0	0
0	1.31	0.78
0	0	0.77
0	0	0
0	1.23	0
0	1.22	0.17
0	0	0
0	0	0.91
0	0	0
0	0.48	0.74
0	0	0
0	0	0.98
0	0.56	0
0	0	0
0	1.69	0
0	1.09	0
0	0.78	0
0	0.96	0
0	0	0.58
0	0	1
0	0.48	0.49
0	1.5	0
0	0	0
0	0.59	0.59
0	0	0.78
0	0	0
0	0	0
0	2.5	0.98
0	0	0
0	0.67	0.75
0	0	0
0	0.65	0.84
0	0	0.9
0	0	0
0	0	0
0	0	0.99
0	0	0.52
0	0	0
0	0	0.38
0	0	0
0	0	0.82
0	0	0.51
0	0	0
0.76	0.65	0.7
0	0	0.71
0	1.89	0
0	0	0.31
0	0	0
0	0	0
0	0	0.86
0	0	0
0	0.57	0
0	0.61	0
0	0.41	0.85
0	0	0
0	0	0.71
0	0	0
0	0	0
0	0	0.81
0	0	0
0	1.5	0
0	0	0
0	0.41	0.31
0	0.83	0
0.46	0	0.82
0	0	0
0	0	0.66
0	0	0
0	0	0.53
0	0	0
0	1.17	0
0	0	0.95
0	0.3	0
0.47	0	0
0.2	0	0.78
0.5	0.32	0.53
0.5	0.52	0
0	0.36	0
0	0	0
0.43	0.42	1.18
0	0	0
0	0	0.99
0	0.54	0
0	0.58	0.86
0	0	0.99
0	0.99	0
0.34	0	0
0	0	0.89
0.5	0.81	0
0.31	0.37	0
0	0	0
0	0	0.58
0.26	0	0
0	0.46	0.67
0	0.48	0.78
0	0	0
0	0	0
0	0	0
0.5	0.52	0
0	0.13	0.93
0	0	0
0.36	0	0
0	0.85	0
0	0.44	0.92
0.31	0	0.99
0	0	0
0	0.39	0.25
0	0.54	0.76
0	0	0
0	0	0.97
0	0	0
0	0	0.61
0	0.49	1.19
0	0	0.44
0	0	0
0	0.98	0
0	0	0.88
0	0	1.19
0	0	1.14
0	0.66	0
0	0	0.64
0.49	0.71	0.65
0	0	0
0.25	0.4	0
0	0	0
0.45	0	0
0	0.47	0.8
0.35	0.2	0
0	0.36	0.92
0	0.5	0
0	0	0.46
0	0	0
0	0	0
0.41	0	1.07
0	0.92	0
0.41	1.09	0.7
0	0	0
0.28	0.83	0.84
0	0.42	0
0.3	0	1.58
0	0	0
0	0	0
0.37	0	0
0	1.85	0.97
0	0	0.8
0	0	0.84
0	0	0
0	0.45	0.99
0	0	0.82
0	0.4	1.03
0.32	0.41	0
0	0.69	0.94
0	0	0.99
0	0	0
0	0	0
0.49	0.46	0.75
0	0	0
0	0.48	0.79
0	0	0
0	0.52	0.55
0.41	0	0.55
0.41	0	0
0.34	1.14	0.59
0	0.9	0
0.48	0	0.56
0	0	0
0	0	1.21
0	1.47	0.99
0.45	0	0
0	0.47	0.94
0	0	0.74
0	0.46	0
0	0	0.63
0	0	0
0	0	0
0.49	0	0.44
0	0	0.82
0	0	0
0	0	0.52
0.44	0.3	0.68
0	0.73	0.95
0	0	0
0	0	0.93
0	0.52	0
0	0.83	0.62
0	0.63	0
0.48	0	0
0.49	0	0.67
0	0	0.93
0.35	0	0
0	0	0
0.46	0	0.72
0	0	0.96
0	0.48	0.96
0	0.27	0
0	0.38	0
0.48	0	0
0	1.25	0.7
0.44	1.77	0
0	0	0
0.38	0	0.85
0	0.73	0
0	0	0.96
0	0.25	1.01
0	0	0
0	0	0
0	0.74	0.89
0	0	0
0.24	0	0
0	0	0.98
0	0.47	0.59
0	0.47	0
0	0	0.67
0	0	0.87
0	0	0
0	0.54	0.93
0	0	0.82
0	0.34	0.34
0.41	0	0
0	0.58	0.67
0	0.54	0
0.18	0.59	0.72
0	1.28	0.94
0.5	0.32	0
0	0	0
0.45	0.9	0
0.49	0.28	0.88
0	0	0
0	0	0
0	0	0
0.29	0	0.67
0	0	0.55
0.39	0	0.86
0	1.69	0
0	0	0.94
0	0.7	0.84
0	0	0
0	0.74	0.58
0	0	0
0.33	0	0.63
0	0	0.69
0	0.99	0.76
0	0	0
0.37	0	1
0	0	0.38
0	0	0
0	0	0.43
0	0	0
0.3	0	0.81
0	0	0
0	0	0
0.36	0	0
0	0.05	0.73
0.3	0.46	0.72
0	0	0.93
0	0	0
0	0	0.5
0	0.49	0
0	0	0.55
0.23	0	0
0	0	0.77
0	0.44	0
0	0	0
0.47	0.58	0.35
0	0	0.96
0	0	0
0.39	0.75	0
0.3	0.45	0
0	0.43	0
0.45	0	0.99
0	0	0.14
0	0	0
0.37	0.49	0
0	0.5	0
0	0	0.56
0.47	0	0.79
0	0.26	0
0	0.43	0
0	0	0.86
0.51	0	0
0	0	0.82
0.34	0.3	0
0.43	0	0.82
0	0.64	0
0	0.37	0
0	0	0.94
0	1.12	0
0	0.91	0.72
0	0	0
0.39	0	0.93
0	0.94	0
0	0	1.25
0	0.31	0.55
0	0	0
0	0	1.19
0	0	0
0	0	0
0	0	0.3
0	0.41	0
0	0.49	0
0	0	0
0	0.52	0
0	0.48	0
0	0	0
0.47	0	0.6
0	0	0
0.38	0	0
0	0	1.19
0	0	0.99
0.43	0.6	0
0	0	0.64
0.43	0.6	0
0	0	0.93
0	0.73	0.52
0	0.59	0.84
0	0	0
0.5	0	0.96
0	0	0
0	0	0.56
0	0.61	0.97
0	0	0
0	0	0.89
0.45	0	0
0	0.32	0
0	0	0.97
0.51	0	0.66
0	0	0.48
0	0.44	0
0	0.53	0.67
0	0	0.58
0	0	0.99
0	0	0
0	0	1.03
0	0	0
0.25	0.33	0
0	0	0.58
0.13	0	0.6
0.39	0	0
0	0	0
0	0.71	0
0.16	0	0
0	0.85	0.92
0.39	0	0.78
0	0	0.87
0.5	0	0
0	0	0
0.27	0.32	0.73
0	0.33	0
0.5	0.85	0
0.49	0.41	0.74
0	0	1.17
0	0	0
0	0	0.77
0	0.66	0
0	0	0
0	0	0
0.3	0	0.98
0	0	0.66
0	0.89	0.85
0	0	0
0	0	0
0.33	0	0.79
0	0	0
0	0	0.77
0	0	0
0	0	0
0	0	0.62
0.5	0	0.83
0	0.55	0
0	0	0
0	0	1.3
0	0.14	0
0	0.44	0.85
0	0	0
0	0	0.93
0	0.4	0
0	0	0.7
0	0	0
0.45	0	0.57
0	0.68	0.64
0	0	0
0.3	0	0.81
0	0.58	0.89
0	0	0
0	0	0.92
0	0.72	0
0	0	0
0	0	0.89
0	0	0.68
0	0	0
0	0	0
0	0.48	0.99
0	0	0
0.48	0.32	1.07
0	0	0
0	0	0
0	0.5	0.94
0	0	0
0	0.53	0.69
0	0	0.55
0.41	0	0
0	0	1.49
0.47	0	1.15
0	0	1.64
0.41	0	0
0	0	0
0.17	0	0
0.37	0	0.79
0	0	1.61
0	0.36	0
0.38	0	0.97
0.49	0	0.74
0	0.49	0.95
0	0.45	0
0.22	0	0.37
0	0.45	0
0	0	1.08
0.49	0	0
0.34	0	1.07
0	0	0
0	0	0.83
0.27	0.57	1.24
0	0.5	0
0	0	0.6
0.08	0	0.82
0	0.2	0
0.34	0	0.52
0	0.48	1.54
0	0	0
0	0	0.5
0.36	0	1.92
0.49	0.71	0
0	0	0.23
0	0.36	0.22
0	0	0.76
0	0	0
0	0.66	0
0.33	0.56	1.35
0	0	0.3
0	0	0
0	0.8	0.23
0	0	0.54
0.38	0	0
0.37	0	0.45
0	0.53	0.79
0	0	0.88
0.44	0.69	0
0.39	0	0.92
0	0	1.28
0	0	0
0	0.52	0.69
0.29	0	0.52
0	0.6	0
0	0	0
0	0	0.58
0	0.67	0
0	0	1.61
0	0	0.93
0	0.61	0
0	0	0.74
0	0.38	0.71
0	0	0.97
0.22	0	0
0	0.73	0.61
0.09	0	0.71
0	0.7	0.67
0	0	0.71
0	0	0.65
0	0	0
0	0	0.71
0	0.53	0.6
0.45	0.59	0.9
0	0	0.57
0.37	0	0
0	0	0.63
0	0.6	0
0	0	1.43
0	0.56	0.61
0	0	0.78
0.48	0	0
0.38	0.6	0
0.4	0	0.65
0.16	0	0
0	0	0
0	0	0
0	0	0.55
0	0	0
0	0	0
0	0.53	0.52
0	0	0.64
0.33	0	0.98
0	0	0
0.26	0	0.66
0	0	0.38
0.41	1.13	0.99
0.26	1.11	0
0	0	0
0.33	0	0
0	0.42	0.84
0.34	0	0.65
0	0	0.62
0	0	0.62
0	0	0.49
0	0	0
0.33	0	1.07
0	0	0
0.32	0	1.55
0	0.78	1.17
0.23	0	0.93
0	0	1.28
0	0	0.29
0.43	0	0
0.48	0	0.57
0	0	0.66
0	0	1.02
0	0	0.63
0.47	0.55	0
0	0	0
0	0	0.62
0	0.75	0.93
0.28	0	0.76
0	0	0.59
0.37	0	0
0	0	1.11
0.12	0	0.99
0	0.32	1.04
0	0	0
0	0	0.56
0	0	0.94
0.19	0	0
0	0.4	0.94
0	0	0.7
0	0	1.19
0	0.57	0.85
0	0	0
0.49	0	0
0	0	2.74
0	0.45	1.88
0	0	1.29
0	0	3.98
0.27	0.93	0
0	0	1.48
0.34	0.2	1.63
0	0	2.24
0.43	0	0.92
0	0	0
0	0.26	1.04
0	0.4	1.2
0.25	0	1.07
0	0	0.66
0	0.5	0
0	0.44	0.97
0	0	2.13
0	0	0.63
0.2	0	0
0	1.1	1.3
0	0	0
0.39	0	0.85
0	0.53	0.57
0	0	0.74
0.45	0.52	0
0.4	0	0.89
0.27	0.8	0.65
0	0	1.79
0.38	0	0.76
0.51	0.41	0.66
0	0	1.14
0	0.89	0
0	0.46	2.94
0	0	1.22
0	0.7	1.48
0	0	3.86
0.48	0.29	3.32
0	0.41	3.08
0	0	1.23
0	0.33	0
0.29	0	2.55
0	0	1.8
0.45	0	0.61
0	0.5	3.64
0	0.35	2.44
0	0	1.11
0.39	0	0.96
0	0	1.16
0.21	0	0
0.26	1.13	0.53
0	0	0.67
0	0	0
0.36	0	1.06
0	0	1.03
0.34	0	1.34
0.38	0	0.73
0	0	1.03
0	0	1.34
0	0	0
0.45	0	0.61
0	0	1.63
0	0	0.93
0	1.05	0
0	0	0.47
0.36	0	0.74
0	0.41	0.85
0.2	0	1.27
0.34	0	0.88
0.31	0	1.27
0	0	1.59
0.46	0.59	1.95
0	0	1.06
0	0.37	0
0	0	2.33
0	0	0.74
0	0	0
0	0.59	0.82
0.39	0	1.01
0.46	0	1.12
0	0	0
0	1.05	0.53
0	0.59	0.62
0	0	0.93
0	0	1.28
0.32	0.07	1.45
0	0	0.92
0	0	0
0	0	0.67
0.44	0	1.16
0	0.31	0
0	0	2.1
0	0.48	1.26
0.38	0.41	1.11
0	0	0
0.38	0	0.81
0	0	1.24
0	0	1.15
0.27	0	0
0.5	0.27	1.02
0	0	0
0	0.41	0.56
0	0.38	1.13
0.46	0	1.61
0	0	1.31
0.5	0	0
0.26	0.32	1.75
0	0	0.72
0	0	0.78
0	0	0.95
0	0	0.55
0.47	0.36	0.71
0	0	0
0.34	0	1.22
0	0	0.87
0	0.5	0.53
0.29	0.33	0.76
0	0	1
0.43	0.41	0
0	0	0.97
0	0	0.68
0	0	0
0.33	0	0.91
0	0.92	0.54
0	0	0.7
0	0	0
0	0.95	0.78
0	0	1.77
0.38	0	0.9
0.39	0	0.64
0.21	0.58	0.72
0	0	0
0	0	0.76
0	0	0.48
0	0.37	0.67
0	0.35	0.58
0	0	0
0	0	3.53
0	0.55	2.11
0	0	3.91
0	3.66	1.18
0	0	0.84
0.29	0	1.42
0	0	2.65
0.47	1.75	1.08
0.27	0	1.29
0	1.15	4.33
0	0	0.7
0	0.48	5.49
0.5	0	0
0	0	2
0	0	0.9
0.45	0	0.58
0	0	1
0	0	0.85
0.44	0	0
0	0	0.78
0	0	0.77
0	0.93	0
0.17	0	0.97
0	0	0.99
0	0	1.57
0	0	0
0	1.39	0.73
0	0.76	0.97
0.35	0	0
0	0	2.42
0	0	1.03
0.37	1.6	4.5
0	0	0
0.18	0	0.85
0.49	2.24	0.53
0.25	0.81	0
0	0	2.32
0.35	1.08	0
0	0	0.62
0	0.86	1.07
0	0	0.96
0.45	0	0.81
0	0	0.26
0	0.61	0
0	0.41	0
0.3	0	0
0	1.02	0.96
0	0.62	0.78
0	0	0
0	0	0
0.3	0	1.05
0.41	0	0
0	0.33	0
0	0	0
0	0	0
0	0.22	0.56
0.38	0	0
0	1.31	0
0	0	0
0.44	0	0.11
0	0.53	0
0	0	0
0	0	0.86
0	0	0.86
0.38	0.41	0
0	0	0.99
0.48	0.84	0
0	0	0.61
0	0	0
0	0	0.82
0	0	0
0	0.54	0.94
0	0.26	0.85
0	0.53	0.12
0	0	0
0	0	0
0	0	0.89
0	0	0
0.37	0	0
0	0.79	0.97
0	0	0
0.34	1.92	0
0	0	0.92
0	1.14	0
0	0	0
0.28	1.33	0
0.42	0.5	1.31
0.42	1.16	0
0	0	0
0	0	0
0.28	0.04	0.92
0	0	0
0	0	0
0	0.44	0
0	0	0.62
0	0	0.96
0	0.41	0
0	0	1.02
0.3	0.39	0
0	0.73	1.16
0	0	0
0	0.93	0
0	0.49	0
0	0	1.11
0	0	0.07
0	0	0
0	1.1	0
0	0	0
0	3.32	1.95
0.39	0	0
0	1.18	0
0	0	0.84
0	0.47	0
0	0	0
0	0	0
0	1.15	0.99
0	0	0
0	0.41	0
0	0	0
0	0	0
0	0.43	0.68
0.4	0	0.32
0	0	0.85
0.39	0	0
0.46	0	0
0	0	0
0.41	0	0
0	0	0.76
0	0.42	0
0.45	0	0
0.38	0	0
0.22	0	0
0	1.19	0
0.35	0.47	0
0	1.93	0
0	0	0
0	0.46	0
0	0	0
0	0	0
0.26	0.67	0
0.43	0	0
0	0	0
0.51	0	0
0	0	3.82
0	0	0
0	0	2.33
0	0	0
0	0	1.25
0	0.6	0
0	0	1.47
0	0	0
0	0	0.48
0	0	0
0	0	0
0	0	0
0.46	0.7	0.91
0	1.03	0
0.26	0	0
0.5	1.03	0
0.36	1.14	1.01
0	1.01	0
0.44	0.57	0
0	0	0
0.4	0	0
0.51	0	0.51
0	0.94	0
0.27	1.1	0
0	0.75	0
0	1.31	0
0	1.1	0
0	0.68	0.61
0	0	0
0	0	0.46
0.36	0.47	0
0	0	0
0	0.43	0.51
0.35	0	0.76
0	0	0
0	0.8	0
0.41	0	0
0	0.73	0.89
0	0	0
0.31	0.98	0.81
0	0	0.79
0	0.54	0.79
0	0	0
0.49	1.55	0.51
0	1.45	0.8
0	1.01	0
0.25	0.96	0.55
0	0.91	0.62
0	0	0
0	0.52	1.24
0	0.9	0
0.49	0	1.96
0	1.2	0
0	0	0.97
0	0.63	0.64
0	0.34	0
0	0	0.52
0.27	0	0
0	0	0.99
0.34	0.77	0
0	0.61	0.83
0	0	0
0.41	0.85	0.92
0	0	0
0	0	1.72
0	0.53	0
0.47	0	0
0.2	0.78	0
0	0	0.91
0	0	0
0	0.55	1.02
0	0	0
0	1.01	0
0	0	2.44
0	1.06	0
0	1.59	0
0	0	0
0	0	1.28
0.47	0.83	0
0.44	0	0
0	0.42	0
0.22	0	0
0.43	0.58	0
0.28	0	0
0	1.05	0
0	0	0
0	0	0
0	0	0
0	0.35	0
0	0	0
0	0	0
0.3	0.66	0.18
0.31	0	0
0	1.43	1.02
0	0.64	0
0.46	0.6	0
0	0.34	0
0	0	1.16
0	0	0.43
0	0.78	0
0.37	0	0
0	0.61	0
0.46	0	0.8
0	0.85	0
0.34	1.02	0.92
0.38	0.77	0.67
0	1.4	0.76
0	0.6	0
0	0	0.44
0	0.57	0.88
0.28	0.75	0
0	0	0
0.36	0.44	0.78
0.37	0.63	0.97
0	0	0
0.44	1.6	0.19
0	1.36	0.77
0	0.82	0
0	1.67	0.84
0	1.49	1
0	0	0.81
0.3	0.69	0.79
0.46	0.59	0
0	1.17	0.68
0.5	0	0
0	0.88	0.71
0	0	0
0.26	0.81	0.81
0.36	0	0
0	0.38	0.49
0.31	0.56	0
0	0	0.77
0	0	0
0	0.74	0.56
0	0.53	0.6
0	0	0
0.35	0.41	0
0	0	0.98
0.34	0.65	0
0	1.34	0.39
0	1.47	0
0	0.8	0
0	0.85	0.95
0.28	0	0.87
0	1.24	0
0	1.02	0.64
0.4	0	0.27
0	0.89	0
0.4	0.62	0
0	0.87	0
0	0.58	0.69
0.24	0	0
0	0.93	0.48
0	0	0.74
0.22	0.59	0
0	1.14	0.58
0	0	0
0.41	0.68	0
0.42	0.56	0.53
0	0.34	0
0.15	0	0.61
0	0.52	0.44
0.31	0	0
0	1.05	0.71
0.28	0	0.96
0.46	0.33	0
0	0	0.93
0.31	0.6	0
0	0.41	0.95
0.33	0	0.41
0	0.56	0.79
0	0.44	0.37
0.42	0	0
0	0.31	0.86
0	0.78	0.83
0	0	0.74
0	0.67	0
0	0	0.69
0	0.49	0
0	0.57	0
0	0.33	0.83
0	0	0.8
0	0.84	0
0	0.34	1.92
0	1.27	0
0	0.69	0.25
0.37	1.2	0
0	0	0.95
0	0	0
0	0	0.9
0	0.56	0
0	0	0.54
0.18	0.25	0
0	0	0
0	0.84	0.9
0	0.84	0
0	0.86	0.8
0.31	0	0.74
0	0.42	0.73
0	0	0.87
0.24	0.55	0
0	0	1.03
0.33	0.73	0
0	0.31	0.45
0	1.02	0.62
0	1.51	0
0	0	0.93
0	1.65	0
0.44	1.28	0.99
0.35	0.98	0
0.29	0	0.28
0	0	0
0	0.75	0.65
0	0.83	0
0	0	0.92
0	0.74	0
0	1.67	0
0	0.6	1.91
0	0	0
0	0.81	0.63
0	0.98	0
0	0	0.82
0	1.11	0
0	0	0
0.18	0	0.78
0.48	0	0
0	1.19	0.94
0.38	0	0
0.4	0.67	1.68
0	0.99	0
0	0	1.26
0	0	0
0	0.79	0.54
0.47	0.57	0
0	0	0.31
0	0.74	0.67
0	0	0
0	0	0
0	0.69	0
0	0.62	0
0	0	0
0	0.45	0.92
0.35	0	0
0	0	0.74
0	0	0
0	0.34	1.42
0	0	0.98
0	0.68	0
0	0.69	1
0	0	0
0.44	0.58	0.99
0	1.34	0
