lat_departure,lon_departure,lat_arrival,lon_arrival
60.4517,22.27,60.4517,22.27,
60.4861,22.1694,60.4517,22.27,
60.5,22.4497,60.4517,22.27,
60.4681,22.0264,60.4517,22.27,
60.5708,22.1,60.4517,22.27,
60.5417,22.2222,60.4517,22.27,
60.6,22.0833,60.4517,22.27,
60.3831,23.1331,60.3831,23.1331,
60.4069,22.3722,60.4069,22.3722,
60.8514,23.0583,60.8514,23.0583,
60.8556,22.6972,60.8514,23.0583,
60.7833,21.4167,60.7833,21.4167,
60.8792,21.6931,60.7833,21.4167,
60.95,21.4417,60.7833,21.4167,
60.3,22.3,60.3,22.3,
60.4569,22.6861,60.3417,22.6917,
60.1639,22.7278,60.3417,22.6917,
60.3417,22.6917,60.3417,22.6917,
60.6292,23.5139,60.6542,23.1403,
60.6542,23.1403,60.6542,23.1403,
60.6472,22.5903,60.5833,22.9,
60.5833,22.9,60.5833,22.9,
60.5833,22.7333,60.5833,22.9,
60.5617,21.6083,60.5467,21.3583,
60.5467,21.3583,60.5467,21.3583,
60.6833,21.9833,60.6833,21.7167,
60.6833,21.7167,60.6833,21.7167,
