lat_departure,lon_departure,lat_arrival,lon_arrival
43.1836,3.0042,43.1836,3.0042,
43.2006,2.7578,43.1836,3.0042,
43.2325,3.0589,43.1836,3.0042,
43.0206,3.0433,43.1836,3.0042,
43.0281,2.9778,43.1836,3.0042,
43.1069,3.0883,43.1836,3.0042,
43.2458,2.9992,43.1836,3.0042,
43.2883,3.1286,43.1836,3.0042,
43.3306,3.1208,43.1836,3.0042,
43.2294,3.1344,43.1836,3.0042,
43.2736,3.1717,43.1836,3.0042,
43.3289,3.0444,43.1836,3.0042,
43.2383,3.1197,43.1836,3.0042,
43.2592,2.9458,43.1836,3.0042,
43.2694,3.2242,43.1836,3.0042,
43.2036,3.0739,43.1836,3.0042,
43.3131,3.1406,43.1836,3.0042,
43.2886,2.9714,43.1836,3.0042,
43.3117,2.9103,43.1836,3.0042,
43.2442,2.8942,43.1836,3.0042,
43.2439,2.9225,43.1836,3.0042,
43.2314,2.9503,43.1836,3.0042,
43.3467,2.9625,43.1836,3.0042,
43.1642,2.8697,43.1836,3.0042,
43.1872,3.0967,43.1836,3.0042,
43.1914,2.9258,43.1836,3.0042,
43.2681,2.8717,43.1836,3.0042,
43.1139,2.8369,43.1836,3.0042,
43.0544,2.9219,43.1836,3.0042,
43.2256,2.9214,43.1836,3.0042,
43.2119,2.9031,43.1836,3.0042,
43.3186,2.8711,43.1836,3.0042,
43.1808,2.8375,43.1836,3.0042,
43.1767,2.7858,43.1836,3.0042,
43.0872,2.9578,43.1836,3.0042,
43.23,0.07,43.23,0.07,
43.095,-0.0453,43.23,0.07,
43.2439,0.0967,43.23,0.07,
43.0642,0.1497,43.23,0.07,
43.2592,0.0492,43.23,0.07,
43.2281,0.1067,43.23,0.07,
43.3856,0.0531,43.23,0.07,
43.2014,0.0233,43.23,0.07,
43.195,0.1194,43.23,0.07,
43.1958,0.0578,43.23,0.07,
43.205,0.0992,43.23,0.07,
43.2331,0.0017,43.23,0.07,
43.1839,-0.0264,43.23,0.07,
43.2794,0.1206,43.23,0.07,
43.2067,0.0728,43.23,0.07,
43.29,0.0764,43.23,0.07,
43.3869,0.1506,43.23,0.07,
43.3167,0.0611,43.23,0.07,
43.1881,0.0883,43.23,0.07,
43.2869,0.0375,43.23,0.07,
43.0861,0.1353,43.23,0.07,
43.1753,0.02,43.23,0.07,
43.4611,1.3267,43.4611,1.3267,
43.3503,1.4747,43.4611,1.3267,
43.5178,1.5608,43.4611,1.3267,
43.4517,1.4,43.4611,1.3267,
43.4217,1.3544,43.4611,1.3267,
43.2972,1.2192,43.4611,1.3267,
43.5292,1.53,43.4611,1.3267,
43.43,1.2219,43.4611,1.3267,
43.4125,1.1178,43.4611,1.3267,
43.3961,1.2603,43.4611,1.3267,
43.4119,1.3886,43.4611,1.3267,
43.355,1.24,43.4611,1.3267,
43.3778,1.1758,43.4611,1.3267,
43.4328,1.4317,43.4611,1.3267,
43.3539,1.2744,43.4611,1.3267,
43.4614,1.2453,43.4611,1.3267,
43.4336,1.4439,43.4611,1.3267,
43.3703,1.4172,43.4611,1.3267,
43.4578,1.5736,43.4611,1.3267,
43.3289,1.3219,43.4611,1.3267,
43.5011,1.5083,43.4611,1.3267,
43.4906,1.5169,43.4611,1.3267,
43.4931,1.145,43.4611,1.3267,
43.3964,1.2942,43.4611,1.3267,
43.4883,1.5711,43.4611,1.3267,
43.3806,1.3578,43.4611,1.3267,
43.4661,1.2153,43.4611,1.3267,
43.3753,1.2914,43.4611,1.3267,
