name,lat,lon
Yèvres,48.2103,1.1903
Margon,48.3356,0.8331
Pontgouin,48.4803,1.1611
Vert-en-Drouais,48.7606,1.2947
Saint-Piat,48.5478,1.5844
Sainville,48.4153,1.88
Vierzon,47.2225,2.0694
Sainte-Lizaigne,47.0069,2.0228
Souesmes,47.4586,2.1792
Romorantin,47.3587,1.7473
Saint-Jean-de-Braye,47.9128,1.9719
Outarville,48.2114,2.0203
Saint-Dyé-sur-Loire,47.6558,1.4886
Ardon,47.7783,1.8739
Fréteval,47.8881,1.2097
Boulay-les-Barres,47.9803,1.7836
Saint-Doulchard,47.0997,2.3728
Sainte-Solange,47.1364,2.55
Savigny-en-Sancerre,47.4411,2.8092
Cuffy,46.9608,3.0525
Charenton-du-Cher,46.7297,2.6422
Châteauneuf-sur-Loire,47.8653,2.2222
Boynes,48.1203,2.36
Vimory,47.9472,2.6872
Saint-Gondon,47.6989,2.5414
La Selle-sur-le-Bied,48.0647,2.895
Déols,46.83,1.7058
Luant,46.7331,1.5586
Lignières,46.7519,2.1761
Écueillé,47.0842,1.3464
Tournon-Saint-Martin,46.7344,0.9542
Chaillac,46.4344,1.2989
Le Magny,46.5672,1.9592
Ajaccio,41.9267,8.7369
Cargèse,42.1353,8.5947
Olmeto,41.7172,8.9183
Porto-Vecchio,41.5908,9.2797
Sotta,41.5453,9.195
Solenzara,41.8572,9.3992
Corte,42.3056,9.1506
Oletta,42.6325,9.3556
Linguizzetta,42.2639,9.4731
Santa-Reparata-di-Balagna,42.6036,8.9283
Melun,48.5406,2.66
Coubert,48.6711,2.6969
Bagneaux-sur-Loing,48.2314,2.705
Chenoise,48.6153,3.1942
Brières-les-Scellés,48.4575,2.1392
Achères-la-Forêt,48.3456,2.565
Châtenay-sur-Seine,48.4183,3.0944
Garches,48.8456,2.1869
Fontenay-lès-Briis,48.6197,2.1556
Guerville,48.9442,1.735
Tessancourt-sur-Aubette,49.0244,1.9203
Seugy,49.1211,2.3939
Orcemont,48.5881,1.8106
Gonesse,48.9875,2.4494
La Queue-en-Brie,48.7894,2.5767
Chailly-en-Brie,48.7903,3.1231
Armentières-en-Brie,48.9789,3.0222
Narbonne,43.1836,3.0042
Thuir,42.6319,2.7564
Labastide-Rouairoux,43.4756,2.6389
Lieuran-lès-Béziers,43.4183,3.2372
Pépieux,43.2978,2.6792
Le Poujol-sur-Orb,43.5797,3.0608
Roquefort-des-Corbières,42.9908,2.9533
Tarbes,43.23,0.07
Bagnères-de-Luchon,42.7906,0.5939
Labarthe-Rivière,43.0803,0.6719
Marciac,43.5242,0.1617
Tournay,43.1842,0.2456
Pierrefitte-Nestalas,42.9611,-0.0736
Muret,43.4611,1.3267
Viviers-lès-Montagnes,43.5547,2.1764
Rodez,44.3506,2.575
Saint-Geniez-d’Olt,44.4653,2.9736
Valence-d’Albigeois,44.0197,2.4044
Laguiole,44.6842,2.8472
Clairvaux-d’Aveyron,44.4275,2.4106
Lombers,43.8039,2.15
Salles-Curan,44.1825,2.7872
Millau,44.0986,3.0783
Camarès,43.8225,2.8794
Auch,43.6465,0.5855
Cornebarrieu,43.6494,1.3264
Le Fousseret,43.2817,1.0656
L’Isle-en-Dodon,43.3814,0.8353
Gondrin,43.8853,0.2369
Le Houga,43.775,-0.1806
Escatalens,43.985,1.1889
Cadours,43.7283,1.05
Seissan,43.4922,0.5931
Saint-Clar,43.8919,0.77
Golfech,44.1139,0.8511
Castelnau-le-Lez,43.6369,3.9019
Saint-Martin-de-Valgalgues,44.1631,4.0822
Le Cailar,43.6758,4.2361
Pinet,43.4047,3.5094
Laroque,43.9228,3.7244
Vallabrègues,43.8531,4.6275
Montpezat,43.8517,4.1572
Saint-Félix-de-Lodez,43.6622,3.4592
Mende,44.5183,3.5006
Langogne,44.7267,3.855
Florac,44.3261,3.5931
Aumont-Aubrac,44.7228,3.2839
Cabestany,42.6806,2.9428
Vinça,42.645,2.5286
Cerbère,42.4433,3.1647
Saint-Laurent-de-Cerdans,42.3856,2.6133
Figeac,44.6086,2.0317
Septfonds,44.1786,1.6183
Vayrac,44.9531,1.7042
Salviac,44.6811,1.2647
La Fouillade,44.2311,2.0419
Espère,44.5119,1.3761
Foix,42.9653,1.6069
Labastide-d’Anjou,43.3464,1.8517
Ax-les-Thermes,42.7194,1.8389
Chalabre,42.9839,2.0064
Saillagouse,42.46,2.0397
Couiza,42.9428,2.2561
Montjoie-en-Couserans,43.0017,1.1594
Le Fossat,43.1742,1.4081
Moussoulens,43.2794,2.2294
Marguerittes,43.86,4.4439
Goudargues,44.2156,4.4658
Saint-Paul-les-Fonts,44.0822,4.6142
Pibrac,43.6169,1.2847
Cazes-Mondenard,44.2269,1.2022
Senouillac,43.9417,1.9503
Bourg-Saint-Bernard,43.6022,1.7128
Mirepoix-sur-Tarn,43.8133,1.5714
Hérouville-Saint-Clair,49.2044,-0.3253
Octeville-sur-Mer,49.5558,0.1169
Hérouvillette,49.2217,-0.2439
Audrieu,49.2092,-0.5933
Le Breuil-en-Auge,49.2269,0.2261
Amayé-sur-Orne,49.085,-0.4389
Le Petit-Quevilly,49.4311,1.0539
Arnières-sur-Iton,48.9961,1.1042
Menneval,49.0972,0.6239
La Feuillie,49.4622,1.5139
Londinières,49.8317,1.4019
Gaillefontaine,49.6536,1.6161
Ourville-en-Caux,49.7289,0.6056
Petiville,49.4603,0.5875
Écos,49.1589,1.6053
Montaure,49.2353,1.0869
Grugny,49.6214,1.11
Neuville-lès-Dieppe,49.9267,1.1014
Étalondes,50.0303,1.3858
Coutances,49.0453,-1.4453
Valognes,49.5092,-1.4692
Pirou,49.1658,-1.5689
Saint-Hilaire-Petitville,49.3039,-1.2278
Saint-Quentin-sur-le-Homme,48.6475,-1.3167
Rauville-la-Bigot,49.5186,-1.6836
Folligny,48.8239,-1.4114
Le Bény-Bocage,48.9369,-0.8392
La Barre-de-Semilly,49.1114,-1.0342
Falaise,48.8972,-0.1975
Trun,48.8433,0.0331
Lonlay-l’Abbaye,48.6467,-0.71
Bellou-en-Houlme,48.6908,-0.4436
L’Aigle,48.765,0.6275
Croth,48.8447,1.3772
Bourth,48.77,0.8075
Rémalard,48.4289,0.7722
Berd’huis,48.3453,0.7458
Radon,48.5031,0.1017
Amiens,49.892,2.299
Chaulnes,49.8156,2.8042
Lens,50.4322,2.8333
Saint-Venant,50.6222,2.5444
Capinghem,50.6444,2.9619
Bouvignies,50.4358,3.245
Bucquoy,50.14,2.7086
Hermies,50.1119,3.0378
Soissons,49.3817,3.3236
Saint-Erme-Outre-et-Ramecourt,49.515,3.8394
Montescourt-Lizerolles,49.7386,3.2575
Chierry,49.0389,3.4294
Levignen,49.1969,2.9144
Laon,49.5639,3.6244
Vervins,49.835,3.9092
Rozoy-sur-Serre,49.7089,4.1283
Abbeville,50.1058,1.8358
Rang-du-Fliers,50.4175,1.6397
Oisemont,49.9553,1.7664
Marconne,50.3719,2.0511
Bernaville,50.1314,2.1636
Pendé,50.1597,1.5839
Denain,50.3286,3.395
Marly,50.3489,3.5442
Avesnelles,50.1175,3.9431
Saint-Souplet,50.0556,3.5317
Ferrière-la-Petite,50.24,4.0222
Longuenesse,50.7356,2.2372
Brouckerque,50.9539,2.2919
Baincthun,50.71,1.6803
Killem,50.9581,2.5622
Guemps,50.915,1.9958
Clermont,49.3789,2.4125
Allonne,49.4039,2.1119
Marseille-en-Beauvaisis,49.5756,1.9556
Ravenel,49.5156,2.5011
Thiverny,49.2478,2.4322
Coudun,49.4614,2.8144
Jouy-sous-Thelle,49.3172,1.97
Le Mans,48.0077,0.1984
Brûlon,47.9678,-0.2347
Le Luart,48.0697,0.5861
Ruillé-sur-Loir,47.7506,0.6206
Requeil,47.7844,0.1619
Neufchâtel-en-Saosnois,48.3769,0.2453
Cholet,47.06,-0.8783
La Regrippière,47.1817,-1.1761
Saint-Paul-en-Pareds,46.8231,-0.985
Saint-Herblain,47.2122,-1.6497
Saint-Christophe-du-Ligneron,46.8242,-1.7631
Bouin,46.9736,-2.0017
La Chevallerais,47.4675,-1.6714
Préfailles,47.1283,-2.215
Saint-Sulpice-le-Verdon,46.8933,-1.4208
Les Ponts-de-Cé,47.4244,-0.5253
Saint-Philbert-du-Peuple,47.3931,-0.0442
Nyoiseau,47.7167,-0.9164
Sceaux-d’Anjou,47.6214,-0.6067
La Rouxière,47.4428,-1.0678
Vaudelnay,47.1369,-0.2044
Chanzeaux,47.2639,-0.6439
Les Rairies,47.6508,-0.2058
Évron,48.1556,-0.4025
Villaines-la-Juhel,48.3444,-0.2797
Loiron,48.0592,-0.935
Saint-Denis-de-Gastines,48.3419,-0.8575
Grez-en-Bouère,47.8742,-0.5225
Chantonnay,46.6869,-1.0506
Le Champ-Saint-Père,46.5083,-1.3467
Saint-Georges-de-Pointindoux,46.6447,-1.6231
Foussais-Payré,46.5303,-0.6839
Le Langon,46.4378,-0.9497
Montoir-de-Bretagne,47.3283,-2.1492
Assérac,47.4292,-2.3906
Sévérac,47.55,-2.0767
Sucé-sur-Erdre,47.3333,-1.5333
Louisfert,47.675,-1.4331
Grasse,43.6667,6.9167
Breil-sur-Roya,43.9372,7.5144
La Garde-Freinet,43.3169,6.4692
Saint-Paul-en-Forêt,43.5672,6.6919
Lantosque,43.9733,7.3125
Saint-Blaise,43.8217,7.2375
Martigues,43.4053,5.0475
Plan-d’Aups-Sainte-Baume,43.33,5.7175
Cadolive,43.3953,5.5483
Saintes-Maries-de-la-Mer,43.4517,4.4281
Paradou,43.7211,4.7881
Cornillon-Confoux,43.5625,5.0717
Lourmarin,43.7639,5.3625
Vauvenargues,43.5553,5.6028
Gap,44.5594,6.0786
Serres,44.4286,5.715
Crots,44.5336,6.4711
Savines-le-Lac,44.5258,6.405
Le Monêtier-les-Bains,44.9761,6.5086
Digne-les-Bains,44.0925,6.2356
Saint-Étienne-de-Tinée,44.2569,6.9247
Corbières-en-Provence,43.7611,5.7514
La Brillanne,43.9267,5.8911
Jausiers,44.4178,6.7306
Mison,44.2675,5.8592
Annot,43.9653,6.6686
Apt,43.8761,5.3964
Sainte-Cécile-les-Vignes,44.2453,4.8861
Jonquerettes,43.9472,4.9331
Villes-sur-Auzon,44.0578,5.2336
Le Luc,43.3947,6.3128
Le Revest-les-Eaux,43.1764,5.9264
La Môle,43.2083,6.4656
Montfort-sur-Argens,43.4739,6.1219
