lat_departure,lon_departure,lat_arrival,lon_arrival
-2.88769,-40.1183,-2.88769,-40.1183,
-6.08911,-39.448,-6.08911,-39.448,
-6.12291,-39.8736,-6.08911,-39.448,
-5.73844,-39.63,-6.08911,-39.448,
-5.80025,-39.417,-6.08911,-39.448,
-6.24637,-39.2011,-6.08911,-39.448,
-4.55826,-37.7679,-4.55826,-37.7679,
-4.71206,-37.3531,-4.55826,-37.7679,
-4.83151,-37.781,-4.55826,-37.7679,
-6.57122,-40.1178,-6.8669,-39.8689,
-6.8669,-39.8689,-6.8669,-39.8689,
-6.5346,-39.9017,-6.8669,-39.8689,
-7.17613,-39.7302,-6.8669,-39.8689,
-7.2982,-39.3021,-7.2982,-39.3021,
-7.02808,-39.2828,-7.2982,-39.3021,
-7.57599,-39.2826,-7.2982,-39.3021,
-6.93349,-38.9742,-7.17188,-38.7741,
-7.17188,-38.7741,-7.17188,-38.7741,
-6.7448,-38.9706,-7.17188,-38.7741,
-7.52265,-39.114,-7.17188,-38.7741,
-7.06761,-40.3687,-7.06761,-40.3687,
-7.28398,-40.45,-7.06761,-40.3687,
-4.35162,-39.3155,-4.35162,-39.3155,
-4.52608,-39.6202,-4.35162,-39.3155,
-6.60034,-39.0609,-6.60034,-39.0609,
-6.25182,-38.9053,-6.60034,-39.0609,
-6.78264,-39.2942,-6.60034,-39.0609,
-5.16768,-40.6536,-5.16768,-40.6536,
-5.52552,-40.7713,-5.16768,-40.6536,
-4.12967,-38.2412,-3.71664,-38.5423,
-3.71664,-38.5423,-3.71664,-38.5423,
-4.1209,-38.4707,-3.71664,-38.5423,
-3.96577,-38.5298,-3.71664,-38.5423,
-3.9784,-38.6183,-3.71664,-38.5423,
-3.02051,-41.1358,-3.12788,-40.8372,
-2.9005,-40.8544,-3.12788,-40.8372,
-3.12788,-40.8372,-3.12788,-40.8372,
-2.79331,-40.5127,-3.12788,-40.8372,
-4.32598,-38.8812,-4.04057,-38.6404,
-4.04057,-38.6404,-4.04057,-38.6404,
-3.92403,-40.8911,-3.92403,-40.8911,
-3.5667,-41.0916,-3.92403,-40.8911,
-4.40481,-40.9022,-4.31748,-40.7059,
-4.40958,-40.4056,-4.31748,-40.7059,
-4.31748,-40.7059,-4.31748,-40.7059,
-4.53802,-40.7118,-4.31748,-40.7059,
-4.04713,-40.8596,-4.31748,-40.7059,
-3.74737,-39.7843,-3.74737,-39.7843,
-3.49933,-39.5836,-3.74737,-39.7843,
-3.67654,-39.3465,-3.74737,-39.7843,
-6.39627,-38.8554,-5.90213,-38.6227,
-5.6051,-38.7639,-5.90213,-38.6227,
-5.90213,-38.6227,-5.90213,-38.6227,
-6.03576,-38.4624,-5.90213,-38.6227,
-6.92146,-39.5651,-7.19621,-39.3076,
-7.19621,-39.3076,-7.19621,-39.3076,
-4.36872,-38.8125,-4.48523,-38.5933,
-4.48523,-38.5933,-4.48523,-38.5933,
-6.20768,-40.6905,-6.20768,-40.6905,
-5.11258,-39.7337,-5.45341,-39.7078,
-5.45341,-39.7078,-5.45341,-39.7078,
-5.58244,-39.3704,-5.45341,-39.7078,
-5.30454,-38.9132,-4.9663,-39.0155,
-4.9663,-39.0155,-4.9663,-39.0155,
-4.84601,-39.5725,-5.19067,-39.2889,
-5.19067,-39.2889,-5.19067,-39.2889,
-3.60515,-38.9726,-3.60515,-38.9726,
-3.26932,-39.2681,-3.60515,-38.9726,
-3.94858,-40.476,-3.68913,-40.3482,
-3.5415,-40.6587,-3.68913,-40.3482,
-4.14191,-40.5759,-3.68913,-40.3482,
-3.68913,-40.3482,-3.68913,-40.3482,
-5.50894,-38.2743,-5.24353,-38.1282,
-5.09736,-38.3702,-5.24353,-38.1282,
-4.92673,-37.9721,-5.24353,-38.1282,
-5.24353,-38.1282,-5.24353,-38.1282,
-4.79102,-40.0646,-4.83136,-40.3196,
-4.70581,-40.5621,-4.83136,-40.3196,
-4.32608,-40.1523,-4.83136,-40.3196,
-4.83136,-40.3196,-4.83136,-40.3196,
-5.98585,-40.2968,-5.98585,-40.2968,
-3.72965,-40.9923,-3.72965,-40.9923,
