lon,lat
-40.1183,-2.88769,
-40.1183,-2.88769,
-40.1183,-2.88769,
-39.448,-6.08911,
-40.1178,-6.57122,
-39.7356,-6.99837,
-38.2743,-5.50894,
-39.987,-6.76919,
-38.3896,-3.89929,
-38.3896,-3.89929,
-37.7679,-4.55826,
-37.7679,-4.55826,
-38.8125,-4.36872,
-40.831,-4.74567,
-40.831,-4.74567,
-40.831,-4.74567,
-40.1359,-7.21319,
-40.1359,-7.21319,
-40.1653,-6.3165,
-39.8689,-6.8669,
-38.9742,-6.93349,
-38.9132,-5.30454,
-39.3021,-7.2982,
-39.3021,-7.2982,
-38.7741,-7.17188,
-41.1358,-3.02051,
-41.1358,-3.02051,
-38.8812,-4.32598,
-38.1271,-4.17741,
-40.1671,-3.04996,
-39.7337,-5.11258,
-38.9799,-7.48469,
-40.8544,-2.9005,
-40.3687,-7.06761,
-39.3155,-4.35162,
-38.9048,-4.45569,
-38.9048,-4.45569,
-38.9048,-4.45569,
-39.1912,-4.22514,
-40.476,-3.94858,
-39.2828,-7.02808,
-38.2412,-4.12967,
-39.8736,-6.12291,
-39.0609,-6.60034,
-39.1344,-4.83906,
-40.6587,-3.5415,
-40.6587,-3.5415,
-40.6587,-3.5415,
-40.6536,-5.16768,
-39.4103,-7.2153,
-40.9022,-4.40481,
-39.257,-5.91485,
-38.3461,-6.02751,
-38.3461,-6.02751,
-39.5651,-6.92146,
-38.5423,-3.71664,
-40.818,-3.75557,
-40.8372,-3.12788,
-40.3852,-3.91787,
-38.6404,-4.04057,
-40.7476,-4.15814,
-40.7476,-4.15814,
-40.4056,-4.40958,
-38.4707,-4.1209,
-38.4707,-4.1209,
-40.8911,-3.92403,
-38.6362,-4.96999,
-37.3531,-4.71206,
-38.8554,-6.39627,
-40.3085,-5.38789,
-38.7179,-6.78265,
-38.7179,-6.78265,
-40.7059,-4.31748,
-40.7059,-4.31748,
-40.7118,-4.53802,
-39.7843,-3.74737,
-39.7843,-3.74737,
-38.5298,-3.96577,
-39.5836,-3.49933,
-39.5836,-3.49933,
-39.6202,-4.52608,
-38.7639,-5.6051,
-38.5359,-5.67765,
-38.6227,-5.90213,
-37.781,-4.83151,
-39.2826,-7.57599,
-39.0029,-7.6797,
-39.0029,-7.6797,
-40.5127,-2.79331,
-39.3076,-7.19621,
-39.5187,-6.51523,
-39.5187,-6.51523,
-38.9706,-6.7448,
-38.0847,-5.14392,
-39.5725,-4.84601,
-38.6259,-3.86699,
-38.6259,-3.86699,
-38.6829,-3.89143,
-40.1582,-3.1285,
-40.1582,-3.1285,
-40.3423,-3.52364,
-40.3423,-3.52364,
-38.7708,-7.38597,
-40.4531,-3.53974,
-38.9378,-7.29749,
-38.9378,-7.29749,
-39.1875,-5.67252,
-39.1875,-5.67252,
-39.9663,-3.56867,
-39.63,-5.73844,
-40.0646,-4.79102,
-38.3702,-5.09736,
-40.7452,-3.90271,
-40.7452,-3.90271,
-38.9951,-4.30294,
-38.9951,-4.30294,
-38.9951,-4.30294,
-40.5621,-4.70581,
-40.7713,-5.52552,
-38.5933,-4.48523,
-38.9053,-6.25182,
-38.465,-4.17107,
-38.6183,-3.9784,
-38.6183,-3.9784,
-37.9655,-4.73672,
-37.9655,-4.73672,
-38.8446,-4.13831,
-39.03,-3.41436,
-39.1479,-3.43799,
-40.6905,-6.20768,
-39.2417,-4.08815,
-39.7078,-5.45341,
-39.2692,-3.79274,
-38.4624,-6.03576,
-38.3061,-4.01584,
-39.417,-5.80025,
-39.114,-7.52265,
-38.1578,-5.71287,
-40.7002,-5.8425,
-39.0155,-4.9663,
-39.0155,-4.9663,
-39.2011,-6.24637,
-39.2011,-6.24637,
-39.2889,-5.19067,
-37.9802,-5.07148,
-38.7277,-4.21587,
-38.7277,-4.21587,
-40.5759,-4.14191,
-40.5759,-4.14191,
-37.9721,-4.92673,
-39.9017,-6.5346,
-40.45,-7.28398,
-39.7302,-7.17613,
-39.7302,-7.17613,
-40.1523,-4.32608,
-40.8596,-4.04713,
-40.8596,-4.04713,
-40.8596,-4.04713,
-38.9726,-3.60515,
-39.2391,-3.66976,
-39.2391,-3.66976,
-39.3704,-5.58244,
-40.3482,-3.68913,
-40.3482,-3.68913,
-38.1282,-5.24353,
-38.1282,-5.24353,
-40.3196,-4.83136,
-40.3196,-4.83136,
-39.753,-6.67838,
-40.2968,-5.98585,
-39.5799,-3.98831,
-39.5799,-3.98831,
-39.5799,-3.98831,
-40.9923,-3.72965,
-39.2681,-3.26932,
-38.7008,-6.63893,
-39.3465,-3.67654,
-39.3465,-3.67654,
-40.5628,-3.30819,
-40.5628,-3.30819,
-40.5628,-3.30819,
-39.2942,-6.78264,
-39.2942,-6.78264,
-41.0916,-3.5667,
