lat_departure,lon_departure,lat_arrival,lon_arrival
-2.88769,-40.1183,-2.88769,-40.1183,
-3.04996,-40.1671,-2.88769,-40.1183,
-3.1285,-40.1582,-2.88769,-40.1183,
-6.08911,-39.448,-6.08911,-39.448,
-5.91485,-39.257,-6.08911,-39.448,
-6.57122,-40.1178,-6.57122,-40.1178,
-6.3165,-40.1653,-6.57122,-40.1178,
-5.50894,-38.2743,-5.50894,-38.2743,
-5.67765,-38.5359,-5.50894,-38.2743,
-5.14392,-38.0847,-5.50894,-38.2743,
-5.71287,-38.1578,-5.50894,-38.2743,
-4.55826,-37.7679,-4.55826,-37.7679,
-4.36872,-38.8125,-4.36872,-38.8125,
-4.45569,-38.9048,-4.36872,-38.8125,
-6.76919,-39.987,-6.8669,-39.8689,
-6.8669,-39.8689,-6.8669,-39.8689,
-6.67838,-39.753,-6.8669,-39.8689,
-6.93349,-38.9742,-6.93349,-38.9742,
-5.30454,-38.9132,-5.30454,-38.9132,
-7.2982,-39.3021,-7.2982,-39.3021,
-7.48469,-38.9799,-7.2982,-39.3021,
-7.2153,-39.4103,-7.2982,-39.3021,
-7.29749,-38.9378,-7.2982,-39.3021,
-7.17188,-38.7741,-7.17188,-38.7741,
-3.02051,-41.1358,-3.02051,-41.1358,
-4.32598,-38.8812,-4.32598,-38.8812,
-4.30294,-38.9951,-4.32598,-38.8812,
-5.11258,-39.7337,-5.11258,-39.7337,
-2.9005,-40.8544,-2.9005,-40.8544,
-7.21319,-40.1359,-7.06761,-40.3687,
-7.06761,-40.3687,-7.06761,-40.3687,
-4.35162,-39.3155,-4.35162,-39.3155,
-4.22514,-39.1912,-4.35162,-39.3155,
-4.08815,-39.2417,-4.35162,-39.3155,
-3.94858,-40.476,-3.94858,-40.476,
-7.02808,-39.2828,-7.02808,-39.2828,
-4.17741,-38.1271,-4.12967,-38.2412,
-4.12967,-38.2412,-4.12967,-38.2412,
-4.01584,-38.3061,-4.12967,-38.2412,
-6.12291,-39.8736,-6.12291,-39.8736,
-6.60034,-39.0609,-6.60034,-39.0609,
-3.5415,-40.6587,-3.5415,-40.6587,
-3.30819,-40.5628,-3.5415,-40.6587,
-5.16768,-40.6536,-5.16768,-40.6536,
-5.38789,-40.3085,-5.16768,-40.6536,
-4.40481,-40.9022,-4.40481,-40.9022,
-6.92146,-39.5651,-6.92146,-39.5651,
-3.71664,-38.5423,-3.71664,-38.5423,
-3.12788,-40.8372,-3.12788,-40.8372,
-4.04057,-38.6404,-4.04057,-38.6404,
-3.89143,-38.6829,-4.04057,-38.6404,
-4.13831,-38.8446,-4.04057,-38.6404,
-4.21587,-38.7277,-4.04057,-38.6404,
-4.40958,-40.4056,-4.40958,-40.4056,
-4.1209,-38.4707,-4.1209,-38.4707,
-4.17107,-38.465,-4.1209,-38.4707,
-3.92403,-40.8911,-3.92403,-40.8911,
-3.90271,-40.7452,-3.92403,-40.8911,
-4.71206,-37.3531,-4.71206,-37.3531,
-6.39627,-38.8554,-6.39627,-38.8554,
-6.63893,-38.7008,-6.39627,-38.8554,
-4.31748,-40.7059,-4.31748,-40.7059,
-4.53802,-40.7118,-4.53802,-40.7118,
-3.74737,-39.7843,-3.74737,-39.7843,
-3.56867,-39.9663,-3.74737,-39.7843,
-3.89929,-38.3896,-3.96577,-38.5298,
-3.96577,-38.5298,-3.96577,-38.5298,
-3.49933,-39.5836,-3.49933,-39.5836,
-4.52608,-39.6202,-4.52608,-39.6202,
-5.6051,-38.7639,-5.6051,-38.7639,
-5.90213,-38.6227,-5.90213,-38.6227,
-4.83151,-37.781,-4.83151,-37.781,
-7.57599,-39.2826,-7.57599,-39.2826,
-2.79331,-40.5127,-2.79331,-40.5127,
-7.19621,-39.3076,-7.19621,-39.3076,
-6.78265,-38.7179,-6.7448,-38.9706,
-6.7448,-38.9706,-6.7448,-38.9706,
-4.84601,-39.5725,-4.84601,-39.5725,
-5.73844,-39.63,-5.73844,-39.63,
-4.79102,-40.0646,-4.79102,-40.0646,
-4.96999,-38.6362,-5.09736,-38.3702,
-5.09736,-38.3702,-5.09736,-38.3702,
-5.07148,-37.9802,-5.09736,-38.3702,
-4.74567,-40.831,-4.70581,-40.5621,
-4.70581,-40.5621,-4.70581,-40.5621,
-5.52552,-40.7713,-5.52552,-40.7713,
-5.8425,-40.7002,-5.52552,-40.7713,
-4.48523,-38.5933,-4.48523,-38.5933,
-6.25182,-38.9053,-6.25182,-38.9053,
-3.86699,-38.6259,-3.9784,-38.6183,
-3.9784,-38.6183,-3.9784,-38.6183,
-6.20768,-40.6905,-6.20768,-40.6905,
-5.45341,-39.7078,-5.45341,-39.7078,
-6.02751,-38.3461,-6.03576,-38.4624,
-6.03576,-38.4624,-6.03576,-38.4624,
-5.80025,-39.417,-5.80025,-39.417,
-7.6797,-39.0029,-7.52265,-39.114,
-7.38597,-38.7708,-7.52265,-39.114,
-7.52265,-39.114,-7.52265,-39.114,
-4.83906,-39.1344,-4.9663,-39.0155,
-4.9663,-39.0155,-4.9663,-39.0155,
-6.24637,-39.2011,-6.24637,-39.2011,
-5.19067,-39.2889,-5.19067,-39.2889,
-4.14191,-40.5759,-4.14191,-40.5759,
-4.73672,-37.9655,-4.92673,-37.9721,
-4.92673,-37.9721,-4.92673,-37.9721,
-6.51523,-39.5187,-6.5346,-39.9017,
-6.5346,-39.9017,-6.5346,-39.9017,
-7.28398,-40.45,-7.28398,-40.45,
-6.99837,-39.7356,-7.17613,-39.7302,
-7.17613,-39.7302,-7.17613,-39.7302,
-4.32608,-40.1523,-4.32608,-40.1523,
-4.15814,-40.7476,-4.04713,-40.8596,
-4.04713,-40.8596,-4.04713,-40.8596,
-3.41436,-39.03,-3.60515,-38.9726,
-3.79274,-39.2692,-3.60515,-38.9726,
-3.60515,-38.9726,-3.60515,-38.9726,
-5.67252,-39.1875,-5.58244,-39.3704,
-5.58244,-39.3704,-5.58244,-39.3704,
-3.91787,-40.3852,-3.68913,-40.3482,
-3.52364,-40.3423,-3.68913,-40.3482,
-3.53974,-40.4531,-3.68913,-40.3482,
-3.68913,-40.3482,-3.68913,-40.3482,
-5.24353,-38.1282,-5.24353,-38.1282,
-4.83136,-40.3196,-4.83136,-40.3196,
-5.98585,-40.2968,-5.98585,-40.2968,
-3.75557,-40.818,-3.72965,-40.9923,
-3.72965,-40.9923,-3.72965,-40.9923,
-3.43799,-39.1479,-3.26932,-39.2681,
-3.66976,-39.2391,-3.26932,-39.2681,
-3.26932,-39.2681,-3.26932,-39.2681,
-3.98831,-39.5799,-3.67654,-39.3465,
-3.67654,-39.3465,-3.67654,-39.3465,
-6.78264,-39.2942,-6.78264,-39.2942,
-3.5667,-41.0916,-3.5667,-41.0916,
