lat_departure,lon_departure,lat_arrival,lon_arrival
48.2997,4.0792,48.2997,4.0792
48.3917,4.5256,48.2997,4.0792
48.5189,3.5947,48.2997,4.0792
47.9769,4.4969,48.2997,4.0792
48.1039,3.9192,48.2997,4.0792
48.4072,3.9517,48.2997,4.0792
49.7719,4.7161,49.7719,4.7161
49.6211,5.1911,49.7719,4.7161
49.4775,4.5775,49.7719,4.7161
50.1233,4.8592,49.7719,4.7161
49.8678,4.4286,49.7719,4.7161
48.6567,6.1683,48.6567,6.1683
48.6017,5.665,48.6567,6.1683
48.4953,6.51,48.6567,6.1683
48.7822,6.5314,48.6567,6.1683
49.0778,6.3117,48.6567,6.1683
48.9008,6.0208,48.6567,6.1683
48.6875,5.7175,48.6567,6.1683
49.0403,3.96,49.0403,3.96
48.7533,3.9906,49.0403,3.96
48.7319,3.5594,49.0403,3.96
49.3353,3.9086,49.0403,3.96
49.0825,3.7447,49.0403,3.96
49.1142,4.3078,49.0403,3.96
49.3847,4.0686,49.0403,3.96
48.9894,4.3125,49.0403,3.96
48.1117,5.1389,48.1117,5.1389
48.3189,5.5811,48.1117,5.1389
48.2992,5.1461,48.1117,5.1389
48.1211,4.79,48.1117,5.1389
47.59,7.57,47.59,7.57
47.9578,7.2978,47.59,7.57
47.7178,7.1617,47.59,7.57
47.9847,7.3992,47.59,7.57
47.7197,7.3881,47.59,7.57
49.11,7.07,49.11,7.07
48.9122,7.4231,49.11,7.07
49.1778,6.6781,49.11,7.07
48.7247,4.5844,48.7247,4.5844
49.09,4.8972,48.7247,4.5844
48.7425,5.2106,48.7247,4.5844
48.6703,4.9869,48.7247,4.5844
48.7414,7.3619,48.7414,7.3619
48.4219,7.6611,48.7414,7.3619
48.7319,7.7083,48.7414,7.3619
48.5808,6.9475,48.7414,7.3619
48.3372,7.5414,48.7414,7.3619
48.4925,7.3228,48.7414,7.3619
48.9297,7.9422,48.7414,7.3619
49.1589,5.8772,49.1589,5.8772
48.9811,5.7036,49.1589,5.8772
49.1053,5.385,49.1589,5.8772
49.3261,6.24,49.1589,5.8772
49.4836,5.7419,49.1589,5.8772
47.8625,5.3331,47.8625,5.3331
47.9539,5.7494,47.8625,5.3331
47.7819,5.6008,47.8625,5.3331
48.2506,6.42,48.2506,6.42
48.2072,5.8347,48.2506,6.42
48.2497,6.9022,48.2506,6.42
48.0567,6.5211,48.2506,6.42
48.2442,7.065,48.2506,6.42
48.2217,6.2222,48.2506,6.42
47.9072,6.7828,48.2506,6.42
45.8353,1.2625,45.8353,1.2625
46.0136,0.6722,45.8353,1.2625
46.2153,1.0814,45.8353,1.2625
45.8792,0.8725,45.8353,1.2625
45.4942,1.0639,45.8353,1.2625
45.6225,0.6894,45.8353,1.2625
46.0367,1.345,45.8353,1.2625
45.7017,1.5314,45.8353,1.2625
45.8128,1.7728,45.8353,1.2625
45.1583,1.5321,45.1583,1.5321
44.9783,1.8383,45.1583,1.5321
45.1372,1.0706,45.1583,1.5321
45.3964,1.3811,45.1583,1.5321
45.3725,1.875,45.1583,1.5321
44.9344,1.2525,45.1583,1.5321
44.8,-0.584,44.8,-0.584
45.46782,-0.91647,44.8,-0.584
44.6361,-0.3186,44.8,-0.584
44.9525,-0.2369,44.8,-0.584
45.1469,-0.6425,44.8,-0.584
44.5269,-0.6578,44.8,-0.584
44.3997,-0.3533,44.8,-0.584
46.8178,0.5461,46.8178,0.5461
46.3786,0.4119,46.8178,0.5461
46.4444,0.6658,46.8178,0.5461
46.4436,0.3344,46.8178,0.5461
46.7044,0.2225,46.8178,0.5461
47.0628,0.0206,46.8178,0.5461
43.89,-0.5,43.89,-0.5
43.5593,-0.2732,43.89,-0.5
43.9867,0.0106,43.89,-0.5
43.7108,-0.8378,43.89,-0.5
44.1481,-0.7397,43.89,-0.5
44.0189,-0.3117,43.89,-0.5
44.0614,-1.0692,43.89,-0.5
45.7464,-0.6333,45.7464,-0.6333
45.3622,-0.9783,45.7464,-0.6333
45.4811,-0.5685,45.7464,-0.6333
45.6311,-0.8544,45.7464,-0.6333
45.86,-1.2367,45.7464,-0.6333
45.8892,-0.5211,45.7464,-0.6333
45.6181,-0.3333,45.7464,-0.6333
45.9606,-0.8219,45.7464,-0.6333
44.5,0.1653,44.5,0.1653
44.5319,0.7678,44.5,0.1653
44.1414,0.5608,44.5,0.1653
44.8589,0.1086,44.5,0.1653
44.2947,0.6931,44.5,0.1653
44.4486,0.0261,44.5,0.1653
44.5497,0.305,44.5,0.1653
44.2211,0.3469,44.5,0.1653
46.1706,1.8683,46.1706,1.8683
46.3489,2.215,46.1706,1.8683
46.0267,2.5008,46.1706,1.8683
46.2789,1.5111,46.1706,1.8683
43.4881,-0.7708,43.4881,-0.7708
43.1642,-1.2367,43.4881,-0.7708
43.1472,-0.5047,43.4881,-0.7708
43.2875,-0.2919,43.4881,-0.7708
43.2314,-0.8683,43.4881,-0.7708
46.6486,-0.2469,46.6486,-0.2469
46.2644,-0.0086,46.6486,-0.2469
46.9642,-0.2117,46.6486,-0.2469
46.2911,-0.2528,46.6486,-0.2469
46.4744,-0.5578,46.6486,-0.2469
46.8642,-0.6894,46.6486,-0.2469
45.5481,2.3092,45.5481,2.3092
45.3997,2.4958,45.5481,2.3092
45.8836,2.1731,45.5481,2.3092
43.6611,-1.3042,43.6611,-1.3042
43.4258,-1.6092,43.6611,-1.3042
43.5567,-1.2381,43.6611,-1.3042
43.8075,-1.1447,43.6611,-1.3042
45.1864,0.6914,45.1864,0.6914
45.2022,0.1344,45.1864,0.6914
