lat_departure,lon_departure,lat_arrival,lon_arrival
48.2997,4.0792,48.2997,4.0792
48.7247,4.5844,48.2997,4.0792
49.7719,4.7161,49.7719,4.7161
48.6567,6.1683,48.6567,6.1683
49.1589,5.8772,48.6567,6.1683
48.2506,6.42,48.6567,6.1683
49.0403,3.96,49.0403,3.96
48.1117,5.1389,48.1117,5.1389
47.8625,5.3331,48.1117,5.1389
47.59,7.57,47.59,7.57
49.11,7.07,49.11,7.07
48.7414,7.3619,49.11,7.07
45.8353,1.2625,45.8353,1.2625
46.1706,1.8683,45.8353,1.2625
45.1583,1.5321,45.1583,1.5321
45.5481,2.3092,45.1583,1.5321
45.1864,0.6914,45.1583,1.5321
44.8,-0.584,44.8,-0.584
44.5,0.1653,44.8,-0.584
44.7039,-1.0353,44.8,-0.584
46.8178,0.5461,46.8178,0.5461
46.6486,-0.2469,46.8178,0.5461
43.89,-0.5,43.89,-0.5
43.4881,-0.7708,43.89,-0.5
43.6611,-1.3042,43.89,-0.5
45.7464,-0.6333,45.7464,-0.6333
45.6753,0.1275,45.7464,-0.6333
46.1894,-1.1542,45.7464,-0.6333
46.3408,2.6033,46.3408,2.6033
45.8936,3.1125,46.3408,2.6033
46.5658,3.3544,46.3408,2.6033
46.3627,6.475,46.3627,6.475
46.1075,5.8258,46.3627,6.475
45.9222,6.8689,46.3627,6.475
45.0464,5.0517,45.0464,5.0517
45.1486,5.7503,45.0464,5.0517
44.735,4.5992,45.0464,5.0517
45.5242,4.8781,45.5242,4.8781
45.2925,4.1722,45.5242,4.8781
45.8056,4.7531,45.5242,4.8781
44.9261,2.4406,44.9261,2.4406
46.9933,3.1572,46.9933,3.1572
47.49,3.9083,46.9933,3.1572
48.1975,3.2877,48.1975,3.2877
47.0931,5.4906,47.0931,5.4906
47.6222,6.1553,47.0931,5.4906
47.137347,4.783643,47.0931,5.4906
46.6264,5.2247,47.0931,5.4906
47.7647,-3.3422,47.7647,-3.3422
47.6867,-2.7344,47.7647,-3.3422
47.9961,-4.0225,47.7647,-3.3422
48.3525,-1.1986,48.3525,-1.1986
48.1511,-1.6861,48.3525,-1.1986
48.7325,-3.4553,48.7325,-3.4553
48.5092,-4.0683,48.7325,-3.4553
48.4906,-2.7381,48.7325,-3.4553
47.3514,0.6625,47.3514,0.6625
48.7372,1.3664,48.7372,1.3664
47.2225,2.0694,47.2225,2.0694
47.0997,2.3728,47.2225,2.0694
46.83,1.7058,47.2225,2.0694
47.9128,1.9719,47.9128,1.9719
47.8653,2.2222,47.9128,1.9719
41.9267,8.7369,41.9267,8.7369
41.5908,9.2797,41.9267,8.7369
42.3056,9.1506,41.9267,8.7369
48.5406,2.66,48.5406,2.66
48.8456,2.1869,48.5406,2.66
48.7894,2.5767,48.5406,2.66
43.1836,3.0042,43.1836,3.0042
42.6806,2.9428,43.1836,3.0042
43.23,0.07,43.23,0.07
43.4611,1.3267,43.4611,1.3267
42.9653,1.6069,43.4611,1.3267
44.3506,2.575,44.3506,2.575
44.6086,2.0317,44.3506,2.575
44.0986,3.0783,44.0986,3.0783
44.5183,3.5006,44.0986,3.0783
43.6465,0.5855,43.6465,0.5855
43.6169,1.2847,43.6465,0.5855
43.6369,3.9019,43.6369,3.9019
43.86,4.4439,43.6369,3.9019
49.2044,-0.3253,49.2044,-0.3253
49.0453,-1.4453,49.2044,-0.3253
48.8972,-0.1975,49.2044,-0.3253
49.4311,1.0539,49.4311,1.0539
49.9267,1.1014,49.4311,1.0539
48.765,0.6275,49.4311,1.0539
49.892,2.299,49.892,2.299
50.1058,1.8358,49.892,2.299
49.3789,2.4125,49.892,2.299
50.4322,2.8333,50.4322,2.8333
50.3489,3.5442,50.4322,2.8333
50.7356,2.2372,50.4322,2.8333
49.3817,3.3236,49.3817,3.3236
49.5639,3.6244,49.3817,3.3236
48.0077,0.1984,48.0077,0.1984
48.1556,-0.4025,48.0077,0.1984
47.06,-0.8783,47.06,-0.8783
47.4244,-0.5253,47.06,-0.8783
46.6869,-1.0506,47.06,-0.8783
47.2122,-1.6497,47.2122,-1.6497
47.3283,-2.1492,47.2122,-1.6497
47.3333,-1.5333,47.2122,-1.6497
43.6667,6.9167,43.6667,6.9167
43.3947,6.3128,43.6667,6.9167
43.4053,5.0475,43.4053,5.0475
43.8761,5.3964,43.4053,5.0475
44.5594,6.0786,44.5594,6.0786
44.0925,6.2356,44.5594,6.0786
