NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	270030	Arapiraca	405977.00	677.98	487.17	1019.00	0.00	1083.96	2.68	2.03	1.26	0.12
2	270100	Boca_Da_Mata	62631.00	104.59	75.16	157.20	0.00	167.22	0.41	0.31	0.19	0.02
2	270170	Capela	142825.00	238.52	171.39	358.49	0.00	381.34	0.94	0.71	0.44	0.04
2	270230	Coruripe	78642.00	131.33	94.37	197.39	0.00	209.97	0.52	0.39	0.24	0.02
2	270240	Delmiro_Gouveia	98963.00	165.27	118.76	248.40	0.00	264.23	0.65	0.49	0.31	0.03
2	270380	Joaquim_Gomes	53163.00	88.78	63.80	133.44	0.00	141.95	0.35	0.27	0.16	0.02
2	270400	Junqueiro	171792.00	286.89	206.15	431.20	0.00	458.68	1.13	0.86	0.53	0.05
2	270410	Lagoa_Da_Canoa	42660.00	71.24	51.19	107.08	0.00	113.90	0.28	0.21	0.13	0.01
2	270430	Maceio	1091902.00	1823.48	1310.28	2740.67	0.00	2915.38	7.21	5.46	3.38	0.33
2	270500	Mata_Grande	66147.00	110.47	79.38	166.03	0.00	176.61	0.44	0.33	0.21	0.02
2	270550	Murici	41703.00	69.64	50.04	104.67	0.00	111.35	0.28	0.21	0.13	0.01
2	270630	Palmeira_Dos_Indios	149739.00	250.06	179.69	375.84	0.00	399.80	0.99	0.75	0.46	0.04
2	270670	Penedo	135624.00	226.49	162.75	340.42	0.00	362.12	0.90	0.68	0.42	0.04
2	270690	Pilar	85742.00	143.19	102.89	215.21	0.00	228.93	0.57	0.43	0.27	0.03
2	270710	Piranhas	26846.00	44.83	32.22	67.38	0.00	71.68	0.18	0.13	0.08	0.01
2	270730	Porto_Calvo	132910.00	221.96	159.49	333.60	0.00	354.87	0.88	0.66	0.41	0.04
2	270770	Rio_Largo	80716.00	134.80	96.86	202.60	0.00	215.51	0.53	0.40	0.25	0.02
2	270800	Santana_Do_Ipanema	153985.00	257.15	184.78	386.50	0.00	411.14	1.02	0.77	0.48	0.05
2	270840	Sao_Jose_Da_Tapera	159021.00	265.57	190.83	399.14	0.00	424.59	1.05	0.80	0.49	0.05
2	270850	Sao_Luis_Do_Quitunde	111201.00	185.71	133.44	279.11	0.00	296.91	0.73	0.56	0.34	0.03
2	270860	Sao_Miguel_Dos_Campos	137066.00	228.90	164.48	344.04	0.00	365.97	0.90	0.69	0.42	0.04
2	270920	Traipu	29802.00	49.77	35.76	74.80	0.00	79.57	0.20	0.15	0.09	0.01
2	270930	Uniao_Dos_Palmares	124764.00	208.36	149.72	313.16	0.00	333.12	0.82	0.62	0.39	0.04
