NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	2998324	Lille	232787.00	463.25	2090.43	584.30	0.00	423.67	4.63	3.91	3.63	2.37
3	6455273	Amiens	136105.00	270.85	1222.22	341.62	0.00	247.71	2.71	2.29	2.12	1.39
3	2978439	Boulogne-sur-Mer	133062.00	264.79	1194.90	333.99	0.00	242.17	2.65	2.24	2.08	1.36
3	2982681	Roubaix	100000.00	199.00	898.00	251.00	0.00	182.00	1.99	1.68	1.56	1.02
3	2972284	Tourcoing	97368.00	193.76	874.36	244.39	0.00	177.21	1.94	1.64	1.52	0.99
3	3029159	Calais	156303.00	311.04	1403.60	392.32	0.00	284.47	3.11	2.63	2.44	1.59
3	2995695	Beauvais	56020.00	111.48	503.06	140.61	0.00	101.96	1.11	0.94	0.87	0.57
3	2977295	Saint-Quentin	55499.00	110.44	498.38	139.30	0.00	101.01	1.10	0.93	0.87	0.57
3	8286482	Valenciennes	43336.00	86.24	389.16	108.77	0.00	78.87	0.86	0.73	0.68	0.44
3	3036784	Arras	41019.00	81.63	368.35	102.96	0.00	74.65	0.82	0.69	0.64	0.42
3	2967421	Wattrelos	40958.00	81.51	367.80	102.80	0.00	74.54	0.82	0.69	0.64	0.42
3	7626220	Compiègne	55066.00	109.58	494.49	138.22	0.00	100.22	1.10	0.93	0.86	0.56
3	3021000	Douai	58213.00	115.84	522.75	146.11	0.00	105.95	1.16	0.98	0.91	0.59
3	6438650	Creil	125325.00	249.40	1125.42	314.57	0.00	228.09	2.49	2.11	1.96	1.28
3	3029030	Cambrai	32558.00	64.79	292.37	81.72	0.00	59.26	0.65	0.55	0.51	0.33
3	3003093	Lens	31415.00	62.52	282.11	78.85	0.00	57.18	0.63	0.53	0.49	0.32
3	2998431	Liévin	30785.00	61.26	276.45	77.27	0.00	56.03	0.61	0.52	0.48	0.31
3	2995150	Maubeuge	29944.00	59.59	268.90	75.16	0.00	54.50	0.60	0.50	0.47	0.31
3	2974389	Soissons	97162.00	193.35	872.51	243.88	0.00	176.83	1.93	1.63	1.52	0.99
3	3008218	Lambersart	27649.00	55.02	248.29	69.40	0.00	50.32	0.55	0.46	0.43	0.28
3	6439604	Hénin-Beaumont	26022.00	51.78	233.68	65.32	0.00	47.36	0.52	0.44	0.41	0.27
3	3033002	Béthune	231129.00	459.95	2075.54	580.13	0.00	420.65	4.60	3.88	3.61	2.36
3	3036903	Armentières	227460.00	452.65	2042.59	570.92	0.00	413.98	4.53	3.82	3.55	2.32
3	6453527	Laon	34952.00	69.55	313.87	87.73	0.00	63.61	0.70	0.59	0.55	0.36
