data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   272	   272	0		0
   272	   217	39		3511
   272	   849	55		4978
   272	   924	52		4653
   272	   584	94		8453
   272	    74	66		5929
   272	   421	83		7488
   272	   236	43		3839
   217	   272	39		3511
   217	   217	0		0
   217	   849	22		1947
   217	   924	48		4304
   217	   584	80		7210
   217	    74	50		4527
   217	   421	56		5027
   217	   236	41		3665
   849	   272	55		4978
   849	   217	22		1947
   849	   849	0		0
   849	   924	40		3634
   849	   584	63		5637
   849	    74	35		3141
   849	   421	35		3108
   849	   236	37		3335
   924	   272	52		4653
   924	   217	48		4304
   924	   849	40		3634
   924	   924	0		0
   924	   584	43		3827
   924	    74	19		1694
   924	   421	44		3946
   924	   236	9		829
   584	   272	94		8453
   584	   217	80		7210
   584	   849	63		5637
   584	   924	43		3827
   584	   584	0		0
   584	    74	30		2711
   584	   421	36		3281
   584	   236	51		4618
    74	   272	66		5929
    74	   217	50		4527
    74	   849	35		3141
    74	   924	19		1694
    74	   584	30		2711
    74	    74	0		0
    74	   421	26		2311
    74	   236	25		2250
   421	   272	83		7488
   421	   217	56		5027
   421	   849	35		3108
   421	   924	44		3946
   421	   584	36		3281
   421	    74	26		2311
   421	   421	0		0
   421	   236	48		4311
   236	   272	43		3839
   236	   217	41		3665
   236	   849	37		3335
   236	   924	9		829
   236	   584	51		4618
   236	    74	25		2250
   236	   421	48		4311
   236	   236	0		0
;

end;

