data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   286	   286	0		0
   286	   285	47		4188
   286	    75	43		3842
   286	   935	63		5645
   286	   489	58		5252
   286	   624	41		3726
   285	   286	47		4188
   285	   285	0		0
   285	    75	18		1614
   285	   935	43		3893
   285	   489	47		4234
   285	   624	13		1200
    75	   286	43		3842
    75	   285	18		1614
    75	    75	0		0
    75	   935	27		2471
    75	   489	30		2664
    75	   624	28		2516
   935	   286	63		5645
   935	   285	43		3893
   935	    75	27		2471
   935	   935	0		0
   935	   489	10		876
   935	   624	55		4952
   489	   286	58		5252
   489	   285	47		4234
   489	    75	30		2664
   489	   935	10		876
   489	   489	0		0
   489	   624	57		5173
   624	   286	41		3726
   624	   285	13		1200
   624	    75	28		2516
   624	   935	55		4952
   624	   489	57		5173
   624	   624	0		0
;

end;

