data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   398	   398	0		0
   398	    98	8		695
   398	   111	32		2877
   398	   560	20		1804
   398	   781	58		5230
   398	   576	46		4129
   398	    81	69		6229
   398	   142	28		2490
   398	   316	24		2172
   398	    16	22		1989
    98	   398	8		695
    98	    98	0		0
    98	   111	37		3301
    98	   560	24		2135
    98	   781	58		5212
    98	   576	42		3794
    98	    81	71		6376
    98	   142	20		1797
    98	   316	19		1678
    98	    16	20		1845
   111	   398	32		2877
   111	    98	37		3301
   111	   111	0		0
   111	   560	47		4244
   111	   781	38		3433
   111	   576	44		3927
   111	    81	42		3760
   111	   142	51		4620
   111	   316	55		4975
   111	    16	26		2358
   560	   398	20		1804
   560	    98	24		2135
   560	   111	47		4244
   560	   560	0		0
   560	   781	78		6995
   560	   576	66		5895
   560	    81	87		7865
   560	   142	40		3596
   560	   316	26		2334
   560	    16	42		3792
   781	   398	58		5230
   781	    98	58		5212
   781	   111	38		3433
   781	   560	78		6995
   781	   781	0		0
   781	   576	28		2487
   781	    81	19		1744
   781	   142	60		5430
   781	   316	74		6656
   781	    16	37		3374
   576	   398	46		4129
   576	    98	42		3794
   576	   111	44		3927
   576	   560	66		5895
   576	   781	28		2487
   576	   576	0		0
   576	    81	47		4209
   576	   142	37		3308
   576	   316	54		4824
   576	    16	25		2209
    81	   398	69		6229
    81	    98	71		6376
    81	   111	42		3760
    81	   560	87		7865
    81	   781	19		1744
    81	   576	47		4209
    81	    81	0		0
    81	   142	77		6922
    81	   316	88		7956
    81	    16	52		4641
   142	   398	28		2490
   142	    98	20		1797
   142	   111	51		4620
   142	   560	40		3596
   142	   781	60		5430
   142	   576	37		3308
   142	    81	77		6922
   142	   142	0		0
   142	   316	19		1681
   142	    16	27		2421
   316	   398	24		2172
   316	    98	19		1678
   316	   111	55		4975
   316	   560	26		2334
   316	   781	74		6656
   316	   576	54		4824
   316	    81	88		7956
   316	   142	19		1681
   316	   316	0		0
   316	    16	37		3322
    16	   398	22		1989
    16	    98	20		1845
    16	   111	26		2358
    16	   560	42		3792
    16	   781	37		3374
    16	   576	25		2209
    16	    81	52		4641
    16	   142	27		2421
    16	   316	37		3322
    16	    16	0		0
;

end;

