data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   595	   687	82		7388
   595	   844	31		2779
   762	   297	86		7782
   762	   140	20		1801
   762	   749	66		5956
   762	   402	34		3061
   762	   263	44		3987
   762	   778	118		10576
   762	   595	61		5506
   762	   762	0		0
   762	   925	27		2409
   762	   204	91		8172
   762	   857	107		9649
   762	   239	79		7154
   762	   921	98		8850
   762	   687	43		3885
   762	   844	88		7896
   925	   297	100		9039
   925	   140	22		2003
   925	   749	81		7308
   925	   402	46		4134
   925	   263	21		1920
   925	   595	58		5216
   925	   762	27		2409
   925	   925	0		0
   925	   204	113		10163
   925	   239	71		6359
   925	   921	95		8519
   925	   687	70		6282
   925	   844	88		7958
   686	   297	53		4725
   686	   140	106		9538
   686	   749	66		5902
   686	   915	64		5736
   686	   402	87		7863
   686	   420	51		4589
   686	   263	115		10364
   686	   778	15		1330
   686	   595	68		6130
   686	   686	0		0
   686	   204	93		8335
   686	   857	87		7834
   686	   239	67		5990
   686	   921	41		3655
   686	   844	37		3360
   204	   297	42		3757
   204	   140	92		8267
   204	   749	43		3869
   204	   915	79		7142
   204	   402	70		6328
   204	   420	64		5794
   204	   263	120		10778
   204	   778	79		7144
   204	   595	91		8226
   204	   762	91		8172
   204	   925	113		10163
   204	   686	93		8335
   204	   204	0		0
   204	   857	19		1669
   204	   239	110		9878
   204	   921	105		9413
   204	   687	58		5264
   204	   844	87		7861
   857	   297	42		3809
   857	   140	106		9557
   857	   749	51		4632
   857	   915	63		5663
   857	   402	83		7512
   857	   420	50		4530
   857	   778	73		6545
   857	   595	99		8945
   857	   762	107		9649
   857	   686	87		7834
   857	   204	19		1669
   857	   857	0		0
   857	   239	116		10413
   857	   921	106		9551
   857	   687	77		6921
   857	   844	90		8055
   239	   297	74		6672
   239	   140	60		5370
   239	   749	67		6015
   239	   402	56		5018
   239	   420	106		9505
   239	   263	54		4899
   239	   778	73		6561
   239	   595	21		1922
   239	   762	79		7154
   239	   925	71		6359
   239	   686	67		5990
   239	   204	110		9878
   239	   857	116		10413
   239	   239	0		0
   239	   921	27		2470
   239	   687	103		9305
   239	   844	32		2889
   921	   297	64		5763
   921	   140	80		7181
   921	   749	65		5823
   921	   915	102		9144
   921	   402	68		6156
   921	   420	85		7686
   921	   263	81		7258
   921	   778	50		4466
   921	   595	38		3378
   921	   762	98		8850
   921	   925	95		8519
   921	   686	41		3655
   921	   204	105		9413
   921	   857	106		9551
   921	   239	27		2470
   921	   921	0		0
   921	   687	113		10176
   921	   844	17		1559
   687	   297	74		6642
   687	   140	56		4995
   687	   749	57		5086
   687	   402	48		4292
   687	   420	114		10300
   687	   263	85		7645
   687	   778	113		10205
   687	   595	82		7388
   687	   762	43		3885
   687	   925	70		6282
   687	   204	58		5264
   687	   857	77		6921
   687	   239	103		9305
   687	   921	113		10176
   687	   687	0		0
   687	   844	98		8801
   844	   297	47		4250
   844	   140	71		6366
   844	   749	48		4277
   844	   915	91		8233
   844	   402	56		4997
   844	   420	74		6629
   844	   263	78		7004
   844	   778	41		3709
   844	   595	31		2779
   844	   762	88		7896
   844	   925	88		7958
   844	   686	37		3360
   844	   204	87		7861
   844	   857	90		8055
   844	   239	32		2889
   844	   921	17		1559
   844	   687	98		8801
   844	   844	0		0
;

end;

