data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   297	   297	0		0
   297	   140	78		7045
   297	   749	20		1828
   297	   915	65		5839
   297	   402	55		4930
   297	   420	45		4042
   297	   263	100		8978
   297	   778	41		3695
   297	   595	60		5388
   297	   762	86		7782
   297	   925	100		9039
   297	   686	53		4725
   297	   204	42		3757
   297	   857	42		3809
   297	   239	74		6672
   297	   921	64		5763
   297	   687	74		6642
   297	   844	47		4250
   140	   297	78		7045
   140	   140	0		0
   140	   749	59		5305
   140	   402	24		2131
   140	   263	30		2695
   140	   778	104		9373
   140	   595	42		3806
   140	   762	20		1801
   140	   925	22		2003
   140	   686	106		9538
   140	   204	92		8267
   140	   857	106		9557
   140	   239	60		5370
   140	   921	80		7181
   140	   687	56		4995
   140	   844	71		6366
   749	   297	20		1828
   749	   140	59		5305
   749	   749	0		0
   749	   915	85		7658
   749	   402	35		3175
   749	   420	65		5866
   749	   263	83		7432
   749	   778	57		5130
   749	   595	49		4372
   749	   762	66		5956
   749	   925	81		7308
   749	   686	66		5902
   749	   204	43		3869
   749	   857	51		4632
   749	   239	67		6015
   749	   921	65		5823
   749	   687	57		5086
   749	   844	48		4277
   915	   297	65		5839
   915	   749	85		7658
   915	   915	0		0
   915	   402	119		10753
   915	   420	20		1807
   915	   778	52		4681
   915	   595	117		10520
   915	   686	64		5736
   915	   204	79		7142
   915	   857	63		5663
   915	   921	102		9144
   915	   844	91		8233
   402	   297	55		4930
   402	   140	24		2131
   402	   749	35		3175
   402	   915	119		10753
   402	   402	0		0
   402	   420	99		8948
   402	   263	49		4452
   402	   778	84		7517
   402	   595	35		3111
   402	   762	34		3061
   402	   925	46		4134
   402	   686	87		7863
   402	   204	70		6328
   402	   857	83		7512
   402	   239	56		5018
   402	   921	68		6156
   402	   687	48		4292
   402	   844	56		4997
   420	   297	45		4042
   420	   749	65		5866
   420	   915	20		1807
   420	   402	99		8948
   420	   420	0		0
   420	   778	37		3346
   420	   595	98		8783
   420	   686	51		4589
   420	   204	64		5794
   420	   857	50		4530
   420	   239	106		9505
   420	   921	85		7686
   420	   687	114		10300
   420	   844	74		6629
   263	   297	100		8978
   263	   140	30		2695
   263	   749	83		7432
   263	   402	49		4452
   263	   263	0		0
   263	   778	117		10534
   263	   595	47		4244
   263	   762	44		3987
   263	   925	21		1920
   263	   686	115		10364
   263	   204	120		10778
   263	   239	54		4899
   263	   921	81		7258
   263	   687	85		7645
   263	   844	78		7004
   778	   297	41		3695
   778	   140	104		9373
   778	   749	57		5130
   778	   915	52		4681
   778	   402	84		7517
   778	   420	37		3346
   778	   263	117		10534
   778	   778	0		0
   778	   595	70		6309
   778	   762	118		10576
   778	   686	15		1330
   778	   204	79		7144
   778	   857	73		6545
   778	   239	73		6561
   778	   921	50		4466
   778	   687	113		10205
   778	   844	41		3709
   595	   297	60		5388
   595	   140	42		3806
   595	   749	49		4372
   595	   915	117		10520
   595	   402	35		3111
   595	   420	98		8783
   595	   263	47		4244
   595	   778	70		6309
   595	   595	0		0
   595	   762	61		5506
   595	   925	58		5216
   595	   686	68		6130
   595	   204	91		8226
   595	   857	99		8945
   595	   239	21		1922
   595	   921	38		3378
