data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 21600 h
param:	K:	dist	dur:= 
   976	   698	94		8464
   976	   851	56		5059
   976	   240	76		6881
   976	   758	177		15902
   976	   241	70		6284
   976	   320	173		15528
   976	   261	158		14233
   976	   976	0		0
   976	   683	135		12190
   976	   732	228		20547
   976	   854	53		4742
   976	   614	203		18306
   976	   751	96		8678
   976	   845	57		5173
   976	   498	183		16438
   976	    47	230		20696
   976	   742	225		20238
   976	   583	191		17165
   976	   273	113		10169
   683	   698	73		6581
   683	   851	108		9737
   683	   240	92		8242
   683	   758	165		14888
   683	   241	91		8187
   683	   320	97		8692
   683	   261	204		18394
   683	   976	135		12190
   683	   683	0		0
   683	   732	139		12504
   683	   854	148		13311
   683	   614	78		6976
   683	   751	73		6542
   683	   845	79		7130
   683	   742	168		15140
   683	   583	139		12469
   683	   273	197		17736
   732	   698	135		12105
   732	   851	229		20651
   732	   240	220		19841
   732	   758	111		9954
   732	   241	217		19539
   732	   320	56		5020
   732	   261	185		16689
   732	   976	228		20547
   732	   683	139		12504
   732	   732	0		0
   732	   854	206		18543
   732	   614	83		7504
   732	   751	207		18668
   732	   845	191		17155
   732	   742	55		4985
   732	   583	59		5277
   732	   273	218		19637
   854	   698	84		7517
   854	   851	103		9294
   854	   240	119		10704
   854	   758	134		12067
   854	   241	112		10047
   854	   320	152		13711
   854	   261	106		9519
   854	   976	53		4742
   854	   683	148		13311
   854	   732	206		18543
   854	   854	0		0
   854	   614	201		18106
   854	   751	133		12000
   854	   845	86		7719
   854	   498	132		11897
   854	    47	179		16151
   854	   742	191		17202
   854	   583	159		14317
   854	   273	62		5606
   614	   698	118		10591
   614	   851	185		16618
   614	   240	169		15212
   614	   758	161		14480
   614	   241	168		15128
   614	   320	75		6749
   614	   261	223		20067
   614	   976	203		18306
   614	   683	78		6976
   614	   732	83		7504
   614	   854	201		18106
   614	   614	0		0
   614	   751	150		13489
   614	   845	152		13650
   614	   742	131		11829
   614	   583	115		10329
   614	   273	236		21206
   751	   698	98		8844
   751	   851	47		4218
   751	   240	24		2178
   751	   758	206		18574
   751	   241	28		2543
   751	   320	158		14237
   751	   261	222		19942
   751	   976	96		8678
   751	   683	73		6542
   751	   732	207		18668
   751	   854	133		12000
   751	   614	150		13489
   751	   751	0		0
   751	   845	48		4338
   751	   742	228		20488
   751	   583	194		17505
   751	   273	194		17468
   845	   698	62		5607
   845	   851	40		3568
   845	   240	40		3628
   845	   758	168		15082
   845	   241	34		3033
   845	   320	136		12268
   845	   261	175		15727
   845	   976	57		5173
   845	   683	79		7130
   845	   732	191		17155
   845	   854	86		7719
   845	   614	152		13650
   845	   751	48		4338
   845	   845	0		0
   845	   498	214		19298
   845	   742	200		17981
   845	   583	165		14878
   845	   273	146		13136
   498	   698	184		16599
   498	   851	235		21191
   498	   758	137		12336
   498	   320	212		19087
   498	   148	172		15510
   498	   261	62		5582
   498	   976	183		16438
   498	   854	132		11897
   498	   845	214		19298
   498	   498	0		0
   498	    47	47		4260
   498	   742	204		18356
   498	   583	189		16970
   498	   273	70		6296
    47	   698	227		20468
    47	   758	164		14752
    47	   148	149		13368
    47	   261	97		8736
    47	   976	230		20696
    47	   854	179		16151
    47	   498	47		4260
    47	    47	0		0
    47	   890	216		19436
    47	   742	225		20286
    47	   583	216		19466
    47	   273	117		10554
   890	   148	111		10031
   890	    47	216		19436
   890	   890	0		0
   742	   698	138		12408
   742	   851	239		21544
   742	   240	236		21199
   742	   758	69		6197
   742	   241	231		20767
   742	   320	72		6449
   742	   148	186		16709
   742	   261	144		12993
   742	   976	225		20238
   742	   683	168		15140
   742	   732	55		4985
   742	   854	191		17202
   742	   614	131		11829
   742	   751	228		20488
   742	   845	200		17981
   742	   498	204		18356
   742	    47	225		20286
   742	   742	0		0
   742	   583	35		3118
   742	   273	188		16891
   583	   698	103		9294
   583	   851	205		18437
   583	   240	202		18136
   583	   758	52		4716
   583	   241	197		17690
   583	   320	44		3950
   583	   148	201		18082
   583	   261	127		11413
   583	   976	191		17165
   583	   683	139		12469
   583	   732	59		5277
   583	   854	159		14317
   583	   614	115		10329
   583	   751	194		17505
   583	   845	165		14878
   583	   498	189		16970
   583	    47	216		19466
   583	   742	35		3118
   583	   583	0		0
   583	   273	162		14605
   273	   698	125		11250
   273	   851	166		14897
   273	   240	181		16286
   273	   758	120		10809
   273	   241	174		15627
   273	   320	172		15496
   273	   148	220		19815
   273	   261	60		5363
   273	   976	113		10169
   273	   683	197		17736
   273	   732	218		19637
   273	   854	62		5606
   273	   614	236		21206
   273	   751	194		17468
   273	   845	146		13136
   273	   498	70		6296
   273	    47	117		10554
   273	   742	188		16891
   273	   583	162		14605
   273	   273	0		0
;

end;

