data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
    20	   790	55		4940
    20	   418	17		1574
    20	   908	14		1271
    20	   604	35		3180
    20	    20	0		0
    20	   108	63		5661
    20	   562	62		5625
    20	   143	79		7142
    20	   508	104		9351
    20	   936	119		10754
    20	   581	104		9343
    20	   635	29		2584
    20	   887	19		1749
    20	   702	92		8236
    20	   922	21		1928
    20	   619	41		3727
    20	   177	75		6771
   108	   837	33		2995
   108	   536	24		2139
   108	   980	22		2006
   108	   211	50		4459
   108	   790	36		3234
   108	   418	46		4147
   108	   908	60		5407
   108	   604	30		2717
   108	    20	63		5661
   108	   108	0		0
   108	   562	61		5515
   108	   143	17		1499
   108	   508	87		7805
   108	   936	74		6642
   108	   581	43		3857
   108	   635	65		5892
   108	   887	64		5754
   108	   702	61		5450
   108	   922	42		3742
   108	   619	58		5240
   108	   250	64		5755
   108	   177	64		5778
   562	   837	37		3360
   562	   536	50		4528
   562	   980	43		3896
   562	   211	28		2553
   562	   790	85		7690
   562	   418	52		4646
   562	   908	49		4400
   562	   604	44		3975
   562	    20	62		5625
   562	   108	61		5515
   562	   562	0		0
   562	   143	69		6178
   562	   508	42		3735
   562	   936	70		6268
   562	   581	79		7113
   562	   635	38		3418
   562	   887	79		7096
   562	   702	37		3319
   562	   922	56		5055
   562	   619	92		8250
   562	   250	85		7675
   562	   177	14		1224
   143	   837	47		4268
   143	   536	40		3592
   143	   980	37		3288
   143	   211	63		5642
   143	   790	48		4347
   143	   418	62		5607
   143	   908	76		6812
   143	   604	46		4104
   143	    20	79		7142
   143	   108	17		1499
   143	   562	69		6178
   143	   143	0		0
   143	   508	86		7779
   143	   936	64		5754
   143	   581	27		2413
   143	   635	80		7161
   143	   887	80		7243
   143	   702	58		5246
   143	   922	58		5231
   143	   619	73		6584
   143	   250	49		4423
   143	   177	68		6152
   508	   837	74		6703
   508	   536	85		7657
   508	   980	76		6871
   508	   211	69		6246
   508	   790	118		10659
   508	   418	92		8267
   508	   908	90		8134
   508	   604	81		7277
   508	    20	104		9351
   508	   108	87		7805
   508	   562	42		3735
   508	   143	86		7779
   508	   508	0		0
   508	   936	50		4514
   508	   581	83		7508
   508	   635	79		7111
   508	   887	120		10760
   508	   702	29		2579
   508	   922	95		8585
   508	   250	78		6993
   508	   177	29		2593
   936	   837	83		7428
   936	   536	86		7744
   936	   980	77		6965
   936	   211	88		7893
   936	   790	110		9875
   936	   418	103		9271
   936	   908	109		9821
   936	   604	86		7763
   936	    20	119		10754
   936	   108	74		6642
   936	   562	70		6268
   936	   143	64		5754
   936	   508	50		4514
   936	   936	0		0
   936	   581	46		4184
   936	   635	104		9322
   936	   702	33		2959
   936	   922	103		9272
   936	   250	31		2778
   936	   177	58		5219
   581	   837	69		6193
   581	   536	64		5799
   581	   980	59		5305
   581	   211	82		7357
   581	   790	75		6708
   581	   418	86		7774
   581	   908	98		8840
   581	   604	69		6189
   581	    20	104		9343
   581	   108	43		3857
   581	   562	79		7113
   581	   143	27		2413
   581	   508	83		7508
   581	   936	46		4184
   581	   581	0		0
   581	   635	99		8939
   581	   887	107		9603
   581	   702	55		4980
   581	   922	83		7483
   581	   619	100		8995
   581	   250	23		2115
   581	   177	74		6662
   635	   837	32		2905
   635	   536	43		3905
   635	   980	43		3898
   635	   211	18		1585
   635	   790	73		6527
   635	   418	28		2487
   635	   908	15		1351
   635	   604	36		3225
   635	    20	29		2584
   635	   108	65		5892
   635	   562	38		3418
   635	   143	80		7161
   635	   508	79		7111
   635	   936	104		9322
   635	   581	99		8939
   635	   635	0		0
   635	   887	48		4304
   635	   702	72		6508
   635	   922	35		3136
   635	   619	67		6047
   635	   250	112		10112
   635	   177	52		4638
   887	   837	47		4273
   887	   536	44		3943
   887	   980	52		4673
   887	   211	50		4543
   887	   790	45		4031
   887	   418	28		2506
   887	   908	33		2957
   887	   604	43		3867
   887	    20	19		1749
   887	   108	64		5754
   887	   562	79		7096
   887	   143	80		7243
   887	   508	120		10760
   887	   581	107		9603
   887	   635	48		4304
   887	   887	0		0
   887	   702	104		9359
   887	   922	26		2358
   887	   619	24		2171
   887	   177	91		8167
   702	   837	57		5090
   702	   536	64		5763
   702	   980	55		4940
   702	   211	58		5199
   702	   790	95		8507
   702	   418	76		6881
   702	   908	80		7176
   702	   604	62		5563
   702	    20	92		8236
   702	   108	61		5450
   702	   562	37		3319
   702	   143	58		5246
   702	   508	29		2579
   702	   936	33		2959
   702	   581	55		4980
   702	   635	72		6508
   702	   887	104		9359
   702	   702	0		0
   702	   922	78		7030
   702	   619	110		9891
   702	   250	53		4796
   702	   177	25		2269
   922	   837	22		1942
   922	   536	19		1688
   922	   980	26		2340
   922	   211	29		2605
   922	   790	38		3410
   922	   418	7		654
   922	   908	23		2052
   922	   604	17		1510
   922	    20	21		1928
   922	   108	42		3742
   922	   562	56		5055
   922	   143	58		5231
   922	   508	95		8585
   922	   936	103		9272
   922	   581	83		7483
   922	   635	35		3136
   922	   887	26		2358
   922	   702	78		7030
   922	   922	0		0
   922	   619	36		3208
   922	   250	102		9160
   922	   177	67		6014
   619	   837	55		4988
   619	   536	46		4129
   619	   980	55		4951
   619	   211	65		5807
   619	   790	28		2489
   619	   418	41		3720
   619	   908	53		4726
   619	   604	49		4414
   619	    20	41		3727
   619	   108	58		5240
   619	   562	92		8250
   619	   143	73		6584
   619	   581	100		8995
   619	   635	67		6047
   619	   887	24		2171
   619	   702	110		9891
   619	   922	36		3208
   619	   619	0		0
   619	   177	102		9157
   250	   837	85		7619
   250	   536	83		7482
   250	   980	76		6858
   250	   211	95		8544
   250	   790	97		8767
   250	   418	104		9354
   250	   908	114		10250
   250	   604	86		7748
   250	   108	64		5755
   250	   562	85		7675
   250	   143	49		4423
   250	   508	78		6993
   250	   936	31		2778
   250	   581	23		2115
   250	   635	112		10112
   250	   702	53		4796
   250	   922	102		9160
   250	   250	0		0
   250	   177	77		6915
   177	   837	46		4174
   177	   536	58		5219
   177	   980	50		4483
   177	   211	41		3657
   177	   790	93		8325
   177	   418	63		5677
   177	   908	62		5573
   177	   604	53		4768
   177	    20	75		6771
   177	   108	64		5778
   177	   562	14		1224
   177	   143	68		6152
   177	   508	29		2593
   177	   936	58		5219
   177	   581	74		6662
   177	   635	52		4638
   177	   887	91		8167
   177	   702	25		2269
   177	   922	67		6014
   177	   619	102		9157
   177	   250	77		6915
   177	   177	0		0
;

end;

